Text,CUIS
randomized to aspirin use,C0034656;C3815594
$nmbr$ year predicted risk of,C0035647;C4552904
colorectal cancer,C0009402;C0346629;C1527249;C2984278;C3542412
non colorectal cancer,C0009402;C0346629;C1527249;C2984278;C3542412
major gastro intestinal bleeding,C0205082;C0017181;C0205164;C4318856;C4521762
total study population,C3258257
women $nmbr$ years,C0043210;C0439234
arr $nmbr$ ci,C0008107;C3259781
annt or bnnh $nmbr$ ci,C0008107;C3259781
$nmbr$ $nmbr$ to $nmbr$ a,
$nmbr$ b $nmbr$ b to $nmbr$ a,
$nmbr$ $nmbr$ to $nmbr$ b,
total adjusted weight of $nmbr$ $nmbr$ for gastrointestinal bleeding,C0005910;C0043100;C1305866;C1705104;C0017181
vi $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
ff vi $nmbr$ mg $nmbr$ mg n $nmbr$,C0205999;C1319635
smoking status n former,C0205156;C0750523
total pack years mean sd,C1277691;C2699239
baseline fev $nmbr$ predicted,C0681842;C1882327
post bronchodilator reversibility fev $nmbr$ mean sd,C2599594;C2699239
previous pneumonia,C0205156;C0032285;C1552607
i ii fev $nmbr$ $nmbr$ predicted,C0681842;C1882327
iii fev $nmbr$ $nmbr$,C0439070;C3714541;C1705160
iv fev $nmbr$,C0022326;C3714541;C4265176
leukocytes $nmbr$ nl,C0027778;C0560008;C3892223
neutrophils $nmbr$ nl,C0027778;C0560008;C3892223
monocytes $nmbr$ nl,C0027778;C0560008;C3892223
lymphocytes $nmbr$ il,C0020898;C0021764;C0022271
hemoglobin mg dl,C0019046;C0439269
ctn l ng ml,C0917591;C0439275
angiographic data,C1511726;C3245479;C3714741
pci revascularization,C4049621;C0581603
odds ratio adj $nmbr$ cl,C0028873;C0596019
baseline hs crp tertiles mg i],C0024671;C0021966;C0221138;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
$nmbr$ st $nmbr$ $nmbr$,C0036056;C3272372
$nmbr$ nd $nmbr$ $nmbr$,
$nmbr$ rd $nmbr$ $nmbr$,C0694666;C4553350
egfr $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$ n $nmbr$ $nmbr$,C1739039;C0439445;C3811844;C3812682;C0369718;C0441922
egfr $nmbr$ $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$ n $nmbr$ $nmbr$,C1739039;C0439445;C3811844;C3812682;C0369718;C0441922
egfr $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$ n $nmbr$,C1739039;C0439445;C3811844;C3812682;C0369718;C0441922
established atherosclerotic disease,C0333482;C0012634
clinical and laboratory measurements,C0205210;C0681902
acr mg mmol,C0567349;C2348885
acr,C1412134;C1515941
$nmbr$ $nmbr$ to $nmbr$ $nmbr$ mg mmol,C0567349;C2348885
baseline cv medications,C0013227;C0802604;C2598133;C4284232
b blockers,
baseline anti hyperglycemic medications,C0013227;C0802604;C2598133;C4284232
egfr $nmbr$ $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$,C1739039;C0439445;C3811844;C3812682
saxagliptin $nmbr$ mg n $nmbr$ $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
saxagliptin $nmbr$ $nmbr$ mg n $nmbr$ $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
saxagliptin $nmbr$ $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
cv death mi ischemic stroke,C0011065;C0948008;C1306577;C4082313;C4552775
cv death mi ischemic stroke hospitalization for hf coronary revascularization ua,C0019993;C0877341
hospitalization for hf,C0019993;C0018488;C1313497;C1538440;C3273279
$nmbr$ yr km n,C0439234;C3887676
s,
egfr $nmbr$ $nmbr$,C1739039;C3811844;C3812682
cv death ml ischemic stroke hosp for hf cor revasc ua,C0011065;C0948008;C1306577;C4082313;C4552775
hosp for hf,C0018488;C1313497;C1538440;C3273279
primary renal endpoint,C2986535;C0022646
primary renal endpoint or death,C2986535;C0022646;C0011065;C1306577;C4082313;C4552775
hosji fcrhypoglycemia,
major hypoglycemia,C0020615;C4553659
ebria,C1917247
initiation of insulin,C0589507;C1158830;C1704686
any new anti hyperglycemic rx,C1425688;C1521941;C2709207
worsened,C1457868;C4084902
no change,C0392747;C0443172;C1705241;C4319952
improved,C0184511;C0332272;C1561611;C4084203
olodaterol $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
tiotropium $nmbr$ $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
tiotropium $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
tiotropium olodaterol $nmbr$ $nmbr$ $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
tiotropium olodaterol $nmbr$ $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
participants n,C0679646
$nmbr$ $nmbr$ i $nmbr$,C0021966;C0221138
$nmbr$ i $nmbr$ $nmbr$,C0021966;C0221138
$nmbr$ $nmbr$ i i,C0021966;C0221138
$nmbr$ i $nmbr$ $nmbr$ $nmbr$,C0021966;C0221138
$nmbr$ i $nmbr$ $nmbr$ i $nmbr$,C0021966;C0221138
$nmbr$ ii $nmbr$ $nmbr$,C1710602;C4082587
pre bronchodilator screening fev $nmbr$ ml,C0439526;C1705224;C3887665
i $nmbr$ $nmbr$,C0021966;C0221138
i $nmbr$ i $nmbr$ $nmbr$,C0021966;C0221138
ii $nmbr$ $nmbr$,C1710602;C4082587
post bronchodilator screening fev $nmbr$ ml,C0439526;C1705224;C3887665
i $nmbr$ $nmbr$ ii,C1710602;C4082587
i $nmbr$ $nmbr$ i,C0021966;C0221138
change from pre to,C0392747;C0443172;C1705241;C4319952
i $nmbr$ i $nmbr$,C0021966;C0221138
i $nmbr$ i i $nmbr$,C0021966;C0221138
post bronchodilator fev $nmbr$ ml,C0439526;C1705224;C3887665
$nmbr$ $nmbr$ ii $nmbr$,C1710602;C4082587
$nmbr$ i ii $nmbr$,C1710602;C4082587
fev $nmbr$ pred,C0032952;C0044955
$nmbr$ fevi ^ $nmbr$ pred,C0032952;C0044955
i $nmbr$ i,C0021966;C0221138
$nmbr$ fevi $nmbr$,C0849974;C1561566;C4528367
$nmbr$ fev $nmbr$,C3714541
ii $nmbr$ ii $nmbr$,C1710602;C4082587
baseline pulmonary medication,C0013227;C3244316;C4284232
sama $nmbr$,C1075468
i $nmbr$ i i $nmbr$ $nmbr$,C0021966;C0221138
i $nmbr$ i $nmbr$ i,C0021966;C0221138
lama,C0999593;C1416775
saba,
xanthines $nmbr$,C0043318;C3541955
baseline cardiovascular medication,C0168634;C0007220;C1442488
i $nmbr$ $nmbr$ $nmbr$,C0021966;C0221138
ii $nmbr$ i $nmbr$ $nmbr$,C0021966;C0221138
treatment comparison,C0039798;C1707455;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
ics usage,C0815320;C0457083;C4551720
adjusted mean se $nmbr$ ci,C0008107;C3259781
fevi auc $nmbr$ $nmbr$ l,C0429706;C0376690;C0849974;C1561566;C4528367
common study baseline,C0168634;C1442488
tiotropium olodaterol $nmbr$ $nmbr$ pg,C0030827;C0072225;C1266240
versus olodaterol $nmbr$ pg,C0030827;C0072225;C1266240
versus tiotropium $nmbr$ pg,C0030827;C0072225;C1266240
tiotropium olodaterol $nmbr$ $nmbr$ $nmbr$ pg,C0030827;C0072225;C1266240
versus tiotropium $nmbr$ $nmbr$ pg,C0030827;C0072225;C1266240
versus tiotropium olodaterol $nmbr$ $nmbr$ $nmbr$ pg,C0030827;C0072225;C1266240
trough fevi l,C0444506;C0429706;C0849974;C1561566;C4528367
dapagliflozin $nmbr$ mg day n $nmbr$,C2353951;C0439422
type $nmbr$ diabetes duration mean sd years,C1320657;C0439234
hba $nmbr$ c mean sd [mmol mol],C0019016;C2699239;C1825777;C3538758;C3829066
fpg mean sd mg dl [mmol l],C0444504;C0439269;C2347634;C2348143;C1532563
$nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ $nmbr$ $nmbr$ $nmbr$ ],
prior history of cardiovascular disease n,C0332152;C0455539;C2826257
concomitant medications n,C0521115;C0013227;C0802604;C2598133;C4284232
antihypertensives,C0003364
angiotensin receptor blocker and or ace,C0034787;C1622222;C1452534;C4284014
dapagliflozin $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
hba $nmbr$ c in patients with baseline hba $nmbr$ c,C0019016;C0030705;C1825777;C3538758
$nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ $nmbr$ $nmbr$ ] $nmbr$ $nmbr$ $nmbr$ $nmbr$ to $nmbr$ $nmbr$ [ $nmbr$ $nmbr$ $nmbr$ $nmbr$ to $nmbr$ $nmbr$ ],
$nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ $nmbr$ $nmbr$ ] $nmbr$ $nmbr$ $nmbr$ $nmbr$ to $nmbr$ $nmbr$ [ $nmbr$ $nmbr$ $nmbr$ $nmbr$ to $nmbr$ $nmbr$ ] $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ $nmbr$ $nmbr$ $nmbr$ ],
hba $nmbr$ c in patients with baseline hba $nmbr$ c $nmbr$ to $nmbr$ to,C0019016;C0030705;C1825777;C3538758
hba $nmbr$ c in patients with baseline hba $nmbr$ c $nmbr$ $nmbr$ mmol mol [mmol mol] la n baseline sd adjusted mean change $nmbr$ ci placebo subtracted change se,C0030705;C3829066;C0008107;C0036919;C3259781
open label phase baseline week $nmbr$,C0332174;C0439230
randomized double blind reversal phase baseline week $nmbr$,C0332174;C0439230
total cohort,C0009247;C0599755
azl ma,C0024443;C3887485
azl m cldb,
azl m,
race no c,C0034510;C1706779;C3853635
baseline dbp mean sd mm hg,C0168634;C0439475;C1442488
baseline sbp mean sd mm hg,C0085805;C0439475
table $nmbr$ baseline demographics and clinical characteristics,C0011298;C1704791;C0683325
all patients who were treated with $nmbr$ dose of study medication yall patients who had a baseline and $nmbr$ on treatment hba $nmbr$ c measurement egfr estimated glomerular filtration rate fpg fasting plasma glucose hba $nmbr$ c glycated hemoglobin mdrd modification of diet in renal disease nph neutral protamine hagedorn oads oral antidiabetes drugs sd standard deviation,C0030705;C3272598;C0332293;C0013175;C0168634;C1442488;C1299575;C0457987;C0871420
linagliptin,C2746078
patients treated set n,C0030705;C0036849;C1442518;C1705195
males n,C0086582
renal function egfr according to mdrd n,C1739039;C3811844;C3812682
normal $nmbr$ ml min,C0205307;C0439445;C0231683;C0439166;C2347086;C4553972
mild impairment $nmbr$ to $nmbr$ ml min,C0221099;C0684336;C0439445
moderate impairment $nmbr$ to $nmbr$ ml min,C0221099;C0684336;C0439445
severe to end stage impairment $nmbr$ ml min,C0205082;C4050465;C4050466
patients full analysis sety n,C0030705;C0002778;C0936012;C1524024
hba $nmbr$ c mmol mol mean sd,C3829066;C2699239
time since diagnosis of diabetes mean sd,C0040223;C3541383
type of basal insulin n,C0457592
insulin detemir,C0537270
nph,C0020258;C0027442
concomitant oads n,C0521115
pioglitazone only,C0071097
metformin pioglitazone,C1635037
figure $nmbr$ mean hba $nmbr$ c change from baseline at week $nmbr$ by type of basal insulin a by age b and by renal impairment stage c fas locf egfr estimated glomerular filtration rate fas full analysis set hba $nmbr$ c glycated hemoglobin locf last observation carried forward nph neutral protamine hagedorn qd once daily,C0392747;C0443172;C1705241;C4319952;C0332174;C0439230;C0457592;C0001779;C2986798;C0020258;C0332173;C0027442
baseline cardiovascular disease,C0168634;C0007222;C1442488
dilated cardiomyopathy,C0007193;C2984282
haemodynamics and lv function,C0019010;C4281788;C0031843;C0542341;C0700205;C1705273
lvdd mm,C4330985;C4554674
laboratory findings,C0587081
haemoglobin g dl,C0439267
albumin mg dl,C0001924;C0439269
baseline medication,C0013227;C3244316;C4284232
event total,C0439175;C0439810
lower,C0441994;C1548802;C2003888
upper,C1282910
age y o,C0001779
taci n $nmbr$,C0666480;C1425349;C4284230
paci n $nmbr$,C1165245
poci n $nmbr$,
laci n $nmbr$,C1420705;C3273314;C4281721
sss score,C0449820;C4050231
duration of symptoms h,C0436359;C0033727;C0369286;C0441932;C0564385;C4528284
treatment with candesartan,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
current or previous atrial fibrillation,C0521116;C1705970;C0004238;C0344434;C1963067
current use of an ace inhibitor,C1524063;C0003015;C4541021
thrombolytic treatment before randomization,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
composite vascular endpoint,C2349179;C2826544
functional outcome mrs $nmbr$ $nmbr$,C1522706;C2349188;C3714939;C3854213
taci,C0666480;C1425349;C4284230
candesartan $nmbr$ $nmbr$,C0717550
paci,C1165245
poci,
laci,C1420705;C3273314;C4281721
prespecified subgroups,C1079230
anacetrapib $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
fc ldl c mg dl,C2983605;C0439269
use of concomitant lipid modifying therapy,C1524063;C1707479
statin only n,C0360714;C0369718;C0441922
statin ezetimibe n,C0360714;C1142985
statin fibrate or,C0360714
niacin n,C0027996;C1142562
type of concomitant statin,C0332307;C1547052
simvastatin n,C0074554
atorvastatin n,C0286651
rosuvastatin n,C0965129
fc ldl c friedewald calculated,C2983605;C0444686;C1441506
low density lipoprotein choles,C0023823
terol hdl c high density lipoprotein cholesterol,C0023822
sd standard,C1442989;C2828392
deviation tg triglyceride,C0012727;C0041004;C0205419;C1705236
percent change from baseline at week $nmbr$,C3272907;C0332174;C0439230
difference in ls means $nmbr$ ci,C1705241;C1705242
ls mean $nmbr$ ci,C0008107;C3259781
vs placebo,C0032042;C1696465;C1706408
anacetrapib $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
baseline hdl c,C0168634;C3715113;C1442488
baseline fc ldl c,C0168634;C1442488
baseline tg,C0168634;C0337445;C1442488
statin only,C0360714
statin ezetimibe,C0360714;C1142985
statin fibrate or niacin,C0360714;C0027996;C1142562
dm n $nmbr$,C0011816;C3250443
no dm n $nmbr$,C0011816;C3250443
median age $nmbr$ $nmbr$ y,C0549183;C0001779;C0876920;C2347635;C2348144;C2939193
hyperlipidemia n,C0020473;C0428465;C4555212
current tobacco abuse n,C0521116;C0040336;C1705970
peripheral arterial disease n,C0085096;C1704436
history of heart failure n,C0455531
previous pci cabg n,C0205156;C0010055;C1552607
baseline gfr,C0017654;C1424601
baseline medications n,C0168634;C0013227;C0802604;C2598133;C4284232;C1442488
baseline diabetes mellitus therapy n,C0168634;C0948092;C1442488
lifestyle modifications,C0870811;C2960841
noninsulin therapy,C0039798;C0087111;C1363945
insulin therapy,C0021641;C0039798;C0087111;C1363945;C1533581;C1579433;C3714501
vorapaxar event rate n $nmbr$,C0441471;C0871208;C1521828;C4019010
placebo event rate n $nmbr$,C0032042;C0441471;C4019010;C1696465;C1706408
cvd mi or stroke,C0007222;C3810814;C0038454;C4554100
cvd or mi,C0007222;C3810814
cvd mi stroke or recurrent ischemia urgent revascularization,C0038454;C4554100;C0022116;C0581603;C4321499
cvd mi stroke or recurrent ischemia urgent revascularization or hospitalization for unstable angina,C0038454;C4554100;C0022116;C0581603;C4321499;C0019993;C0002965
recurrent ischemia urgent revascularization,C0022116;C0581603;C4321499
hospitalization for unstable angina,C0019993;C0002965
patients treated with statins n $nmbr$,C0030705;C0332293;C0360714
patients not treated with statins n $nmbr$,C0030705;C0332293;C0360714
mean bmi kg m $nmbr$,C0022718;C0439209;C4054209
creatinine clearance n,C0812399
planned treatment duration n,C4528394
index event n,C0600653;C0441471;C4019010;C0918012;C1552854;C1637833;C2986546
only dvt,C0149871;C2926618;C3899446
pe dvt,C0149871;C2926618;C3899446
index event not confirmed,C0441471;C4019010;C0521093;C0750484
immobilization at randomization n,C0020944;C4048292
active cancer at randomization n,C0006826;C0998265;C1306459
ischemic heart disease n,C0010054;C0151744
ischemic cerebrovascular disease n,C0475224;C0007820
asa use at baseline n,C0042153;C0457083;C1947944
asastoppedat randomization n,C0034656
recurrent vte statin use vs non use,C0042153;C0457083;C1947944
asa use at baseline,C0042153;C0457083;C1947944
no asa use at baseline,C0042153;C0457083;C1947944
no cardiac disease,C0018799
major bleeding statin use vs non use,C0042153;C0457083;C1947944
included in this study n $nmbr$,C0332257;C0557651;C2603343
patients with early cd n $nmbr$,C0030705;C0007928;C0034283;C4552032
disease duration year median,C0549183;C0876920;C2347635;C2348144;C2939193
crp median mg dl,C0549183;C0439269;C0876920;C2347635;C2348144;C2939193
crp $nmbr$ $nmbr$ mg dl n,C3890735;C0439269;C4048285
cdai score mean s d,C0449820;C0444504;C2347634;C2348143;C4050231
gastrointestinal area involved n total n,C0017446;C0205146
upper gastrointestinal tract,C3203348
baseline crohn s disease medications,C0168634;C0010346;C1442488;C0013227;C0802604;C2598133;C4284232
systemic corticosteroids n,C4053960
budesonide n,C0054201
$nmbr$ asa compounds n,C0004057;C3853627
history of bowel resections n,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
early crohn s disease,C1279919;C0010346;C0012634
non early crohn s disease,C1279919;C0010346;C0012634
remission component of variable,C0449432;C1705248
azathioprine monotherapy,C0004482
infliximab monotherapy,C0666743
infliximab combination therapy,C4076075
p valuer,C0369773;C0401806;C2603361
crj,
mhi,
crpnonr,
cr mh,C0026514;C2930980
cr crpnorr,C0201975;C3539604;C3711669;C4084730;C4553336;C4553337
mh crpnorr,C0026514;C2930980
cr mh crpnorr,C0201975;C0026514;C2930980;C3539604;C3711669;C4084730;C4553336;C4553337
[ $nmbr$ ci],C0008107;C3259781
a aza treatment ref,C0004482;C1425988
ifx treatment,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
combination treatment ifx aza,C0020823;C0004482
previous cd related surgery ref a,C0007928;C1425988;C0034283;C4552032
no previous cd related surgery $nmbr$,C0038894;C0038895;C0543467;C1274039
b aza treatment ref,C0004482;C1425988
history of bowel resection ref,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
no history of bowel resections,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
c kza treatment ref,C0039798;C1425988;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
no hospitalization in the past $nmbr$ months prior to baseline ref,C0019993;C0439231;C0168634;C1425988;C1442488
hospitalization in the past $nmbr$ months prior to baseline,C0019993;C0439231;C0168634;C1442488
no history of extra intestinal manifestations of ibd ref,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
history of extra intestinal manifestations of ibd,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
d aza treatment ref,C0004482;C1425988
no steroid use at baseline ref,C0281991;C0168634;C1442488
on steroid at baseline,C0038317;C0168634;C1442488
e aza treatment ref,C0004482;C1425988
reslizumab n $nmbr$,C1869620
median age years iqr,C0549183;C1510829;C0876920;C2347635;C2348144;C2939193
mean body mass index kg mq,C0005893;C0024853;C0578022;C1305855
$nmbr$ $nmbr$ $nmbr$ i,C0021966;C0221138
mean time since diagnosis years,C0556970;C0011900;C1704338;C1704656
mean ics use at enrolment pg,C0042153;C0457083;C1947944
oral corticosteroid use at enrolmentt,C0239126
laba use at enrolment,C0042153;C0457083;C1947944
mean prebronchodilation l,C0444504;C2347634;C2348143
mean predicted value prebronchodilation,C0444504;C0681842;C1882327;C2347634;C2348143
mean reversibility,C0444504;C0449261;C2347634;C2348143
mean aqlq total score t,C3533236
mean acq $nmbr$ scores,C3533236;C2919686
mean asui scored,C0444504;C2347634;C2348143;C0449820
saba use in past $nmbr$ days,C0042153;C0457083;C1947944;C0439228
mean number of puffs per day,C0444504;C0237753;C0449788;C2347634;C2348143;C0332173;C0439228;C0439505
mean blood eosinophil count cells per pl,C0444504;C0200638;C2347634;C2348143
mean number of caes in past $nmbr$ months number per patient ],C0444504;C0237753;C0449788;C2347634;C2348143;C0439231;C0030705
reslizumab,C1869620
place,C0442504;C1533810;C1704765;C1882509
rate ratio $nmbr$ cl,C0456603;C0596019;C1547037
ocs at baseline,C0168634;C1442488
$nmbr$ $nmbr$ o $nmbr$ o $nmbr$,C0483204
ics plus laba,C0815320;C4551720
ics no laba,C0815320;C4551720
body mass index kg mj previous diagnosis,C0005893;C0332132;C0578022;C1305855
use of concomitant lipid lowering treatment,C1524063;C0023779
statin with ezetimibe,C0360714;C1142985
type of concomitant statin by daily dose,C0332307;C1547052;C2348070
simvastatin $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
atorvastatin $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
pravastatin $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
fluvastatin $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
baseline lipid and lipoprotein values,C0168634;C0023779;C1442488;C0023820;C0042295
apo a $nmbr$ g l,C1447574;C4521365
lp a pmol l,C0065058;C0439284;C1439335;C4553379
age s $nmbr$ years n $nmbr$ $nmbr$,C1510829
baseline tg level n $nmbr$ $nmbr$,C0168634;C0337445;C1442488
baseline tg level n $nmbr$ $nmbr$ $nmbr$ $nmbr$ mg dl,C0168634;C0439269;C1442488
statin only n $nmbr$ $nmbr$,C0360714;C0369718;C0441922
statin ezetimibe n $nmbr$ $nmbr$,C0360714;C1142985
other n $nmbr$ $nmbr$ ],C0369718;C0441922
simvastatin n $nmbr$ $nmbr$,C0074554
atorvastatin n $nmbr$ $nmbr$,C0286651
rosuvastatin n $nmbr$ $nmbr$,C0965129
diabetics yes n $nmbr$ $nmbr$,C0241863;C1549445;C1705108;C1710701
diabetics no n $nmbr$ $nmbr$,C0241863;C0369718;C0441922
baseline ldlc level n $nmbr$ $nmbr$ ^ $nmbr$ $nmbr$ mg dl,C0168634;C0439269;C1442488
baseline ldlc level n $nmbr$ $nmbr$ $nmbr$ $nmbr$ mgzdl,C0168634;C0441889;C0456079;C1547707;C2946261;C1442488
baseline hdl c level n s $nmbr$ $nmbr$,C0168634;C0441889;C0456079;C1547707;C2946261;C1442488
baseline hdl c level n $nmbr$ $nmbr$ $nmbr$ $nmbr$ mg dl,C0168634;C0439269;C1442488
baseline tg level n $nmbr$ $nmbr$ s $nmbr$ $nmbr$ mg dl,C0168634;C0337445;C1442488;C0439269
other n $nmbr$ $nmbr$,C0369718;C0441922
baseline ldlc level n $nmbr$ $nmbr$ s $nmbr$ $nmbr$ mg dl,C0168634;C0441889;C0456079;C1547707;C2946261;C1442488;C0439269
baseline ldlc level n $nmbr$ $nmbr$ $nmbr$ $nmbr$ mg dl,C0168634;C0439269;C1442488
baseline hdl c level n $nmbr$ $nmbr$ s $nmbr$ $nmbr$ mg dl,C0168634;C0441889;C0456079;C1547707;C2946261;C1442488;C0439269
p value $nmbr$ years,C1709380;C0439234
saxagliptin n $nmbr$ $nmbr$,C1611934
pharmacotherapy,C0013216;C0013217
$nmbr$ years placebo n $nmbr$ $nmbr$ saxagliptin n $nmbr$ $nmbr$,C0439234;C0032042;C1696465;C1706408
km event rate,C0871208;C1521828
interaction p value $nmbr$ $nmbr$,C1704675;C1709380
secondary,C0027627;C0175668;C0205436
nonfatal ischemic stroke,C0948008
hospitalization for due to,C0019993
doubling of creatinine level,C0205173;C1705764
initiation of dialysis renal transplantation or creatinine $nmbr$ $nmbr$ mg dl $nmbr$ mmol l,C0589507;C1158830;C1704686;C0439268
history of heart failure at baseline,C0455531;C0168634;C1442488
no history of heart failure at baseline,C0455531;C0168634;C1442488
baseline hba $nmbr$ c concentration,C0086045;C1446561;C3827302
bodyweight kg,C0022718;C0439209;C4054209
cardiovascular risk factors and history,C0850624;C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
egfr ml min per $nmbr$ ^ $nmbr$ m,C1739039;C0439445;C3811844;C3812682
egfr $nmbr$ ml min per $nmbr$ ^ $nmbr$ m,C1739039;C0439445;C3811844;C3812682
time from index acs event to randomisation days,C0040223;C3541383;C0034656;C0439228
nyha chf class,C1882083;C0018802
baseline bnp concentration pg ml,C0054015;C0439297;C1095989;C1417808;C2982014
baseline concomitant cardiovascular medications,C0168634;C0007220;C1442488
ace inhibitor arb or both,C0003015;C3888198;C4541021
mras,C1335594;C1367476
primary mace endpoint,C2986535;C0349381;C0949745;C1445339
non fatal myocardial infarction,C0027051;C0428953;C2926063;C3810814;C4552959
$nmbr$ $nmbr$ s $nmbr$ $nmbr$ t,C2603360
pinteraction for treatment and history of heart failure,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704;C0455531
secondary mace endpoint,C4528314;C0349381;C0949745;C1445339
urgent revascularisation due to unstable angina,C0581603;C0002965
cardiovascular death and hospital admission for heart failure,C0011065;C1306577;C4082313;C4552775;C0184666;C0018801;C0018802;C4554158
hospital admission for heart failure,C0184666;C0018801;C0018802;C4554158
normal responder n $nmbr$,C0205307;C0231683;C0439166;C2347086;C4553972
sensitive responder n $nmbr$,C0020517;C0332324;C1522640
highly sensitive responder n $nmbr$,C0439822
median age [interquartile range] yr,C0549183;C0001779;C0876920;C2347635;C2348144;C2939193;C1711350;C0439234
atrial fibrillation no,C0004238;C0344434;C1963067
qualifying risk factors no,C1514624;C0035648;C1553898
chads $nmbr$ score mean sd,C0444504;C2699239;C2347634;C2348143
previous exposure to a vitamin k antagonist no current or former never,C0332157;C1096489;C2267235;C0521116;C1705970;C0205156;C0750523
medications at time of randomization no,C0013227;C0802604;C2598133;C4284232
digoxin or digitalis preparations,C0012265;C0304520
asia pacific and south africa,C0003980;C0037712
edoxaban higher dose vs warfarin,C2975435;C0444956;C0043031
edoxaban lower dose vs warfarin,C2975435;C0445550;C1708745;C0043031
higher dose,C0444956
lower dose,C0445550;C1708745
pinteraction,
any overt bleed,C0019080
normal responder,C0205307;C0231683;C0439166;C2347086;C4553972
sensitive,C0020517;C0332324;C1522640
highly sensitive,C0439822
major or clinically relevant non major bleed,C0205082;C0205164;C4318856;C4521762;C0019080
clinically relevant non,C2347946;C1518422
background therapy,C0039798;C0087111;C1363945
su,C0038642;C1705534
biguanide,C0005382;C3537187;C4317165
agi,C1299007
dpp $nmbr$ inhibitor,C1414174;C1999216
study drug,C0013175
empagliflozin,C3490348
metformin open label,C0025598;C1709323
time since diagnosis of t $nmbr$ dm,C0040223;C3541383
figure must be in supplement is not in paper,C0242295;C1947943;C2348609;C1518422;C0030351;C1547566
ticagrelor $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
multivessel coronary artery disease no total no,C0010054;C0010068;C1956346;C0439175;C0439810
history of pci no total no t,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062;C0439175;C0439810;C2603360
$nmbr$ prior myocardial infarction no,C0027051;C0428953;C2926063;C3810814;C4552959
qualifying events,C1514624;C0441471;C3541888
years since myocardial infarction,C0439234;C0027051;C0428953;C2926063;C3810814;C4552959
type of myocardial infarction no,C0332307;C1547052
unknown type,C0332307;C1547052
medication at enrollment no,C0013227;C3244316;C4284232
aspirin at any dose,C4696290
ticagrelor $nmbr$ mg $nmbr$ year km,C0024671;C3887676;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
placebo $nmbr$ year km,C0032042;C3887676;C1696465;C1706408
age at randomization,C0001779;C0034656
median $nmbr$ kg,C0022718;C0439209;C4054209
second prior mi,C0205436;C3810814;C0457385;C0565930;C1561503;C1705190
second mi,C0205436;C3810814;C0457385;C0565930;C1561503;C1705190
no second mi,C0205436;C3810814;C0457385;C0565930;C1561503;C1705190
no multivessel disease,C0012634
non endstage renal dysfunction,C1565489;C3279454
