CUI,matchedText,preferred,hasMSH,semTypes
C1524003,Cause,Science of Etiology,false,cnce
C0344434,AF,Atrial Fibrillation by ECG Finding,false,lbtr
C4049859,AF,PSMD4 wt Allele,false,gngm
C0243032,MRA,Magnetic Resonance Angiography,true,diap
C1609165,MRA,tocilizumab,true,aapp;imft;phsu
C3891069,MRA,MRI-Based Angiogram,false,lbtr
C0020616,Hypoglycemic agent,Hypoglycemic Agents,true,phsu
C0362046,Prediabetes,Prediabetes syndrome,true,dsyn
C1408353,Undiagnosed,Undiagnosed,false,fndg
C0011849,DIABETES MELLITUS,Diabetes Mellitus,true,dsyn
C1709380,P-Value,P-Value,false,qnco
C1704675,Interaction,Interaction,false,ftcn
C0018488,Hf,Hafnium,true,elii
C0019993,hospitalisation,Hospitalization,true,hlca
C1313497,HF,"GZMA protein, human",true,aapp;enzy
C1538440,HF,CFH gene,false,gngm
C3273279,HF,CFH wt Allele,false,gngm
C0011065,DEATH,Cessation of life,true,orgf
C1306577,Death,Death (finding),false,fndg
C4082313,Death NOS,Death Adverse Event Not Associated with More Specific CTCAE Term NOS,false,fndg
C4552775,Death NOS,"Death NOS, CTCAE",false,fndg
C0237881,significant,Statistical Significance,false,qnco
C0750502,Significant,Significant,false,idcn
C1546944,Significant,Event Seriousness - Significant,false,qlco
C0332271,Worsening,Worsening pattern,false,qlco
C0205210,Clinical,Clinical,false,qlco
C1457868,Worsening,Worse,false,fndg
C1546960,Worsening,Patient Outcome - Worsening,false,idcn
C0026544,MO,Morocco,true,geoa
C0332177,/mo,Monthly (qualifier value),false,tmco
C0205307,NORMAL,Normal,false,qlco
C0019016,HBA,Hemoglobin A,true,aapp;bacs
C1825777,HBA,KRT90P gene,false,gngm
C3538758,HBA,SCN2A wt Allele,false,gngm
C0231683,Normal,Gait normal,false,fndg
C0439166,% normal,Percent normal,false,qnco
C2347086,% Normal,Mean Percent of Normal,false,qnco
C4553972,Normal,How Often Felt Normal question,false,inpr
C0362046,Prediabetes,Prediabetes syndrome,true,dsyn
C0011849,DIABETES MELLITUS,Diabetes Mellitus,true,dsyn
C1408353,Undiagnosed,Undiagnosed,false,fndg
C0011849,DIABETES MELLITUS,Diabetes Mellitus,true,dsyn
C0011849,DIABETES MELLITUS,Diabetes Mellitus,true,dsyn
C1709380,P-Value,P-Value,false,qnco
C1704675,Interaction,Interaction,false,ftcn
C0020649,HYPOTENSION,Hypotension,true,fndg
C3163620,Hypotension,"Hypotension, CTCAE",false,fndg
C0020649,HYPOTENSION,Hypotension,true,fndg
C3163620,Hypotension,"Hypotension, CTCAE",false,fndg
C0020649,HYPOTENSION,Hypotension,true,fndg
C3163620,Hypotension,"Hypotension, CTCAE",false,fndg
C0332152,Leading,Before,false,tmco
C0013175,study drug,Drug Evaluation,true,resa
C1522538,Leading,Leading,false,ftcn
C0201976,Serum Creatinine,"Creatinine measurement, serum (procedure)",false,lbpr
C0439269,mg dl,mg/dL,false,qnco
C0600061,serum creatinine,Serum creatinine level,false,fndg
C0020461,HYPERKALEMIA,Hyperkalemia,true,fndg
C4552983,Hyperkalemia,"Hyperkalemia, CTCAE",false,fndg
C0302353,Serum Potassium,Serum potassium measurement,false,lbpr
C1532563,mmol/L,Millimole per Liter,false,qnco
C0543465,serum potassium,Serum Potassium result,false,lbtr
C0010200,COUGH,Coughing,true,sosy
C1961131,Cough,"Cough, CTCAE",false,fndg
C3274924,Cough,Have Been Coughing,false,inpr
C4084725,Cough,Usual Severity Cough,false,inpr
C4084726,Cough,How Much Distress Cough,false,inpr
C4084727,Cough,Cough Frequency,false,inpr
C0010200,COUGH,Coughing,true,sosy
C1961131,Cough,"Cough, CTCAE",false,fndg
C3274924,Cough,Have Been Coughing,false,inpr
C4084725,Cough,Usual Severity Cough,false,inpr
C4084726,Cough,How Much Distress Cough,false,inpr
C4084727,Cough,Cough Frequency,false,inpr
C0002994,Angiooedema,Angioedema,true,patf
C0039798,treatment,therapeutic aspects,true,ftcn
C0087111,Treatment,Therapeutic procedure,true,topp
C1522326,Treatment,Treating,false,ftcn
C1533734,Treatment,Administration procedure,false,topp
C1705169,Treatment,Biomaterial Treatment,false,cnce
C3538994,TREATMENT,Treatment Epoch,false,resa
C3887704,treatment,treatment - ActInformationManagementReason,false,hlca
C0019590,ANTIHISTAMINES,Histamine Antagonists,true,orch;phsu
C0007412,Catecholamines,Catecholamines,true,bacs;phsu
C0001617,Corticosteroids,Adrenal Cortex Hormones,true,horm;orch;phsu
C3539185,Corticosteroids,Corticosteroid nasal preparations for topical use,false,orch;phsu
C3540725,CORTICOSTEROIDS,Corticosteroid otologicals,false,orch;phsu
C3540726,CORTICOSTEROIDS,Corticosteroid ophthalmologic and otologic preparations,false,orch;phsu
C3540727,Corticosteroids,"Corticosteroids, topical for treatment of hemorrhoids and anal fissures",false,orch;phsu
C0701159,HOSPITALIZED,Patient in hospital,false,fndg
C4055482,Airway Compromise,Airway Compromise,false,fndg
C4055482,Airway Compromise,Airway Compromise,false,fndg
C0877248,ADVERSE EVENT,Adverse event,false,patf
C0332152,Leading,Before,false,tmco
C0013175,study drug,Drug Evaluation,true,resa
C1522538,Leading,Leading,false,ftcn
C1079230,subgroup,Subgroup A Nepoviruses,false,virs
C1515021,Subgroup,Subgroup,false,clas
C0022718,KG,Kyrgyzstan,true,geoa
C0439209,kg,Kilogram,false,qnco
C4054209,/kg,Per Kilogram,false,qnco
C0332307,TYPE,Type - attribute,false,qlco
C1547052,*Type,*Type - Kind of quantity,false,qnco
C4086878,SYMPTOM ONSET,Symptom Onset,false,tmco
C0019994,HOSPITAL,Hospitals,true,hcro;mnob
C1510665,Hospital,Hospital environment,false,qlco
C2697845,Killip Class 2,Killip Class II,false,fndg
C0449820,SCORE,Score,false,qnco
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false,clna
C2986535,Primary Endpoint,Primary Endpoint,false,irda
C0376297,Cardiac Death,Cardiac Death,true,patf
C0475224,Ischemic,Ischemic,false,ftcn
C0019080,BLEEDING,Hemorrhage,true,patf
C0040034,thrombocytopaenia,Thrombocytopenia,true,dsyn
C0392386,Thrombocytopenia,Decreased platelet count,false,fndg
C0439544,Definite,Definite,false,qlco
C1704787,Definite,Definitely Related to Intervention,false,qlco
C0033204,Probable,Probability,true,qnco
C0332148,Probable,Probable diagnosis,false,fndg
C0205178,ACUTE,acute,false,tmco
C0205365,SUBACUTE,Subacute,false,tmco
C0439228,DAYS,day,false,tmco
C1709380,P-Value,P-Value,false,qnco
C1121991,CANGRELOR,cangrelor,true,nnon;phsu
C0070166,CLOPIDOGREL,clopidogrel,true,orch;phsu
C0043210,Women,Woman,true,popg
C1709380,P-Value,P-Value,false,qnco
C1121991,CANGRELOR,cangrelor,true,nnon;phsu
C0070166,CLOPIDOGREL,clopidogrel,true,orch;phsu
C0025266,Men,Male population group,true,popg
C1709380,P-Value,P-Value,false,qnco
C0025266,Men,Male population group,true,popg
C0043210,Women,Woman,true,popg
C0001779,AGE,Age,false,orga
C0549183,Median,Midline (qualifier value),false,spco
C0876920,Median,Median Statistical Measurement,false,qnco
C2347635,Median,Population Median,false,qnco
C2348144,Median,Sample Median,false,qnco
C2939193,Median,Median (qualifier value),false,spco
C0449450,Presentation,Presentation,false,idcn
C3538936,DX,Device Exposure Domain,false,idcn
C1271630,cardiac biomarker,Cardiac markers,false,lbpr
C0018801,"Failure, Heart",Heart failure,true,dsyn
C0018802,Heart Failure,Congestive heart failure,true,dsyn
C4554158,Heart failure,"Heart Failure, CTCAE",false,fndg
C0439267,g/dL,Gram per Deciliter,false,qnco
C0168634,baseline,BaseLine dental cement,true,bodm
C0018935,Hematocrit,Hematocrit procedure,true,lbpr
C0518014,Hematocrit,Hematocrit level,false,fndg
C1442488,Baseline,Baseline,false,qnco
C0024671,MG,Mammography,true,diap
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C1960952,mg %,Milligram percent,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C0024671,MG,Mammography,true,diap
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C1960952,mg %,Milligram percent,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C0449238,Duration,Duration (temporal concept),false,tmco
C2926735,Duration,Duration,false,orch;phsu
C0589360,access site,Site of access,false,spco
C0009253,Sex,Coitus,true,orgf
C0036864,Sex,Sex Behavior,true,bhvr
C0079399,sex,Gender,true,orga
C0804628,Sex,Gender:Type:Point in time:^Patient:Nominal,false,clna
C1314687,Sex,Sexual intercourse - finding,false,fndg
C1522384,SEX,sex,true,orga
C1121991,CANGRELOR,cangrelor,true,nnon;phsu
C0070166,CLOPIDOGREL,clopidogrel,true,orch;phsu
C1439367,unadjusted,unadjusted,false,ftcn
C0008107,CI,Chile,true,geoa
C1709380,P-Value,P-Value,false,qnco
C3259781,CI,Coagulation Index Measurement,false,lbpr
C0456081,Adjusted,Adjustment Action,false,ftcn
C0008107,CI,Chile,true,geoa
C1709380,P-Value,P-Value,false,qnco
C3259781,CI,Coagulation Index Measurement,false,lbpr
C0861151,q wave mi,q wave mi,false,dsyn
C0011065,DEATH,Cessation of life,true,orgf
C1306577,Death,Death (finding),false,fndg
C4082313,Death NOS,Death Adverse Event Not Associated with More Specific CTCAE Term NOS,false,fndg
C4552775,Death NOS,"Death NOS, CTCAE",false,fndg
C3897493,Stent Thrombosis,Stent Thrombosis,false,patf
C0861151,q wave mi,q wave mi,false,dsyn
C0011065,DEATH,Cessation of life,true,orgf
C1306577,Death,Death (finding),false,fndg
C4082313,Death NOS,Death Adverse Event Not Associated with More Specific CTCAE Term NOS,false,fndg
C4552775,Death NOS,"Death NOS, CTCAE",false,fndg
C0022116,"Ischaemia, NOS",Ischemia,true,patf
C0378365,Revasc,Revasc,true,aapp;phsu
C4321499,Ischemia,Ischemia Procedure,false,topp
C0205082,Severe,Severe (severity modifier),false,fndg
C0019080,BLEEDING,Hemorrhage,true,patf
C4050465,Severe,Severe Extremity Pain,false,inpr
C4050466,Severe,Borg Category-Ratio 10 Perceived Exertion Score 5,false,inpr
C0205081,Moderate,Moderate (severity modifier),false,qlco
C1881878,Moderate,Moderation,false,qlco
C4049705,Moderate,Moderate Extremity Pain,false,inpr
C4049706,Moderate,Borg Category-Ratio 10 Perceived Exertion Score 3,false,inpr
C4085643,Moderate,Moderate Response,false,inpr
C4321335,Moderate,Moderate Level,false,fndg
C0205082,Severe,Severe (severity modifier),false,fndg
C0019080,BLEEDING,Hemorrhage,true,patf
C4050465,Severe,Severe Extremity Pain,false,inpr
C4050466,Severe,Borg Category-Ratio 10 Perceived Exertion Score 5,false,inpr
C0205082,Severe,Severe (severity modifier),false,fndg
C4050465,Severe,Severe Extremity Pain,false,inpr
C4050466,Severe,Borg Category-Ratio 10 Perceived Exertion Score 5,false,inpr
C1546953,Life threatening,Life threatening - Event Consequence,false,idcn
C2826244,Life Threatening,Life Threatening,false,fndg
C3537125,LIFE THREATENING,Life Threatening or Disabling Adverse Event,false,fndg
C0205081,Moderate,Moderate (severity modifier),false,qlco
C1881878,Moderate,Moderation,false,qlco
C4049705,Moderate,Moderate Extremity Pain,false,inpr
C4049706,Moderate,Borg Category-Ratio 10 Perceived Exertion Score 3,false,inpr
C4085643,Moderate,Moderate Response,false,inpr
C4321335,Moderate,Moderate Level,false,fndg
C0205082,Severe,Severe (severity modifier),false,fndg
C4050465,Severe,Severe Extremity Pain,false,inpr
C4050466,Severe,Borg Category-Ratio 10 Perceived Exertion Score 5,false,inpr
C0205082,Major,Severe (severity modifier),false,fndg
C0205164,Major,Major,false,qlco
C4318856,Major,Major <insect>,false,euka
C4521762,Major,United States Military Commissioned Officer O4,false,clas
C0205082,Major,Severe (severity modifier),false,fndg
C0205164,Major,Major,false,qlco
C4318856,Major,Major <insect>,false,euka
C4521762,Major,United States Military Commissioned Officer O4,false,clas
C0005767,Blood,Blood,true,bdsu
C0005768,BLOOD,In Blood,true,bdsu
C0229664,BLOOD,peripheral blood,false,bdsu
C0005841,Transfusion,Blood Transfusion,true,topp
C0199960,Transfusion,Transfusion - action,false,ftcn
C1879316,Transfusion,Transfusion (procedure),false,topp
C0205082,Major,Severe (severity modifier),false,fndg
C0205164,Major,Major,false,qlco
C4318856,Major,Major <insect>,false,euka
C4521762,Major,United States Military Commissioned Officer O4,false,clas
C0026193,Minor,Minor (person),true,popg
C0205165,Minor,Minor (value),false,qlco
C0205082,Major,Severe (severity modifier),false,fndg
C0205164,Major,Major,false,qlco
C4318856,Major,Major <insect>,false,euka
C4521762,Major,United States Military Commissioned Officer O4,false,clas
C0022646,Renal,Kidney,true,bpoc
C0449381,Parameters,Observation parameter,false,fndg
C0026655,MZ,Mozambique,true,geoa
C1705291,mz,Mass-to-Charge Ratio,false,phpr
C1532633,U/g,Kilounit per Kilogram,false,qnco
C2608091,U/g,Unit/gram,false,qnco
C0635222,hemoglobin L,hemoglobin L,true,aapp
C0006675,CALCIUM,Calcium,true,bacs;elii;phsu
C1532563,mmol/L,Millimole per Liter,false,qnco
C0006726,Calcium,"Calcium, Dietary",true,inch
C2936886,Calcium,Calcium [EPC],false,phsu
C3540037,CALCIUM,CALCIUM SUPPLEMENTS,false,phsu;vita
C3714611,CALCIUM,Calcium Drug Class,false,phsu
C0031603,Phosphate,Phosphates,true,inch
C1532563,mmol/L,Millimole per Liter,false,qnco
C0031701,phosphate,Phosphoric Acid Esters,true,orch
C1601799,PHOSPHATE,phosphate ion,false,elii;phsu
C0035648,Risk Factors,risk factors,true,fndg
C1553898,risk factors,risk factors - observation list,false,inpr
C0019016,HBA,Hemoglobin A,true,aapp;bacs
C1825777,HBA,KRT90P gene,false,gngm
C3538758,HBA,SCN2A wt Allele,false,gngm
C3829066,mmol/mol,Millimole per Mole,false,qnco
C0150270,Drug Treatment,Medication Management,false,hlca
C3469597,Drug Treatment,Administration of medication,false,topp
C0871208,Rate,Rating (action),false,acty
C1521828,Rate,Rate,false,qnco
C1419115,LAR,PTPRF gene,false,gngm
C0276828,Roup,Avian trichomoniasis,false,dsyn
C3814448,LAR,Low Anterior Resection,false,topp
C1079230,subgroup,Subgroup A Nepoviruses,false,virs
C1515021,Subgroup,Subgroup,false,clas
C0001925,ALBUMINURIA,Albuminuria,true,fndg
C0730345,Microalbuminuria,Microalbuminuria,false,fndg
C1739039,EGFR,"EGFR protein, human",true,aapp;rcpt
C3811844,eGFR,Estimated Glomerular Filtration Rate,false,lbpr
C3812682,EGFR,Epidermal Growth Factor Receptor Measurement,false,lbpr
C0001925,ALBUMINURIA,Albuminuria,true,fndg
C0237753,*Number,Numbers,false,qnco
C0449788,Number,Count of entities,false,qnco
C0030705,Patients,Patients,true,podg
C0019409,Heterogeneity,Heterogeneity,false,qlco
C0242960,Heterogeneity,Genetic Heterogeneity,true,orga
C0038766,Sulfonylurea derivatives,Sulfonylurea Compounds,true,orch;phsu
C4330985,/mm,Per Millimeter,false,qnco
C4554674,MM,MM genotype,false,fndg
C4330985,/mm,Per Millimeter,false,qnco
C4554674,MM,MM genotype,false,fndg
C4330985,/mm,Per Millimeter,false,qnco
C4554674,MM,MM genotype,false,fndg
C4330985,/mm,Per Millimeter,false,qnco
C4554674,MM,MM genotype,false,fndg
C1420459,STE,SULT1E1 gene,false,gngm
C3811127,STE,SULT1E1 wt Allele,false,gngm
C4330985,/mm,Per Millimeter,false,qnco
C4554674,MM,MM genotype,false,fndg
C0429089,q wave,Electrocardiogram Q waves test,false,diap
C1305738,Q wave,Q wave,false,clna
C0168634,baseline,BaseLine dental cement,true,bodm
C1442488,Baseline,Baseline,false,qnco
C1519428,SX,South Georgia and the South Sandwich Islands,false,geoa
C0449244,onset time,Time of onset,false,tmco
C3539997,SX,Sint Maarten (Dutch Part),true,geoa
C3815196,SX,Testicular Cancer Serum Markers Test Result SX,false,lbtr
C0702093,/min,Per Minute,false,tmco
C1524029,MIN NOS,Mouse MIN NOS,false,neop
C3813700,%/min,Percent per Minute,false,qnco
C1418845,CANA,PPP3CA gene,false,gngm
C0428210,MET,Methionine measurement,false,lbpr
C1550543,Met,Fulfill,false,phpr
C4317104,MET,Metabolic Equivalent of Task Unit,false,qnco
C1418845,CANA,PPP3CA gene,false,gngm
C0034510,RACE,Racial group,true,popg
C1706779,RACE,AMACR wt Allele,false,gngm
C3853635,Race,Race,false,popg
C3829066,mmol/mol,Millimole per Mole,false,qnco
C1280500,Effects,Effect,false,qlco
C0449381,Parameters,Observation parameter,false,fndg
C0392747,Change,Changing,false,ftcn
C0443172,change,Changed status,false,qnco
C1705241,Change,Delta (difference),false,qnco
C1079230,subgroups,Subgroup A Nepoviruses,false,virs
C4319952,Change,Change -- procedure,false,topp
C3829066,mmol/mol,Millimole per Mole,false,qnco
C0332174,/week,Weekly,false,tmco
C0439230,Week,week,false,tmco
C1678805,APREMILAST,apremilast,true,orch;phsu
C0024671,MG,Mammography,true,diap
C0585361,Twice Daily,Twice a day,false,tmco
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C1960952,mg %,Milligram percent,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C0444504,Mean,Statistical mean,false,qnco
C0439234,YEARS,year,false,tmco
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C1524063,Use of,Use of,false,ftcn
C0242708,dmards,"Antirheumatic Drugs, Disease-Modifying",true,phsu
C0005515,BIOLOGIC,Biological Factors,true,bacs
C3537218,NAI,Neuraminidase Inhibitor [EPC],false,phsu
C0205460,Biologic,biological,false,qlco
C0369718,N NOS,N not otherwise specified Antibody,false,aapp;imft
C0441922,N+,N+ (tumor staging),false,inpr
C1524063,Use of,Use of,false,ftcn
C0005515,Biologics,Biological Factors,true,bacs
C0005522,Biologics,Biological Products,true,bacs;phsu
C4553887,Biologics,Biopharmaceuticals,true,bacs
C0005515,BIOLOGIC,Biological Factors,true,bacs
C0087111,Therapeutic,Therapeutic procedure,true,topp
C0302350,Therapeutic,Therapeutic,false,ftcn
C0205460,Biologic,biological,false,qlco
C0168634,baseline,BaseLine dental cement,true,bodm
C0042153,use,utilization qualifier,true,ftcn
C0457083,Use,Usage,false,ftcn
C1947944,Use,Use - dosing instruction imperative,false,inpr
C1442488,Baseline,Baseline,false,qnco
C0366550,MTX Dose,Methotrexate:Mass:Pt:Dose:Qn,false,clna
C1881833,mg/wk,Milligram per Week,false,qnco
C0063041,LEFLUNOMIDE,leflunomide,true,orch;phsu
C0439422,mg day,milligram/day,false,qnco
C0036078,Sulphasalazine,Sulfasalazine,true,orch;phsu
C0439417,g/day,g/24h,false,qnco
C0168634,baseline,BaseLine dental cement,true,bodm
C0439422,mg day,milligram/day,false,qnco
C1442488,Baseline,Baseline,false,qnco
C0444504,Mean,Statistical mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C0444504,Mean,Statistical mean,false,qnco
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C3826998,HAQ-DI,Health Assessment Questionnaire Disability Index With Pain Visual Analog Scale Questionnaire,false,inpr
C2699239,SD,"SD, Rat Strain",false,mamm
C4321476,HAQ-DI,Health Assessment Questionnaire Disability Index,false,inpr
C0086715,Normal Range,Normal Range,true,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C0030705,*^patient,Patients,true,podg
C0281858,Global Assessment,global assessment,false,resa
C1292728,Disease activity,Condition activity,false,ftcn
C0031831,PHYSICIAN,Physicians,true,prog
C0804815,Physician,Physician:Identifier:Point in time:^Patient:Nominal,false,clna
C0281858,Global Assessment,global assessment,false,resa
C1292728,Disease activity,Condition activity,false,ftcn
C0051767,DAS,amsonic acid,true,orch;phsu
C2699239,SD,"SD, Rat Strain",false,mamm
C0057671,DAS,diacetoxyscirpenol,true,orch;phsu
C0444504,Mean,Statistical mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0150312,Presence,Present,false,fndg
C0392148,Presence,Providing presence (regime/therapy),false,topp
C3854307,Presence,Presence (property),false,qlco
C0444504,Mean,Statistical mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0150312,Presence,Present,false,fndg
C0392148,Presence,Providing presence (regime/therapy),false,topp
C3854307,Presence,Presence (property),false,qlco
C0239161,DACTYLITIS,Dactylitis,false,dsyn
C2699239,SD,"SD, Rat Strain",false,mamm
C0032659,Population,geographic population,true,qnco
C1257890,Population,Population Group,true,popg
C0024671,MG,Mammography,true,diap
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C1960952,mg %,Milligram percent,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C0042153,use,utilization qualifier,true,ftcn
C0457083,Use,Usage,false,ftcn
C1947944,Use,Use - dosing instruction imperative,false,inpr
C0274281,Exposure NOS,Injury due to exposure to external cause,false,inpo
C0332157,Exposure,Exposure to,false,qlco
C0005515,BIOLOGIC,Biological Factors,true,bacs
C0205460,Biologic,biological,false,qlco
C0042153,use,utilization qualifier,true,ftcn
C0457083,Use,Usage,false,ftcn
C1947944,Use,Use - dosing instruction imperative,false,inpr
C0231174,FAILURE,Failure (biologic function),false,ftcn
C0680095,failure,Personal failure,false,inbe
C0008976,Trial,Clinical Trials,true,resa
C0008976,Trial,Clinical Trials,true,resa
C0028754,OBESITY,Obesity,true,dsyn
C1963185,Obesity,"Obesity, CTCAE",false,fndg
C0362046,Prediabetes,Prediabetes syndrome,true,dsyn
C0011847,Diabetes,Diabetes,false,dsyn
C0011849,Diabetes,Diabetes Mellitus,true,dsyn
C0037088,Finding,Signs and Symptoms,true,sosy
C0008976,Trial,Clinical Trials,true,resa
C0243095,Finding,Finding,false,fndg
C2825141,Finding,Experimental Finding,false,fndg
C0449381,Parameters,Observation parameter,false,fndg
C2699239,SD,"SD, Rat Strain",false,mamm
C0449381,Parameters,Observation parameter,false,fndg
C0444504,Mean,Statistical mean,false,qnco
C0019016,HBA,Hemoglobin A,true,aapp;bacs
C1825777,HBA,KRT90P gene,false,gngm
C3538758,HBA,SCN2A wt Allele,false,gngm
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0019016,HBA,Hemoglobin A,true,aapp;bacs
C3829066,mmol/mol,Millimole per Mole,false,qnco
C1825777,HBA,KRT90P gene,false,gngm
C3538758,HBA,SCN2A wt Allele,false,gngm
C0027361,Individual,Persons,true,popg
C0237401,Individual,Individual,false,popg
C0027361,Individual,Persons,true,popg
C0237401,Individual,Individual,false,popg
C0580545,Normoglycemic,Blood glucose normal,false,fndg
C0027361,Individual,Persons,true,popg
C0237401,Individual,Individual,false,popg
C0274281,Exposure NOS,Injury due to exposure to external cause,false,inpo
C0332157,Exposure,Exposure to,false,qlco
C2911645,body weight loss,"Weight Loss, CTCAE",false,fndg
C0025266,Men,Male population group,true,popg
C0043210,Women,Woman,true,popg
C0274281,Exposure NOS,Injury due to exposure to external cause,false,inpo
C0332157,Exposure,Exposure to,false,qlco
C0017446,Area,Geographic Locations,true,geoa
C0205146,AREA,Area,false,spco
C0376690,AUC,Area Under Curve,true,qnco
C0678587,steady state,steady state,false,npop
C0005911,"Weight Change, Body",Body Weight Changes,true,fndg
C0025266,Men,Male population group,true,popg
C0043210,Women,Woman,true,popg
C0042295,Values,Values,false,qlco
C1180280,Women body,Female adult human body,false,ffas
C0444504,Mean,Statistical mean,false,qnco
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0205120,SQUARE,Square shape,false,spco
C0205119,triangles,Triangular,false,cnce
C1552595,Square,Style Type - Square,false,inpr
C1882932,Represent,Representation (action),false,acty
C0549183,Median,Midline (qualifier value),false,spco
C0876920,Median,Median Statistical Measurement,false,qnco
C2347635,Median,Population Median,false,qnco
C2348144,Median,Sample Median,false,qnco
C2939193,Median,Median (qualifier value),false,spco
C1514721,*Ranges,Range,false,qnco
C0178602,Dose Level,Dosage,false,qnco
C0205132,lines,Linear,false,spco
C0750572,estimates,Estimated,false,qnco
C0032659,Populations,geographic population,true,qnco
C1257890,Population,Population Group,true,popg
C0205452,Six,Six,false,qnco
C0032042,Placebo,Placebos,true,topp
C1696465,PLACEBO,placebo,false,bodm
C1706408,PLACEBO,Placebo Control,false,resa
C1456408,LIRAGLUTIDE,liraglutide,true,aapp;horm;phsu
C0023693,Light,Light,true,npop
C1306462,Light,Light color,false,ftcn
C1570446,LIGHT,"TNFSF14 protein, human",true,aapp;bacs
C1881376,Light,Light (qualifier),false,qlco
C3842678,Light,Light - subjective measurement,false,fndg
C4050248,Light,Borg Scale Rating of Perceived Exertion Score 11,false,inpr
C4521367,LIGHT,TNFSF14 wt Allele,false,gngm
C0028754,OBESITY,Obesity,true,dsyn
C1963185,Obesity,"Obesity, CTCAE",false,fndg
C0008976,Trial,Clinical Trials,true,resa
C0011847,Diabetes,Diabetes,false,dsyn
C0011849,Diabetes,Diabetes Mellitus,true,dsyn
C0282460,PHASE II TRIAL,Phase 2 Clinical Trials,false,resa
C0274281,Exposure NOS,Injury due to exposure to external cause,false,inpo
C0332157,Exposure,Exposure to,false,qlco
C0019020,Hemoglobin C,Hemoglobin C,true,aapp;bacs
C3889898,HEMOGLOBIN C,HEMOGLOBIN C PHENOTYPE,false,fndg
C0274281,Exposure NOS,Injury due to exposure to external cause,false,inpo
C0332157,Exposure,Exposure to,false,qlco
C0017446,Area,Geographic Locations,true,geoa
C0205146,AREA,Area,false,spco
C0376690,AUC,Area Under Curve,true,qnco
C0678587,steady state,steady state,false,npop
C0392747,Change,Changing,false,ftcn
C0443172,change,Changed status,false,qnco
C1705241,Change,Delta (difference),false,qnco
C4319952,Change,Change -- procedure,false,topp
C0027361,Individual,Persons,true,popg
C0237401,Individual,Individual,false,popg
C0497406,OVERWEIGHT,Overweight,true,fndg
C0028754,OBESITY,Obesity,true,dsyn
C1963185,Obesity,"Obesity, CTCAE",false,fndg
C1320657,type diabetes,Diabetes type,false,fndg
C0205363,Stratified,Stratified,false,qlco
C0008976,Trial,Clinical Trials,true,resa
C0444504,Mean,Statistical mean,false,qnco
C0042295,Values,Values,false,qlco
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0205423,Sure,Certain (qualifier value),false,qlco
C0032042,Placebo,Placebos,true,topp
C0205132,lines,Linear,false,spco
C1696465,PLACEBO,placebo,false,bodm
C1706408,PLACEBO,Placebo Control,false,resa
C1882932,Represent,Representation (action),false,acty
C0750572,estimates,Estimated,false,qnco
C0057717,Diamonds,Diamond,true,elii
C0549183,Median,Midline (qualifier value),false,spco
C0876920,Median,Median Statistical Measurement,false,qnco
C2347635,Median,Population Median,false,qnco
C2348144,Median,Sample Median,false,qnco
C2939193,Median,Median (qualifier value),false,spco
C1514721,*Ranges,Range,false,qnco
C0178602,Dose Level,Dosage,false,qnco
C0683970,Demographic Feature,demographic characteristics,false,grpa
C0005680,BLACK RACE,Black race,true,popg
C0439175,% total,% of total,false,qnco
C0439810,Total,Total,false,qlco
