cn;concept;cuis;isdefault;cn_override;cleaned
 294;prior ugi event;"C0332152;C0441471;C0560042;C2826257;C4019010";NA;NA;prior ugi event
 294;prior peripheralarterialdisease;"C0332152;C2826257";NA;NA;prior peripheralarterialdisease
 294;prior pad;"C0182158;C0332152;C0332568;C2826257;C3540603;C3669270;C3814046;C4319657";NA;NA;prior pad
 294;prior oma use ( n = $nmbr$ );"C0042153;C0332152;C0457083;C1947944;C2826257";NA;NA;prior oma use n $nmbr$
 294;prior oma use;"C0042153;C0332152;C0457083;C1947944;C2826257";NA;NA;prior oma use
 294;prior om;"C0028971;C0332152;C1705272;C2826257";NA;NA;prior om
 294;prior oad :;"C0332152;C2826257";NA;NA;prior oad
 294;prior oac;"C0332152;C2826257";NA;NA;prior oac
 294;prior non - cns se;"C0036919;C0332152;C1518422;C2826257;C3714787";NA;NA;prior non cns se
 294;prior ml or stroke at baseline;"C0038454;C0168634;C0332152;C0439526;C1442488;C1705224;C2826257;C3887665;C4554100";NA;NA;prior ml or stroke at baseline
 294;prior mi / stroke;"C0038454;C0332152;C2826257;C3810814;C4554100";NA;NA;prior mi stroke
 294;prior medication use  n ( % );"C0240320;C0332152;C2826257";NA;NA;prior medication use n
 294;prior lower gi clinical event;"C0205210;C0332152;C0441471;C0441994;C1548802;C1708130;C2003888;C2826257;C3539617;C4019010;C4050121";NA;NA;prior lower gi clinical event
 294;prior llt;"C0332152;C2347090;C2826257";NA;NA;prior llt
 294;prior lipid - lowering agent use;"C0042153;C0086440;C0332152;C0457083;C1947944;C2826257";NA;NA;prior lipid lowering agent use
 294;prior lgi event;"C0332152;C0441471;C2826257;C4019010";NA;NA;prior lgi event
 294;prior lev use;"C0023556;C0042153;C0332152;C0457083;C1947944;C2826257";NA;NA;prior lev use
 294;prior lev;"C0023556;C0332152;C2826257";NA;NA;prior lev
 294;prior implantable cardiodefibrillator  n ( % );"C0021102;C0332152;C2826257";NA;NA;prior implantable cardiodefibrillator n
 294;prior immunosuppressive exposure  n ( % );"C0021081;C0274281;C0332152;C0332157;C2826257";NA;NA;prior immunosuppressive exposure n
 294;prior immunosuppressant failurec;"C0021081;C0332152;C2826257";NA;NA;prior immunosuppressant failurec
 294;prior tnfi  n ( % );"C0332152;C2826257";FALSE;2375;prior tnfi n
 294;prior therapy with tnf antagonist  n ( % );"C0231491;C0279936;C0332152;C1448177;C1514463;C2826257";FALSE;2376;prior therapy with tnf antagonist n
 294;prior use of synthetic dmards;"C0242708;C0332152;C1524063;C1883254;C2826257";FALSE;2377;prior use of synthetic dmards
 294;prior use of synthetic dmards  n ( % );"C0242708;C0332152;C1524063;C1883254;C2826257";FALSE;2377;prior use of synthetic dmards n
 193;> $nmbr$ mg / l;C0439268;NA;NA;$nmbr$ mg l
 294;with prior mi / stroke ( n = $nmbr$ );"C0038454;C0332152;C2826257;C3810814;C4554100";FALSE;2378;with prior mi stroke n $nmbr$
 294;ticagrelor pre ‐ hosp ( n = $nmbr$ );"C0332152;C0740175;C1999375;C2257086;C3669034";FALSE;2379;ticagrelor pre hosp n $nmbr$
 294;prior stroke;"C0038454;C0332152;C2826257;C4554100";FALSE;2380;prior stroke
 294;prior stroke ( % );"C0038454;C0332152;C2826257;C4554100";FALSE;2380;prior stroke
 294;prior stroke ( before index event );"C0332152;C0441471;C0456712;C2826257;C4019010";FALSE;2380;prior stroke before index event
 294;prior stroke / mi  n ( % );"C0038454;C0332152;C2826257;C3810814;C4554100";FALSE;2380;prior stroke mi n
 294;prior stroke — no . ( % );"C0038454;C0332152;C2826257;C4554100";FALSE;2380;prior stroke no
 294;prior stroke ( n = $nmbr$ );"C0038454;C0332152;C2826257;C4554100";FALSE;2380;prior stroke n $nmbr$
 294;prior stroke or tia;"C0007787;C0038454;C0332152;C0917805;C1054154;C2826257;C4554100";FALSE;2380;prior stroke or tia
 294;prior stroke or tia  %;"C0007787;C0038454;C0332152;C0917805;C1054154;C2826257;C4554100";FALSE;2380;prior stroke or tia
 294;prior stroke or tza;"C0038454;C0039298;C0332152;C2826257;C4554100";FALSE;2380;prior stroke or tza
 294;prior stroke / tia;"C0007787;C0038454;C0332152;C0917805;C1054154;C2826257;C4554100";FALSE;2380;prior stroke tia
 294;prior tia;"C0007787;C0332152;C0917805;C1054154;C2826257";FALSE;2380;prior tia
 294;prior transient ischemic attack;"C0007787;C0332152;C0917805;C2826257";FALSE;2380;prior transient ischemic attack
 294;prior pci  %;"C0332152;C2826257;C4049621";FALSE;1661;prior pci
 294;prior pci;"C0332152;C2826257;C4049621";FALSE;1661;prior pci
 294;prior pci or cabg;"C0010055;C0332152;C2826257;C4049621";FALSE;1661;prior pci or cabg
 294;prior ptca or pci;"C0332152;C2826257;C2936173;C4049621";FALSE;1661;prior ptca or pci
 294;prior ptca / pci;"C0332152;C2826257;C2936173;C4049621";FALSE;1661;prior ptca pci
 295;study medication  pre - dose;"C0013227;C0439565;C0557651;C2603343;C3244316;C3812758;C4284232";FALSE;2383;study medication pre dose
 295;pre - dose;"C0439565;C3812758";FALSE;2383;pre dose
 296;prednisone;C0032952;FALSE;2384;prednisone
 296;prednisone use  %;"C0032952;C0042153;C0457083;C1947944";FALSE;2384;prednisone use
 294;prior immunosuppressant failure;"C0021081;C0231174;C0332152;C0680095;C2826257";NA;NA;prior immunosuppressant failure
 294;prior hospitalizations  n ( % );"C0019993;C0332152;C2826257";NA;NA;prior hospitalizations n
 294;prior history of bleeding on oac;"C0019080;C0019664;C0019665;C0262512;C0262926;C0332152;C1705255;C2004062;C2826257";NA;NA;prior history of bleeding on oac
 294;prior failure of anti - tnf therapy — no . ( % );"C0231174;C0281481;C0332152;C0680095;C2826257";NA;NA;prior failure of anti tnf therapy no
 294;prior exposure to topiramate;"C0076829;C0274281;C0332152;C0332157;C2826257";NA;NA;prior exposure to topiramate
 294;prior corticosteroid failure only;"C0001617;C0205171;C0231174;C0332152;C0680095;C1720467;C2826257;C3536709";NA;NA;prior corticosteroid failure only
 294;prior conventional synthetic dmards  n ( % );"C0242708;C0332152;C0439858;C1883254;C2826257";NA;NA;prior conventional synthetic dmards n
 294;prior brachytherapy;"C0006098;C0332152;C2826257";NA;NA;prior brachytherapy
 294;prior bp use;"C0037623;C0042153;C0332152;C0457083;C1415692;C1708288;C1947944;C2826257;C4318478";NA;NA;prior bp use
 294;prior bisphosphonate usage;"C0012544;C0332152;C0457083;C2267018;C2826257";NA;NA;prior bisphosphonate usage
 294;prior aeds  ≥ $nmbr$  n ( % );"C0180309;C0332152;C2826257";NA;NA;prior aeds $nmbr$ n
 294;prior admb;"C0332152;C2826257";NA;NA;prior admb
 294;prior;"C0332152;C2826257";NA;NA;prior
 294;pre svc;"C0231957;C0332152;C0740175;C2257086;C3669034";NA;NA;pre svc
 294;pre fvc;"C0332152;C0740175;C2257086;C3669034;C3714541";NA;NA;pre fvc
 294;pre - treatedforhypertension [ n ( % ) ];"C0332152;C0740175;C2257086;C3669034";NA;NA;pre treatedforhypertension n
 294;pre - hospital;"C0019994;C0332152;C0740175;C1510665;C2257086;C3669034";NA;NA;pre hospital
 294;pre - h;"C0033727;C0332152;C0369286;C0441932;C0564385;C0740175;C2257086;C3669034;C4528284";NA;NA;pre h
 294;pre - bd fvc s $nmbr$ % of predicted;"C0005126;C0332152;C0681842;C0740175;C1882327;C2257086;C2344255;C3669034;C3714541;C4050145";NA;NA;pre bd fvc s $nmbr$ of predicted
 294;pre - bd fvc < $nmbr$ % of predicted;"C0005126;C0332152;C0681842;C0740175;C1882327;C2257086;C2344255;C3669034;C3714541;C4050145";NA;NA;pre bd fvc $nmbr$ of predicted
 294;no prior ugi event;"C0332152;C0441471;C0560042;C2826257;C4019010";NA;NA;no prior ugi event
 294;no prior statin ( n = $nmbr$  $nmbr$ );"C0332152;C0360714;C2826257";NA;NA;no prior statin n $nmbr$ $nmbr$
 294;no prior oma use ( n = $nmbr$ );"C0042153;C0332152;C0457083;C1947944;C2826257";NA;NA;no prior oma use n $nmbr$
 294;no prior oma use;"C0042153;C0332152;C0457083;C1947944;C2826257";NA;NA;no prior oma use
 294;no prior llt;"C0332152;C2347090;C2826257";NA;NA;no prior llt
 294;no prior lgi event;"C0332152;C0441471;C2826257;C4019010";NA;NA;no prior lgi event
 294;no prior admc;"C0332152;C2826257";NA;NA;no prior admc
 294;heparin pre - randomization;"C0019134;C0034656;C0332152;C0740175;C0770546;C2257086;C3669034";NA;NA;heparin pre randomization
 294;enrollment strata : prior hospitalization;"C0019993;C0332152;C1516879;C1696073;C2826257;C3888021";NA;NA;enrollment strata prior hospitalization
 294;duration of prior statin therapy ^;"C0332152;C0360714;C0444917;C2826257";NA;NA;duration of prior statin therapy
 294;duration of pre - randomization anticoagulant therapy;"C0034656;C0332152;C0740175;C2257086;C2711563;C3669034";NA;NA;duration of pre randomization anticoagulant therapy
 294;dissatisfied with / stopped $ $nmbr$ prior systemic therapy because of side effects;"C0001688;C0205373;C0332152;C0870433;C0877248;C0879626;C1272691;C1514463;C1515119;C2826257;C4085546";NA;NA;dissatisfied with stopped $ $nmbr$ prior systemic therapy because of side effects
 294;dissatisfied with / stopped $ $nmbr$ prior systemic therapies because of side effects;"C0001688;C0205373;C0332152;C0870433;C0877248;C0879626;C1272691;C1514463;C1515119;C2826257;C4085546";NA;NA;dissatisfied with stopped $ $nmbr$ prior systemic therapies because of side effects
 294;% predicted pre - bd;"C0005126;C0332152;C0681842;C0740175;C1882327;C2257086;C2344255;C3669034;C4050145";NA;NA;predicted pre bd
 293;presence of erosions  n ( % );"C0150312;C0333307;C0392148;C1959609;C3854307";NA;NA;presence of erosions n
 293;presence of dactylitis;"C0150312;C0239161;C0392148;C3854307";FALSE;2365;presence of dactylitis
 293;presence of angioedema at baseline;"C0002994;C0150312;C0168634;C0392148;C1442488;C3854307";FALSE;2366;presence of angioedema at baseline
 293;presence of enthesitis  n ( % );"C0150312;C0392148;C1282952;C3854307";FALSE;2367;presence of enthesitis n
 293;presence of tophi;"C0150312;C0221248;C0392148;C3854307";FALSE;2369;presence of tophi
 293;presence of tophi  n ( % );"C0150312;C0221248;C0392148;C3854307";FALSE;2369;presence of tophi n
 293;presence of honeycombing  $nmbr$ n ( % );"C0150312;C0332468;C0349384;C0392148;C3854307";FALSE;2371;presence of honeycombing $nmbr$ n
 294;$nmbr$ prior tnf antagonist failure  n ( % ) b;"C0231174;C0231491;C0332152;C0680095;C2826257;C3887647";FALSE;2372;$nmbr$ prior tnf antagonist failure n b
 294;no . of prior tnfi;"C0332152;C2826257";FALSE;2373;no of prior tnfi
 294;no . of prior aeds  c n ( % );"C0180309;C0332152;C2826257";FALSE;2374;no of prior aeds c n
 294;no . of prior aedsd;"C0332152;C2826257";FALSE;2374;no of prior aedsd
 294;no . of prior aeds  n ( % );"C0180309;C0332152;C2826257";FALSE;2374;no of prior aeds n
 294;prior anti - tnf exposure;"C0274281;C0332152;C0332157;C1448177;C2826257";FALSE;2375;prior anti tnf exposure
 294;prior anti - tnf therapy;"C0281481;C0332152;C2826257";FALSE;2375;prior anti tnf therapy
 294;prior anti - tnf therapy — no . ( % );"C0281481;C0332152;C2826257";FALSE;2375;prior anti tnf therapy no
 294;# of prior non - tnfi bdmards *;"C0332152;C1518422;C2826257";FALSE;2377;of prior non tnfi bdmards
 294;# of prior bdmards;"C0332152;C2826257";FALSE;2377;of prior bdmards
 193;> $nmbr$ . $nmbr$ mg / l;C0439268;NA;NA;$nmbr$ $nmbr$ mg l
 294;prior cardiovascular event;"C0332152;C1320716;C2826257";FALSE;2378;prior cardiovascular event
 294;prior cardiovascular event  ';"C0332152;C1320716;C2826257";FALSE;2378;prior cardiovascular event
 294;prior cardiovascular event — no . ( % );"C0332152;C1320716;C2826257";FALSE;2378;prior cardiovascular event no
 294;prior cardiovascular history;"C0332152;C1880008;C2826257";FALSE;2378;prior cardiovascular history
 294;patients with a prior mi or stroke at baseline;"C0030705;C0038454;C0168634;C0332152;C1442488;C2826257;C3810814;C4554100";FALSE;2378;patients with a prior mi or stroke at baseline
 294;patients without a prior mi or stroke at baseline;"C0030705;C0038454;C0168634;C0332152;C1442488;C2826257;C3810814;C4554100";FALSE;2378;patients without a prior mi or stroke at baseline
 294;pre hospital ticagrelor;"C0019994;C0332152;C0740175;C1510665;C1999375;C2257086;C3669034";FALSE;2379;pre hospital ticagrelor
 294;pre - hospital ticagrelor ( n = $nmbr$ );"C0019994;C0332152;C0740175;C1510665;C1999375;C2257086;C3669034";FALSE;2379;pre hospital ticagrelor n $nmbr$
 294;no prior stroke;"C0038454;C0332152;C2826257;C4554100";FALSE;2380;no prior stroke
 294;no prior stroke ( n = $nmbr$ );"C0038454;C0332152;C2826257;C4554100";FALSE;2380;no prior stroke n $nmbr$
 294;no prior stroke / tia;"C0007787;C0038454;C0332152;C0917805;C1054154;C2826257;C4554100";FALSE;2380;no prior stroke tia
 294;prior biologic exposure;"C0005515;C0205460;C0274281;C0332152;C0332157;C2826257";FALSE;2381;prior biologic exposure
 294;prior biologic use;"C0005515;C0042153;C0205460;C0332152;C0457083;C1947944;C2826257";FALSE;2381;prior biologic use
 294;prior antiinflammatory / antirheumatic products  n ( % );"C0003191;C0003209;C0332152;C1514468;C1515999;C2826257";FALSE;2382;prior antiinflammatory antirheumatic products n
 294;prior aspirin;"C0004057;C0332152;C2826257";FALSE;1366;prior aspirin
 294;prior aspirin use;"C0004057;C0042153;C0332152;C0457083;C1947944;C2826257";FALSE;1366;prior aspirin use
 292;prostate biopsy;C0194804;NA;NA;prostate biopsy
 291;proportion of days without heartburn at week $nmbr$  percentage;"C0018834;C0332174;C0439165;C0439228;C0439230;C1549488;C1561533;C1709707";NA;NA;proportion of days without heartburn at week $nmbr$ percentage
 291;percentages of patients with event;"C0030705;C0439165;C0441471;C1549488;C1561533;C4019010";NA;NA;percentages of patients with event
 291;percentages;"C0439165;C1549488;C1561533";NA;NA;percentages
 291;percentage points;"C0439165;C1549488;C1552961;C1561533;C2347617;C3714763";NA;NA;percentage points
 291;percentage of patients with event;"C0030705;C0439165;C0441471;C1549488;C1561533;C4019010";NA;NA;percentage of patients with event
 291;percentage of p;"C0439165;C1549488;C1561533";NA;NA;percentage of p
 291;percentage of fevj reversibility;"C0439165;C0449261;C1549488;C1561533";NA;NA;percentage of fevj reversibility
 291;percentage of females;"C0086287;C0439165;C1549488;C1561533";NA;NA;percentage of females
 291;percentage of days without heartburn;"C0018834;C0439165;C0439228;C1549488;C1561533";NA;NA;percentage of days without heartburn
 291;percentage of bsa involved;"C0439165;C1314939;C1549488;C1561533";NA;NA;percentage of bsa involved
 291;percentage;"C0439165;C1549488;C1561533";NA;NA;percentage
 291;mean percentage of nights without heartburn;"C0018834;C0240526;C0439165;C0444504;C1549488;C1561533;C2347634;C2348143";NA;NA;mean percentage of nights without heartburn
 290;within $nmbr$ h after first procedure;"C0033727;C0184661;C0205435;C0369286;C0441932;C0564385;C1279901;C2700391;C3274430;C3539779;C4528284";NA;NA;within $nmbr$ h after first procedure
 290;with dm ( n proactive intervention ( n = $nmbr$ a );"C0011816;C0184661;C0886296;C1273869;C3250443";NA;NA;with dm n proactive intervention n $nmbr$ a
 290;unsuccessful procedure;"C0184661;C1272705;C2700391;C3274430;C3539779";NA;NA;unsuccessful procedure
 290;time  mean ( sd )  min procedure;"C0040223;C0184661;C0444504;C0702093;C1524029;C2347634;C2348143;C2699239;C2700391;C3274430;C3539779;C3541383;C3813700";NA;NA;time mean sd min procedure
 290;procedures in the hospital — no . ( % );"C0019994;C0025664;C0184661;C1510665;C2700391;C3538935";NA;NA;procedures in the hospital no
 290;procedures after discharge — no . ( % );"C0012621;C0025664;C0030685;C0184661;C2700391;C2926602;C3538935";NA;NA;procedures after discharge no
 290;procedure * *;"C0184661;C2700391;C3274430;C3539779";NA;NA;procedure
 290;procedure;"C0184661;C2700391;C3274430;C3539779";NA;NA;procedure
 290;proactive intervention ( n = $nmbr$ a );"C0184661;C0886296;C1273869";NA;NA;proactive intervention n $nmbr$ a
 290;pro - active intervention;"C0033382;C0184661;C0205177;C0523852;C0886296;C1273869;C2987124;C3853793;C3888249";NA;NA;pro active intervention
 290;prior carotid intervention;"C0184661;C0332152;C0741968;C0886296;C1273869;C2826257";NA;NA;prior carotid intervention
 290;previous intervention ( % );"C0184661;C0205156;C0886296;C1273869;C1552607";NA;NA;previous intervention
 290;multivessel intervention  n ( % );"C0184661;C0886296;C1273869";NA;NA;multivessel intervention n
 290;intervention group ( n = $nmbr$ );"C0184661;C0441848;C0886296;C1273869";NA;NA;intervention group n $nmbr$
 290;intervention .;"C0184661;C0886296;C1273869";NA;NA;intervention
 290;intervention ( n = $nmbr$ );"C0184661;C0886296;C1273869";NA;NA;intervention n $nmbr$
 290;intervention;"C0184661;C0886296;C1273869";NA;NA;intervention
 290;interaction p values are as follows : amlodipine vs . chlorthalidone : age  p = $nmbr$ . $nmbr$  gender  p = $nmbr$ . $nmbr$  race  p = $nmbr$ . $nmbr$  history of chd  p = $nmbr$ . $nmbr$  history of diabetes  p = $nmbr$ . $nmbr$ . lisinopril vs . chlorthalidone : age  p = $nmbr$ . $nmbr$  gender  p = $nmbr$ . $nmbr$  race  p = $nmbr$ . $nmbr$  history of chd  p = $nmbr$ . $nmbr$  history of diabetes  p = $nmbr$ . $nmbr$ . peripheral arterial disease refers to in - trial hospitalization or lower extremity revascularization procedure .;"C0001779;C0008294;C0008976;C0011847;C0011849;C0015385;C0019664;C0019665;C0019993;C0034510;C0040363;C0041260;C0051696;C0065374;C0079399;C0085096;C0184661;C0205543;C0262512;C0262926;C0280604;C0332283;C0369773;C0441994;C0581603;C1522384;C1548802;C1704436;C1704675;C1705255;C1706779;C1709380;C1719822;C1883351;C2003888;C2004062;C2603361;C2700391;C3274430;C3539779;C3542407;C3853635;C4281991";NA;NA;interaction p values are as follows amlodipine vs chlorthalidone age p $nmbr$ $nmbr$ gender p $nmbr$ $nmbr$ race p $nmbr$ $nmbr$ history of chd p $nmbr$ $nmbr$ history of diabetes p $nmbr$ $nmbr$ lisinopril vs chlorthalidone age p $nmbr$ $nmbr$ gender p $nmbr$ $nmbr$ race p $nmbr$ $nmbr$ history of chd p $nmbr$ $nmbr$ history of diabetes p $nmbr$ $nmbr$ peripheral arterial disease refers to in trial hospitalization or lower extremity revascularization procedure
 290;first procedure;"C0184661;C0205435;C1279901;C2700391;C3274430;C3539779";NA;NA;first procedure
 290;experimental intervention group ( n = $nmbr$ );"C0184661;C0441848;C0886296;C1273869;C1517586";NA;NA;experimental intervention group n $nmbr$
 290;cystoscopic procedure;"C0184661;C0560573;C2700391;C3274430;C3539779";NA;NA;cystoscopic procedure
 290;baseline procedure  n ( % );"C0168634;C0184661;C1442488;C2700391;C3274430;C3539779";NA;NA;baseline procedure n
 -10;potential predictor;"C2698872;C3245505";NA;NA;potential predictor
 288;pulmonary function tests  % of predicted;"C0024119;C0681842;C1882327;C2598152";NA;NA;pulmonary function tests of predicted
 288;predicted normal ) t;"C0205307;C0231683;C0439166;C0681842;C1882327;C2347086;C4553972";NA;NA;predicted normal t
 288;predicted normal ( % );"C0205307;C0231683;C0439166;C0681842;C1882327;C2347086;C4553972";NA;NA;predicted normal
 288;prebronchodilator fev $nmbr$ ( % predicted normal ) t;"C0205307;C0231683;C0439166;C0681842;C1882327;C2347086;C2599602;C3714541;C4553972";NA;NA;prebronchodilator fev $nmbr$ predicted normal t
 288;postbronchodilator fevj ( % predicted );"C0681842;C1882327;C2599594";NA;NA;postbronchodilator fevj predicted
 288;pef  post - bronchodilator  % predicted normal;"C0030771;C0205307;C0231683;C0439166;C0681842;C1518922;C1542834;C1882327;C2347086;C2599594;C4553972";NA;NA;pef post bronchodilator predicted normal
 288;mean ( sd ) % of predicted normal fev $nmbr$;"C0444504;C0520835;C0681842;C1882327;C2347634;C2348143;C2699239";NA;NA;mean sd of predicted normal fev $nmbr$
 288;mean ( sd ) % of predicted normal eevi;"C0205307;C0231683;C0439166;C0444504;C0681842;C1882327;C2347086;C2347634;C2348143;C2699239;C4553972";NA;NA;mean sd of predicted normal eevi
 288;fevj % predicted !  t;"C0681842;C1882327";NA;NA;fevj predicted t
 288;fev $nmbr$   % of predicted normal post - bronchodilator;"C0520835;C0681842;C1882327;C2599594";NA;NA;fev $nmbr$ of predicted normal post bronchodilator
 226;coronary heart disease — no . ( % );"C0010054;C0010068;C1956346";NA;NA;coronary heart disease no
 288;fev $nmbr$ ( % predicted normal );"C0205307;C0231683;C0439166;C0681842;C1882327;C2347086;C3714541;C4553972";NA;NA;fev $nmbr$ predicted normal
 288;fev $nmbr$ % predicted normal;"C0205307;C0231683;C0439166;C0681842;C1882327;C2347086;C3714541;C4553972";NA;NA;fev $nmbr$ predicted normal
 288;diffusion capacity of the lung for carbon monoxide  % predicted !;"C0007018;C0231971;C0681842;C1882327;C4520712";NA;NA;diffusion capacity of the lung for carbon monoxide predicted
 288;b postbronchodilator fevl ( % predicted );"C0681842;C1882327;C2599594";NA;NA;b postbronchodilator fevl predicted
 288;> $nmbr$ % predicted to < $nmbr$ % predicted;"C0681842;C1882327";NA;NA;$nmbr$ predicted to $nmbr$ predicted
 288;> $nmbr$ % predicted;"C0681842;C1882327";NA;NA;$nmbr$ predicted
 288;< $nmbr$ % predicted;"C0681842;C1882327";NA;NA;$nmbr$ predicted
  77;mercaptopurine;C0000618;NA;NA;mercaptopurine
 290;non pci procedure;"C0184661;C1518422;C2700391;C3274430;C3539779;C4049621";FALSE;1661;non pci procedure
 290;percutaneous intervention;"C0184661;C0522523;C0886296;C1273869";FALSE;1661;percutaneous intervention
 290;pci procedure;"C0184661;C2700391;C3274430;C3539779;C4049621";FALSE;1661;pci procedure
 290;coronary intervention;"C0018787;C0184661;C0886296;C1273869";FALSE;1661;coronary intervention
 290;coronary angiography and intervention;"C0085532;C0184661;C0886296;C1273869;C1548829";FALSE;1661;coronary angiography and intervention
 293;baseline presence of nasal polyps;"C0027430;C0150312;C0168634;C0392148;C1442488;C3854307";FALSE;2368;baseline presence of nasal polyps
 293;history / presence of tophi;"C0019664;C0019665;C0150312;C0221248;C0262512;C0262926;C0392148;C1705255;C2004062;C3854307";FALSE;2369;history presence of tophi
 288;% predicted value ( sd );"C0681842;C1522609;C1882327;C2699239";NA;NA;predicted value sd
 288;% predicted;"C0681842;C1882327";NA;NA;predicted
 288;% of predicted normal value *;"C0086715;C0681842;C1882327";NA;NA;of predicted normal value
 288;% of predicted;"C0681842;C1882327";NA;NA;of predicted
 287;time from onset of symptoms to presentation — hr;"C0449450;C1320528";NA;NA;time from onset of symptoms to presentation hr
 287;syndesmophyte present  n ( % );"C0150312;C0221690;C0449450";NA;NA;syndesmophyte present n
 287;presentation to tertiary care hospital — %;"C0337954;C0449450";NA;NA;presentation to tertiary care hospital
 287;presentation *;C0449450;NA;NA;presentation
 287;present smokerc;"C0150312;C0449450";NA;NA;present smokerc
 287;present at screening;"C0150312;C0220908;C0220909;C0449450;C1698960;C1710031;C1710032;C1710477;C2348164";NA;NA;present at screening
 287;present ( £ $nmbr$ mg / dl );"C0150312;C0439269;C0449450";NA;NA;present $nmbr$ mg dl
 287;present ( > $nmbr$ mg / dl );"C0150312;C0439269;C0449450";NA;NA;present $nmbr$ mg dl
 287;present;"C0150312;C0449450";NA;NA;present
 287;number ( s ) of features present;"C0150312;C0237753;C0449450;C0449788;C1521970;C1706388;C2346469;C2348519";NA;NA;number s of features present
 287;not present at screening  but within previous year;"C0150312;C0205156;C0220908;C0220909;C0439234;C0439508;C0449450;C1518422;C1552607;C1698960;C1710031;C1710032;C1710477;C2348164";NA;NA;not present at screening but within previous year
 287;factor present;"C0150312;C0449450;C1521761;C2827422";NA;NA;factor present
 287;dx at presentation  n ( % );"C0449450;C3538936";NA;NA;dx at presentation n
 286;high - sensitivityc - reactive protein  mg / l;"C0033684;C0205250;C0205332;C0439268;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209";NA;NA;high sensitivityc reactive protein mg l
 286;high - sensitivity c - reactive protein — mg / liter |;"C0006560;C0024671;C0026410;C0439269;C0475211;C1413716;C1441604;C1960952;C2346927;C4048285;C4321396;C4521761";NA;NA;high sensitivity c reactive protein mg liter
 286;high - sensitivity c - reactive protein stratification;"C0006560;C1413716;C1441604;C1514983;C4048285";NA;NA;high sensitivity c reactive protein stratification
 286;high - sensitivity c - reactive protein  mg / ltt;"C0006560;C0024671;C0026410;C0439269;C1413716;C1441604;C1960952;C2346927;C4048285;C4321396;C4521761";NA;NA;high sensitivity c reactive protein mg ltt
 286;das $nmbr$ ( c - reactive protein );"C0006560;C0051767;C0057671;C1413716;C4048285";NA;NA;das $nmbr$ c reactive protein
 286;c - reactive proteinc;C0205332;NA;NA;c reactive proteinc
 286;c - reactive protein — mg / literj;"C0006560;C0024671;C0026410;C0439269;C1413716;C1960952;C2346927;C4048285;C4321396;C4521761";NA;NA;c reactive protein mg literj
 286;c - reactive protein ( mg / dl_ );"C0006560;C0439269;C1413716;C4048285";NA;NA;c reactive protein mg dl_
 286;c - reactive protein ( mg / dl );"C0006560;C0439269;C1413716;C4048285";NA;NA;c reactive protein mg dl
 286;c - reactive protein  u / l;"C0006560;C0439339;C1413716;C4048285";NA;NA;c reactive protein u l
 286;c - reactive protein;"C0006560;C1413716;C4048285";NA;NA;c reactive protein
 286;batellna c - reective protein;C0033684;NA;NA;batellna c reective protein
 285;proteinuria ( > $nmbr$ g / $nmbr$ h )  %;"C0033687;C0560020;C1962972;C4554346";NA;NA;proteinuria $nmbr$ g $nmbr$ h
 285;proteinuria $nmbr$ ( g / day );"C0033687;C0439417;C1962972;C4554346";NA;NA;proteinuria $nmbr$ g day
 285;protein in urine    ≥ $nmbr$ +;C0033687;NA;NA;protein in urine $nmbr$
 284;oriental;"C0078988;C0699027";NA;NA;oriental
 284;oretal;NA;NA;NA;oretal
 284;asian or oriental;"C0078988;C0699027";NA;NA;asian or oriental
 284;asian / oriental;"C0078988;C0699027";NA;NA;asian oriental
 283;origin [ n ( % ) ];"C0079946;C0439659;C1550512";NA;NA;origin n
 282;worsened;"C1457868;C4084902";NA;NA;worsened
 282;incident or worsening nephropathy;"C0022658;C0332271;C1457868;C1546960;C1551358";NA;NA;incident or worsening nephropathy
 282;hf symptom worsened;"C0018488;C1313497;C1457868;C1457887;C1538440;C3273279;C3854129;C4084902";NA;NA;hf symptom worsened
 282;copd worsening;"C0024117;C0332271;C1412502;C1457868;C1546960;C3714496";NA;NA;copd worsening
 281;post - menopausal without hormone replacement;C0019930;NA;NA;post menopausal without hormone replacement
 281;post - menopausal with hormone replacement;C0019930;NA;NA;post menopausal with hormone replacement
 280;hormones;C0019932;NA;NA;hormones
 280;estrogen - containing hormones;"C0014939;C0019932;C0332256;C2700400;C2936882;C4542544";NA;NA;estrogen containing hormones
 279;orthopnea  frequent / continuous;"C0085619;C0332183;C0549178";NA;NA;orthopnea frequent continuous
 279;orthopnea  ( % );C0085619;NA;NA;orthopnea
 279;orthopnea;C0085619;NA;NA;orthopnea
 278;lipid trial participants - n ( % );"C0023779;C1997894;C2242969";NA;NA;lipid trial participants n
 278;lipid trial participants #;"C0023779;C1997894;C2242969";NA;NA;lipid trial participants
 278;lipid trial participants  no . ( % );"C0023779;C1997894;C2242969";NA;NA;lipid trial participants no
 278;lipid trial participants;"C0023779;C1997894;C2242969";NA;NA;lipid trial participants
 278;lioid trial participants;"C1997894;C2242969";NA;NA;lioid trial participants
 278;limited i -;"C0021966;C0221138;C0439801;C2674459;C3542948;C4050251";NA;NA;limited i
 278;limited;"C0439801;C2674459;C3542948;C4050251";NA;NA;limited
 277;albiglutide events / patients ( %;"C0030705;C0441471;C2607479;C3541888";NA;NA;albiglutide events patients
