'docidd'|'docid'|'page'|'user'|'annotation'|'corrupted'|'tableType'|'corrupted_text'|'N'
'26112656'|'26112656'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"measures":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|'Error- post-bronchodilator screening should be on a new line'|'10913'
'26112656'|'26112656'|'3'|'David'|'{"annotations":[{"location":"Col","content":{"arms":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true,"arms":true},"qualifiers":{"empty_row":true},"number":"1"}]}'|'false'|'result_table_subgroup'|'Unable to get correct- subgroup category ''GOLD'' and ''Tiotropium'' part of arm both on empty rows.'|'10914'
'26100349'|'26100349'|'1'|'Lili'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10915'
'26100349'|'26100349'|'2'|'Lili'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'10916'
'26100349'|'26100349'|'3'|'Lili'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'10917'
'26097039'|'26097039'|'1'|'Lili'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10918'
'26097039'|'26097039'|'2'|'Lili'|'{"annotations":[{"location":"Col","content":{"outcomes":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'10919'
'26097039'|'26097039'|'3'|'Lili'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"measures":true,"time/period":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'10920'
'26093161'|'26093161'|'2'|'Lili'|'{"annotations":[{"location":"Col","content":{"outcomes":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'10921'
'26072109'|'26072109'|'1'|'Lili'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"other":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"}]}'|'false'|'baseline_table'|''|'10922'
'26066644'|'26066644'|'1'|'Lili'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"characteristic_level":true,"p-interaction":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'10923'
'26065986'|'26065986'|'1'|'Lili'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10924'
'26065986'|'26065986'|'2'|'Lili'|'{"annotations":[{"location":"Col","content":{"measures":true,"outcomes":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'10925'
'26059896'|'26059896'|'3'|'Lili'|'{"annotations":[{"location":"Col","content":{"outcomes":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"2"},{"location":"Row","content":{"measures":true,"arms":true,"p-interaction":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|''|'10926'
'26059896'|'26059896'|'4'|'Lili'|'{"annotations":[{"location":"Col","content":{"measures":true,"outcomes":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"2"},{"location":"Row","content":{"measures":true,"arms":true,"p-interaction":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|''|'10927'
'26054553'|'26054553'|'1'|'Lili'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"other":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'10928'
'26049552'|'26049552'|'1'|'Lili'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10930'
'25881510'|'25881510'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'10931'
'25795432'|'25795432'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'10932'
'25795432'|'25795432'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_without_subgroup'|'Subgroup is BMI, as can be seen from next table'|'10933'
'25795432'|'25795432'|'3'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_without_subgroup'|'Subgroup is whole table, BMI'|'10934'
'25779603'|'25779603'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'10935'
'25779603'|'25779603'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"time/period":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true,"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|''|'10936'
'25775052'|'25775052'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10937'
'25775052'|'25775052'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true,"p-interaction":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'10938'
'25775052'|'25775052'|'3'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true,"p-interaction":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'10939'
'25775052'|'25775052'|'4'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true,"p-interaction":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'10940'
'25775052'|'25775052'|'5'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true,"p-interaction":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'10941'
'26275429'|'26275429'|'2'|'David'|'{"annotations":[{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"outcomes":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|''|'9845'
'25772548'|'25772548'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"3"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"4"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10942'
'25769357'|'25769357'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row_with_p_value":true},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10943'
'25769357'|'25769357'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"outcomes":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true,"p-interaction":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|'Copes well with spillover of ''clinically relevant non''. Automatic conversion'|'10944'
'25765696'|'25765696'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'10946'
'25765696'|'25765696'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"outcomes":true,"measures":true,"p-interaction":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"outcomes":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|'Handles this unexpected structure well. Gives outcome broken down by components (as event rates) and gives hazard ratio and p for interaction'|'10947'
'25765696'|'25765696'|'3'|'David'|'{"annotations":[{"location":"Col","content":{"outcomes":true,"measures":true,"p-interaction":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|'Column 1 includes overall outcomes as well as outcome broken down by components (as event rates), hazard ratios and p for interaction. However, unlike last table no empty row and so cannot automatically convert table well.'|'10948'
'25736990'|'25736990'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"other":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'10949'
'25736990'|'25736990'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|''|'10950'
'25728587'|'25728587'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10951'
'25728587'|'25728587'|'3'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"measures":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|'Need to split table.'|'10953'
'25629790'|'25629790'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|'Table fails'|'10954'
'25619410'|'25619410'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"time/period":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'10955'
'25468945'|'25468945'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"3"}]}'|'false'|'baseline_table'|'Table fails.'|'10956'
'25455006'|'25455006'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"outcomes":true,"measures":true},"qualifiers":{},"number":"2"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10957'
'25455006'|'25455006'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"time/period":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|'If not men or women is ''Men and women'''|'10958'
'25354738'|'25354738'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"}]}'|'false'|'baseline_table'|''|'10959'
'25354738'|'25354738'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"outcomes":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"time/period":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Row","content":{"other":true},"qualifiers":{},"number":"3"}]}'|'false'|'result_table_subgroup'|'Table fails.'|'10960'
'25329038'|'25329038'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10961'
'25271206'|'25271206'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10963'
'25271206'|'25271206'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"outcomes":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|'Not possible to separate contents of column 1 using formatting.'|'10964'
'25229335'|'25229335'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row_with_p_value":true},"number":"1"},{"location":"Row","content":{"arms":true,"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10965'
'25214069'|'25214069'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10966'
'25199059'|'25199059'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'10967'
'25182247'|'25182247'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|'Table fails when correctly specified. Succeeds if drop first row.'|'10968'
'25175921'|'25175921'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|'%22Other%20antithrombotic%20medication%20for%20index%20event%20%E2%80%94%20no.%20(%)%22%20is%20indented%20and%20so%20is%20not%20captured.'|'10970'
'25175921'|'25175921'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"measures":true,"p-interaction":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'10971'
'25175921'|'25175921'|'3'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"measures":true,"p-interaction":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'10972'
'25046337'|'25046337'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10973'
'25046337'|'25046337'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|''|'10974'
'25045258'|'25045258'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Row","content":{"other":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10975'
'25045258'|'25045258'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"time/period":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|''|'10976'
'25005327'|'25005327'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'10977'
'30830724'|'30830724'|'3'|'Elaine'|'{"annotations":[{"location":"Col","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"time/period":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"2"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"6"}]}'|'false'|'result_table_subgroup'|'should be 2 tables.'|'11173'
'25002161'|'25002161'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'10978'
'24966672'|'24966672'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"time/period":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"other":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|'The baseline use of tiotropium is the subgroup'|'10981'
'24918789'|'24918789'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10982'
'24859203'|'24859203'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"}]}'|'false'|'baseline_table'|''|'10983'
'24842985'|'24842985'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10984'
'24842985'|'24842985'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"measures":true,"time/period":true},"qualifiers":{},"number":"2"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|''|'10985'
'24842697'|'24842697'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"characteristic_level":true,"measures":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'10986'
'24842697'|'24842697'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"outcomes":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"other":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'10987'
'24842697'|'24842697'|'3'|'David'|'{"annotations":[{"location":"Col","content":{"outcomes":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|'''Lisinopril vs Chlorthalidone Normal'' should be row 1 col 2, not row 1 col 1. So normal weight is missing.'|'10988'
