cluster,concept,cuis
406,amlodipine / valsartan nmbr / nmbr mg / v = nmbr,C0024671;C0026410;C0053917;C0439269;C1334884;C1960952;C1962523;C2346927;C4321396;C4521761
405,western european includinq australia  israel  and south africa,C0004340;C0022271;C0043128;C0239307;C0239312;C1535514
404,carotid,C0741968
403,aspirin at any dose,C4696290
402,int . p *,C3272375
401,mean iglar dose ± sd ( u / day ),C0178602;C0444504;C0456683;C0869039;C1114758;C2347634;C2348143;C2699239
400,pancreatic cancer,C0235974;C0346647;C2984259
399,type of treatment  n ( % ),C0455708
398,angiotensin receptor blocker and / or ace,C0034787;C1622222
397,tolal choleslerol - lo - hdl choleslerol ralio,C0206579;C1232424;C3715113
397,third heart sound  n ( % ),C0232237;C0232278
397,history of cardiovascular disease,C0455539
396,prior coronary revascularization  n ( % ),C0332152;C0877341;C2826257
396,oral contraceptives,C0009905
396,nadroparin vs control,C0206232
396,mean score on haq - di §,C3533236;C3826998;C4321476
396,left circumflex artery,C0226037
395,fc - ldl - c  friedewald - calculated,C2983605
394,receiving concomitant corticosteroids,C1514756
393,first - generation stentt,C0079411;C0205435;C1279901;C3146294
393,ascvd including tia,C3665365
392,no dysglycaemia or mets,C1960636
392,headache,C0018681;C4553197
392,aldosterone inhibitor,C0002007
391,time of symptom onset to balloon inflation ( hrs ),C1320528
390,alt and / or ast > nmbr times uln consecutive #,C1266129;C4553172
389,low risk and fewer symptoms ( group a ),C3272281;C3538919
389,atrial flutter,C0004239;C0344423;C1963068
388,rosiglitazone,C0289313
388,revascularization,C0581603
387,smoking status at screening  n ( % ),C0037369;C0220908;C0220909;C0421330;C0453996;C1519386;C1698960;C1710031;C1710032;C1710477;C1881674;C2348164
386,intense physical activity,C0015259;C0026606;C0522510
386,exercise times per week  ( minimum,C0015259;C0456698;C1522704;C1524031;C1552614;C2826545
386,exercise,C0015259;C1522704
385,very high risk,C0035647;C0332167;C0442804;C0442824;C2984081;C3272283;C4050568;C4319571;C4321397;C4552904
385,timi risk score — no . ( % ) : t,C0035647;C0449820;C4050231;C4552904
385,risk score category ( points ),C0035647;C0449820;C0683312;C3889287;C4050231;C4552904
385,ncep risk category at study entry  n ( % ),C0035647;C1705654;C2983287;C2983669;C4552904
385,moderate risk,C0035647;C0205081;C1881878;C4049705;C4049706;C4085643;C4321335;C4552904
385,contrast nephropathy risk score,C0009924;C0022658;C0035647;C0449820;C1979874;C4050231;C4552904
385,absolute risk difference ( ci )  % *,C0008107;C0035647;C1519101;C1549031;C1705241;C1705242;C3259781;C4552904
384,pre - bronchodilator fevnmbr / fvc ratio *,C0456603;C1547037;C2599602;C3714541
384,post - bronchodilator fvc ( l ) a,C2599594;C3714541
384,fevnmbr / fvc ( post salbutamol ),C0001927;C0687676;C1704687;C3469826;C3714541
384,fevnmbr / fvc ( post - albuterol ),C3714541
384,fevnmbr / fvc  %  mean ( sd ) nmbr,C0053917;C0444504;C1334884;C2347634;C2348143;C2699239;C3714541
383,ra symptom duration — year,C0439234;C0439508;C0449238;C1457887;C2926735;C3538806;C3854129;C4048756
383,endoscopy subscore,C0014245
382,high potencyc,C0205250;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
382,antithrombotic / coagulant,C0009117
381,fevi  % predicted  mean ( sd ) nmbr,C0849974;C1561566;C4528367
380,missing — number / n ( % ),C0237753;C0449788;C1551393;C1705492;C3272743
380,history of cardiovascular disease — no . ( % ) ^ |,C0455539
379,exacerbations,C4086268
378,risk reduction  %,C1137094
378,inflammatory disease,C1290884
377,recurrent heart failure,C0018801;C0018802;C1455761;C2945760;C4554158
377,previous heart failure,C0018801;C0018802;C0205156;C1552607;C4554158
377,hospitalized for heart failure during that time period,C0018801;C0018802;C0701159;C4554158
377,heart failure — no . ( % ),C0018801;C0018802;C4554158
377,heart failure nyha ii - iii,C0018801;C0018802;C0439070;C1275491;C1705160;C1710602;C4082587;C4554158
377,heart failure criteria met,C0018801;C0018802;C0243161;C4554158
377,heart failure ( class l - lll ),C0018801;C0018802;C0456387;C1261077;C1518526;C1705943;C4554158
377,cardiac failure  n ( % ),C0018801;C0018802
377,baseline heart failure severity nyha class i,C0018801;C0018802;C0168634;C0439793;C0522510;C1442488;C1882084;C4554158
376,rankin grade,C0441800;C0919553;C3244287
375,medical history and risk factors — no . ( % ),C0262926;C1704706
374,previous coronary revascularization — no . ( % ),C0205156;C0877341;C1552607
373,placebo secukinumab pooled,C0032042;C1696465;C1706408;C3179547
373,placebo plus aspirin,C0004057;C0032042;C0332287;C1696465;C1706408
373,placebo no . of events / total no . ( % ),C0032042;C1696465;C1706408
373,placebo no . / total ( % ),C0032042;C1696465;C1706408
373,placebo mean ( n ),C0032042;C0444504;C1696465;C1706408;C2347634;C2348143
373,placebo ls means ( n ),C0023668;C0032042;C1696465;C1704970;C1706408
373,placebo every nmbr weeks ( n = nmbr ),C0032042;C1696465;C1706408
373,placebo estimated mean,C0032042;C1696465;C1706408
373,placebo ( dm - vs . dm + ),C0011816;C0032042;C1696465;C1706408;C3250443
373,placebo  n ( rate ),C0032042;C0871208;C1521828;C1696465;C1706408
373,losartan + placebo,C0032042;C0126174;C1696465;C1706408
373,feno placebo ( lsm ),C0032042;C1696465;C1706408
373,comparison with placebo ( mean,C0032042;C0444504;C1696465;C1706408;C1707455;C2347634;C2348143
372,change in haq - di ( mean ) t,C0392747;C0443172;C0444504;C1705241;C2347634;C2348143;C3826998;C4319952;C4321476
371,parental history of myocardial infarction before nmbr yr of age ( % ),C0030551;C1275835
370,planned treatment strategy,C0599880;C0679199
369,qualifying mi type,C0332307;C1514624;C1547052;C3810814
368,western europe hr ( nmbr % cl ),C0043129;C0053917;C0596019;C1334884
368,western europe and other,C0043129
368,western europe and israel,C0043129
367,rec . ischemia requiring revasc,C0022116;C0378365;C1424025;C2606415;C4321499
367,rec . ischemia leading to hasp,C0022116;C1424025;C2606415;C4321499
367,rec . ischemia due worsening angina,C0002965;C0022116;C0678226;C1424025;C2606415;C3146286;C4321499
366,subjects randomized,C0681850;C1550501;C1706203;C2349001;C2697811
365,score on modified rankin scale — no . ( % ) §,C0449820;C2984908;C3854213;C4050231
364,prior cardiovascular event — no . ( % ) - j -,C0332152;C1320716;C2826257
363,bnp  median ( iqr )  pg / ml,C0054015;C0439297;C0549183;C0876920;C1095989;C1417808;C2347635;C2348144;C2939193;C2982014
363,allhat - llt,C2347090
362,angiography during index hospitalization,C0002978;C0019993;C0600653;C0918012;C1552854;C1637833;C2986546
361,least square mean ( se ),C0023189;C0036919;C0444504;C2347634;C2348143
360,crp  mg / l : median ( range ),C0439268;C0549183;C0876920;C1514721;C2347635;C2348144;C2348147;C2939193;C3542016;C3890735;C4048285
359,pre - bronchodilator fevnmbr ( % predicted normal ),C2599602
359,initiation of insulin,C0021641;C0589507;C1158830;C1533581;C1579433;C1704686;C3714501
358,other anticoagulant,C0003280;C0848112;C3536711
358,intravenous anticoagulant during hospitalization,C0003280;C0019993;C0348016;C0848112;C3536711
357,creatinine clearance at admission ( ml / min ),C0151280;C0184666;C0809949
356,subarachnoid hemorrhage,C0038525
356,laba users,C1706077
356,aldosterone blocker  %,C0002006
355,not reported in ecrf,C1518422
354,hbanmbrc category  n ( % ),C0683312;C3889287
353,role physical,C0031809;C0035820;C0205485;C1509143;C1705810;C3871154
352,prior antihypertensive medication  n ( % ),C0003364;C0332152;C2826257
352,antihypertensive medication or,C0003364
352,antihypertensive drug  %,C0003364
352,antihypertensive  antianginal  and other cardiovascular medications,C0003364;C1874267;C3537168
351,with revascularisation,C0581603
350,patient ' s global assessment of disease activity  mean ( sd ),C0444504;C2347634;C2348143;C2699239;C4054228
349,final timi flow,C0205088;C1546485;C3272266;C3853528
349,blood eosinophils count,C0014467
349,associated with connective tissue disease,C0009782;C0332281
348,opg  ( ng / ml ),C0439275;C1262886;C1336645;C1412836;C1710303
347,short - acting anticholinergics,C0079613;C0242896;C1282927;C1704930;C1806781;C1869853;C2350002;C3537307;C3540711;C3890007;C4048375
347,long - acting or short - acting nitrates,C0079613;C0205166;C1704930;C1706317;C1869853;C3890007;C4048375
346,coronary angiography during the index hospital stay,C0002978;C0085532;C0428776;C0600653;C0918012;C1548829;C1552854;C1637833;C2986546;C3489408
345,mean ( s . d . ) free pcsknmbr  ng / ml,C0332296;C0439275;C0444504;C1880497;C1996904;C2347634;C2348143
344,age  yrs  median ( nmbrth  nmbrth ),C0001779;C0549183;C0876920;C2347635;C2348144;C2939193
343,diabetes therapy  n ( % ),C3274787;C3539002
342,post - bronchodilator reversibility fevnmbr ( % ) mean ( sd ),C0444504;C0449261;C2347634;C2348143;C2599594;C2699239
342,leisure,C0086542
341,angiography — no . ( % ),C0002978
341,angiographic data,C0002978;C1511726;C3245479;C3714741
341,angiographic complications  site - reported — no . / total no . ( % ),C0002978;C0009566;C0205145;C1171258;C1515974;C2825164
341,abnormal angiogram,C0002978;C0205161;C1548816;C2347472;C2699333;C3891555;C4255126
341,> nmbr ( ml ) additional angiography,C0002978;C0053917;C0439526;C1334884;C1524062;C1705224;C3887665
340,history of systemic hypertension,C0205373;C0455527
339,mean number of exacerbations ( per patient - year [nmbr % ci] ),C0237753;C0444504;C0449788;C2347634;C2348143;C4086268
338,number of concomitant aeds  n ( % ),C0180309;C0237753;C0449788;C0521115
337,glucose test,C0337438;C0595310
336,low - molecular - weight,C0026385;C0041667;C0205251;C1521991;C1550472;C3890211;C4048187;C4321351;C4522223
335,nt - probnp  median ( iqr )  pg / ml,C0439297;C0549183;C0669479;C0754710;C0876920;C2347635;C2348144;C2939193
335,change in nt - probnp at nmbr months ( log - transformed ),C0392747;C0443172;C0669479;C0754710;C1705241;C4319952
334,use nmbr - asa compounds,C0004057;C0042153;C0053917;C0205198;C0457083;C1334884;C1706082;C1947944;C3853627
334,no use of nmbr - asa compounds,C0004057;C0053917;C0205198;C1334884;C1524063;C1706082;C3853627
334,aspirin only ( n = nmbr  nmbr ),C0004057;C0053917;C0205171;C1334884;C1720467
334,aspirin group ( n = nmbr nmbr ) ( nmbr nmbr person years ),C0004057;C0027361;C0053917;C0439234;C0441848;C1334884;C2347489
334,aspirin - erdp ( n = nmbr  nmbr ),C0004057;C0053917;C1334884
333,physical component,C0031809;C0205485;C0449432;C1509143;C1705248
333,endovascular — no . ( % ),C0524425
332,missing data — no . / total no . ( % ),C4684714
331,reversibility of fevnmbr ( % ),C0449261
331,cv event  years,C0439234;C0441471;C3538987;C4019010;C4048877;C4318503
330,selected clinical characteristics  n ( % ),C0683325;C1707391
329,myocardial ischaemia,C0010054;C0151744
329,ischemic heart disease  %,C0010054;C0151744
328,pdenmbr inhibitor monotherapy,C1999216
327,bronchitis,C0006277
326,sbp < nmbr mmhg and dbp < nmbr mmhg,C0053917;C0085805;C0439475;C1334884
326,change in sbp ( nmbr months ),C0053917;C0085805;C0392747;C0439231;C0443172;C1334884;C1705241;C4319952
325,classification of af  no . ( % ),C0008902;C0008903;C0344434;C0678229;C4049859
324,previous myocardial infarction — no . ( % ),C0027051;C0205156;C0428953;C1552607;C2926063;C3810814;C4552959
324,previous myocardial infarction ( % ),C0027051;C0205156;C0428953;C1552607;C2926063;C3810814;C4552959
324,non - fatal myocardial infarction,C0027051;C0428953;C1302234;C1518422;C1705232;C2926063;C3810814;C4552959
324,myocardial infarction — no . ( % ),C0027051;C0428953;C2926063;C3810814;C4552959
323,vascular intervention,C0005847;C0184661;C0886296;C1273869;C1558950;C1801960
323,vascular disordersb,C0005847;C1558950;C1801960
323,number of treated vessels ( per patient ),C0005847;C0237753;C0449788;C1522326
323,abrupt vessel closure,C0005847;C0185003;C1276802;C1521802
322,ischaemic  n ( % ),C0475224
321,wrist fracture,C0435630;C4553927
320,history of myocardial infarction ( % ),C1275835
319,losmapimod,C3272847
318,use of ics,C0815320;C1524063;C4551720
318,laba / ics use at screening  n ( % ),C0815320;C4551720
318,laba + ics ( free or fixed - dose combination ),C0815320;C4551720
318,laba + ics,C0815320;C4551720
318,ics use at screening  n ( % ),C0815320;C4551720
318,ics  mg / day,C0439422;C0815320;C4551720
317,severely impaired,C0205082
317,outcome,C1274040
316,mean — g / dl,C0439267;C0444504;C2347634;C2348143
315,smoking history — no . ( % ),C1519384
315,microvascular eye diseased,C0015392;C0443258;C0700042
315,hawaiian / pacific,C0337920
314,urinary albumin - to - creatinine ratio^,C0455271;C1318330
314,other countries,C0454664
313,mets w / o tnmbrdm,C0812270;C1705694;C2939420
312,worsening angina,C0002965
312,education  high school or higher,C0683862
311,low density lipoprotein cholesterol  mg / dl * *,C0023824;C0439269
311,low - density lipoprotein cholesterol  mg / dl,C0023824;C0439269
311,low - density lipoprotein cholesterol  %,C0023824
311,ldl cholesterol — mg / dl | |,C0023824;C0202117;C0439269
311,ldl cholesterol mean ( mg / dl ± sd ),C0023824;C0202117;C0439269;C0444504;C2347634;C2348143;C2699239
311,calculated ldl cholesterol ( week nmbr ),C0023824;C0053917;C0202117;C0332174;C0439230;C0444686;C1334884;C1441506
310,iwqol - lite physical score ( arbitrary units ),C0439183;C4483112
309,diuretic — no . / total no . ( % ),C0012798
309,diuretic agent,C0012798;C0450442;C1254351;C1521826
308,relative risk reduction ( nmbr % cl ),C0053917;C0080103;C0205345;C0242492;C0301630;C0392756;C0596019;C1137094;C1293152;C1334884;C1547039;C4551656
307,other antiarrhythmics^,C0003195
307,crohn ' s disease activity index score],C0449820;C0451071;C4050231
307,ace inhibitors or angiotensin ii,C0003015
306,one or more blood pressure medications  n ( % ),C0205447
305,non - sulfonylurea secretagogues,C0038766;C1518422;C3536898;C4704833
304,single vessel coronary artery disease *,C0581374
304,dipyridamole,C0012582
303,never used lev,C0023556;C1273517;C2003901
302,difference from baselinea,C1705241;C1705242
301,prior therapy with tnf antagonist  n ( % ),C0231491;C0279936;C0332152;C1448177;C1514463;C2826257
301,number of previous anti - tnf treatments for psoriatic arthritis,C0087111;C0205156;C0237753;C0449788;C1448177;C1552607
301,any prior anti - tnf treatment failure,C0162643;C0231174;C0235828;C0332152;C0521983;C0680095;C1448177;C1514463;C1547544;C2826257
300,not reported / unknown,C1518422
299,neoplasia  n ( % ),C0027651;C1882062
299,mean annualized exacerbation rate,C0444504;C0871208;C1521828;C2347634;C2348143;C4086268
298,total cholesterol ( mg / dl )  mean + sd  available for nmbr patients,C0201950;C0439269;C0444504;C0543421;C2347634;C2348143;C2699239
298,medical characteristics,C0199168;C0205476;C1521970
297,pasi score  mean ± sd,C0444504;C0449820;C2347634;C2348143;C2699239;C4050231;C4528685
296,thienopyridine drug at start of open - label period,C0439531;C1120149;C1709323;C1948053;C2348346
296,planned thienopyridine at baseline,C0168634;C1120149;C1301732;C1442488
296,continued thienopyridine n = nmbr subjects,C0053917;C0549178;C1120149;C1334884
296,continued thienopyridine n ( % ),C0549178;C1120149
295,nasal polyps,C0027430
294,valvular disease ( % ),C3258293
294,use of parenteral antithrombotic,C0030547;C1524063;C4522267
294,philippines,C0031529
294,coumadin,C0699129
293,family history of coronary artery disease,C2317524
292,mean ( sd ) body mass index  kg / mnmbr,C0005893;C0022718;C0439209;C0444504;C0578022;C1305855;C2347634;C2348143;C2699239;C4054209
292,body mass index > nmbr kg / mnmbr  n ( % ),C0005893;C0022718;C0053917;C0439209;C0578022;C1305855;C1334884;C4054209
292,body mass index ( kg / mnmbr ) - mean ± sd,C0005893;C0022718;C0439209;C0444504;C0578022;C1305855;C2347634;C2348143;C2699239;C4054209
292,body mass index ( bmi )  kg / mnmbr,C0005893;C0022718;C0439209;C0578022;C1305855;C4054209
292,body mass index  median  ( nmbrth — nmbrth percentiles )  kg / mnmbr,C0005893;C0022718;C0439209;C0549183;C0578022;C0876920;C1264641;C1305855;C2347635;C2348144;C2939193;C4054209
292,body mass index  kg / mnmbr  median ( qnmbr  qnmbr ),C0005893;C0022718;C0439209;C0549183;C0578022;C0876920;C1305855;C2347635;C2348144;C2939193;C4054209
292,body - mass index ( kg / mj ) previous diagnosis,C0005893;C0022718;C0332132;C0439209;C0439254;C0578022;C1305855;C4054209;C4284025
291,nt - probnp pg / mla ( iqr ),C0030827;C0072225;C0599973;C0669479;C0754710;C1266240
290,urinary albumin / creatinine ratio  median mg / g ( range ),C0455271;C0549183;C0876920;C1300563;C1318330;C1514721;C2347635;C2348144;C2348147;C2939193;C3542016
289,incidence rate,C1708485
288,proportion of predicted normal fevnmbr value   §,C0086715;C0681842;C1709707;C1882327
288,missing data,C4684714
287,c - peptide  median ( ql  qnmbr )  nmol / l,C0006558;C0439282;C0549183;C0876920;C2347635;C2348144;C2939193
286,diet plus pravastatin group ( n = nmbr ),C0012155;C0012159;C0053917;C0085542;C0332287;C0441848;C1334884;C1519433;C2983588;C3668949
286,diet + pravastatin ( n = nmbr ),C0012155;C0012159;C0053917;C0085542;C1334884;C1519433;C2983588;C3668949
285,theophylline compound,C0039771;C0205198;C1706082
285,multiple tnfi *,C0439064
284,median serum periostin  ng / mla,C0017887;C0028074;C0219433;C0229671;C0549183;C0599973;C0876920;C1424662;C1546774;C1550100;C2347635;C2348144;C2939193;C3812270
283,rentrop score,C0449820;C4050231
282,duration of infusion — hr,C0449238;C0574032;C1827465;C2926735
282,canakinumab,C2718773
281,location of ml,C0439526;C0450429;C1515974;C1705224;C3887665;C4284930;C4284931
280,odds ratio versus placebo ( nmbr % ci ),C0028873
280,odds ratio,C0028873
279,notable abnormalities,C0000768;C0000769;C4288581
278,oral anticoagulant — no . / total no . ( % ),C0354604
278,carotid stenosis,C0007282
277,multivessel pci,C4049621
276,ml without st - segment elevation !,C0439526;C0520886;C1705224;C3887665
275,intervention in complex lesions,C0221198;C1292781
275,arb at last follow - up,C0589120;C1522577;C1704685;C3274571;C3888198
274,severe teaes,C0205082;C4050465;C4050466
273,prior coronary revascularization,C0332152;C0877341;C2826257
273,prior cardiovascular event — no . ( % ),C0332152;C1320716;C2826257
272,mtx exposure ( mg / week ),C0024671;C0025677;C0026410;C0274281;C0332157;C0332174;C0439230;C0439269;C1417487;C1960952;C2346927;C4321396;C4521761
272,metformin dose  mg,C0024671;C0025598;C0026410;C0178602;C0439269;C0869039;C1114758;C1960952;C2346927;C4321396;C4521761
272,median albumin / creatinine ratio ( g / mg ),C0024671;C0026410;C0439267;C0439269;C0486293;C0549183;C0876920;C1318293;C1960952;C2346927;C2347635;C2348144;C2939193;C4321396;C4521761
272,high - sensitivity crp — mg / liter | |,C0024671;C0026410;C0439269;C0475211;C1441604;C1960952;C2346927;C3890735;C4048285;C4321396;C4521761
272,concomitant atorvastatin dose  mg,C0024671;C0026410;C0178602;C0286651;C0439269;C0521115;C0869039;C1114758;C1960952;C2346927;C4321396;C4521761
271,mi type unknown ( % ),C0332307;C1547052;C3810814
270,non - metsyn,C1518422
270,hematologic,C0018943;C0205488
269,recurrent ischemia - urgent revascularization,C0022116;C0439609;C0581603;C1455761;C2945760;C3272275;C4321499
269,permanent,C0205355
269,community hospital ( % ),C0020003
268,pef  post - bronchodilator  % predicted normal,C0030771;C1518922;C1542834
267,tobacco use ( % ),C0040335;C0543414;C0841002;C3853727
267,device group,C1706365
266,ezetimibe nmbr mg + statin ( n = nmbr  nmbr ),C0024671;C0026410;C0053917;C0360714;C0439269;C1142985;C1334884;C1960952;C2346927;C4321396;C4521761
265,selexipag,C2000145
265,left anterior descending,C0205386;C0441998;C1547177
265,epa / aa ratio,C0282379;C0456603;C1235746;C1547037;C1882141;C4554792
264,recent surgery or trauma,C0038894;C0038895;C0332185;C0543467;C1274039
264,planned valve surgery  n ( % ),C0038894;C0038895;C0184252;C0543467;C1186983;C1274039;C1301732;C1704414;C3888056
264,cabg surgery,C0010055;C0038894;C0038895;C0543467;C1274039
263,dx at presentation  n ( % ),C0449450;C3538936
262,other nsaids,C0003211
262,nsaid use — no . / total no . ( % ),C0003211;C3536840
261,yes  insulin - treated,C0021641;C1533581;C1549445;C1579433;C1705108;C1710701;C3714501
261,left bundle - branch block,C0023211;C0344420;C2828132
261,current smoker : ex - smoker ( % ),C3173209;C3241966
260,heart disease risk factors,C0741920
260,angina pectoris — no . ( % ),C0002962
259,efficacy and safety : net adverse clinical events *,C1280519;C1707887
258,number of prior csdmards  n ( % ),C0237753;C0332152;C0449788;C2826257
257,iglar ( insulin glargine lnmbr u ),C0439148;C0907402
257,glargine,C0907402
257,detemir / insulin glargine  %,C0537270;C0907402
256,nmbr - h pmg ( mg / dl ),C0033727;C0053917;C0369286;C0439269;C0441932;C0564385;C1334884;C4528284
256,baseline nmbr - h ppg ,C0033727;C0053917;C0168634;C0369286;C0441932;C0564385;C1334884;C1418888;C1442488;C4528284
256,after nmbr h,C0033727;C0053917;C0369286;C0441932;C0564385;C1334884;C4528284
255,electrophysiological study — no . ( % ) weight — ibj,C0850293
254,systemic glucocorticoid use at randomisation,C0017710;C0034656;C0042153;C0205373;C0457083;C1947944
254,postoperative glucocorticoid use,C0017710;C0032790;C0042153;C0457083;C1947944
254,neither glucocorticoids nor immunosuppressive agents,C0017710;C3540777;C3540778
254,glucocorticoids plus immunosuppressive agents,C0017710;C0021081;C3540777;C3540778
254,glucocorticoids and immunosuppressants,C0017710;C3540777;C3540778
253,post - bronchodilator ratio of fevnmbr to fvc — %,C0456603;C1547037;C2599594
253,mixed chronic bronchitis and emphysema,C0008677;C0205430;C3160715
252,receiving concomitant nsaids and / or cox - nmbr inhibitors,C1514756
252,radius fracture,C0034628
251,measurements,C0242485
250,left anterior descending  n ( % ),C0205386;C0441998;C1547177
249,use of hormone replacement therapy ( a ),C0282402;C1524063
249,steroids § §,C0038317
249,previous bowel resection performed — no . of patients ( % ),C0205156;C0741614;C1552607
249,investigator - reported hypoglycaemia *,C0035173
248,mean cdai score,C0444504;C0683448;C1413248;C2347634;C2348143;C3273706
247,n analysed,C0369718;C0441922
247,anti - inflammatory drugs,C0003209
247,ace inhibitor or arb at enrollment,C0003015;C4541021
246,history of cardiac arrhythmia,C3494593
245,p value versus placebo,C1709380
244,randomization to arterial sheath insertion,C0003842;C0021107;C0034656;C0221464;C0227952;C0441587;C1512796;C1883719
243,ratio of women to men — %,C0043210;C0456603;C1547037
242,ranolazine  n = inmbrinmbr,C0073633
242,health - related quality of life,C4279947
242,discontinuations,C0457454
242,antimalarials only,C0003374;C0205171;C1720467
241,renin - angiotensin inhibitors,C0003018;C2917241;C3653375;C4521302
241,predominant type of heparin,C0019134;C0332307;C0770546;C1542147;C1547052
241,median ( qnmbr : qnmbr ) tgs,C0549183;C0876920;C1156212;C1537574;C2347635;C2348144;C2939193
240,non - caucasian eze / simva ( „ = nmbr },C0007457;C0043157;C0053917;C1334884;C1518422
240,caucasian simva ( „ = nmbr },C0007457;C0043157;C0053917;C1334884
239,serum pnmbrnp ( ^g / liter ),C0229671;C0439267;C0475211;C1546774;C1550100
239,serum haemoglobin anmbrc concentration ( % )  mean ( sd ),C0019029;C0019046;C0229671;C0444504;C0683149;C1314664;C1318517;C1546774;C1550100;C2347634;C2348143;C2699239
238,oral agents use,C0442027;C0450442;C1254351;C1521826;C4521986
238,metabolizer phenotype ( % ) §,C0031437;C1285572
237,secukinumab,C3179547
237,nyha class iii or iv ( n = nmbr ),C1882086
237,erythrocyte sedimentation rate — mm / hr | |,C1176468;C1619634;C4330985;C4554674
236,event rates  %,C0441471;C0871208;C1521828;C4019010
236,dyspnoea - mmrc grade  n ( % ),C0013404;C0441800;C0919553;C1963100;C3244287;C3826977
235,evaluable for acrnmbr at week nmbr  n,C1516986
234,cigarette users,C0677453;C1704760;C1706077;C3890423
234,atrial fibrillation / flutter  n ( % ),C0155709
233,> nmbr % stenosis of coronary  carotid  or lower extremity arteries,C0007282;C0018787;C0053917;C0242231;C0741968;C1334884
232,indeterminate or unknown,C0205258
231,peri - or postmenopausal,C0347985
231,gold group d — no . ( % ) | |,C0018026;C0441838;C1304897
230,tc / hdl - c ratio,C0039411;C0040642;C0041405;C0041698;C0456603;C1547037;C1824670;C3272447;C3715113;C4522122
230,tc / hdl - c,C0039411;C0040642;C0041405;C0041698;C1824670;C3272447;C3715113;C4522122
229,killip class at admission — no . / total no . ( % ),C0184666;C0809949;C1881332
229,insulin and oral hypoglycemic drugs,C0021641;C1533581;C1579433;C3714501
228,potassium - sparing at last follow - up,C0032821;C0202194;C0304475;C0589120;C0597277;C1522577;C1704685;C3274571;C3714637
228,egfr  ml / min / mnmbr,C0439445;C1739039;C3811844;C3812682
228,chd risk equivalents  n ( % ),C0439185;C1282512;C4049980
227,clopidogrel plus aspirin ( n = nmbr ),C0004057;C0053917;C0070166;C0332287;C1334884
227,clopidogrel ( n = nmbr ),C0053917;C0070166;C1334884
227,clopidogrel ( n = nmbr  nmbr ),C0053917;C0070166;C1334884
227,aspirin nmbr clopidogrel,C0004057;C0053917;C0070166;C1334884
227,aspirin + clopidogrel ( n = nmbr ) nmbr . nmbr,C0004057;C0053917;C0070166;C1334884
226,age when diabetes first diagnosed — yr,C0001779
225,exposure,C0274281;C0332157
225,endothelin - receptor antagonists,C1134681;C2266875
224,anti - ischaemia agents *,C0022116;C0040616;C4321499
223,mean bmi  kg / mnmbr ( s . d . ),C0444504;C0578022;C1275571;C2347634;C2348143
222,factor xa inhibitor,C2825027;C4553708
221,ls mean difference ± seb,C0023668;C0059386;C0444504;C1309881;C1423585;C1705241;C1705242;C2347634;C2348143;C3815268
220,prior use of biologics  n ( % ),C0005515;C0005522;C0332152;C1524063;C2826257;C4553887
220,prior use of biologic agents,C0005515;C0332152;C1524063;C2826257
220,other biologic agent,C0005515
220,biologic naive,C0005515;C0205460
220,biologic agents,C0005515
219,data missing,C1511726;C3245479;C3714741
218,three or more drugs,C0205449
218,pacific islander,C0242191
217,apolipoprotein b^,C0003593
217,apo b ( mg / dl ) - mean ± sd,C0003593;C0439269;C0444504;C2347634;C2348143;C2699239;C3252643
216,pain in extremity,C0030196;C4553007
215,any event,C0441471;C4019010
214,race / ethnicity  %,C0015031;C0034510;C0243103;C1706779;C3853635
214,hispanic ethnic group — no . ( % ) f,C0015031;C0086409;C1879937
214,ethnicity ( % ),C0015031;C0243103
214,ethnic origin  n ( % ),C0015031
214,ethnic origin,C0015031
214,ethnic group — no . ( % ) ',C0015031;C1879937
213,moderate or less airflow limitation,C0205081;C1881878;C4049705;C4049706;C4085643;C4321335
212,cvd risk factors ( age > nmbr ),C0001779;C0001783;C0007222;C0035647;C0035648;C0053917;C1334884;C1553898;C4552904
211,p  all vs all,C0369773;C2603361
210,number of exacerbations in last nmbr months ,C0237753;C0449788;C4086268
210,death from any cause,C0007465
209,postmenopausal  current hormone,C0019932;C0232970;C0521116;C1705970;C4521914
209,change in mtss ( mean ),C0392747;C0443172;C0444504;C1705241;C2347634;C2348143;C4319952
208,depressed and low perceived social support,C0344315;C0549249
208,ct or mr scan of the brain *,C0007673;C3540513;C3813556;C3888140
208,age at diagnosis  y,C1828181;C3173302
207,mean ( sd ) number of albuterol per day  puff,C0001927;C0237753;C0444504;C0449788;C2347634;C2348143;C2699239
207,fevnmbr  litres ( post - salbutamol )  mean ( sd ),C0001927;C0444504;C0475211;C0687676;C1704687;C2347634;C2348143;C2699239;C3469826
207,albuterol reversibility  %,C0001927;C0449261
206,oral antidiabetes monotherapya  n ( % ),C0442027;C4521986
206,digitalis,C0012252;C0304520
206,comorbid diseasesa diabetesb,C0009488
205,non - hdl - c ( mg / dl ) - mean ± sd,C0439269;C0444504;C1518422;C2347634;C2348143;C2699239;C3715113
205,nicotine pack - years,C0028040;C1277691
205,mean age  y  median ( range ),C0001779;C0444504;C0549183;C0876920;C1514721;C2347634;C2347635;C2348143;C2348144;C2348147;C2939193;C3542016
205,ace inhibitor or arb at last follow - up,C0003015;C4541021
204,venous graft,C0042449;C0181074;C0332835;C0348013;C1961139
203,pulmonary disease,C0024115
