Text,CUIS
severe ipss $nmbr$ age group,C0027362;C2348001
ls mean change se,C0023668;C0036919
lifestyle behaviours,C0004927;C0677505
pbo adjusted ls mean change se,C0023668;C0036919
body mass index bmi kg m $nmbr$ n $nmbr$ kg m $nmbr$,C0022718;C0439209;C4054209
luts severity,C0439793;C0522510
$nmbr$ years bmi,C0439234;C0578022
mild moderate ipss $nmbr$,C1019118;C1998280;C2827405;C3811063
mean bmi sd,C0444504;C2699239;C2347634;C2348143
mean age sd,C0001779;C2699239
comorbidities and concomitant medications,C0009488;C0013227;C0802604;C2598133;C4284232
severe ipss $nmbr$ age group,C0027362;C2348001
diabetes mellitus n yes,C1549445;C1705108;C1710701
lifestyle behaviours,C0004927;C0677505
$nmbr$ kg m $nmbr$ smokers,C0022718;C0439209;C4054209;C0337664
body mass index bmi kg m $nmbr$ n $nmbr$ kg m $nmbr$,C0022718;C0439209;C4054209
glycaemic control hba $nmbr$ c n,C0243148;C0019016;C1825777;C3538758;C1550141;C1882979;C2587213;C3274648;C4553389
$nmbr$ years bmi,C0439234;C0578022
diabetic therapy use n no therapy,C0039798;C0042153;C0457083;C1947944;C0087111;C1363945
mean bmi sd,C0444504;C2699239;C2347634;C2348143
oral agent,C0450442;C1254351;C1521826
comorbidities and concomitant medications,C0009488;C0013227;C0802604;C2598133;C4284232
glycaemic control group,C0009932
diabetes mellitus n yes,C1549445;C1705108;C1710701
oral agent and or insulin therapy,C0450442;C1254351;C1521826;C0021641;C0039798;C0087111;C1363945;C1533581;C1579433;C3714501
$nmbr$ kg m $nmbr$ smokers,C0022718;C0439209;C4054209;C0337664
hba $nmbr$ c $nmbr$ $nmbr$,C0019016;C1825777;C3538758
glycaemic control hba $nmbr$ c n,C0243148;C0019016;C1825777;C3538758;C1550141;C1882979;C2587213;C3274648;C4553389
hyperlipidaemia n yes,C1549445;C1705108;C1710701
diabetic therapy use n no therapy,C0039798;C0042153;C0457083;C1947944;C0087111;C1363945
hyperlipidaemia therapy use n no lipid lowering agent therapy,C0020473;C0039798;C0087111;C1363945;C0428465;C4555212;C0585943
oral agent,C0450442;C1254351;C1521826
combined insulin oral hypoglycaemic agent use,C0240016
glycaemic control group,C0009932
statin medication,C0013227;C3244316;C4284232
oral agent and or insulin therapy,C0450442;C1254351;C1521826;C0021641;C0039798;C0087111;C1363945;C1533581;C1579433;C3714501
other lipid lowering medication,C0023779;C0441994;C2003888;C0013227;C3244316;C4284232
hba $nmbr$ c $nmbr$ $nmbr$,C0019016;C1825777;C3538758
statin and or other lipid lowering agent therapy,C0360714;C0585943
hyperlipidaemia n yes,C1549445;C1705108;C1710701
hypertension n yes,C1549445;C1705108;C1710701
hyperlipidaemia therapy use n no lipid lowering agent therapy,C0020473;C0039798;C0087111;C1363945;C0428465;C4555212;C0585943
antihypertensive medication use n,C0003364;C0240320
combined insulin oral hypoglycaemic agent use,C0240016
number of antihypertensive medications used n no antihypertensive therapy,C1718138;C0585941
statin medication,C0013227;C3244316;C4284232
combined statin and other lipid lowering agent use,C0205195;C0360714;C0042153;C0457083;C1947944
other lipid lowering medication,C0023779;C0441994;C2003888;C0013227;C3244316;C4284232
statin and or other lipid lowering agent therapy,C0360714;C0585943
type of antihypertensive medication use among patients using antihypertensive medications n,C0457591;C0030705;C1524063;C0003364
hypertension n yes,C1549445;C1705108;C1710701
antihypertensive agent use,C0042153;C0457083;C1947944
centrally acting sympathomimetics,C3653511
antihypertensive medication use n,C0003364;C0240320
b blockers,
number of antihypertensive medications used n no antihypertensive therapy,C1718138;C0585941
number of antihypertensive agent reported,C0237753;C0449788;C0684224;C0700287;C4319718
combined statin and other lipid lowering agent use,C0205195;C0360714;C0042153;C0457083;C1947944
$nmbr$ med at baseline,C4321267;C0168634;C1442488
type of antihypertensive medication use among patients using antihypertensive medications n,C0457591;C0030705;C1524063;C0003364
other antihypertensive agents,C0003364
antihypertensive agent use,C0042153;C0457083;C1947944
$nmbr$ med at baseline cardiac disorder,C4321267;C0018799
centrally acting sympathomimetics,C3653511
cardiac disorder n,C0018799
b blockers,
cardiovascular disorder n,C0007222
number of antihypertensive agent reported,C0237753;C0449788;C0684224;C0700287;C4319718
no cardiovascular disorder $nmbr$,C0007222
$nmbr$ med at baseline,C4321267;C0168634;C1442488
ischaemic heart disease or cerebrovascular disorder n,C0010054;C0151744;C0007820
other antihypertensive agents,C0003364
cardiac arrhythmia n,C0003811;C0264886;C1560249
$nmbr$ med at baseline cardiac disorder,C4321267;C0018799
luts bph characteristics,C0005001;C1521970;C1704272
cardiac disorder n,C0018799
combined cardiac failure cardiomyopathy or other cardiac disorder n luts severity n,C0018801;C0878544;C0018802;C0521117;C1292730
cardiovascular disorder n,C0007222
combined ischaemic heart disease and or cerebrovascular disorder,C0010054;C0151744;C0007820
no cardiovascular disorder $nmbr$,C0007222
mild to moderate ipss $nmbr$,C1019118;C1998280;C2827405;C3811063
ischaemic heart disease or cerebrovascular disorder n,C0010054;C0151744;C0007820
mean total ipss sd,C0439175;C2699239;C0439810
cardiac arrhythmia n,C0003811;C0264886;C1560249
mean ipss voiding subscore sd,C0042034;C2699239;C4067975
luts bph characteristics,C0005001;C1521970;C1704272
mean ipss storage sub score sd,C3533236;C2699239
combined cardiac failure cardiomyopathy or other cardiac disorder n luts severity n,C0018801;C0878544;C0018802;C0521117;C1292730
mean ipss qol sd,C0444504;C2699239;C2347634;C2348143
combined ischaemic heart disease and or cerebrovascular disorder,C0010054;C0151744;C0007820
combined cardiac failure cardiomyopathy or other cardiac disorders,C0018801;C0878544;C0018802;C0018799
mild to moderate ipss $nmbr$,C1019118;C1998280;C2827405;C3811063
$nmbr$ uln,C1519815
mean total ipss sd,C0439175;C2699239;C0439810
pi,C0122626;C0429863;C3537219;C3539772
mean ipss voiding subscore sd,C0042034;C2699239;C4067975
ppci,
mean ipss storage sub score sd,C3533236;C2699239
prior chf,C0332152;C0018802;C2826257
mean ipss qol sd,C0444504;C2699239;C2347634;C2348143
systolic blood pressure,C0488055;C0871470;C1306620
combined cardiac failure cardiomyopathy or other cardiac disorders,C0018801;C0878544;C0018802;C0018799
mm hg,C0439475
$nmbr$ uln,C1519815
to $nmbr$,
pi,C0122626;C0429863;C3537219;C3539772
killip class i,C2697844
ppci,
timi risk score $nmbr$,C0035647;C0449820;C4050231;C4552904
prior chf,C0332152;C0018802;C2826257
inferior mi,C0340305;C3542426
systolic blood pressure,C0488055;C0871470;C1306620
baseline rst segment elevation mm,C4330985;C4554674
mm hg,C0439475
baseline rst segment,C0168634;C0441635;C1442488
to $nmbr$,
deviation mm,C4330985;C4554674
killip class i,C2697844
q waves in the infarct territory at baseline,C0429089;C1305738;C0168634;C1442488
timi risk score $nmbr$,C0035647;C0449820;C4050231;C4552904
figure $nmbr$ relative risk plot of the $nmbr$ day composite endpoint of shock chf,C0242492;C0018802
inferior mi,C0340305;C3542426
baseline rst segment elevation mm,C4330985;C4554674
upper panel infarct size groups and $nmbr$ day shock chf by treatment strategy lower panel infarct size groups and $nmbr$ day shock chf by treatment strategy and pre speci ed $nmbr$ hour time from symptom onset to treatment randomization cut off adjusted for thrombolysis in myocardial infarction risk score chf indicates congestive heart failure pi pharmacoinvasive ppci primary percutaneous coronary intervention uln upper limit normal,C0441833;C0687744;C1257890;C1519504;C1552839;C1705428;C1705429;C0013806;C0018802;C0449244;C0034656;C1442160;C0456081;C0027051;C0428953;C2926063;C3810814;C4552959;C0205307;C0231683;C0439166;C2347086;C4553972
baseline rst segment,C0168634;C0441635;C1442488
race n y,C0034510;C1706779;C3853635
deviation mm,C4330985;C4554674
otherz,
q waves in the infarct territory at baseline,C0429089;C1305738;C0168634;C1442488
known duration of t $nmbr$ dm y,C0449238;C2926735
figure $nmbr$ relative risk plot of the $nmbr$ day composite endpoint of shock chf,C0242492;C0018802
history of cvd n,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
goal,C0018017;C1571704
upper panel infarct size groups and $nmbr$ day shock chf by treatment strategy lower panel infarct size groups and $nmbr$ day shock chf by treatment strategy and pre speci ed $nmbr$ hour time from symptom onset to treatment randomization cut off adjusted for thrombolysis in myocardial infarction risk score chf indicates congestive heart failure pi pharmacoinvasive ppci primary percutaneous coronary intervention uln upper limit normal,C0441833;C0687744;C1257890;C1519504;C1552839;C1705428;C1705429;C0013806;C0018802;C0449244;C0034656;C1442160;C0456081;C0027051;C0428953;C2926063;C3810814;C4552959;C0205307;C0231683;C0439166;C2347086;C4553972
baseline n,C0168634;C1442488
race n y,C0034510;C1706779;C3853635
week $nmbr$ n,C0332174;C0439230
otherz,
or for cana vs pbo $nmbr$ ci,C1418845;C0008107;C3259781
known duration of t $nmbr$ dm y,C0449238;C2926735
p value nominal,C1709380
history of cvd n,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
body weight reduction $nmbr$,C1262477
goal,C0018017;C1571704
week $nmbr$ n $nmbr$ or for cana vs pbo $nmbr$ ci,C0332174;C0439230;C1418845;C0008107;C3259781
baseline n,C0168634;C1442488
week $nmbr$ n or for cana vs pbo $nmbr$ ci,C0332174;C0439230;C1418845;C0008107;C3259781
week $nmbr$ n,C0332174;C0439230
hdl c $nmbr$ mg dl $nmbr$ $nmbr$ mmol l,C0439268
or for cana vs pbo $nmbr$ ci,C1418845;C0008107;C3259781
composite endpoint a $nmbr$ c,C0205199;C1547335
p value nominal,C1709380
[ $nmbr$ $nmbr$ mmol l],C1532563
body weight reduction $nmbr$,C1262477
week $nmbr$ n ^,C0332174;C0439230
week $nmbr$ n $nmbr$ or for cana vs pbo $nmbr$ ci,C0332174;C0439230;C1418845;C0008107;C3259781
male patients,C0150904
week $nmbr$ n or for cana vs pbo $nmbr$ ci,C0332174;C0439230;C1418845;C0008107;C3259781
female patients^,C0150905
hdl c $nmbr$ mg dl $nmbr$ $nmbr$ mmol l,C0439268
week $nmbr$ n j,C0332174;C0439230
composite endpoint a $nmbr$ c,C0205199;C1547335
week $nmbr$ n $nmbr$,C0332174;C0439230
[ $nmbr$ $nmbr$ mmol l],C1532563
ef $nmbr$ n $nmbr$ $nmbr$,
week $nmbr$ n ^,C0332174;C0439230
ef $nmbr$ $nmbr$ $nmbr$ n $nmbr$ $nmbr$,
male patients,C0150904
black race,C0005680
female patients^,C0150905
russia georgia,C0017452;C0017454
week $nmbr$ n j,C0332174;C0439230
history of hf hospitalization,C0551577;C0018488;C1313497;C1538440;C3273279
week $nmbr$ n $nmbr$,C0332174;C0439230
history of diabetes nyha class,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
ef $nmbr$ n $nmbr$ $nmbr$,
heart rate b p m,C0018810
ef $nmbr$ $nmbr$ $nmbr$ n $nmbr$ $nmbr$,
body mass index mg m $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
black race,C0005680
ace arb,C1452534;C3888198;C4284014
russia georgia,C0017452;C0017454
all patients n $nmbr$ $nmbr$,C0030705
history of hf hospitalization,C0551577;C0018488;C1313497;C1538440;C3273279
ejection fraction group,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
history of diabetes nyha class,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
continuous lvef $nmbr$ treatment interaction,C0039798;C1704675;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
heart rate b p m,C0018810
primary endpoint,C2986535
body mass index mg m $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
event rate per $nmbr$,C0871208;C1521828
ace arb,C1452534;C3888198;C4284014
patient years hr unadjusted,C0030705;C0439234;C1439367
all patients n $nmbr$ $nmbr$,C0030705
referent,C1706462
ejection fraction group,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
hr adjusteda,
continuous lvef $nmbr$ treatment interaction,C0039798;C1704675;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
treatment effect hr,C1518681
primary endpoint,C2986535
hf hospitalization,C0018488;C0019993;C1313497;C1538440;C3273279
event rate per $nmbr$,C0871208;C1521828
no of hospitalised patients,C0030705
patient years hr unadjusted,C0030705;C0439234;C1439367
aplxaban $nmbr$ $nmbr$ mg bid,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
referent,C1706462
apixaban $nmbr$ mg bid,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
hr adjusteda,
pe with or without dvt,C0070939;C1880476;C4284304;C0149871;C2926618;C3899446
treatment effect hr,C1518681
apixaban $nmbr$ $nmbr$ mg bid,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
hf hospitalization,C0018488;C0019993;C1313497;C1538440;C3273279
level of renal impairment,C0441889;C0456079;C1547707;C2946261
no of hospitalised patients,C0030705
severe or moderate,C0205082;C4050465;C4050466;C0205081;C1881878;C4049705;C4049706;C4085643;C4321335
aplxaban $nmbr$ $nmbr$ mg bid,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
table $nmbr$ baseline characteristics of total study sample and stratified by treatment assignment and testosterone levela,C4684572;C0205363;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704;C0039601
apixaban $nmbr$ mg bid,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
main effect baseline hormone,C0019932;C4521914
pe with or without dvt,C0070939;C1880476;C4284304;C0149871;C2926618;C3899446
baseline total ipss,C1019118;C1998280;C2827405;C3811063
apixaban $nmbr$ $nmbr$ mg bid,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
unadjusteda beta se,C0330390;C0036919;C0439096;C2004068
level of renal impairment,C0441889;C0456079;C1547707;C2946261
adjustedb c beta se,C0330390;C0036919;C0439096;C2004068
severe or moderate,C0205082;C4050465;C4050466;C0205081;C1881878;C4049705;C4049706;C4085643;C4321335
stratified by,C0205363
table $nmbr$ baseline characteristics of total study sample and stratified by treatment assignment and testosterone levela,C4684572;C0205363;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704;C0039601
linear regression,C0023733;C2346679
main effect baseline hormone,C0019932;C4521914
treatment randomization,C0039798;C0034656;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
baseline total ipss,C1019118;C1998280;C2827405;C3811063
testosterone level nmol l,C0428412;C0439282;C0523912
unadjusteda beta se,C0330390;C0036919;C0439096;C2004068
testosterone nmol l,C0039601;C0439282
adjustedb c beta se,C0330390;C0036919;C0439096;C2004068
continuous,C0549178
stratified by,C0205363
low tt,C1452561;C4554543
linear regression,C0023733;C2346679
high tt $nmbr$ $nmbr$ n $nmbr$,C0205250;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
treatment randomization,C0039798;C0034656;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
estradiol pmol l,C0014912;C0439284
testosterone level nmol l,C0428412;C0439282;C0523912
baseline outcomes,C0168634;C1274040;C1442488
testosterone nmol l,C0039601;C0439282
logistic regression,C0206031
continuous,C0549178
odds ratios $nmbr$ ci,C0008107;C3259781
low tt,C1452561;C4554543
ipss v,C1019118;C1998280;C2827405;C3811063
high tt $nmbr$ $nmbr$ n $nmbr$,C0205250;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
moderate $nmbr$ $nmbr$,C0205081;C1881878;C4049705;C4049706;C4085643;C4321335
estradiol pmol l,C0014912;C0439284
ipss s,C1019118;C1998280;C2827405;C3811063
baseline outcomes,C0168634;C1274040;C1442488
severe $nmbr$,C0205082;C4050465;C4050466
logistic regression,C0206031
ipss categories,C1019118;C0683312;C1998280;C2827405;C3811063
odds ratios $nmbr$ ci,C0008107;C3259781
hormones,C0019932
ipss v,C1019118;C1998280;C2827405;C3811063
testosterone tt nmol l,C0039601;C0439282
moderate $nmbr$ $nmbr$,C0205081;C1881878;C4049705;C4049706;C4085643;C4321335
estradiol e $nmbr$ pmol l,C0014912;C0439284
ipss s,C1019118;C1998280;C2827405;C3811063
estradiol quartiles,C0014912;C2828255
severe $nmbr$,C0205082;C4050465;C4050466
$nmbr$ st $nmbr$ $nmbr$ $nmbr$ pmol l,C0036056;C0439284;C3272372
ipss categories,C1019118;C0683312;C1998280;C2827405;C3811063
$nmbr$ nd $nmbr$ $nmbr$ $nmbr$ $nmbr$ pmol l,C0439284
hormones,C0019932
$nmbr$ rd $nmbr$ $nmbr$ $nmbr$ $nmbr$ pmol l,C0694666;C0439284;C4553350
testosterone tt nmol l,C0039601;C0439282
$nmbr$ th $nmbr$ $nmbr$ $nmbr$ pmol l,C0039725;C0439284;C0039738;C1420718;C4282123;C4285344
estradiol e $nmbr$ pmol l,C0014912;C0439284
american indian or alaskan,C0002460;C0238611
estradiol quartiles,C0014912;C2828255
alcohol useb,C0001962;C0001975
$nmbr$ st $nmbr$ $nmbr$ $nmbr$ pmol l,C0036056;C0439284;C3272372
smokingb,
$nmbr$ nd $nmbr$ $nmbr$ $nmbr$ $nmbr$ pmol l,C0439284
obese $nmbr$ kg m $nmbr$ b,C0028754;C1532718
$nmbr$ rd $nmbr$ $nmbr$ $nmbr$ $nmbr$ pmol l,C0694666;C0439284;C4553350
comorbid conditionsb,
$nmbr$ th $nmbr$ $nmbr$ $nmbr$ pmol l,C0039725;C0439284;C0039738;C1420718;C4282123;C4285344
cardiac diseasec,C0018787;C1522601
american indian or alaskan,C0002460;C0238611
medication useb,C0013227;C3244316;C4284232
alcohol useb,C0001962;C0001975
psychoactivesd,
smokingb,
diabetese,
obese $nmbr$ kg m $nmbr$ b,C0028754;C1532718
other lipid lowering drugs,C0086440
comorbid conditionsb,
alpha blockers,C0001641
cardiac diseasec,C0018787;C1522601
angiotensin receptive blocker,C0003018;C4521302
medication useb,C0013227;C3244316;C4284232
other antihypertensive medications,C0003364
psychoactivesd,
cyp $nmbr$ a $nmbr$ inhibitors,C1418793;C0243077;C2634343
diabetese,
alpha reductase inhibitors,C0597153;C1655741
other lipid lowering drugs,C0086440
previous pde $nmbr$ inhibitors,C0205156;C0031638;C1552607
alpha blockers,C0001641
laboratory measurements,C0681902
angiotensin receptive blocker,C0003018;C4521302
hemoglobin a $nmbr$ c,C0019020;C3889898
other antihypertensive medications,C0003364
good control,C0243148;C1550141;C1882979;C2587213;C3274648;C4553389
cyp $nmbr$ a $nmbr$ inhibitors,C1418793;C0243077;C2634343
fair control $nmbr$ $nmbr$ $nmbr$,C0243148;C1550141;C1882979;C2587213;C3274648;C4553389
alpha reductase inhibitors,C0597153;C1655741
cholesterol nmol l,C0008377;C0439282
previous pde $nmbr$ inhibitors,C0205156;C0031638;C1552607
glucose non fasting or random nmol l,C0017725;C1518422;C0015663;C0034656;C0439282;C0439605
laboratory measurements,C0681902
standard bp lowering,C1442989;C2828392;C0037623;C0441994;C2003888;C1415692;C1708288;C4318478
hemoglobin a $nmbr$ c,C0019020;C3889898
intensive bp lowering,C0037623;C0441994;C2003888;C1415692;C1708288;C4318478
good control,C0243148;C1550141;C1882979;C2587213;C3274648;C4553389
latino,C0086528
fair control $nmbr$ $nmbr$ $nmbr$,C0243148;C1550141;C1882979;C2587213;C3274648;C4553389
intensive glycemia lowering,C0005802;C0441994;C2003888
cholesterol nmol l,C0008377;C0439282
cornell index pv,C0030840;C0032463
glucose non fasting or random nmol l,C0017725;C1518422;C0015663;C0034656;C0439282;C0439605
standard bp lowering,C1442989;C2828392;C0037623;C0441994;C2003888;C1415692;C1708288;C4318478
subgroup analysis itt population percent reduction over placebo in $nmbr$ day adjusted partial onset seizure frequency during the treatment period in prior lev and lev naive patients a $nmbr$ responder rate for partial onset seizure frequency from baseline to the end of treatment period in prior lev and lev naive patients b percent reduction over placebo in $nmbr$ day adjusted partial onset seizure frequency during the treatment period according to reason for prior discontinuation of lev c $nmbr$ responder rate for partial onset seizure frequency from baseline to the end of treatment period according to reason for prior discontinuation of lev d percent reduction over placebo in $nmbr$ day adjusted partial onset seizure frequency during the treatment period according to number of prior aeds e $nmbr$ responder rate for partial onset seizure frequency from baseline to the end of treatment period according to number of prior aeds f analysis by reason for prior discontinuation of lev excluded one patient who was previously treated with either levetiracetam or pregabalin in a blinded study aeds antiepileptic drugs brv brivaracetam itt intention to treat lev levetiracetam pbo placebo pos partial onset seizure,C2986480;C0032664;C0149775;C0332152;C0023556;C2826257;C0030705;C0871208;C1521828;C0168634;C1442488;C0301630;C0392756;C1293152;C4551656;C0392360;C0444930;C2746065;C1264674;C0237753;C0449788;C0332293;C0377265;C3693636;C0657912;C0003299;C0751495;C0206132;C0332162
intensive bp lowering,C0037623;C0441994;C2003888;C1415692;C1708288;C4318478
spirono n $nmbr$,
latino,C0086528
enrollment strata prior hospitalization,C0332152;C0019993;C2826257
intensive glycemia lowering,C0005802;C0441994;C2003888
physical characteristics,C0031809;C1521970;C0205485;C1509143
cornell index pv,C0030840;C0032463
heart rate beats per minute,C0439385
hematocrit,C0018935;C0518014
subgroup analysis itt population percent reduction over placebo in $nmbr$ day adjusted partial onset seizure frequency during the treatment period in prior lev and lev naive patients a $nmbr$ responder rate for partial onset seizure frequency from baseline to the end of treatment period in prior lev and lev naive patients b percent reduction over placebo in $nmbr$ day adjusted partial onset seizure frequency during the treatment period according to reason for prior discontinuation of lev c $nmbr$ responder rate for partial onset seizure frequency from baseline to the end of treatment period according to reason for prior discontinuation of lev d percent reduction over placebo in $nmbr$ day adjusted partial onset seizure frequency during the treatment period according to number of prior aeds e $nmbr$ responder rate for partial onset seizure frequency from baseline to the end of treatment period according to number of prior aeds f analysis by reason for prior discontinuation of lev excluded one patient who was previously treated with either levetiracetam or pregabalin in a blinded study aeds antiepileptic drugs brv brivaracetam itt intention to treat lev levetiracetam pbo placebo pos partial onset seizure,C2986480;C0032664;C0149775;C0332152;C0023556;C2826257;C0030705;C0871208;C1521828;C0168634;C1442488;C0301630;C0392756;C1293152;C4551656;C0392360;C0444930;C2746065;C1264674;C0237753;C0449788;C0332293;C0377265;C3693636;C0657912;C0003299;C0751495;C0206132;C0332162
prior hf hospitalization n $nmbr$,C0018488;C0019993;C1313497;C1538440;C3273279
spirono n $nmbr$,
elevated natriuretic peptide level n $nmbr$,C1144709;C2709270;C3537020
enrollment strata prior hospitalization,C0332152;C0019993;C2826257
p for inter act,C0369773;C2603361;C0205103;C1548610;C0079613;C1704930;C1869853;C3890007;C4048375
physical characteristics,C0031809;C1521970;C0205485;C1509143
lv heart structure,C0023128;C0018787;C0731033;C1881413
heart rate beats per minute,C0439385
lvedv ml,C0439526;C1705224;C3887665
hematocrit,C0018935;C0518014
lvesv ml,C0439526;C1705224;C3887665
prior hf hospitalization n $nmbr$,C0018488;C0019993;C1313497;C1538440;C3273279
mean wall thickness cm,C4054557;C0677535
elevated natriuretic peptide level n $nmbr$,C1144709;C2709270;C3537020
lv mass index mg m $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
p for inter act,C0369773;C2603361;C0205103;C1548610;C0079613;C1704930;C1869853;C3890007;C4048375
relative wall thickness,C0080103;C0205345;C1547039
lv heart structure,C0023128;C0018787;C0731033;C1881413
lav ml,C0439526;C1705224;C3887665
lvedv ml,C0439526;C1705224;C3887665
la diameter,C0023031;C1301886;C0023749;C0230347;C2346906;C4553351
lvesv ml,C0439526;C1705224;C3887665
lv function,C0031843;C0542341;C0700205;C1705273
mean wall thickness cm,C4054557;C0677535
e a ratio,C0456603;C1547037
lv mass index mg m $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
tdi e septal cm sec,C0205976;C0439392;C2674784;C3714807
relative wall thickness,C0080103;C0205345;C1547039
e e septal,C0442004
lav ml,C0439526;C1705224;C3887665
rv and pulmonary vascular,C0035190;C3889272;C0459963;C1508661
la diameter,C0023031;C1301886;C0023749;C0230347;C2346906;C4553351
tr jet velocity m sec,C0439830;C1547053;C0565930
lv function,C0031843;C0542341;C0700205;C1705273
rvfac,
e a ratio,C0456603;C1547037
enrolled in the americas,C4684790;C0002454;C0596070
tdi e septal cm sec,C0205976;C0439392;C2674784;C3714807
enrolled in russia or georgia,C4684790;C0035970;C0017452;C0017454
e e septal,C0442004
baseline adjusted hr,C0168634;C0456081;C1442488
rv and pulmonary vascular,C0035190;C3889272;C0459963;C1508661
alvedv per ml,C0439526;C1705224;C3887665
tr jet velocity m sec,C0439830;C1547053;C0565930
alvesv per ml,C0439526;C1705224;C3887665
rvfac,
alvmi per g m $nmbr$,C0439267
enrolled in the americas,C4684790;C0002454;C0596070
alvef per $nmbr$,
enrolled in russia or georgia,C4684790;C0035970;C0017452;C0017454
ae a ratio per $nmbr$ $nmbr$ unit,C3887670;C0456603;C1547037
baseline adjusted hr,C0168634;C0456081;C1442488
ae per cm s,C3887670
alvedv per ml,C0439526;C1705224;C3887665
ae e ratio per $nmbr$ unit,C0456603;C1547037
alvesv per ml,C0439526;C1705224;C3887665
alav per ml,C0439526;C1705224;C3887665
alvmi per g m $nmbr$,C0439267
apasp per mmhg,C0439475
alvef per $nmbr$,
arvfac per $nmbr$,
ae a ratio per $nmbr$ $nmbr$ unit,C3887670;C0456603;C1547037
sbp at baseline,C0085805;C0168634;C1442488
ae per cm s,C3887670
sd of sbp,C2699239;C0085805
ae e ratio per $nmbr$ unit,C0456603;C1547037
range of sbp,C1514721;C2348147;C3542016
alav per ml,C0439526;C1705224;C3887665
change in sbp,C0392747;C0443172;C1705241;C4319952
apasp per mmhg,C0439475
bp lowering treatment n $nmbr$,C0037623;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704;C1415692;C1708288;C4318478
arvfac per $nmbr$,
treatment arm,C1522541
sbp at baseline,C0085805;C0168634;C1442488
r tpa,C0032143
sd of sbp,C2699239;C0085805
time to treatment h,C3494202;C0033727;C0369286;C0441932;C0564385;C4528284
range of sbp,C1514721;C2348147;C3542016
nihss score,C0449820;C4050231
change in sbp,C0392747;C0443172;C1705241;C4319952
stroke subtype,C0038454;C0449560;C4554100
bp lowering treatment n $nmbr$,C0037623;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704;C1415692;C1708288;C4318478
taci,C0666480;C1425349;C4284230
treatment arm,C1522541
paci,C1165245
r tpa,C0032143
laci,C1420705;C3273314;C4281721
time to treatment h,C3494202;C0033727;C0369286;C0441932;C0564385;C4528284
poci,
nihss score,C0449820;C4050231
infarct size,C0021308;C0456389
stroke subtype,C0038454;C0449560;C4554100
no infarct visible,C0021308;C0205379
taci,C0666480;C1425349;C4284230
small medium,C0009458;C0439536;C1705217;C3244283;C4085196;C4522282;C4522283
paci,C1165245
large very large,C0549177;C0442824;C2984081
laci,C1420705;C3273314;C4281721
symptomatic infarct swelling,C0013604;C0038999
poci,
symptomatic ich,C0019191;C3272597;C3281105
infarct size,C0021308;C0456389
nd not due to swelling or ich,C0678226;C0013604;C0038999;C0019191;C3272597;C3281105
no infarct visible,C0021308;C0205379
early ichaem ic stroke,C0038454;C4554100
small medium,C0009458;C0439536;C1705217;C3244283;C4085196;C4522282;C4522283
any early adverse event,C1279919;C0877248
large very large,C0549177;C0442824;C2984081
early death,C1836407
symptomatic infarct swelling,C0013604;C0038999
poor outcome at $nmbr$ months,C3806166;C0439231
symptomatic ich,C0019191;C3272597;C3281105
numbers of events,C4330837
nd not due to swelling or ich,C0678226;C0013604;C0038999;C0019191;C3272597;C3281105
ors $nmbr$ cis,C1504308;C1742862
early ichaem ic stroke,C0038454;C4554100
any early adverse event,C1279919;C0877248
