CUI,matchedText,preferred,hasMSH
C1551056,lm,Units Of Measure - lumen,false
C0021122,ICD,"Disruptive, Impulse Control, and Conduct Disorders",true
C0021037,IGL,Immunoglobulin lambda-Chains,true
C0314619,IGL,IGL gene,false
C2247518,IGL,indole-3-glycerol-phosphate lyase activity,false
C0018488,Hf,Hafnium,true
C0019993,hospitalisation,Hospitalization,true
C1313497,HF,"GZMA protein, human",true
C1538440,HF,CFH gene,false
C3273279,HF,CFH wt Allele,false
C2827666,Variability,Variability,false
C0439190,mmol,millimole,false
C0366513,Insulin Dose,Insulin regular:Mass:Pt:Dose:Qn,false
C0587117,Evening,Evening,false
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C1550335,Patient Type,Patient type,false
C0332293,Treated with,Treated with,false
C0982221,Insulin lispro protamine,"Insulin, Protamine Lispro, Human",false
C0907402,INSULIN GLARGINE,Insulin Glargine,true
C0332173,Daily,Daily,false
C0293359,INSULIN LISPRO,Insulin Lispro,true
C0021037,IGL,Immunoglobulin lambda-Chains,true
C0314619,IGL,IGL gene,false
C2247518,IGL,indole-3-glycerol-phosphate lyase activity,false
C0439745,Grouped,Grouped (qualifier value),false
C4319846,Grouped,Grouped (foundation metadata concept),false
C1998602,Meal,Meal (occasion for eating),true
C0020456,high blood glucose level,Hyperglycemia,true
C0521095,Determined,Determined by,false
C0205449,Three,Three,false
C0005803,Self-monitoring of blood glucose,Blood Glucose Self-Monitoring,true
C1979963,Profile,Profile (lab procedure),false
C2003903,Profile,Profiling (action),false
C0237881,significant,Statistical Significance,false
C0750502,Significant,Significant,false
C1546944,Significant,Event Seriousness - Significant,false
C1261082,LM,Left coronary artery structure,false
C1551056,lm,Units Of Measure - lumen,false
C1511726,Data,Data,false
C1706992,Box Plot,Box Plot,false
C0683607,allow,allowing,false
C0444504,Statistical Mean,Statistical mean,false
C3245479,data,Data call receiving device,false
C0039725,TH,Thailand,true
C3714741,Data,Data (eukaryote),false
C1532337,Percentile value,Percentile value,false
C0039738,Th,Thallium,true
C1420718,TH,TH gene,false
C4282123,TH,TH,false
C4285344,TH,"Tyrosine 3-Monooxygenase, human",false
C0449450,Presented,Presentation,false
C0021037,IGL,Immunoglobulin lambda-Chains,true
C0314619,IGL,IGL gene,false
C2247518,IGL,indole-3-glycerol-phosphate lyase activity,false
C0039224,Table,Table - furniture,false
C0815172,patient characteristics,patient characteristics,false
C1706074,Table,Data Table,true
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C2827666,Variability,Variability,false
C0439190,mmol,millimole,false
C0939232,FLUTICASONE/SALMETEROL,fluticasone / salmeterol,true
C0366513,Insulin Dose,Insulin regular:Mass:Pt:Dose:Qn,false
C0082607,FLUTICASONE,fluticasone,true
C0205171,Alone,Singular,false
C0439044,Alone,Living Alone,false
C0679994,alone,alone - group size,false
C0001737,Africa,Africa,true
C0392747,Change,Changing,false
C0443172,change,Changed status,false
C1705241,Change,Delta (difference),false
C4319952,Change,Change -- procedure,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C1550335,Patient Type,Patient type,false
C0332293,Treated with,Treated with,false
C0982221,Insulin lispro protamine,"Insulin, Protamine Lispro, Human",false
C0907402,INSULIN GLARGINE,Insulin Glargine,true
C0332173,Daily,Daily,false
C0293359,INSULIN LISPRO,Insulin Lispro,true
C0021037,IGL,Immunoglobulin lambda-Chains,true
C0314619,IGL,IGL gene,false
C2247518,IGL,indole-3-glycerol-phosphate lyase activity,false
C0439745,Grouped,Grouped (qualifier value),false
C4319846,Grouped,Grouped (foundation metadata concept),false
C1998602,Meal,Meal (occasion for eating),true
C0020456,high blood glucose level,Hyperglycemia,true
C0521095,Determined,Determined by,false
C0205449,Three,Three,false
C0005803,Self-monitoring of blood glucose,Blood Glucose Self-Monitoring,true
C1979963,Profile,Profile (lab procedure),false
C2003903,Profile,Profiling (action),false
C0237881,significant,Statistical Significance,false
C0750502,Significant,Significant,false
C1546944,Significant,Event Seriousness - Significant,false
C0085415,outcomes treatment,Treatment outcome,true
C1518681,Treatment Effect,Outcome of Therapy,false
C0749659,Treatment Status,Treatment Status,false
C0475224,Ischemic,Ischemic,false
C0439231,MONTHS,month,false
C0030705,Patients,Patients,true
C1274040,Outcome,Result,false
C3897493,Stent Thrombosis,Stent Thrombosis,false
C0441471,Events,Event,false
C3541888,EVENTS,CDISC Events Class,false
C0205082,Severe,Severe (severity modifier),false
C4050465,Severe,Severe Extremity Pain,false
C4050466,Severe,Borg Category-Ratio 10 Perceived Exertion Score 5,false
C0205081,Moderate,Moderate (severity modifier),false
C0019080,BLEEDING,Hemorrhage,true
C1881878,Moderate,Moderation,false
C4049705,Moderate,Moderate Extremity Pain,false
C4049706,Moderate,Borg Category-Ratio 10 Perceived Exertion Score 3,false
C4085643,Moderate,Moderate Response,false
C4321335,Moderate,Moderate Level,false
C1511726,Data,Data,false
C3714741,Data,Data (eukaryote),false
C3245479,data,Data call receiving device,false
C0449450,Presented,Presentation,false
C1706992,Box Plot,Box Plot,false
C0683607,allow,allowing,false
C0444504,Statistical Mean,Statistical mean,false
C0039725,TH,Thailand,true
C1532337,Percentile value,Percentile value,false
C0039738,Th,Thallium,true
C1420718,TH,TH gene,false
C4282123,TH,TH,false
C4285344,TH,"Tyrosine 3-Monooxygenase, human",false
C1869620,RESLIZUMAB,reslizumab,true
C0439272,mg kg,ug/g,false
C0039224,Table,Table - furniture,false
C0815172,patient characteristics,patient characteristics,false
C1706074,Table,Data Table,true
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0022718,KG,Kyrgyzstan,true
C0439209,kg,Kilogram,false
C4054209,/kg,Per Kilogram,false
C0939232,FLUTICASONE/SALMETEROL,fluticasone / salmeterol,true
C0439234,YEARS,year,false
C0011900,DIAGNOSIS,Diagnosis,true
C1704338,diagnosis,diagnosis aspect,true
C1704656,DIAGNOSIS,Diagnosis Study,false
C0082607,FLUTICASONE,fluticasone,true
C0439044,Alone,Living Alone,false
C0205171,Alone,Singular,false
C0679994,alone,alone - group size,false
C0042153,use,utilization qualifier,true
C0457083,Use,Usage,false
C1947944,Use,Use - dosing instruction imperative,false
C0001737,Africa,Africa,true
C4086268,EXACERBATION,Exacerbation,false
C0026544,MO,Morocco,true
C0332177,/mo,Monthly (qualifier value),false
C0475224,Ischemic,Ischemic,false
C0085415,outcomes treatment,Treatment outcome,true
C1518681,Treatment Effect,Outcome of Therapy,false
C0749659,Treatment Status,Treatment Status,false
C0439231,MONTHS,month,false
C0030705,Patients,Patients,true
C1274040,Outcome,Result,false
C3897493,Stent Thrombosis,Stent Thrombosis,false
C0441471,Events,Event,false
C3541888,EVENTS,CDISC Events Class,false
C0205082,Severe,Severe (severity modifier),false
C4050465,Severe,Severe Extremity Pain,false
C4050466,Severe,Borg Category-Ratio 10 Perceived Exertion Score 5,false
C0205081,Moderate,Moderate (severity modifier),false
C0019080,BLEEDING,Hemorrhage,true
C1881878,Moderate,Moderation,false
C4049705,Moderate,Moderate Extremity Pain,false
C4049706,Moderate,Borg Category-Ratio 10 Perceived Exertion Score 3,false
C4085643,Moderate,Moderate Response,false
C4321335,Moderate,Moderate Level,false
C2347634,Mean,Population Mean,false
C0444504,Mean,Statistical mean,false
C2348143,Mean,Sample Mean,false
C1869620,RESLIZUMAB,reslizumab,true
C0439272,mg kg,ug/g,false
C0178987,"Airway, NOS",Artificial Airways,false
C0449261,Reversibility,Reversibility,false
C0458827,Airway,Airway structure,false
C0022718,KG,Kyrgyzstan,true
C0439209,kg,Kilogram,false
C4054209,/kg,Per Kilogram,false
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0439234,YEARS,year,false
C0011900,DIAGNOSIS,Diagnosis,true
C1704338,diagnosis,diagnosis aspect,true
C1704656,DIAGNOSIS,Diagnosis Study,false
C0004048,inhalations,Inspiration function,true
C0354922,Inhalations,Inhalation preparations,false
C0205156,Previous,Previous,false
C1552607,previous,Act Relationship Subset - previous,false
C0042153,use,utilization qualifier,true
C0457083,Use,Usage,false
C1947944,Use,Use - dosing instruction imperative,false
C2699156,Cells/mL,Cells per Milliliter,false
C4086268,EXACERBATION,Exacerbation,false
C0026544,MO,Morocco,true
C0332177,/mo,Monthly (qualifier value),false
C0332293,Treated with,Treated with,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0444504,Mean,Statistical mean,false
C0024671,MG,Mammography,true
C0026410,MG,Mongolia,true
C0439269,mg%,mg/dL,false
C1960952,mg %,Milligram percent,false
C2346927,Mg++,Magnesium Cation,false
C4321396,MG,MG,false
C4521761,MG,United States Military Commissioned Officer O8,false
C0178987,"Airway, NOS",Artificial Airways,false
C0449261,Reversibility,Reversibility,false
C0458827,Airway,Airway structure,false
C0741132,positive antibody,antibody positive,false
C1320283,Anti-cyclic citrullinated peptide,Anti-cyclic citrullinated peptide,false
C0016327,F-,Fluorides,true
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0439178,% Positive,percent positive cells,false
C1446409,Positive,Positive,false
C2825490,Positive,Positive Charge,false
C1514241,POSITIVE,Positive Finding,false
C3812269,Positive,Positive Number,false
C2603360,T',T prime,false
C0004048,inhalations,Inspiration function,true
C0205156,Previous,Previous,false
C0354922,Inhalations,Inhalation preparations,false
C1552607,previous,Act Relationship Subset - previous,false
C0205156,Previous,Previous,false
C4055380,Biologic DMARD,Biologic Disease-Modifying Antirheumatic Drug,false
C1552607,previous,Act Relationship Subset - previous,false
C2699156,Cells/mL,Cells per Milliliter,false
C1448177,TNF,"TNF protein, human",true
C0243077,inhibitors,inhibitors,true
C0332293,Treated with,Treated with,false
C1448177,TNF,"TNF protein, human",true
C0243077,inhibitors,inhibitors,true
C0024671,MG,Mammography,true
C0026410,MG,Mongolia,true
C0439269,mg%,mg/dL,false
C1960952,mg %,Milligram percent,false
C2346927,Mg++,Magnesium Cation,false
C4321396,MG,MG,false
C4521761,MG,United States Military Commissioned Officer O8,false
C0451521,Swollen joint count,Swollen joint count,false
C0332128,Examined,Examined,false
C0741132,positive antibody,antibody positive,false
C1320283,Anti-cyclic citrullinated peptide,Anti-cyclic citrullinated peptide,false
C0016327,F-,Fluorides,true
C0451530,Tender joint count,Tender joint count,false
C0332128,Examined,Examined,false
C0439178,% Positive,percent positive cells,false
C1446409,Positive,Positive,false
C1514241,POSITIVE,Positive Finding,false
C2825490,Positive,Positive Charge,false
C3812269,Positive,Positive Number,false
C2603360,T',T prime,false
C0449820,Scores,Score,false
C2348867,Global,Global,false
C0205246,Global,Generalized,false
C0030198,Pain Assessments,Pain Measurement,true
C0205156,Previous,Previous,false
C4055380,Biologic DMARD,Biologic Disease-Modifying Antirheumatic Drug,false
C1552607,previous,Act Relationship Subset - previous,false
C0031831,PHYSICIAN,Physicians,true
C0804815,Physician,Physician:Identifier:Point in time:^Patient:Nominal,false
C0281858,Global Assessment,global assessment,false
C1448177,TNF,"TNF protein, human",true
C0243077,inhibitors,inhibitors,true
C0030705,*^patient,Patients,true
C0281858,Global Assessment,global assessment,false
C1448177,TNF,"TNF protein, human",true
C0243077,inhibitors,inhibitors,true
C0030705,*^patient,Patients,true
C0030198,Pain Assessment,Pain Measurement,true
C0332128,Examined,Examined,false
C0451521,Swollen joint count,Swollen joint count,false
C3826998,HAQ-DI,Health Assessment Questionnaire Disability Index With Pain Visual Analog Scale Questionnaire,false
C4321476,HAQ-DI,Health Assessment Questionnaire Disability Index,false
C0449820,scored,Score,false
C0451530,Tender joint count,Tender joint count,false
C0332128,Examined,Examined,false
C1441604,High sensitivity,High sensitivity,false
C0475211,Litre,liter,false
C0449820,Scores,Score,false
C0205246,Global,Generalized,false
C2348867,Global,Global,false
C0030198,Pain Assessments,Pain Measurement,true
C4330985,/mm,Per Millimeter,false
C3811131,ESR,Estrogen Receptor Measurement,false
C4554674,MM,MM genotype,false
C0031831,PHYSICIAN,Physicians,true
C0804815,Physician,Physician:Identifier:Point in time:^Patient:Nominal,false
C0281858,Global Assessment,global assessment,false
C0051767,DAS,amsonic acid,true
C3811131,ESR,Estrogen Receptor Measurement,false
C0057671,DAS,diacetoxyscirpenol,true
C0030705,*^patient,Patients,true
C0281858,Global Assessment,global assessment,false
C4706353,Disease Activity Score,DAS - Disease Activity Score,false
C0030705,*^patient,Patients,true
C0030198,Pain Assessment,Pain Measurement,true
C0369718,N NOS,N not otherwise specified Antibody,false
C0441922,N+,N+ (tumor staging),false
C4321476,HAQ-DI,Health Assessment Questionnaire Disability Index,false
C0449820,scored,Score,false
C3826998,HAQ-DI,Health Assessment Questionnaire Disability Index With Pain Visual Analog Scale Questionnaire,false
C0026410,MG,Mongolia,true
C0024671,MG,Mammography,true
C0439269,mg%,mg/dL,false
C2346927,Mg++,Magnesium Cation,false
C1960952,mg %,Milligram percent,false
C4321396,MG,MG,false
C4521761,MG,United States Military Commissioned Officer O8,false
C1441604,High sensitivity,High sensitivity,false
C0475211,Litre,liter,false
C0332152,Prior,Before,false
C2826257,PRIOR,Prior Medication Usage,false
C3811131,ESR,Estrogen Receptor Measurement,false
C4330985,/mm,Per Millimeter,false
C4554674,MM,MM genotype,false
C0332152,Prior,Before,false
C1518422,Non,Negation,false
C2826257,PRIOR,Prior Medication Usage,false
C0051767,DAS,amsonic acid,true
C3811131,ESR,Estrogen Receptor Measurement,false
C0057671,DAS,diacetoxyscirpenol,true
C0332152,Prior,Before,false
C1518422,Non,Negation,false
C2826257,PRIOR,Prior Medication Usage,false
C4706353,Disease Activity Score,DAS - Disease Activity Score,false
C0369718,N NOS,N not otherwise specified Antibody,false
C0441922,N+,N+ (tumor staging),false
C0007457,white race,Caucasoid Race,true
C0043157,white race,Caucasians,true
C0428772,Left Ventricular Ejection Fraction,Left ventricular ejection fraction,false
C0488728,Left ventricular Ejection fraction,Ejection fraction:Volume Fraction:Point in time:Heart.ventricle.left:Quantitative,false
C0024671,MG,Mammography,true
C0026410,MG,Mongolia,true
C0439269,mg%,mg/dL,false
C1960952,mg %,Milligram percent,false
C2346927,Mg++,Magnesium Cation,false
C4321396,MG,MG,false
C4521761,MG,United States Military Commissioned Officer O8,false
C1275491,NYHA classification,New York Heart Association Classification,false
C0205245,Functional,Functional,false
C0542341,Functional,Function (attribute),false
C2700217,Functional,Functional Relationship,false
C0021966,I-,Iodides,true
C0221138,I NOS,Blood group antibody I,false
C0332152,Prior,Before,false
C2826257,PRIOR,Prior Medication Usage,false
C0019993,hospitalisation,Hospitalization,true
C0205156,Previous,Previous,false
C1552607,previous,Act Relationship Subset - previous,false
C0001554,Management,Administration occupational activities,true
C0376636,management,Disease Management,true
C1273870,Management,Management procedure,false
C3273539,Management,Management Occupations,false
C0332152,Prior,Before,false
C2826257,PRIOR,Prior Medication Usage,false
C1518422,Non,Negation,false
C0449432,Component,Component object,false
C1705248,Component,Component (part),false
C0332152,Prior,Before,false
C1518422,Non,Negation,false
C2826257,PRIOR,Prior Medication Usage,false
C2349943,Ms.,Ms. - Title,false
C0596019,Cl -,Chloride Ion,false
C3539704,MS,MTR wt Allele,false
C3713294,MS,"MTR protein, human",true
C0007457,white race,Caucasoid Race,true
C0043157,white race,Caucasians,true
C0428772,Left Ventricular Ejection Fraction,Left ventricular ejection fraction,false
C0488728,Left ventricular Ejection fraction,Ejection fraction:Volume Fraction:Point in time:Heart.ventricle.left:Quantitative,false
C0596019,Cl -,Chloride Ion,false
C1275491,NYHA classification,New York Heart Association Classification,false
C0205245,Functional,Functional,false
C0542341,Functional,Function (attribute),false
C2700217,Functional,Functional Relationship,false
C0021966,I-,Iodides,true
C0221138,I NOS,Blood group antibody I,false
C0596019,Cl -,Chloride Ion,false
C0456081,Adjusted,Adjustment Action,false
C0019993,hospitalisation,Hospitalization,true
C0205156,Previous,Previous,false
C1552607,previous,Act Relationship Subset - previous,false
C0001554,Management,Administration occupational activities,true
C0376636,management,Disease Management,true
C1273870,Management,Management procedure,false
C3273539,Management,Management Occupations,false
C0205225,Primary,Primary,false
C1274040,Outcome,Result,false
C0439612,Primary,True primary (qualifier value),false
C0439631,Primary,Primary operation,false
C0449432,Component,Component object,false
C1705248,Component,Component (part),false
C0441471,Events,Event,false
C3541888,EVENTS,CDISC Events Class,false
C3538810,PY,Nonclinical Pregnancy Results Domain,false
C0030428,PY,Paraguay,true
C2349943,Ms.,Ms. - Title,false
C0596019,Cl -,Chloride Ion,false
C3713294,MS,"MTR protein, human",true
C3539704,MS,MTR wt Allele,false
C0018790,"Arrest, Cardiac",Cardiac Arrest,true
C4553105,Cardiac arrest,"Cardiac Arrest, CTCAE 5",false
C0596019,Cl -,Chloride Ion,false
C0441471,Events,Event,false
C3541888,EVENTS,CDISC Events Class,false
C0030428,PY,Paraguay,true
C3538810,PY,Nonclinical Pregnancy Results Domain,false
C0456081,Adjusted,Adjustment Action,false
C0596019,Cl -,Chloride Ion,false
C0441471,Event,Event,false
C0030428,PY,Paraguay,true
C4019010,Event,National reporting jurisdiction:Loc:Pt:^Event:Nom,false
C3538810,PY,Nonclinical Pregnancy Results Domain,false
C0205225,Primary,Primary,false
C0439612,Primary,True primary (qualifier value),false
C1274040,Outcome,Result,false
C0439631,Primary,Primary operation,false
C3898876,HEART FAILURE HOSPITALIZATION,Hospitalization Due to Heart Failure,false
C0441471,Events,Event,false
C3541888,EVENTS,CDISC Events Class,false
C0205322,Persistent,Persistent,false
C0332996,PERSISTENT,Persistent embryonic structure,false
C0030428,PY,Paraguay,true
C3538810,PY,Nonclinical Pregnancy Results Domain,false
C0205322,Persistent,Persistent,false
C0332996,PERSISTENT,Persistent embryonic structure,false
C0018790,"Arrest, Cardiac",Cardiac Arrest,true
C4553105,Cardiac arrest,"Cardiac Arrest, CTCAE 5",false
C0442809,Inconsistent,Inconsistent,false
C0016457,FAO,Food and Agriculture Organization of the United Nations,false
C0441471,Events,Event,false
C3541888,EVENTS,CDISC Events Class,false
C0030428,PY,Paraguay,true
C3538810,PY,Nonclinical Pregnancy Results Domain,false
C0439175,% total,% of total,false
C0439810,Total,Total,false
C0441471,Event,Event,false
C4019010,Event,National reporting jurisdiction:Loc:Pt:^Event:Nom,false
C0030428,PY,Paraguay,true
C3538810,PY,Nonclinical Pregnancy Results Domain,false
C0449238,Duration,Duration (temporal concept),false
C2926735,Duration,Duration,false
C3898876,HEART FAILURE HOSPITALIZATION,Hospitalization Due to Heart Failure,false
C0439565,Pre-dose,Pre-dose,false
C3714541,FEV,Forced Vital Capacity,true
C3812758,Pre-dose,Pre-dose Measure,false
C0205322,Persistent,Persistent,false
C0332996,PERSISTENT,Persistent embryonic structure,false
C0681842,Predicted,prediction,false
C1882327,%{Predicted},Percent of Predicted Value,false
C0205322,Persistent,Persistent,false
C0332996,PERSISTENT,Persistent embryonic structure,false
C0681842,Predicted,prediction,false
C1882327,%{Predicted},Percent of Predicted Value,false
C0442809,Inconsistent,Inconsistent,false
C0016457,FAO,Food and Agriculture Organization of the United Nations,false
C0168634,baseline,BaseLine dental cement,true
C0178602,DOSE,Dosage,false
C0869039,Dose,Unit dose,false
C1114758,Dose #,Dose number:Number:Point in time:^Patient:Quantitative,false
C1442488,Baseline,Baseline,false
C0439810,Total,Total,false
C0439175,% total,% of total,false
C0449238,Duration,Duration (temporal concept),false
C2926735,Duration,Duration,false
C0439565,Pre-dose,Pre-dose,false
C3714541,FEV,Forced Vital Capacity,true
C3812758,Pre-dose,Pre-dose Measure,false
C0240320,MEDICATION USE,medication use,false
C0022209,ISONIAZID,isoniazid,true
C0681842,Predicted,prediction,false
C1882327,%{Predicted},Percent of Predicted Value,false
C0004096,ASTHMA,Asthma,true
C0439228,DAYS,day,false
C2984299,Asthma,Asthma Pathway,false
C0681842,Predicted,prediction,false
C1882327,%{Predicted},Percent of Predicted Value,false
C0439565,Pre-dose,Pre-dose,false
C2986411,Improvement,Improvement,false
C3812758,Pre-dose,Pre-dose Measure,false
C0039798,treatment,therapeutic aspects,true
C0087111,Treatment,Therapeutic procedure,true
C1522326,Treatment,Treating,false
C1533734,Treatment,Administration procedure,false
C1705169,Treatment,Biomaterial Treatment,false
C3538994,TREATMENT,Treatment Epoch,false
C3887704,treatment,treatment - ActInformationManagementReason,false
C0016457,FAO,Food and Agriculture Organization of the United Nations,false
C0449438,Status,Status,false
C0178602,DOSE,Dosage,false
C0168634,baseline,BaseLine dental cement,true
C0869039,Dose,Unit dose,false
C1114758,Dose #,Dose number:Number:Point in time:^Patient:Quantitative,false
C1442488,Baseline,Baseline,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C1704788,Defined,Definition,false
C3539106,Defined,Sufficiently defined concept definition status (core metadata concept),false
C0444706,Measured,Measured,false
C3541902,MEASURED,Measured Tumor Identification,false
C0220908,Screening,Screening procedure,true
C1522609,Value,Numerical value,false
C0220909,screening,Aspects of disease screening,true
C1698960,screening,research subject screening,false
C1710031,Screening,Disease Screening,false
C1710032,Screening,Screening,false
C1710477,SCREENING,Trial Screening,false
C2348164,SCREENING,Screening Study,false
C1551351,Available Volume,Available Volume,false
C0205436,Second,second (number),false
C0060657,FORMOTEROL,formoterol,true
C0457385,Second,seconds,false
C0565930,/second,per second,false
C1561503,second,Precision - second,false
C1705190,Second,Second Suffix,false
C0332152,Prior,Before,false
C2826257,PRIOR,Prior Medication Usage,false
C0600653,Index,Indexes,true
C0918012,Index,Index,true
C1552854,index,Html Link Type - index,false
C2986546,Index,Target Lesion Identification,false
C1637833,% index,% index,false
C0240320,MEDICATION USE,medication use,false
C0022209,ISONIAZID,isoniazid,true
C3810814,MI,Myocardial Infarction ECG Assessment,false
C0004096,ASTHMA,Asthma,true
C0439228,DAYS,day,false
C2984299,Asthma,Asthma Pathway,false
C3810814,MI,Myocardial Infarction ECG Assessment,false
C0439565,Pre-dose,Pre-dose,false
C3812758,Pre-dose,Pre-dose Measure,false
C2986411,Improvement,Improvement,false
C0039798,treatment,therapeutic aspects,true
C0087111,Treatment,Therapeutic procedure,true
C1522326,Treatment,Treating,false
C1533734,Treatment,Administration procedure,false
C1705169,Treatment,Biomaterial Treatment,false
C3538994,TREATMENT,Treatment Epoch,false
C3887704,treatment,treatment - ActInformationManagementReason,false
C0016457,FAO,Food and Agriculture Organization of the United Nations,false
C0449438,Status,Status,false
C3810814,MI,Myocardial Infarction ECG Assessment,false
C0168634,baseline,BaseLine dental cement,true
C1704788,Defined,Definition,false
C1442488,Baseline,Baseline,false
C3539106,Defined,Sufficiently defined concept definition status (core metadata concept),false
C0444706,Measured,Measured,false
C3541902,MEASURED,Measured Tumor Identification,false
C0220908,Screening,Screening procedure,true
C1522609,Value,Numerical value,false
C0220909,screening,Aspects of disease screening,true
C1698960,screening,research subject screening,false
C1710031,Screening,Disease Screening,false
C1710032,Screening,Screening,false
C1710477,SCREENING,Trial Screening,false
C2348164,SCREENING,Screening Study,false
C1551351,Available Volume,Available Volume,false
C0205436,Second,second (number),false
C0060657,FORMOTEROL,formoterol,true
C0457385,Second,seconds,false
C0565930,/second,per second,false
C1561503,second,Precision - second,false
C1705190,Second,Second Suffix,false
C0034510,RACE,Racial group,true
C1706779,RACE,AMACR wt Allele,false
C3853635,Race,Race,false
C0332152,Prior,Before,false
C2826257,PRIOR,Prior Medication Usage,false
C0304289,Oral Medications,"Oral drug preparation, NOS",false
C0600653,Index,Indexes,true
C0918012,Index,Index,true
C1552854,index,Html Link Type - index,false
C1637833,% index,% index,false
C2986546,Index,Target Lesion Identification,false
C0743195,diet controlled,diet controlled,false
C3810814,MI,Myocardial Infarction ECG Assessment,false
C0007787,TIA,Transient Ischemic Attack,true
C0917805,TIA,Transient Cerebral Ischemia,true
C1054154,tia,Tacca leontopetaloides,false
C3810814,MI,Myocardial Infarction ECG Assessment,false
C0019664,History,History,true
C0019665,history,Historical aspects qualifier,true
C0262512,"History, NOS",History of present illness,false
C0262926,History,Medical History,false
C1705255,History,Concept History,false
C2004062,History,History of previous events,false
C3810814,MI,Myocardial Infarction ECG Assessment,false
C1704436,Peripheral Artery Disease,Peripheral Arterial Diseases,true
C4025272,Peripheral artery disease,Peripheral arterial stenosis,false
C0034510,RACE,Racial group,true
C3853635,Race,Race,false
C1706779,RACE,AMACR wt Allele,false
C2315323,Indication for procedure,Indication for procedure,false
C0600653,Index,Indexes,true
C0918012,Index,Index,true
C1552854,index,Html Link Type - index,false
C1637833,% index,% index,false
C2986546,Index,Target Lesion Identification,false
C0304289,Oral Medications,"Oral drug preparation, NOS",false
C1883468,Unstable,Unstable Medical Device Problem,false
C0443343,Unstable,Unstable status,false
C0743195,diet controlled,diet controlled,false
C3810814,MI,Myocardial Infarction ECG Assessment,false
C0007787,TIA,Transient Ischemic Attack,true
C0917805,TIA,Transient Cerebral Ischemia,true
C1054154,tia,Tacca leontopetaloides,false
C1274040,Outcome,Result,false
C0475224,Ischemic,Ischemic,false
C0019664,History,History,true
C0019665,history,Historical aspects qualifier,true
C0262512,"History, NOS",History of present illness,false
C0262926,History,Medical History,false
C1705255,History,Concept History,false
C2004062,History,History of previous events,false
C0549178,Continue,Continuous,false
C1120149,thienopyridine,thienopyridine,true
C4025272,Peripheral artery disease,Peripheral arterial stenosis,false
C1704436,Peripheral Artery Disease,Peripheral Arterial Diseases,true
C0008107,CI,Chile,true
C3259781,CI,Coagulation Index Measurement,false
C2315323,Indication for procedure,Indication for procedure,false
C0600653,Index,Indexes,true
C0918012,Index,Index,true
C1637833,% index,% index,false
C1552854,index,Html Link Type - index,false
C2986546,Index,Target Lesion Identification,false
C0205363,Stratified,Stratified,false
C1709380,P-Value,P-Value,false
C0443343,Unstable,Unstable status,false
C1883468,Unstable,Unstable Medical Device Problem,false
C0033204,Probable,Probability,true
C0332148,Probable,Probable diagnosis,false
C3810814,MI,Myocardial Infarction ECG Assessment,false
C0038454,STROKE,Cerebrovascular accident,true
C4554100,Stroke,"Stroke, CTCAE",false
C0475224,Ischemic,Ischemic,false
C1274040,Outcome,Result,false
C3810814,MI,Myocardial Infarction ECG Assessment,false
C3897493,Stent Thrombosis,Stent Thrombosis,false
C0549178,Continue,Continuous,false
C1120149,thienopyridine,thienopyridine,true
C3897493,Stent Thrombosis,Stent Thrombosis,false
C3810814,MI,Myocardial Infarction ECG Assessment,false
C0008107,CI,Chile,true
C3259781,CI,Coagulation Index Measurement,false
C0019080,BLEEDING,Hemorrhage,true
C1274040,Outcome,Result,false
C0205363,Stratified,Stratified,false
C1709380,P-Value,P-Value,false
C0667477,RANK,"TNFRSF11A protein, human",true
C1709380,P-Value,P-Value,false
C0699794,Rank,Rank,false
C0033204,Probable,Probability,true
C0332148,Probable,Probable diagnosis,false
C1299393,severe moderate,Moderate to severe,false
C4554100,Stroke,"Stroke, CTCAE",false
C0038454,STROKE,Cerebrovascular accident,true
C0205081,Moderate,Moderate (severity modifier),false
C1881878,Moderate,Moderation,false
C4049705,Moderate,Moderate Extremity Pain,false
C4049706,Moderate,Borg Category-Ratio 10 Perceived Exertion Score 3,false
C4085643,Moderate,Moderate Response,false
C4321335,Moderate,Moderate Level,false
C3810814,MI,Myocardial Infarction ECG Assessment,false
C3897493,Stent Thrombosis,Stent Thrombosis,false
C0332307,Types,Type - attribute,false
C3897493,Stent Thrombosis,Stent Thrombosis,false
C3810814,MI,Myocardial Infarction ECG Assessment,false
C3810814,MI,Myocardial Infarction ECG Assessment,false
C0019080,BLEEDING,Hemorrhage,true
C1274040,Outcome,Result,false
C0667477,RANK,"TNFRSF11A protein, human",true
C0699794,Rank,Rank,false
C0667477,RANK,"TNFRSF11A protein, human",true
