,descriptor,terms
267,characteristic_name,age — yrf-age — yrf-age — yrf-age — yrf-age — yrf-age — yrf-age — yrf-age — yrf-body - mass index §-body - mass index §-body - mass index §-body - mass index §-body - mass index §-body - mass index §-body - mass index §-body - mass index §-cardiovascular history — . / total . ( % )-cardiovascular history — . / total . ( % )-cardiovascular history — . / total . ( % )-cardiovascular history — . / total . ( % )-cardiovascular history — . / total . ( % )-cardiovascular history — . / total . ( % )-cardiovascular history — . / total . ( % )-cardiovascular history — . / total . ( % )-cardiovascular history — . / total . ( % )-cardiovascular history — . / total . ( % )-cardiovascular history — . / total . ( % )-cardiovascular history — . / total . ( % )-cardiovascular risk factors — . / total . ( % )-cardiovascular risk factors — . / total . ( % )-cardiovascular risk factors — . / total . ( % )-cardiovascular risk factors — . / total . ( % )-cardiovascular risk factors — . / total . ( % )-cardiovascular risk factors — . / total . ( % )-cardiovascular risk factors — . / total . ( % )-cardiovascular risk factors — . / total . ( % )-cardiovascular risk factors — . / total . ( % )-cardiovascular risk factors — . / total . ( % )-cardiovascular risk factors — . / total . ( % )-cardiovascular risk factors — . / total . ( % )-cardiovascular risk factors — . / total . ( % )-cardiovascular risk factors — . / total . ( % )-medications study entry — . / total . ( % )-medications study entry — . / total . ( % )-medications study entry — . / total . ( % )-medications study entry — . / total . ( % )-medications study entry — . / total . ( % )-medications study entry — . / total . ( % )
268,arms,omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo-omeprazole-placebo
270,characteristic_name,female-female-female-age ( years )-age ( years )-age ( years )-mean ( sd )-mean ( sd )-mean ( sd )-median ( range )-median ( range )-median ( range )-percentage disease duration < nmbr years-percentage disease duration < nmbr years-percentage disease duration < nmbr years-no previous dmard therapy-no previous dmard therapy-no previous dmard therapy-receiving concomitant corticosteroids-receiving concomitant corticosteroids-receiving concomitant corticosteroids-receiving concomitant nsaids / cox - nmbr inhibitors-receiving concomitant nsaids / cox - nmbr inhibitors-receiving concomitant nsaids / cox - nmbr inhibitors-swollen joint count ( nmbr - nmbr possible joints )-swollen joint count ( nmbr - nmbr possible joints )-swollen joint count ( nmbr - nmbr possible joints )-tender joint count ( nmbr - nmbr possible joints )-tender joint count ( nmbr - nmbr possible joints )-tender joint count ( nmbr - nmbr possible joints )-c - reactive protein ( mg / dl )-c - reactive protein ( mg / dl )-c - reactive protein ( mg / dl )-health assessment questionnaire ( nmbr - nmbr range )-health assessment questionnaire ( nmbr - nmbr range )-health assessment questionnaire ( nmbr - nmbr range )-dasnmbr - esr-dasnmbr - esr-dasnmbr - esr-rheumatoid factor positive-rheumatoid factor positive-rheumatoid factor positive-baseline mean mtss-baseline mean mtss-baseline mean mtss
271,arms,placebo + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-placebo + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-placebo + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-placebo + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-placebo + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-placebo + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-placebo + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-placebo + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-placebo + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-placebo + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-placebo + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-placebo + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-placebo + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-placebo + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-placebo + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )-rituximab ( nmbrxnmbr mg ) + mtx ( n = nmbr )
272,arms,placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx-placebo + mtx-rituximab ( nmbrxnmbr mg ) + mtx
273,characteristic_level,total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup-total population-total population-total population-seropositive ( rf + / acpa + ) subgroup-seropositive ( rf + / acpa + ) subgroup-seronegative ( rf - acpa - ) subgroup-seronegative ( rf - acpa - ) subgroup
274,time/period,week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr-disease activity outcomes ( itt population ) week nmbr
276,characteristic_name,ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-ancestry ( % ) f-blood pressure ( mm hg )-blood pressure ( mm hg )-blood pressure ( mm hg )-blood pressure ( mm hg )-blood pressure ( mm hg )-blood pressure ( mm hg )-blood pressure ( mm hg )-blood pressure ( mm hg )-blood pressure ( mm hg )-blood pressure ( mm hg )-pci ( % )-pci ( % )-pci ( % )-pci ( % )-pci ( % )-pci ( % )-pci ( % )-pci ( % )-pci ( % )-pci ( % )-pci ( % )-pci ( % )-pci ( % )-pci ( % )-pci ( % )-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §-metabolizer phenotype ( % ) §
277,characteristic_level,european-european-european-european-european-latin american-latin american-latin american-latin american-latin american-female sex ( % )-female sex ( % )-female sex ( % )-female sex ( % )-female sex ( % )-age ( yij-age ( yij-age ( yij-age ( yij-age ( yij-body - mass indexj-body - mass indexj-body - mass indexj-body - mass indexj-body - mass indexj-diabetes ( % )-diabetes ( % )-diabetes ( % )-diabetes ( % )-diabetes ( % )-current smoker ( % )-current smoker ( % )-current smoker ( % )-current smoker ( % )-current smoker ( % )-systolic-systolic-systolic-systolic-systolic-diastolic-diastolic-diastolic-diastolic-diastolic-without stent-without stent-without stent-without stent-without stent-with stent-with stent-with stent-with stent-with stent-cabg ( % )-cabg ( % )-cabg ( % )-cabg ( % )-cabg ( % )-poor-poor-poor-poor-poor-intermediate-intermediate-intermediate-intermediate-intermediate-extensive-extensive-extensive-extensive-extensive-ultra-ultra-ultra-ultra-ultra-unknown-unknown-unknown-unknown-unknown
279,other,cure trial-cure trial-cure trial-active a-active a-cure trial-cure trial-cure trial-active a-active a-cure trial-cure trial-cure trial-active a-active a-cure trial-cure trial-cure trial-active a-active a-cure trial-cure trial-cure trial-active a-active a-cure trial-cure trial-cure trial-active a-active a-cure trial-cure trial-cure trial-active a-active a-cure trial-cure trial-cure trial-active a-active a-cure trial-cure trial-cure trial-active a-active a-cure trial-cure trial-cure trial-active a-active a-cure trial-cure trial-cure trial-active a-active a-cure trial-cure trial-cure trial-active a-active a-cure trial-cure trial-cure trial-active a-active a-cure trial-cure trial-cure trial-active a-active a-cure trial-cure trial-cure trial-active a-active a-cure trial-cure trial-cure trial-active a-active a-cure trial-cure trial-cure trial-active a-active
280,characteristic_level,poor-poor-poor-intermediate-intermediate-intermediate-extensive-extensive-extensive-ultra-ultra-ultra-unknown-unknown-unknown-total-total-total-total-poor-poor-poor-intermediate-intermediate-intermediate-extensive-extensive-extensive-ultra-ultra-ultra-unknown-unknown-unknown-total-total-total-total-poor-poor-poor-intermediate-intermediate-intermediate-extensive-extensive-extensive-ultra-ultra-ultra-unknown-unknown-unknown-total-total-total-total
281,outcomes,first primary composite outcome-first primary composite outcome-first primary composite outcome-first primary composite outcome-first primary composite outcome-first primary composite outcome-first primary composite outcome-first primary composite outcome-first primary composite outcome-first primary composite outcome-first primary composite outcome-first primary composite outcome-first primary composite outcome-first primary composite outcome-first primary composite outcome-first primary composite outcome-first primary composite outcome-first primary composite outcome-first primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-second primary composite outcome-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding
283,characteristic_level,poor-poor-poor-intermediate-intermediate-intermediate-extensive-extensive-extensive-ultra-ultra-ultra-unknown-unknown-unknown-total-total-total-total-poor-poor-poor-intermediate-intermediate-intermediate-extensive-extensive-extensive-ultra-ultra-ultra-unknown-unknown-unknown-total-total-total-total
284,outcomes,primary composite outcome-primary composite outcome-primary composite outcome-primary composite outcome-primary composite outcome-primary composite outcome-primary composite outcome-primary composite outcome-primary composite outcome-primary composite outcome-primary composite outcome-primary composite outcome-primary composite outcome-primary composite outcome-primary composite outcome-primary composite outcome-primary composite outcome-primary composite outcome-primary composite outcome-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding-major bleeding
