cluster,term
-1,"age category ( years ) , n ( % )"
-1,atherosclerotic disease ( % )
-1,"copd duration , y"
-1,thrombolytic therapy
-1,"acpa positive , n ( % )"
-1,"baseline bmi nmbr to < nmbr kg / mnmbr , n = nmbr , nmbr change from baseline to nmbr weeks"
-1,acei vs . non - acei
-1,risk factors for atherosclerosis
-1,bifurcation lesion with side branch $ nmbr . nmbr mm stented
-1,"fevi , % predicted *"
-1,heart rate at rest in the supine position ( beats / min )
-1,feno nmbr mg / eze nmbr mg ( n = nmbr )
-1,"mean ( s . d . ) total pcsknmbr , ng / ml"
-1,"baseline cdai score , mean ( sd )"
-1,"severity of copd , combined assessment , n ( % )"
-1,ambulance ( % )
-1,estimated means and difference
-1,concomitant medication ( % )
-1,qualifying atherosclerosis
-1,ada impaired fasting glucose
-1,"death , q wave mi or ischemia - driven revasc"
-1,stented vessels
-1,"diabetes duration , n ( % )"
-1,"tender - joint count , of nmbr joints examined"
-1,verapamil sr
-1,thiazolidinedione 一 no . ( % )
-1,"difference , % median"
-1,"edema , ( % )"
-1,"medications on admission , %"
-1,"rf positive ( > nmbr iu / ml ) , n ( % )"
-1,worsening heart failure
-1,previous limb or foot amputation
-1,alcohol consumption ( % )
-1,"uacr , mgg nmbr ( gm )"
-1,om nmbr / aml nmbr /
-1,hypertension history
-1,"swollen - joint count , of nmbr joints examined"
-1,"racial group , n ( % )"
-1,nmbr to < nmbr ml per nmbr - nmbr mnmbr
-1,risk factors
-1,deep vein thrombosis only
-1,within last nmbr d
-1,"egfr at baseline , nmbr ml / min ( % ) b"
-1,"low - density lipoprotein cholesterol , mean ( sd ) , mmol / l"
-1,intermediate
-1,duration of hypertension ( months )
-1,wapnmbrc ( ng / ml )
-1,"left circumflex artery , n ( % )"
-1,"fpg , median ( ql , qnmbr ) , mmol / l"
-1,ischaemic cause
-1,total cholesterol > nmbr mg / dl
-1,intention - to - treat
-1,enoxaparin / vka n / n ( % ) nmbr / nmbr ( nmbr . nmbr )
-1,in - stent restenosis
-1,high risk without atherosclerotic vascular disease +
-1,priorother ( not predefined ) medical conditions
-1,reteplase / abciximab - facilitated pci ( n = nmbr )
-1,"established atherosclerotic disease , n ( % )"
-1,"concomitant drugs , %"
-1,after amendment ( % )
-1,antianginal medications
-1,eular good response
-1,ls means difference ( nmbr % ci ) nmbr
-1,prior stroke ( before index event )
-1,interval from onset of symptoms
-1,low risk ( ri = nmbr - nmbr )
-1,patients with prior copd - related
-1,"duration of ra , mean ( min - max ) ( yrs )"
-1,myocardial infarction / cabg / pci < nmbr years
-1,dilatative
-1,ncep atp iii risk factors
-1,"change from baseline , adjusted mean ( nmbr % ci )"
-1,antiarrhythmic therapy
-1,mean ( sd ) tender joint count *
-1,• ? sd ml / min
-1,"renal function ( egfr , ml / min / nmbr . nmbr mnmbr , according to mdrd ) , n ( % )"
-1,serum creatinine
-1,first - recorded event ; no . ( and % ) of patients
-1,"fevi , l , mean ( sd ) nmbr"
-1,male / female
-1,unknown ( none of the above )
-1,baseline creatinine clearance
-1,drug - eluting stent — no . ( % )
-1,"mean disease duration , years"
-1,spacer use during the study
-1,non - end - stage renal dysfunction
-1,"duration of epilepsy , years , mean ( sd )"
-1,blood pressure control
-1,medications through day nmbr
-1,nyha class ii ( n = nmbrlnmbr )
-1,nadroparin
-1,past smoking
-1,nmbr - min walk distance ( m )
-1,biologics user
-1,other medical history — no . ( % )
-1,blood pressure ( % )
-1,sfc nmbr mg / nmbr mg
-1,cardioversion in previous nmbr wk
-1,nmbr - nmbr ( low risk )
-1,hypercholesterolemia ( > nmbr mg / dl )
-1,use of medication at baseline — no . ( % )
-1,"revascularization during index hospitalization , %"
-1,"gender , %"
-1,"brv dosage , mg / d"
-1,not rando . in na *
-1,"age , median ( iqr ) , years"
-1,oral antidiabetic drugs / insulin ( % / % )
-1,risk factors specified as inclusion criteria — no . ( % ) f
-1,asian or pacific islander
-1,reversibility : > nmbr - < nmbr %
-1,average daily dose ( % of target ) *
-1,target - vessel revascularization
-1,severity of copd — no . ( % ) f
-1,"lvef , % , median ( iqr )"
-1,"fevnmbr / fvc , post - albuterol , %"
-1,esrd saxa nmbr . nmbr mg ( n = nmbr )
-1,time since diagnosis of pah — yrf
-1,"right coronary artery , n ( % )"
-1,younger patients ( agednmbr years )
-1,fvc ( l ) proportion taking pulmonary medications ( % ) b
-1,vein graft stented
-1,qualifying stroke
-1,difference vs . pbof mean ( s . e . ) t
-1,oral hypoglycaemics only
-1,baseline history of vascular disease ( % )
-1,prednisone - equivalent dose — mg
-1,aspirin alone group no of events / total n ( % )
-1,known thrombophilic condition — no . ( % )
-1,blood eosinophil proportion ( % )
-1,( a ) demographics
-1,cox bsl + yr nmbr hbd
-1,direct thrombin inhibitors
-1,"body - mass index - kg / mnmbr , median ( iqr )"
-1,acute coronary syndrome
-1,"waist circumference , cm ( sd )"
-1,moderate impairment ( egfr nmbr - nmbr )
-1,"use of supplemental oxygen , n ( % )"
-1,unadjusted or ( nmbr % ci ) p value
-1,rarely / never
-1,st - elevation myocardial infarction
-1,woscops
-1,"age ( yrs ) , mean *"
-1,non - ischaemic cardiomyopathy
-1,"history of myocardial infarction , n ( % )"
-1,cardiac catheterization
-1,"estimated glomerular filtration rate , n ( % )"
-1,no aspirin or ppi
-1,inadequate response
-1,"drinking , n ( % )"
-1,non - ics +
-1,endovascular
-1,"sbp ( mmhg ) , mean ± sd"
-1,hormone - refractory prostate carcinoma
-1,drug - eluting stent implanted ( at least one )
-1,pah origin / cause
-1,experience
-1,chinese subgroup
-1,history of cardiovascular events
-1,disease duration : < baseline mean
-1,physician ' s global assessment . mean nmbr sd
-1,glycated hemoglobin < median
-1,"% stenosis , as assessed by core laboratory"
-1,upper respiratory tract infection
-1,antibiotics * *
-1,normoalbuminuria — no . / total no . ( % )
-1,aggressive ( nmbr )
-1,patients with specific disease characteristics
-1,work and school
-1,activity ( nmbr - nmbr vas )
-1,age ( yrs ) nmbr - nmbr
-1,afcaps /
-1,clinical presentation of vte at initial diagnosis — no . ( % )
-1,aspirin < nmbr hours
-1,glucosamine ( n = nmbr )
-1,neither ace inhibitor nor arb
-1,previous coronary intervention
-1,time since diagnosis of diabetes — no . ( % )
-1,"egfr ( ckd - epi , cystatinc ) , ml / min / nmbr . nmbr mnmbr , n ( % )"
-1,dyslipidaemia and hypertensiont
-1,"presence of erosions , n ( % )"
-1,"sitting pulse , bpma"
-1,post - cabg
-1,"cigarette smoking , mean pack - years ( sd )"
-1,> nmbr - nmbr ( moderate risk )
-1,"triglycerides tx difference vs pbo , ls mean % change from baseline ( se )"
-1,nmbr - nmbr / nmbr - nmbr mm hg
-1,body mass indexa < median
-1,dmard user
-1,admission for hf in previous year
-1,duplex ultrasonography
-1,all of the colon
-1,"nmbr - nmbr - nmbr , obesity class nmbr"
-1,coronary artery disease — no . / total no . ( % )
-1,body mass index ; mean + sd ( kg / m )
-1,> nmbr previous venous thromboembolisms ( % )
-1,remission at maintenance - trial entry — no . ( % )
-1,improved
-1,treatment stratum^ :
-1,"red blood cell counting , nmbr / l"
-1,"nmbr - wk kaplan - meier rate , %"
-1,"continuous variables , mean ( sd )"
-1,intensified nmbr months ( n - nmbr )
-1,elevated troponin
-1,smoking history : current smoker
-1,jbs - nmbr primary prevention onlynmbr
-1,( se]tf hdl - c
-1,baseline hs - crp tertiles ( mg / i]
-1,not reported
-1,diabetes and currently on an oral hypoglycaemic agent orinsulin
-1,standard care n ( % ) / nmbrpy
-1,apremilast
-1,anterior myocardial infarction — no . ( % )
-1,oxcarbazepine
-1,mildly impaired
-1,incidence [n / n ( rate per nmbr person - years ) ]
-1,blood pressure at target level ( % ) §
-1,egfrmdrd ， ml - min - nmbr - nmbr . nmbr m_nmbr
-1,benign prostatic hyperplasia
-1,"> nmbr erosion , n ( % )"
-1,body - mass index > nmbr
-1,"alcohol consumption , n ( % )"
-1,rhabdomyolysis or myopathy
-1,treatment arm
-1,concomitant therapies at hospital discharge
-1,"hbanmbrc in patients with baseline hbanmbrc > nmbr % ( > nmbr mmol / mol ) , % [mmol / mol] , la , n baseline ( sd ) adjusted mean change ( nmbr % ci ) placebo - subtracted change ( se )"
-1,specific risk of bleeding^
-1,number resulting in emergency department visit
-1,elevated troponin ( > nmbr . nmbr pg / l )
-1,hi ) ah ( % )
-1,number of exacerbations
-1,cpk > nmbr times uln
-1,glucosamine + chondroitin sulfate ( n = nmbr )
-1,serum trap - nmbrb ( u / liter )
-1,sex ( male ) ethnic origin
-1,no corticosteroids or immunosuppressants
-1,"lvef within nmbr months , %"
-1,ls mean change from baselinenmbr
-1,uric acid ( mg / dl ) creatinine clearance ( ml / min per nmbr . nmbr mnmbr )
-1,weight — kg ( median )
-1,non - black
-1,myocardial infarction
-1,duration of assigned regimen before surgery
-1,asian / black / white / hispanic / other ( % ) clinical parameters
-1,> nmbr mg / dl eze / simva nmbr = nmbr }
-1,risk factors for pad
-1,"baseline hemoglobin , median ( iqr , g / dl )"
-1,"insulin , iu / ml , median ( qnmbr , qnmbr )"
-1,prior percutaneous coronary intervention — no . ( % )
-1,other bdmard §
-1,icd therapy ( n =
-1,apo a - l ( mg / dl ) - mean ± sd
-1,with alogliptin nmbr . nmbr mg ( n nmbr nmbr )
-1,symptomatic pad of lower extremities *
-1,pfor heterogeneity
-1,severe impairment ( egfr < nmbr )
-1,previous use of amiodarone
-1,levetiracetam
-1,peri - op beta - blockers : no ( n = nmbr )
-1,patient global assessment ( nmbr - nmbr mm vas )
-1,"background treatment , n ( % )"
-1,"high titre ( > nmbr times of uln ) , n ( % )"
-1,"no corticosteroid , no imm"
-1,greater than or equal to nmbr mm hg
-1,antiarrhythmic agent
-1,white not of hispanic origin
-1,cause of dvt or pe — no . ( % )
-1,sulfonylurea — no . ( % )
-1,mean preoperative abpi of the index
-1,met criterion at finalt
-1,"orthopnea , ( % )"
-1,total mortality
-1,"pace , no . ( nmbr )"
-1,non - caucasian simva
-1,high periostin subgroup ( > nmbr ng / ml ) ( n = nmbr )
-1,overall population
-1,all randomized women
-1,respiratory - related^
-1,treated vessel - native coronary
-1,< nmbr . nmbr mmol / liter estimated gfr
-1,prior ms treatment with ifn - beta or
-1,no hemoconcentration hemoconcentration
-1,"clopidogrel , nmbr - mg loading dose"
-1,"body weight ( kg ) , mean ( s . d . )"
-1,dasnmbr ( c - reactive protein )
-1,blood pressure ; pbo y patients with diabe teristics ( ncep atp i
-1,patients with normoalbuminuria at baseline
-1,stenting plus medical therapy ( n = nmbr )
-1,"mean - sd change in pre - bronchodilator fevnmbr , l"
-1,change from baseline in % predicted fevnmbr
-1,patients with uncomplicated events ( p = o - nmbr 十 )
-1,"post - bronchodilator percent of predicted fevnmbr , % ( sd )"
-1,comparison with baseline
-1,previous ml ( interaction : p = nmbr . nmbr )
-1,cardiac glycosides
-1,"previously taken any other dmards , n ( % )"
-1,"crp ( normal range : nmbr - nmbr . nmbr ) , mg / dl , mean ( sd )"
-1,modified rankin score
-1,a a ( nmbr ( % )
-1,"mean involved bsa , % ( nmbr % ci )"
-1,other defined
-1,without ( n = nmbr nmbr )
-1,treatment with drugeluting stent
-1,nmbr - nmbr ( moderate )
-1,angiography
-1,sbp / dbp $ nmbr / $ nmbr mmhg
-1,non - extensive
-1,electrocardiographic findings — no . ( % )
-1,beta receptor antagonist
-1,baseline triglycerides by quintiles
-1,median albumin - to - creatinine ratio ( interquartile range )
-1,< nmbr regardless of historical count
-1,stent type
-1,nmbr vessel pci
-1,body mass index subgroups
-1,pioglitazone
-1,b - agonists ( long - acting ) a
-1,"tg ( mg / dl ) , median ± sd"
-1,risk factors for recurrent vte — no . ( % ) f
-1,caucasian eze / simva
-1,nmbr - < nmbr mvmin
-1,"pioglitazone ( n = nmbr , nmbr )"
-1,"time from onset to medication , h , mean ± sd"
-1,baseline insulin daily dose / kg
-1,mean — ml / min / nmbr . nmbr mnmbr of body - surface area
-1,telmisartan group ( n = nmbr )
-1,total cholesterol ( mmo nmbr / nmbr )
-1,african - latin american
-1,more than nmbr lesions per vessel
-1,"fpg , mg / dl ( mmol / l )"
-1,> = nmbr % and < nmbr % ( > = nmbrand < nmbr mmol / mol )
-1,no . of events / total no . ( % )
-1,ind nmbr mg q . d . n = nmbr
-1,smoking history : ex - smoker
-1,troponin level
-1,duration of copd — days^
-1,"other antiplatelet agents , n ( % )"
-1,thienopyridine at randomization
-1,bmi ( kg / mnmbr ) cardiovascular history
-1,controllednmbr — no . ( % )
-1,sulfonylurea derivatives
-1,score nmbr - nmbr
-1,radial access site
-1,use of parenteral antithrombotic agents — no . ( % )
-1,immunosuppressant ( with or without corticosteroid )
-1,ml with st - segment elevation
-1,remission in overall population
-1,v / hctz
-1,pulse ( beats / min ) cholesterol ( mmol / l )
-1,number of participants
-1,beta - carotene
-1,hemispheric stroke n = nmbr
-1,pci for index mi ( % )
-1,absolute fvc decrease > nmbr %
-1,hemoglobin ( gl ' )
-1,"low ( nmbr - nmbr ) ( n = nmbr , nmbr ; nmbr % )"
-1,"> nmbr % and < nmbr % predicted arr ( n = nmbr , nmbr )"
-1,"duration from hospital admission to pci , h ( median , iqr )"
-1,prednisone
-1,enalapril dm = nmbr non - dm = nmbr
-1,entire cohort
-1,intravenous loop diuretics !
-1,peripheral revascularization
-1,"no ischemia ( n = nmbr , nmbr )"
-1,fp / sal nmbr / nmbr pg ( n = nmbr )
-1,antithrombotic use
-1,p lace of randomization ( interaction : p = nmbr . nmbr )
-1,km event rate ( % )
-1,revascularisation + antiplatelets + lipid - lowering agents + p blockers
-1,betanmbr selective
-1,iii and iv ejection fraction
-1,antiarrhythmic drug
-1,"median time since diagnosis * ( range ) , yr"
-1,"bmi , kg / mnmbr uac , no . ( % )"
-1,"high - density lipoprotein cholesterol , mean ( sd ) , mmol / l"
-1,serum potassium ( mmol / l )
-1,gissi prevention nmbr / nmbr - nmbr / nmbr
-1,nyha class nmbr or higher
-1,concomitant medication — no . ( % )
-1,"history of major cardiovascular disease , n ( % )"
-1,versus tiotropium nmbr pg
-1,nyha functional class at screening
-1,time from most recent qualifying
-1,"use of loop diuretics , n ( % )"
-1,"glycemia , mg / dl"
-1,"duration of asthma , years"
-1,bisphosphonates
-1,cardiovascular disease history
-1,no pci or cabg — no . ( % )
-1,any statin ( with / without llt )
-1,associated with drug / toxin
-1,non - diabetic patients
-1,baseline hbanmbrc in nmbr classes
-1,coronary artery disease — no . ( % ) : ! :
-1,"patients with egfr nmbr > nmbr to < nmbr ml / min / nmbr . nmbrmnmbr , n"
-1,"baseline corticosteroidst ( mean dose : nmbr . nmbr mg / day ) , n ( % )"
-1,"vka , only reason"
-1,reported in ecrf
-1,"evidence or thombus , n ( % )"
-1,prior aortocoronary bypass surgery 一 no . ( % )
-1,regional anaesthesia
-1,events / n
-1,anti - coagulants - no . ( % )
-1,other antihypertensive
-1,thrombus - containing lesion
-1,sgrq total score ( week
-1,americas ( n = nmbr )
-1,placebo - adjusted mean difference in % hbanmbrc ( nmbr % ci ; [ p value] )
-1,"serum total cholesterol ( mmol / l ) , mean ( sd )"
-1,creatinine level
-1,"heart rate , mean ( sd ) [range] , beats / min"
-1,cv death / mi / stroke / ucr
-1,irbesartan
-1,time from acs to randomization
-1,"time intervals , h"
-1,history of stroke or tia
-1,"medications at timing of randomization , n ( % )"
-1,cv death or hf hospitalization n
-1,cvd events
-1,nmbr - point mace
-1,low - dose aspirin use
-1,"moderate / severe exacerbations , itt population ; n ( % )"
-1,lp ( a ) §
-1,hbanmbrc levels
-1,weekly
-1,> nmbr ( high risk )
-1,"percentage of time in therapeutic inr range , mean ( sd )"
-1,> nmbr prior myocardial infarction — no . ( % )
-1,threatened abrupt vessel closure
-1,"prior therapy , %"
-1,"duration of pci ( min ) , median n ( iqr )"
-1,"age > nmbr y , n ( % )"
-1,"van der heijde mtss , mean ( sd )"
-1,form / bud
-1,no . of patients ind / gly sfc
-1,missing hb at yr nmbr
-1,within nmbr h after
-1,left ventricular ejection fraction < nmbr %
-1,mestizos
-1,ankle - brachial index < nmbr . nmbr
-1,p - value ( anova )
-1,patients with > nmbr exacerbations resulting in emergency department visit
-1,difference in change
-1,established atherosclerotic cardiovascular disease
-1,other vascular disease
-1,black race and ss > nmbr ( n = nmbr vs nmbr )
-1,qualifying mi : stemi
-1,coenzyme qnmbr
-1,history of a transient ischaemic attack
-1,known tiromtcch * c ccndifeon
-1,total patients
-1,"periprocedural medications , n ( % ) clopidogrel , nmbr mg *"
-1,swollen joint count ( nmbr - nmbr possible joints )
-1,prior amputation
-1,"weight , kg , median ( range )"
-1,arterial area ( mmnmbr )
-1,statin + fibrate or
-1,"presence of enthesitis , n ( % )"
-1,"nyha class ( when patient was last in stable condition before admission ) , %"
-1,"history of second prior mi , n ( % )"
-1,ischaemic ( n = nmbrlnmbr )
-1,sbp > nmbr mmhg and / or dbp > nmbr mmhg
-1,"caucasian , n ( % )"
-1,use of cardiac medication *
-1,pioglitazone ( n = nmbr )
-1,hdl cholesterol < nmbr ( men ) or < nmbr mg / dl ( women )
-1,cardiac valvular disease
-1,randomized to receive vitamin e
-1,indication for index procedure
-1,"total c ( mmol / l , mean )"
-1,left ventricular ejection fraction — %
-1,non - reversible ( % )
-1,peripheral neuropathy
-1,acuity major
-1,standard therapyy ( n = nmbr )
-1,acqnmbr score
-1,baseline cardiovascular disease
-1,myalgia
-1,"time since as diagnosis , mean ( sd ) years"
-1,"albumin / creatinine ratio - mg / mmol , median ( iqr )"
-1,change in dasnmbr - esr ( mean ) i physical function outcomes week nmbr
-1,venous insufficiency
-1,pdqol scale
-1,baseline nmbr - asa
-1,"current medication , n ( % )"
-1,baseline pulmonary medication
-1,median ( range )
-1,mean ( sd ) aqlq
-1,humerus fracture
-1,"high - density lipoprotein cholesterol tx difference vs pbo , ls mean % change from baseline ( se )"
-1,clopidogrel pretreatment duration
-1,lower than normal range — % ^
-1,months ( log - transformed )
-1,saba reversibility
-1,previous stroke or tia
-1,"high disease activity : > nmbr . nmbr , n ( % )"
-1,alcohol use ( % )
-1,"americas , excluding us"
-1,acitretin
-1,stratification variables
-1,factor v leiden or prothrombin mutation
-1,simplified disease activity index score
-1,diabetic kidney disease
-1,prior coronary artery disease yes
-1,intravenous nitrates
-1,toast classification
-1,£ nmbr . nmbr % * *
-1,yes previous revascularization
-1,no . / nmbr person - yr
-1,p - blocker intake at randomisation ( n = nmbro )
-1,> l : nmbrhrs : min ( n = nmbr )
-1,oral glucocorticoid use at baseline — no . ( % ) : t
-1,adjusted mean change
-1,age at completion of highest level of
-1,age group 一 ％
-1,combined macro + micro
-1,race / ethnicity chinese
-1,history of more than nmbr prior mi ( % )
-1,physical activity §
-1,"systolic blood pressure , mm hg < nmbr"
-1,"diagnoses / risk factors , n ( % )"
-1,medication effects
-1,insulin glargine
-1,"mean age , years ( sd )"
-1,diuretic thiazide
-1,paclitaxel
-1,"total back pain , mean ( sd )"
-1,"previous intolerance of infliximab , n ( % ) *"
-1,"uae ( p , g / min )"
-1,any statin versus no statin at randomization
-1,adalimumab group ( n = nmbr ) t
-1,"hgb , g / dl < nmbr men , < nmbr women"
-1,fracture during follow - up
-1,biguanides
-1,> nmbr . nmbr kg / mnmbr hypertension :
-1,"values are expressed as percentages unless otherwise indicated . bmi , body mass index ; cabg , coronary artery bypass ischemic attack ; nsaids , nonsteroidal anti - inflammatory drugs , sbp , systolic bp ; dbp , diastolic bp . * history of or currently taking antidiabetic or lipid - lowering medications ."
-1,aminosalicylates
-1,prediabetes — no . ( % ) nmbr
-1,history of pci with stenting
-1,"brain volume , cmnmbr"
-1,swollen joint count ( nmbr - nmbr )
-1,no . of strokes ( % )
-1,demographic and medical variables
-1,australia / nz
-1,no . of events / patients
-1,"chd history , n ( % )"
-1,jsn score ( nmbr - nmbr )
-1,ascvdor > nmbr cv risk factors
-1,previous transient ischemic attack
-1,number of stent = l or nmbr or nmbr
-1,ischemic stroke with hemnrrhnaic cnnversinn
-1,chronic stable angina
-1,fenofibric acid + low - dose statin
-1,daily iglar dose at week nmbr ( u )
-1,anticholinergic
-1,contrast volume
-1,rituximab ( nmbrxnmbr mg ) + mtx
-1,> nmbr mg / dl simva nmbr = nmbr]
-1,glucagon - like peptide - nmbr agonist
-1,"acrnmbr response at week nmbr , n ( % )"
-1,alcohol intake ( + ) ( % )
-1,# of prior tnfi among non - tnfi naive
-1,remission
-1,"triglycerides ( median , iqr ) , mg / dl"
-1,total antihypertensive use
-1,anmbrc distribution ( % )
-1,middle third
-1,symptom score ( sd )
-1,atorvastatin factorial study
-1,former / non - drinker
-1,electrocardiographic findings at randomization
-1,lumbar spine bmd t - score
-1,multiple ( nmbr + ) chd risk
-1,"hyperlipidemia , n ( % )"
-1,place of randomization
-1,beta - blocker % target dose
-1,"left circumflex , n ( % )"
-1,ranolazine vs . placebo km failure rate
-1,"biomarker high ( periostin > nmbrng / ml or blood eosinophils > nmbrcells per pl ) , na"
-1,at or above the median
-1,indacaterol - glycopyrronium group ( n = nmbr )
-1,infarct on brain imaging 丰
-1,"baseline laboratory values , median ( iqr ) d"
-1,timi major or minor bleeding
-1,olodaterol nmbr mg ( n = nmbr )
-1,race / ethnicity white
-1,"tnfi ( no other bdmard taken ) t , n ( % )"
-1,patients treated
-1,distribution time
-1,previous treatment failure — no . ( % ) § * *
-1,median body weight — kg
-1,raas inhibitor use
-1,previous cardiovascular event at randomization
-1,aspirin alone ( n = nmbr )
-1,wml load at baseline mri
-1,clopidogrel plus aspirin
-1,alanine aminotransferase or aspartate aminotransferase > nmbrx upper limit of normal ( n = nmbr )
-1,non - endstage renal dysfunction *
-1,active inflammatory bowel disease
-1,current alcohol use — no . / total no . ( % )
-1,complex partial ( ib )
-1,"saxagliptin ( n = nmbr , nmbr )"
-1,low subgroup
-1,high - dose statin pretreatment ( n = nmbr )
-1,common study baseline
-1,lm bifurcation treated
-1,"renal impairment , n ( % )"
-1,> nmbr failure
-1,coronary revascularization procedure
-1,intensified baseline ( n - nmbr )
-1,time from onset of qualifying stroke to randomization
-1,statin non - users ( n = nmbr )
-1,barc nmbr - nmbr
-1,"laba use , % patients"
-1,enoxaparin ( n = nmbr )
-1,who / idf impaired fasting glucose
-1,"dip involvement , ! n ( % )"
-1,copd severity ( gold nmbr )
-1,erosion score ( nmbr - nmbr )
-1,st - segment depression > nmbr . nmbr mv
-1,fasting tgs §
-1,total cataract extraction
-1,nmbr mg / day early - start
-1,nmbr - nmbr with cv risk but not disease ( n = nmbr )
-1,oral treprostinil ( n = nmbr )
-1,acute ( < nmbr hr )
-1,total ldl - c *
-1,"obese patients , ! n ( % )"
-1,baseline aspirin dose < nmbr mg
-1,immunologic
-1,high - dose aspirin
-1,a - glucosidase inhibitor
-1,"history of stroke , n ( % )"
-1,crusade bleeding score
-1,% with haq - di decrease > nmbr . nmbr
-1,= nmbr ’ )
-1,simple partial ( ia )
-1,monitoring ( n = nmbr )
-1,"crp median ( se ) , rng / l"
-1,no . of previous venous thromboembolic events
-1,d / mi / idr / st
-1,smoking ( % ) laboratory parameters
-1,"female sex , n ( % ) race , n ( % )"
-1,"hypertension , treated"
-1,no . in the nmbr mo before screening
-1,"severity of copd , n ( % ) *"
-1,reduced ef
-1,"disease duration , years : median ( range )"
-1,absent ( < nmbr mg / dl )
-1,sgrq total score * *
-1,"black race , n ( % )"
-1,indication for index pci
-1,forearm fracture
-1,clinical copd phenotype^
-1,symptoms and feelings
-1,extent of index event
-1,gold stage — no . ( % ) * *
-1,drugs used in diabetes
-1,"baseline short - acting anticholinergics , n ( % )"
-1,stent plus medical therapy
-1,significant worsening in kccq clinical score ( > nmbr ) at nmbr monthsnmbr
-1,diet + pravastatin
-1,doubling of serum creatinine
-1,before index acs event
-1,global ischemia ( % ) * *
-1,"il - nmbr , ng / l"
-1,> nmbr . nmbr to < nmbr . nmbr mu / l $ mmol / l
-1,glycoprotein llb / llla inhibitors
-1,"statin intolerancenmbr , n ( % )"
-1,ccsc at nmbr month before enrollment
-1,fevi aucnmbr - nmbrl
-1,"total , adjusted weight of nmbr . nmbr for gastrointestinal bleeding"
-1,indacaterol n = nmbr
-1,"cv risk factors , % of patients"
-1,"egfr , median ( sd ) , ml / min"
-1,% rf +
-1,moderate or severe copd exacerbations
-1,beta - blocker use at randomization
-1,hscrp > nmbr mg / l
-1,exacerbation rate in the previous year ( range )
-1,bdp / ff / g ( n = nmbr )
-1,high density lipoprotein ( mg / dl )
-1,dose ( n )
-1,hormone replacement therapy
-1,europe ( eu )
-1,events / statin group
-1,site of disease — no . ( % )
-1,proximal - mainleft
-1,pharmaco - invasive n = nmbr
-1,nmbr % c . i .
-1,"metformin : no / yes , %"
-1,laba or lamab n = nmbr
-1,physical role
-1,colorectal cancer
-1,estimated odds ratio
-1,secukinumab intravenous nmbr mg ( n = nmbr )
-1,clopidogrel dose
-1,"ex - smoker / smoker , %"
-1,moderate ( > nmbr to < nmbr )
-1,stroke of undetermined cause
-1,screening visit
-1,medications before admission
-1,antiplatelet therapy dual
-1,fenofibric acid nmbr = nmbr
-1,asia / pacific ( % )
-1,number of patients with fractures
-1,before amendment ( % )
-1,"( haq - di , nmbr - nmbr )"
-1,race or ethnic group — no . f
-1,loss of response : ! : : ! :
-1,post - bronchodilator fevnmbr — % of predicted value
-1,medical history duration of heart failure ( years ) primary cause of heart failure
-1,major cardiovascular
-1,bmi > nmbr ( % )
-1,high risk ( nmbr - nmbr )
-1,seronegative ( rf - ve and acpa - ve ) subgroup
-1,functional outcome ( mrs nmbr - nmbr )
-1,previous balloon angioplasty
-1,mean number of exacerbations in previous nmbr months ( sd )
-1,"duration from clopidogrel / placebo to pci , min ( median , iqr )"
-1,( ci ) b
-1,hispanic ethnic group — no . / total no . ( % ) ‘ j ‘
-1,"age , y . o ."
-1,"serum triglycerides , mg / dle"
-1,post - acute ischemic stroke
-1,death / mi / idr / st / gusto - defined moderate or severe bleeding
-1,"use of rescue albuterol , puffs / day *"
-1,"intent of conservative strategy , %"
-1,"> < nmbr . nmbr , < nmbr . nmbr , r < mmse = mini - mental ;"
-1,estimated gfr
-1,stenosis > nmbr %
-1,nmbr - year rates in placebo groups
-1,previously on acei + arb
-1,peripheral artery disease details
-1,"egfr ( median , iqr ) , ml / min / nmbr , nmbrmnmbr"
-1,dipeptidyl peptidase - nmbr inhibitor
-1,body mass indexnmbr
-1,traditional nsaid
-1,menopausal status and use of ht
-1,standard care
-1,non - european trial
-1,patient ' s assessment of pain ( nmbr - nmbr vas )
-1,tdi total score ( week nmbr
-1,"p , treatment - by - region interaction"
-1,insulin only
-1,"catscorecategory , n ( % )"
-1,"anacetrapib ( n = nmbr , nmbr )"
-1,control nmbr months ( n - nmbr )
-1,no immomtedion
-1,delayed reaction
-1,disease site — no . of patients ( % ) |
-1,nmbr . nmbr - < nmbr
-1,sgrq total score ( units ) : ! :
-1,qualifying myocardial infarction
-1,psoriasis
-1,no glucocorticoids or immunosuppressants
-1,mean ± s . d . hbanmbrc
-1,"time from last dose of pnmbrynmbr inhibitor , days"
-1,"snmbr gallop , n ( % )"
-1,any condition
-1,sitagliptin n = nmbr
-1,"mean weight , kg , mean = sd"
-1,abciximab ( n = nmbr )
-1,antiplatelet — no . ( % )
-1,ischemic heart disease indicator no ( n = nmbrl )
-1,ifg / prediabetes^
-1,no . of target vessels
-1,adjusted mean ± se ( nmbr % ci )
-1,albuminuria < nmbr gram / gram cr
-1,nyha lll - iv
-1,"chronic kidney disease , n ( % )"
-1,patients with fistulas at baseline
-1,standard control
-1,"cvd , mi , stroke , or recurrent ischemia - urgent revascularization"
-1,"white race , %"
-1,> nmbr / tmol / liter — no . ( % )
-1,renin inhibitors
-1,not localized
-1,ischemic stroke without hemorrhagic conversior
-1,constitutional
