cluster,concept,cuis
2,pasi score ( nmbr - nmbr ),C0449820;C4050231;C4528685
2,pasi score ( nmbr - nmbr ) d,C0449820;C4050231;C4528685
2,type of intervention,C3274412
2,pasi scorenmbr,C0449820;C4050231;C4528685
2,pasinmbra,C4528685
2,took prior antihyperglycemic agent ( any ),C1515187
2,pasinmbr,C4528685
2,passive smoker,C0425309
2,past or nonsmoker ( n = nmbr ),C1444637;C4284302
2,patients with > nmbr exacerbation requiring er visit or admission to hospital in the nmbr months before screening,C1512346;C3810541;C3811131;C4086268
2,past treatment for paod,C2945691
2,patient ' s global assessment of disease status score,C0449820;C3176928;C4050231;C4054229
2,tophi present,C0221248
2,tonic – clonic,C3543842
2,patient ' s history of :,C0679831;C1369882
2,partner,C0682323;C3887537
2,yes  non - proliferative,C1549445;C1705108;C1710701
2,yes  unknown,C1549445;C1705108;C1710701
2,participants taking insulin,C0679646
2,participants with an event per nmbr patient - years,C0441471;C0679646;C4019010
2,type of insulin,C0457592
2,er visit,C0545082;C1512346;C2826704;C3810541;C3811131
2,pasi,C4528685
2,tonic,C3543842
2,tobacco user,C3853727
2,pasi # nmbr at week nmbr,C0332174;C0439230;C4528685
2,pasi [c],C4528685
2,eq - nmbrd - nmbr   l,C0205163;C0439185
2,pasi nmbr,C4528685
2,"total cholesterol  mg / dl "" ^",C0201950;C0439269;C0543421
2,patient ' s global assessment of response to therapy score,C0871261;C1704632;C1706817;C2911692;C4054229
2,patient assessment of arthritis pain,C0679830;C4317006
2,participants randomized,C0679646
2,entocort ec ( n = nmbr ),C1170256
2,environmental stimuli,C0450025
2,entry hip fracture location,C1705654;C3260017
2,total > atients,C0439175;C0439810
2,total nmbr,C0439175;C0439810
2,entry category,C0683312;C1705654;C3889287
2,total basdai score,C0439175;C0439810;C1998004
2,type of reference treatment strategy,C0455708;C0679199;C1514811;C1706462
2,eo severity by la classification at baseline ( baseline of the healing study ),C0332120;C0439793;C0522510;C1881447
2,total cholesterol ( sd ),C0201950;C0543421;C2699239
2,total carmelina population,C3258257
2,enthesitis score *,C0449820;C1282952;C4050231
2,enthesitis score ( mases,C0449820;C1282952;C4050231
2,total c ( mg / dl ) *,C0439175;C0439269;C0439810
2,enrolled into osler,C4684790
2,eo,C0332120
2,eosinoohil count,C0750480;C1705566
2,patient assessment of disease activity,C0679830;C1292728
2,total ( n [ nmbr ),C0439175;C0439810
2,type / no . of valves repaired / replaced mitral,C0332307;C1547052
2,total cholesterol level,C0878805;C1445957
2,patient global assessment of disease activity ( nmbr - nmbr cm,C4054228
2,patient global assessment of disease activity,C4054228
2,patient status after wake - up,C0449437;C1170730
2,total - c,C0439175;C0439810
2,total ( n nmbr nmbr ),C0439175;C0439810
2,eosinophil counf cells pl ',C0682547;C3897966;C4049765
2,eosinophils ( cells / ll ) inclusion criteria,C0682547
2,total ( n   = nmbr ),C0439175;C0439810
2,total ( n ),C0439175;C0439810
2,total ( n   =   nmbr ),C0439175;C0439810
2,total ( v = nmbr,C0439175;C0439810
2,eosinophil count,C0200638;C0750879
2,yes  proliferative,C1549445;C1705108;C1710701
2,participants,C0679646
2,estimated means and treatment differences ( % ),C0750572;C1704970
2,p / interaction,C0369773;C1704675;C2603361
2,p   values for interaction,C1704675;C1709380
2,p   values of interaction,C1704675;C1709380
2,p   vs . placebo,C0369773;C2603361
2,p ( inter ),C0369773;C2603361
2,p ) atients with > nmbr exacerbations resulting in emergency department visit,C0369773;C2603361;C4086268
2,p . o ),C0369773;C2603361
2,p < nmbr . nmbr ) between the study groups in any of the baseline characteristics . ace,C0369773;C0441849;C0557651;C0681848;C1959644;C2603343;C2603361
2,p   value,C1709380
2,> nmbr . nmbrmm,C4330985;C4554674
2,pnmbr vs no treatment nmbr,C0369773;C2603361
2,pnmbrynmbr antagonist,C0231491;C0369773;C2603361
2,"estimated creatinine clearance "" ! """,C0750572;C0812399
2,pnmbr min twice / week,C0332174;C0369773;C0439230;C0702093;C1524029;C1720725;C1948050;C2603361;C3813700
2,pnmbrznmbr ( n = nmbr ),C0369773;C2603361
2,p   value for interaction,C1704675;C1709380
2,estimated glomerular filtration rate — ml / min / nmbr . nmbr m^,C0369637;C0439445;C0441923;C3811844
2,pnmbr vs usual care,C0369773;C2603361
2,p value § ® ( w,C1709380
2,p value ∥,C1709380
2,estimated mean nmbr % cl,C0444504;C0596019;C0750572;C2347634;C2348143
2,estimated mean,C0444504;C0750572;C2347634;C2348143
2,estimated glomerular filtration rate §,C3811844
2,estimated glomerular filtration rate | |,C3811844
2,estimated glomerular filtration rate^,C3811844
2,estimated glomerular filtration rate < nmbr,C3811844
2,p valuer,C0369773;C0401806;C2603361
2,estimated glomerular filtration rate — no . ( % ),C3811844
2,> nmbrmmhg,C0439475
2,p valueb,C0369773;C2603361
2,p valuec,C0369773;C2603361
2,p valuej ',C0369773;C2603361
2,estimated glomerular filtration rate — ml / min / nmbr . nmbr mnmbr,C0369637;C0439445;C0441923;C3811844
2,pnmbr vs placebo,C0369773;C2603361
2,type of basal insulin,C0205112;C0332307;C0457592;C0650607;C1547052
2,participant - reported hypertension — no . { % ),C0679646;C2698741;C4554048
2,total cholesterol^,C0201950;C0543421
2,parameter ( mg / dl ),C0439269;C0549193;C1704769;C2350001
2,parameter mean ± s . d .,C0444504;C0549193;C1704769;C2347634;C2348143;C2350001
2,parameter statistics,C0681933
2,parameter / variable,C0439828;C0549193;C1704769;C2350001;C4553760
2,parameters,C0449381
2,total cigarette pack - years,C0439175;C0439810;C1303175
2,type of hospital care,C0259945;C0332307;C1547052
2,esr ( mm / hour  per unit ),C0456685;C3811131;C4330985;C4554674
2,> = nmbrmg / dl,C0439269
2,type of hospitalization,C3177060
2,patients with eot data,C2707520
2,pre - mixed insulin,C0205430;C0332152;C0740175;C2257086;C3160715;C3669034
2,paroxysmal ( n,C0205311
2,paroxysmal !,C0205311
2,esr ( mm / hour ),C0439227;C0564385;C3811131;C4330985;C4554674
2,< = nmbr ml / min,C0439445
2,< = nmbr . nmbrmm,C4330985;C4554674
2,estimate,C0750572
2,pack - years ( iqr ),C1277691
2,estimated creatinine clearance ( ml / min ),C0439445;C0750572;C0812399
2,estimated creatinine clearance — ml / min §,C0439445;C0750572;C0812399
2,pack years,C1277691
2,estimate ( nmbr % cl ),C0596019;C0750572
2,pad details,C0182158;C0332568;C1522508;C3540603;C3669270;C3814046;C4319657
2,uacr   ≥ nmbr   mg / mmol ∗,C0567349;C2348885
2,panel b,C0441833;C1706365;C1999270
2,uacr   < nmbr   mg / mmol ∗,C0567349;C2348885
2,type of event :,C1561488
2,uacr ( mg / g,C1300563
2,uacr — mg / g,C1300563
2,pairwise comparison,C1707455
2,panel a,C0441833;C1706365;C1999270
2,penetrating no . of resections,C0205321
2,osmotic diuresis - related aes,C0232823;C0439849;C0445223;C1412268;C2699274
2,experience ( n,C0237607;C0596545
2,number of exacerbations in the last nmbr months,C0237753;C0449788;C4086268
2,favors favors amlodipine chlorthalidone,C0309049
2,number of exacerbations in previous nmbr months,C0237753;C0449788;C4086268
2,number of exacerbations in previous nmbr   months,C0237753;C0449788;C4086268
2,number of exacerbations in previous year,C0237753;C0449788;C4086268
2,number of exacerbations in the nmbr months before screening,C0237753;C0449788;C4086268
2,physician ' s global assessment of disease status score,C0449820;C3176928;C4050231;C4050369
2,type of reflux disease,C0232483;C0457464;C1882919;C4317146
2,number of events ( annualised rate [ % ] ),C4330837
2,number of hospitalizations in last year prior to baseline,C4086639
2,fatal / nonfatal ml,C0439526;C1302234;C1705224;C1705232;C3887665
2,fatal / nonfatal mi,C1302234;C1705232;C3810814
2,three or more lesions,C0205449
2,number of implanted stents,C0237753;C0449788;C0522776
2,fatal or nonlatal stroke,C1302234;C1705232
2,favors favors lisinopril chlorthalidone,C0309049
2,favors comparator,C0309049;C1707454;C4553389;C4553390
2,number of medications,C1718138
2,fbg ( mg / dl ),C0439269
2,disease stage,C0699749
2,physician global assessment of disease activity,C4050369
2,unrelated to effectiveness,C0445356;C1280519;C1704623;C4553491
2,physician global assessment of disease activity ( nmbr - nmbr cm,C4050369
2,number of concomitant aedsc,C0237753;C0449788;C0521115
2,fbg ( mmol / l ),C1532563
2,third yeart,C0205437
2,number of events,C4330837
2,ttf - fv,C1332112;C1705840;C4087167
2,number of copd exacerbations within nmbr months,C0237753;C0449788;C0740304
2,unknown / missing,C0439673;C3541433;C4050014
2,number of draining fistulae per patient,C0237753;C0449788;C0544791
2,this study,C0557651;C2603343
2,number of er visits in last year prior to baseline,C0237753;C0449788;C3810541;C3811131
2,number of lesions,C0449791
2,number of pack years,C0237753;C0449788;C1277691
2,pifr l / min,C0702093;C1524029;C3813700
2,fatal chd and nonfatal mia,C0280604;C1302234;C1705232;C3542407
2,fatal or non - fatal myocardial infarction,C1302234;C1705232
2,number of swollen joints ( nmbr assessed ),C0038999;C0449813
2,number of target vessels,C0237753;C0449618;C0449788
2,number of tender joints ( nmbr - nmbr ),C0234234;C0449813
2,number of tender joints ( nmbr assessed ),C0234234;C0449813
2,number of treated lesions ( per patient ),C0449791;C1522326
2,stage nmbr ( cockcroft - gault ),C0205390;C1300072;C1306673
2,fatal or non - fatal stroke,C1302234;C1705232
2,fatal chd + nonfatal ml,C0280604;C0439526;C1302234;C1705224;C1705232;C3542407;C3887665
2,number of treated patients,C1522326;C2360800
2,number of visits,C1549755
2,stage nmbr ( four - variable modification of diet in kidney disease ),C0205390;C1300072;C1306673
2,fatal aes,C1302234;C1412268;C1705232;C2699274
2,number randomized,C0237753;C0449788
2,number of swollen joints ( nmbr - nmbr ),C0038999;C0449813
2,thrombolysis,C0520997
2,number of participants with an event,C0237753;C0449788;C0679646
2,number of patients with events,C2360800
2,number of patients ( % ) or mean ± sd,C2360800
2,fatal or nonlatal myocardial inlarctlon,C1302234;C1705232
2,number of patients randomized,C2360800
2,number of patients with available data,C2360800
2,number of patients with dose available,C2360800
2,number of symptom days per week,C0237753;C0439228;C0449788;C1457887;C3854129
2,number of patients with exacerbations in the previous nmbr months,C2360800
2,fatal or nonfatal myocardial infarction,C1302234;C1705232
2,two - sided p - value for hetero - geneity,C0205448;C0441987;C1709380
2,h . pylori infection,C0850666
2,fatal or nonfatal stroke,C1302234;C1705232
2,unknown ( % ),C0439673;C3541433;C4050014
2,unknown — no . { % ),C0439673;C3541433;C4050014
2,number of subjects in analysis,C0237753;C0449788;C0681850;C1550501;C1706203;C2349001;C2697811
2,fc > nmbr mg / dl ( > _ nmbr . nmbr mmol / l ) or history of diabetes,C0439269;C1532563;C2983605
2,number of clinically significant asthma exacerbations in last year prior to baseline,C0237753;C0237881;C0349790;C0449788;C0750502;C1546944
2,numbers of events ( % ) :,C4330837
2,normoalbuminuria ( uacr < nmbr mg / g ),C1300563
2,female patients^,C0150905
2,normal responder ( n = nmbr ),C0205307;C0231683;C0439166;C2347086;C4553972
2,normal responders ( n = nmbr ),C0205307;C0231683;C0439166;C2347086;C4553972
2,normal study termination,C0205307;C0231683;C0439166;C0557651;C1549081;C1692758;C2347086;C2603343;C4553972
2,normalized volume measures,C0449468;C1690016;C1705102;C1882115;C2700258
2,normalized womac score,C0449820;C1882115;C4050231
2,target vessel diameter,C0449618;C1301886
2,normal or mild ( iief - ef nmbr - nmbr ),C0205307;C0231683;C0439166;C2347086;C4553972
2,normoglycemia,C0580545
2,normoglycemic,C0580545
2,normoglycemic^,C0580545
2,upadacitinib nmbr mg ( n = lnmbr ),C0439268
2,normoglycemic {,C0580545
2,received pci,C1514756;C4049621
2,normal responder,C0205307;C0231683;C0439166;C2347086;C4553972
2,normal or increased gfr ( > nmbr ml / mln per nmbr . nmbr m^ ),C0205307;C0231683;C0439166;C2347086;C4553972
2,acei / arb and bb after randomisation,C3888198
2,testosterone level ( nmol / l ),C0428412;C0439282;C0523912
2,test for interaction ( p value ),C0022885;C0039593;C0392366;C0456984;C1515976;C1704675;C1709380;C3831328;C4318744
2,test for interaction between treatment and race,C0022885;C0039593;C0392366;C0456984;C1515976;C1704675;C3831328;C4318744
2,normal crp and,C0205307;C0231683;C0439166;C2347086;C3890735;C4048285;C4553972
2,normal function ( crcl > nmbr ml / min  n = nmbr [nmbr . nmbr % ] ),C0439445;C1846718;C4296962
2,test for trend,C0022885;C0039593;C0392366;C0456984;C1515976;C1521798;C3831328;C4318744;C4554533
2,testing order,C0039593;C0392366;C1705175;C1705176;C1705177;C1705178;C1882348;C3889825;C4284072
2,tests for categoric,C0589061
2,the square of the height in meters . patient ' s and physician ' s global assessment scores can range from nmbr to nmbr . scores for the western,C0205120;C0489786;C1552595
2,normal function or mild impairment,C4296962
2,type of mi,C0332307;C1547052;C3810814
2,normal left ventricular ejection fraction — no . ( % ) j,C0205091;C0205307;C0231683;C0428772;C0439166;C0443246;C0488728;C1535947;C1552822;C2347086;C4553972
2,normal or high egfr ( > nmbr ml / min per nmbr . nmbr mnmbr ) at baseline to low egfr ( < nmbr ml / min per nmbr . nmbr mnmbr ),C0205307;C0231683;C0439166;C2347086;C4553972
2,normal or increased baseline gfr ( > nmbr ml / min / nmbr . nmbr mnmbr ),C0205307;C0231683;C0439166;C2347086;C4553972
2,normal or increased egfr,C0205307;C0231683;C0439166;C2347086;C4553972
2,normotensive ( n = nmbr ),C2712122
2,north,C1709269
2,eosinophil count ( cells / microlitre ),C0200638;C0439378;C0750879
2,nerd grade,C0441800;C0919553;C3244287
2,notes :,C1317574
2,nt probnp > nmbr ng / ml n ( % ) §,C0439275;C1317554;C2825907;C4284038
2,nteraction p value,C1709380
2,placebo ‐ controlled period,C0439531;C1706408;C1948053
2,placebo - control study,C0683952
2,place !,C0442504;C1533810;C1704765;C1882509
2,pla n = nmbr,C0456170
2,not tested,C1518422
2,unstable,C0443343;C1883468
2,pla « = nmbr,C0456170
2,number ( % ) of patients,C2360800
2,number and % of participants with events,C0237753;C0449788
2,number of “ off ” periods,C0237753;C0449788
2,number of agents,C0237753;C0449788;C0450442;C1254351;C1521826
2,notatincreased fall risk ( n - nmbr,C1268740
2,not severe,C4316743
2,north ameriea,C1709269
2,not estimable,C1518422
2,nosnmbr nmbr c . t,C0326287;C1518425
2,nosnmbr nmbr a . g,C0326287;C1518425
2,untreated,C0332155
2,not assessable,C1883425
2,unstable but no rest angina,C0443343;C1883468
2,not collected^,C1518422
2,not hispanic,C1518424
2,not receiving,C1518422
2,pulsed blood pressure,C0232108
2,admission crcl,C0184666;C0809949;C1846718
2,not perfused,C1518422
2,not present at screening,C1518422
2,admission k,C0184666;C0597277;C0809949;C1708601
2,feature,C1521970;C1706388;C2346469;C2348519
2,two lesions,C0205448;C0221198
2,ii - iii,C0439070;C1705160;C1710602;C4082587
2,unadjusted model hr,C1439367;C3161035;C3274659;C3714583;C3853906
2,uncontrolled : acq - nmbr > nmbr . nmbr,C0205318;C2919686
2,one or more exacerbations,C0205447
2,one or more medications,C0205447
2,facit - f score,C0449820;C3272505;C4050231
2,ongoing atopic or allergic condition — no . { % ),C0392707;C0549178
2,facit - f,C3272505
2,percentage of p,C0439165;C1549488;C1561533
2,percentage of fevj reversibility,C0439165;C0449261;C1549488;C1561533
2,factor,C1521761;C2827422
2,type nmbr diabetes — no . { % ) §,C1320657
2,facilitated pci ( n = nmbr ),C4049621
2,percentage of bsa involved,C0439165;C1549488;C1561533
2,percentage,C0439165;C1549488;C1561533
2,option,C1518601;C1550456
2,uncontrolled on oad ( s ),C0205318
2,one lesion,C0205447;C0221198;C1546698
2,type nmbr diabetes — no . ( % ) §,C1320657
2,facial psoriasis,C1276112
2,on - pump,C3842462
2,fair or poor,C2911689
2,percentages,C0439165;C1549488;C1561533
2,percentage unless otherwise noted . cabg indicates coronary artery bypass graft  lvh  left ventricular hypertrophy  nsaids  nonsteroidal antiinflammatory drugs  pvd  peripheral vascular disease  tia  transient ischemic attack . ‘ history of hypercholesterolemia or reporting use of lipid - lowering medications at baseline . thistory of or currently have elevated serum creatinine level < nmbr mg / dl . tbased on participant history or review of chart .,C0439165;C1549488;C1561533
2,omega - nmbr fa ( n = nmbr ),C1719844
2,percentage points,C0439165;C1549488;C1561533
2,omeract - oarsi response,C0871261;C1704632;C1706817;C2911692
2,failure,C0231174;C0680095
2,factor absent,C1521761;C2827422
2,intermediate risk,C3640764
2,factors that confer a,C1521761;C2827422
2,factor *,C1521761;C2827422
2,factor present,C0150312;C0449450;C1521761;C2827422
2,type,C0332307;C1547052
2,type nmbr diabetes — no . ( % ),C1320657
2,or for cana vs pbo ( nmbr % ci ) | |,C1418845
2,time point,C2348792
2,fall in last nmbr months ( % ),C0085639;C0238715;C0439231;C4553726
2,percent change from baseline at week nmbr,C3272907
2,extracranial,C0580586
2,oral hypoglycemic agents,C0359086
2,percent change from baseline to week nmbr in auc ( mean,C3272907
2,extensive / pancolitis,C0205231;C0868908
2,oral hypoglycemic agentsj,C0359086
2,oral or other systemic corticosteroid,C0442027;C4521986
2,exposed,C0332157
2,percent improvement,C0439165;C2986411
2,unadjusted p value,C1439367;C1709380
2,organic,C0747055
2,origin [n ( % ) ],C0079946;C0439659;C1550512
2,oropharyngeal pain,C2363731;C4554669
2,type nmbr diabetes mellitus ' nmbr ',C1320657
2,experienced,C0237607;C0596545
2,percent impairment while working due to asthma,C0221099;C0439165;C0684336
2,oral fi - blockers,C0442027;C4050619;C4521986
2,or for cana vs pbo ( nmbr % ci ) §,C1418845
2,unclassified,C0205426;C1546437;C2347854;C4085229
2,or per unit for continuous variables,C0439148;C0439453;C1509845;C1519795;C1704753;C1880519;C3853603
2,oral ( % ),C0442027;C4521986
2,oral agent,C0442027;C0450442;C1254351;C1521826;C4521986
2,oral agent and / or insulin therapy,C0442027;C0450442;C1254351;C1521826;C4521986
2,type nmbr diabetes meiiitus,C1320657
2,uncontrolled on basal insulin,C0205318;C0650607
2,oral anticoagulant n ( % ),C0354604
2,all bare metal stents,C2825200
2,oral antihyperglycaemic,C0359086
2,type nmbr diabetes mellitus,C1320657
2,percent overall work impairment due to asthma,C0439165
2,percent of predicted value before bronchodilation^,C1882327
2,percent of predicted normal value,C0205307;C0231683;C0439166;C1882327;C2347086;C4553972
2,oral diabetic agent,C0241863;C0442027;C0450442;C1254351;C1521826;C4521986
2,two or more at baseline,C0205448
2,unfractionated only,C0205171;C1720467
2,nx *,C0445085
2,non - q - wave ml,C0429089;C0439526;C1305738;C1518422;C1705224;C3887665
2,nyha functional classification — no . ( % ) i,C0205245;C0542341;C1275491;C2700217
2,tier nmbraes,C1412268;C2699274
2,recent,C0332185
2,nyha iii or iv § ( n = nmbr nmbr ),C0439070;C1275491;C1705160
2,inadequate,C0205412;C0439856
2,pfor trend,C1151635;C1521798;C4554533
2,pervious cerebrovascular event,C0205326;C0441471;C1880018;C4019010
2,nyha functional class iii ( % ),C0205245;C0542341;C1882086;C2700217
2,persistent / permanent,C0205322;C0205355;C0332996
2,persistent *,C0205322;C0332996
2,fasting plasma glucose in mmol / l ( median ( qnmbr,C0549183;C0583513;C0876920;C1532563;C2347635;C2348144;C2939193
2,nyha ll / lll patients with lvef < nmbr . nmbr at baseline,C1275491
2,nyha_class,C1882083
2,persistent faol ( n [ nmbr ),C0205322;C0332996
2,nyha functional classification — no . ( % ),C0205245;C0542341;C1275491;C2700217
2,nyha functional class iii,C0205245;C0542341;C1882086;C2700217
2,persistent ( n,C0205322;C0332996
2,nyha class iii / iv,C0278962
2,nyha,C1275491
2,non - european,C0239307;C1518422;C1535514
2,nyha class ( when patient was last in stable condition,C1882083
2,nyha class ii ( n = nmbr ),C1882085
2,nyha class iii or iv,C1882086
2,< nmbr . nmbr ml / min / nmbr . nmbr mnmbr,C0369637;C0439445;C0441923
2,fatal & nonfatal ccvd,C1302234;C1705232
2,tier nmbr aes,C1412268;C2699274
2,nyha classes iii - iv,C0278962
2,nyha functional class ( % ),C0205245;C0542341;C1882083;C2700217
2,nyha functional class nmbr,C0205245;C0542341;C1882083;C2700217
2,fatal,C1302234;C1705232
2,past or nonsmoker,C1444637;C4284302
2,nyha functional class i,C0205245;C0542341;C1882084;C2700217
2,persistent faod ( n [ nmbr ),C0205322;C0332996
2,o,C0483204
2,perianal,C0442158
2,peripheral - artery stenosis,C4025272
2,oct center point thickness,C0205099;C1280412;C1552961;C2347617;C3714763;C3810851;C3828732
2,octi & matenmbr,C0682323;C1260875
2,time from onset of symptoms to presentation — hr,C1320528
2,unhappy,C1688635
2,family history of myocardial infarction prior to age nmbr,C0455406
2,time from onset of symptoms to start of fibrinolytic therapy — hr,C1320528
2,period ii,C0439531;C1710602;C1948053;C4082587
2,ocn,C1412791;C2347392
2,family history of diabetes mellitus — no . { % ),C0260526;C1313937
2,of variation ),C0205419
2,off - pump,C0182537;C1518543
2,older subjects ( aged > nmbr years ',C0580836
2,family history of diabetes mellitus — no . ( % ),C0260526;C1313937
2,time from symptom onset of ra,C1320528;C3538806;C4048756
2,ocs dose *,C0178602;C0869039;C1114758
2,obstructive subscore,C0549186
2,permanent users,C0205355;C1706077
2,fasting blood glucose > nmbr mg / dl ( > nmbr . nmbr mmol / l ),C0428568;C0439269;C1261430;C1532563
2,o - oonmbr ( - nmbr - nmbr to nmbr - nmbr ),C0483204
2,onmbro ( oonmbr - o - nmbro ),C0483204
2,fasting glucose level,C0202045
2,permanent af,C0205355;C0344434;C4049859
2,oab - q score,C0449820;C3641332;C4050231
2,permanent ( n,C0205355
2,two or more,C0205448
2,observed case,C0868928;C1441672;C1706255;C1706256
2,peripheral sensory neuropathy,C0151313;C4554142
2,peripheral revascularisation,C0205100;C0581603
2,two or more antihypertensive medications,C0205448
2,peripheral artery diseaseb,C0489868
2,peripheral arterial stenosis,C4025272
2,observed,C1441672
2,previous stroke 一 no . ( % ),C0205156;C1552607
2,primary endpoint ’,C2986535
2,swollen joint count of nmbr joints,C0451521
2,lmnmbr bid ( n = nmbr ),C1261082;C1551056
2,xi = nmbr - nmbr,C1720296
2,weight at baseline,C1303013
2,xi = nmbr,C1720296
2,xi = nmbr - nmbr  p = nmbr - l,C1720296
2,lived alone,C0205171;C0439044;C0679994;C1548795;C1634625;C2982691
2,risk factor for venous thromboembolism,C1521761;C2827422;C3495424;C3496592
2,lmnmbr nmbr,C1261082;C1551056
2,local eosinophil count,C0200638;C0205276;C0750879
2,xi = nmbr - nmbr  p = nmbr - nmbr,C1720296
2,local eosinophil count [cells / µ l],C0200638;C0205276;C0347983;C0750879
2,local eosinophil count [cells / ml],C0200638;C0205276;C0750879;C2699156
2,sokolow - lyon ( mm ) *,C4330985;C4554674
2,locally advanced,C1517927
2,xi = nmbr - nmbr  p = o - l,C1720296
2,lone atrial fibrillation — no . ( % ) §,C0340489
2,xi = nmbr - nmbr  p = nmbr,C1720296
2,xi = nmbr . nmbr,C1720296
2,lis,C2247545
2,years modified hoehn and yahr stage,C0439234
2,lioid trial participants,C1997894;C2242969
2,hospitalized exacerbation rates,C0701159;C0871208;C1521828;C4086268
2,lieum only,C0205171;C1720467
2,life - threatening,C1546953;C2826244;C3537125
2,hospitalized,C0701159
2,limb amputation,C0002689
2,limited,C0439801;C2674459;C3542948;C4050251
2,limited to left side of colon,C0227388;C0439801;C2674459;C3542948;C4050251
2,lipc,C1416867
2,risk level at admission,C0184666;C0809949;C2923839
2,lipid ‐ lowering therapies,C0585943
2,xho  p = o - nmbr,C4050013
2,xi = ° - ° nmbr,C1720296
2,lipid lowering therapy,C0585943
2,risk of moderate / severe exacerbations,C0205082;C0332166;C4050465;C4050466;C4086268
2,lira,C1555441
2,risk marker and model,C1519104
2,hospitalization for heart failure or cv death,C3898876
2,hospitalization for heart failure or cv,C3898876
2,hospitalization for heart failure n ( % ),C3898876
2,low ( n = nmbr ),C0205251;C1550472;C3890211;C4048187;C4321351;C4522223
2,low - ceiling diuretic,C0205251;C1550472;C3890211;C4048187;C4321351;C4522223
2,years ( mean ± sd ),C0439234;C0444504;C2347634;C2348143;C2699239
2,years ( sd ),C0439234;C2699239
2,some college / tech,C0557806;C1826596
2,low ( < nmbr % ),C0205251;C1550472;C3890211;C4048187;C4321351;C4522223
2,low ( > nmbr . nmbr and < nmbr ),C0205251;C1550472;C3890211;C4048187;C4321351;C4522223
2,low ( nmbr - nmbr ),C0205251;C1550472;C3890211;C4048187;C4321351;C4522223
2,total resolution of enthesitisc,C0439175;C0439810;C1514893;C1706463;C2699488
2,xi = nmbr - l  p = nmbr - nmbr,C1720296
2,source,C0449416;C1705919;C4521696
2,low { < nmbr % ),C0205251;C1550472;C3890211;C4048187;C4321351;C4522223
2,low cnmbr ( < nmbr . nmbr g / l ),C0205251;C0439294;C0456615;C1550472;C3890211;C4048187;C4321351;C4522223
2,reversible to albuterolc,C0205343
2,low cnmbr ( < nmbr mg / dl ),C0205251;C0439269;C1550472;C3890211;C4048187;C4321351;C4522223
2,south or central america,C1710133
2,south or central american,C1710133
2,lost bmd,C0745777;C3815882
2,loss of response ®,C0871261;C1517945;C1704632;C1706817;C2911692
2,loss of response ‘ s,C0871261;C1517945;C1704632;C1706817;C2911692
2,loss of response,C0871261;C1517945;C1704632;C1706817;C2911692
2,xi = l ’ nmbr  p = nmbr - nmbr,C1720296
2,hospitalisation for heart failure,C3898876
2,xi = o - nmbr  p = o - nmbr,C1720296
2,xi = oo  p = o - nmbr,C1720296
2,sokolow - lyon voltage,C0598352
2,year - nmbr,C0439234;C0439508
2,trait,C0599883
2,long - term vitamin k antagonist,C0443252;C1096489;C2267235
2,long term ( n = nmbr ) +,C0443252
2,long term *,C0443252
2,loop diureties,C0445022
2,loop or thiazide diuretic^,C0445022
2,some college,C0557806
2,year,C0439234;C0439508
2,lor ii,C1416897;C1416899;C1710602;C2986770;C4082587
2,hospitalized for an exacerbation,C0701159;C4086268
2,less than median,C0439092;C0549183;C0876920;C2347635;C2348144;C2939193
2,less than high school,C0439092;C0599395;C0683862;C0870649
2,leading to discontinuation,C0332152;C0457454;C1444662;C1522538;C4552847
2,rr ( nmbraci ) [p value],C0814206;C1510682;C1709380;C2346870;C4050575;C4554402
2,ldl / hdl cholesterol ratio,C2938854
2,hs - crp _ = nmbr . nmbr mg / l,C0439268;C3890735;C4048285
2,hs - crp mg / l,C0439268;C3890735;C4048285
2,ldl : hdl ratio,C0428621
2,ldlc,C1416822
2,hrql mean ( sd ),C0444504;C2347634;C2348143;C2699239
2,leading to study drug discontinuation,C0332152;C1522538
2,left,C0205091;C0443246;C1552822
2,leading to study withdrawal,C0332152;C1522538
2,rr reduction,C0301630;C0392756;C1293152;C4551656;C4554402
2,rr ( nmbr % cl ) [ / ’ value],C0596019;C1522609;C4554402
2,leeds enthesitis index,C0451148
2,leeds enthesitis index^ score > nmbr — no . { % ),C0451148
2, ( nmbr % cl : nmbr . nmbr - nmbr . nmbr ) p = nmbr . nmbr,C0596019
2, p = nmbr . nmbr,C0596019
2,hs - crp < nmbr . nmbr nlg l,C3890735;C4048285
2,hs - crp jnmbr . nmbr mg / l,C0439268;C3890735;C4048285
2,hs - crp jnmbr . nmbrmg / l,C0439268;C3890735;C4048285
2,hs graduate / ged,C0588053;C1547183;C1880947
2,smoking ( during the previous month ),C0332177;C0439231;C2114448
2,smoking consumption pack - years,C0425291;C1277691
2,ldl - c ( mg / dl ) * *,C0439269
2,hx mi or stroke,C0262926;C3810814;C3814444
2,ldl - c < nmbr mg / dl ( nmbr . nmbr mmol / l ),C0439269;C1532563
2,hscrp range,C1514721;C2348147;C3542016
2,ldl - c > nmbr mg / dl,C0439269
2,ldl - c nmbr - nmbr mg / dl,C0439269
2,smoking history ( pack - years ) ∗,C1277691;C1519384
2,ldl - c goal attainment,C0680230
2,ldl - c in mmol / l ( mean ± sd for baseline [n]  mean ± se for week nmbr [n] ),C0444504;C1532563;C2347634;C2348143;C2699239
2,hscrp level,C0441889;C0456079;C1547707;C2946261
