cluster,concept,cuis
97,myocardial infarction — no . ( % ),C0027051;C0428953;C2926063;C3810814;C4552959
97,myocardial infarction within the previous nmbr yr,C0027051;C0053917;C0205156;C0428953;C0439234;C1334884;C1552607;C2926063;C3810814;C4552959
96,high subgroup,C0205250;C1079230;C1299351;C1515021;C2700149;C3887512;C3889660;C4321237;C4522209
96,high potencyc,C0205250;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
96,high ( > nmbr ) ( n = nmbr  nmbr  nmbr % ),C0053917;C0205250;C1299351;C1334884;C2700149;C3887512;C3889660;C4321237;C4522209
95,recurrent heart failure,C0018801;C0018802;C1455761;C2945760;C4554158
95,previous heart failure,C0018801;C0018802;C0205156;C1552607;C4554158
95,hospitalized for heart failure during that time period,C0018801;C0018802;C0701159;C4554158
95,heart failure — no . ( % ),C0018801;C0018802;C4554158
95,heart failure nyha ii - iii,C0018801;C0018802;C0439070;C1275491;C1705160;C1710602;C4082587;C4554158
95,heart failure criteria met,C0018801;C0018802;C0243161;C4554158
95,heart failure ( class l - lll ),C0018801;C0018802;C0456387;C1261077;C1518526;C1705943;C4554158
95,cause of heart failure — no . ( % ),C0015127;C0018801;C0018802;C1524003;C4554158
95,cause of heart failure,C0015127;C0018801;C0018802;C1524003;C4554158
95,cardiac failure  n ( % ),C0018801;C0018802
95,baseline heart failure severity nyha class i,C0018801;C0018802;C0168634;C0439793;C0522510;C1442488;C1882084;C4554158
94,rankin grade,C0441800;C0919553;C3244287
94,final timi flow grade post - ppci,C0205088;C0441800;C0687676;C0919553;C1546485;C1704687;C3244287;C3272266;C3469826;C3853528
94,dyspnoea - mmrc grade  n ( % ),C0013404;C0441800;C0919553;C1963100;C3244287;C3826977
93,urgent coronary revascularization,C0439609;C0877341;C3272275
93,previous percutaneous coronary intervention,C0205156;C1532338;C1552607
93,previous oral glucose - lowering agents  % of patients,C0205156;C0441994;C0600419;C1552607;C1955477;C2003888
93,previous dmards use  n ( % ),C0205156;C0242708;C1552607
93,previous deep - vein thrombosis or pulmonary embolism,C0149871;C0205156;C1552607
93,previous coronary revascularization — no . ( % ),C0205156;C0877341;C1552607
93,previous cardiovascular disease !,C0007222;C0205156;C1552607
93,previous bowel resection performed — no . of patients ( % ),C0205156;C0741614;C1552607
93,previous balloon angioplasty  n ( % ),C0002996;C0002997;C0205156;C1552607
93,patients with previous loss of response to and intolerance of infliximab *,C0030705;C0205156;C0871261;C1517945;C1552607;C1704632;C1706817;C2911692
93,number of previous anti - tnf treatments for psoriatic arthritis,C0087111;C0205156;C0237753;C0449788;C1448177;C1552607
93,des ( % previous stenting ),C0011702;C0038257;C0205156;C1552607;C2348535;C4551552
92,recurrent ischemia - urgent revascularization,C0022116;C0439609;C0581603;C1455761;C2945760;C3272275;C4321499
92,rec . ischemia requiring revasc,C0022116;C0378365;C1424025;C2606415;C4321499
92,rec . ischemia leading to hasp,C0022116;C1424025;C2606415;C4321499
92,rec . ischemia due worsening angina,C0002965;C0022116;C0678226;C1424025;C2606415;C3146286;C4321499
92,anti - ischaemia agents *,C0022116;C0040616;C4321499
91,active or previous cancer,C0205177;C3853793;C3888249
91,active cancer at randomization  n ( % ),C0006826;C0034656;C0205177;C0998265;C1306459;C3853793;C3888249
91,active a,C0205177;C3853793;C3888249
90,fatigue,C0015672;C3463815;C4050243;C4554645
90,energy / fatigue,C0015672;C0424589;C0542479;C1442080;C3463815;C4050243;C4330907;C4554645
89,normal ( egfr > nmbr ),C0053917;C0205307;C0231683;C0439166;C1334884;C1739039;C2347086;C3811844;C3812682;C4553972
89,egfr nmbr - nmbr ml / min / nmbr . nmbrmnmbr n = nmbr ( nmbr . nmbr % ),C0053917;C0439445;C1334884;C1739039;C3811844;C3812682
89,egfr nmbr - nmbr ml / min / nmbr . nmbr mnmbr ( n = nmbr  nmbr ),C0053917;C0439445;C1334884;C1739039;C3811844;C3812682
89,egfr < nmbr ml / min / nmbr . nmbr mnmbr ( mdrd ),C0053917;C0439445;C1334884;C1739039;C3811844;C3812682;C3839656
89,egfr < nmbr  n ( % ),C0053917;C1334884;C1739039;C3811844;C3812682
89,egfr ( mumin / nmbr . nmbr mnmbr ),C0053917;C1334884;C1739039;C3811844;C3812682
89,egfr  ml min nmbr nmbr . nmbr m nmbr,C0053917;C0369637;C0439445;C0441923;C1334884;C1739039;C3811844;C3812682
89,egfr  ml / min / mnmbr,C0439445;C1739039;C3811844;C3812682
89,> nmbr to < nmbr egfr  ml / min / nmbr . nmbr mnmbr a,C0053917;C0439445;C1334884;C1739039;C3811844;C3812682
88,level of renal impairment,C0441889;C0456079;C1547707;C1565489;C2946261
88,level nmbr immobility § | |,C0053917;C0231441;C0441889;C0456079;C1334884;C1547707;C2946261
88,impaired fasting glucose level ( n = nmbr ),C0053917;C0202045;C0221099;C0441889;C0456079;C1272092;C1334884;C1547707;C2946261
88,> nmbr . nmbr hdl cholesterol level,C0023822;C0053917;C0201950;C0392885;C0428466;C0441889;C0456079;C1334884;C1547707;C2946261;C3715113
87,low - molecular - weight,C0026385;C0041667;C0205251;C1521991;C1550472;C3890211;C4048187;C4321351;C4522223
86,time since diagnosis of type nmbr diabetes,C0040223;C3541383
86,time since diagnosis of osteoarthritis — yr,C0040223;C3541383
86,time since diagnosis of diabetesa  n ( % ),C0040223;C3541383
86,time of qualifying ecg to balloon inflation ( hrs ),C0040223;C1514624;C1623258;C3541383
86,time from symptoms to treatment,C0040223;C0683368;C1457887;C3541383
86,time from symptom onset to randomization,C0040223;C0449244;C1457887;C3541383;C3854129;C4086878
86,time from randomization to pci ( st - elevation mi )  min,C0034656;C0040223;C3541383
86,time from qualifying event to randomization,C0040223;C0441471;C1514624;C3541383;C4019010
86,time from acs to randomization ( median  iqr ),C0040223;C0742343;C3541383;C4318612
85,adjusted mean change from baseline ( nmbr % ci )  % [mmol / mol],C0008107;C0053917;C0168634;C0392747;C0439190;C0443172;C0444504;C0456081;C0948922;C1334884;C1442488;C1705241;C2347634;C2348143;C3259781;C3829066;C4319952
84,trend / het . test,C1521798;C4554533
84,treatment duration  days,C0439228;C0444921;C3259042
84,systemic corticosteroids  n ( % ) a,C4053960
84,severity n ( % ),C0439793;C0522510
84,serum total cholesterol  mmol / l ( sd ),C0587184;C1287371;C1532563;C2699239
84,revascularization,C0581603
84,renin inhibitor ( e . g . aliskerin ),C1960108;C3537174;C4521920
84,pulse rate ( bpm ),C0232117
84,pulmonary function tests  % of predicted,C0024119;C0681842;C1882327;C2598152
84,ptca or pci,C2936173
84,positive for anti - cyclic citrullinated peptide antibody — no . ( % ) f,C0741132;C1320283
84,peri - or postmenopausal,C0347985
84,obesity  % *,C0028754;C1963185
84,never / rarely,C0522498;C2003901
84,microvascular complications  n ( % ) ’,C0009566;C0443258;C1171258
84,lumbar spine,C0024091;C3887615
84,lm bifurcation not treated,C0184906;C1261082;C1551056;C3146289
84,ischemic tvr,C0475224
84,ischemic cerebrovascular disease  n ( % ),C0007820;C0475224
84,ischemic aetiology  n ( % ),C0015127;C0475224;C1314792;C1524003
84,ischaemic  n ( % ),C0475224
84,glomerular,C0022663;C0268731
84,fevnmbr percent predicted ( sd ),C0439165
84,european union,C0015179
84,ejection fraction  % nyha class  n ( % ),C0489482;C1882083;C2700378
84,dual antiplatelet,C0205173;C1554184
84,canakinumab,C2718773
84,bypass surgery,C1536078
84,bursitis,C0006444
84,any aes  n ( % ),C1412268;C2699274
84,antidiabetic medication | |,C0935929
84,additional investigations,C2359834
83,short - acting anticholinergics,C0079613;C0242896;C1282927;C1704930;C1806781;C1869853;C2350002;C3537307;C3540711;C3890007;C4048375
82,use of ics,C0815320;C1524063;C4551720
82,laba / ics use at screening  n ( % ),C0815320;C4551720
82,laba + ics ( free or fixed - dose combination ),C0815320;C4551720
82,laba + ics,C0815320;C4551720
82,ics use at screening  n ( % ),C0815320;C4551720
82,ics  mg / day,C0439422;C0815320;C4551720
81,wrist fracture,C0435630;C4553927
81,vascular disease indicator no ( n = nmbr ),C0021212;C0042373;C1235732;C1522602
81,unacceptable adverse events,C0877248;C1705413;C1883420
81,tocilizumab,C1609165
81,time of symptom onset to randomization ( hrs ),C1320528
81,three - vessel disease,C3272265
81,tg  mmol / l [mg / dl],C0337445;C3642216;C3898312
81,terol  hdl - c  high - density lipoprotein cholesterol ,C0023822
81,single - vessel disease  n ( % ),C0037179;C0042373;C0087136;C0205171
81,severe dysfunction,C3274777
81,previous vascular disease,C0042373;C0205156;C1552607
81,permanently stopped study drug because of adverse events,C0041755;C0557651;C1272691;C2603343
81,peripheral vasodilators,C0724804
81,peak creatine kinase - mb  u / l,C0010290;C0439339;C0444505;C0523584
81,oxidative stress,C0242606
81,other vascular disease — no . ( % ),C0042373
81,other oral hypoglycemic drug ( s ),C0359086
81,number of vessels disease,C0042373;C0237753;C0449788
81,number ( % ) of patients with event,C2360800
81,no corticosteroid + no imm  n,C0001617;C3536709
81,n analysed,C0369718;C0441922
81,multiple tnfi *,C0439064
81,microalbuminuria or proteinuria,C0730345
81,male sex — no . ( % ) race — no . ( % ) ) :,C0086582
81,inflammatory disease,C1290884
81,ii - iv ( % ),C0022326;C1710602;C4082587;C4265176
81,health - related quality of life,C4279947
81,hbanmbrc category  n ( % ),C0683312;C3889287
81,fevnmbr % reversibility,C0449261
81,family history of diabetes — no . ( % ),C1313937
81,eze / simva gender,C0079399;C1522384
81,double - vessel disease  n ( % ),C0042373;C0205173;C1705764;C1705765
81,digitalis,C0012252;C0304520
81,concomitant lipid - lowering therapy  n ( % ),C0521115;C0585943
81,comorbid diseasesa diabetesb,C0009488
81,balloon angioplasty — no . ( % ),C0002996;C0002997
81,antihypertensive medication or,C0003364
81,antihyperglycemic,C0020616
81,abdominal aortic — no . ( % ),C0003484
80,relative risk reduction ( nmbr % cl ),C0053917;C0080103;C0205345;C0242492;C0301630;C0392756;C0596019;C1137094;C1293152;C1334884;C1547039;C4551656
79,lipoprotein ( a ) tx difference vs pbo  ls mean % change from baseline ( se ),C0041403;C0065058;C0125953;C1096202;C1439335;C1705241;C1705242
79,homajr tx difference vs pbo  median change from baseline ( se ) nmbr lipid parameters,C0041403;C1705241;C1705242
79,homa_ % b tx difference vs pbo  median change from baseline ( se ) nmbr,C0041403;C1705241;C1705242
79,difference vs placebo  % [nmbr % cl]  p,C1705241;C1705242
79,difference from baselinea,C1705241;C1705242
79,difference ( a ) vs placebo ( nmbr % cl ),C1705241;C1705242
79,absolute risk difference ( ci )  % *,C0008107;C0035647;C1519101;C1549031;C1705241;C1705242;C3259781;C4552904
78,stent plus placebo,C0032042;C0038257;C0332287;C1696465;C1706408
78,randomization to placebo or telmisartan,C0032042;C0034656;C1696465;C1706408
78,placebo secukinumab pooled,C0032042;C1696465;C1706408;C3179547
78,placebo plus aspirin,C0004057;C0032042;C0332287;C1696465;C1706408
78,placebo no . of events / total no . ( % ),C0032042;C1696465;C1706408
78,placebo no . / total ( % ),C0032042;C1696465;C1706408
78,placebo mean ( n ),C0032042;C0444504;C1696465;C1706408;C2347634;C2348143
78,placebo ls means ( n ),C0023668;C0032042;C1696465;C1704970;C1706408
78,placebo every nmbr weeks ( n = nmbr ),C0032042;C1696465;C1706408
78,placebo estimated mean,C0032042;C1696465;C1706408
78,placebo + mtx,C0025677;C0032042;C1417487;C1696465;C1706408
78,placebo ( dm - vs . dm + ),C0011816;C0032042;C1696465;C1706408;C3250443
78,placebo  n ( rate ),C0032042;C0871208;C1521828;C1696465;C1706408
78,losartan + placebo,C0032042;C0126174;C1696465;C1706408
78,feno placebo ( lsm ),C0032042;C1696465;C1706408
77,middle tertile ( range  nmbr . nmbr - nmbr . nmbr mg / dl  mean ± sd  nmbr . nmbr ± nmbr . nmbr mg / dl ),C0024671;C0026410;C0053917;C0439269;C0444504;C0444598;C0549183;C1334884;C1514721;C1552826;C1960952;C2346927;C2347634;C2348143;C2348147;C2699239;C3539687;C3542016;C4321396;C4521761
76,heterogeneity / trend test,C0019409;C0022885;C0039593;C0242960;C0392366;C0456984;C1515976;C1521798;C3831328;C4318744;C4554533
75,disease - progression composite outcome !,C0205199;C0242656;C0449258;C0679250;C1274040;C1335499;C1547335;C1947900;C3542417;C4552808
74,prior cv event at randomization !,C0034656;C0332152;C0441471;C2826257;C3538987;C4019010;C4048877;C4318503
74,cv risk factor - no . ( % ),C0035648;C3538987;C4048877;C4318503
74,cv risk factor,C0035648;C3538987;C4048877;C4318503
73,diet plus pravastatin group ( n = nmbr ),C0012155;C0012159;C0053917;C0085542;C0332287;C0441848;C1334884;C1519433;C2983588;C3668949
73,diet + pravastatin ( n = nmbr ),C0012155;C0012159;C0053917;C0085542;C1334884;C1519433;C2983588;C3668949
72,obesity ( body mass index > nmbr kg / mnmbr ),C0005893;C0022718;C0028754;C0053917;C0439209;C0578022;C1305855;C1334884;C1963185;C4054209
72,body mass index > nmbr kg / mnmbr  n ( % ),C0005893;C0022718;C0053917;C0439209;C0578022;C1305855;C1334884;C4054209
72,body mass index ( bmi )  kg / mnmbr,C0005893;C0022718;C0439209;C0578022;C1305855;C4054209
72,body - mass index ( kg / mj ) previous diagnosis,C0005893;C0022718;C0332132;C0439209;C0439254;C0578022;C1305855;C4054209;C4284025
72,body - mass index  !  waist - to - hip ratio,C0005893;C0205682;C0578022;C1305855
72,bmi ( kg / mnmbr ) cardiac parameters,C0018787;C0022718;C0439209;C0449381;C0578022;C1522601;C4054209
71,risk reduction ( %  nmbr % ci ),C0008107;C0053917;C1137094;C1334884;C3259781
71,mean ( nmbr % ci ) difference vs saxa + dapa + met,C0008107;C0053917;C0444504;C1334884;C1705241;C1705242;C2347634;C2348143;C3259781
71,hr ( nmbr % ci ) p value for interaction *,C0008107;C0053917;C1334884;C1704675;C1709380;C3259781
71,hazard ratio for event ( nmbr % ci ),C0008107;C0053917;C0441471;C1334884;C2985465;C3259781;C4019010
71,( nmbr % ci] nmbr,C0008107;C0053917;C1334884;C3259781
71,( nmbr % ci ) p value,C0008107;C0053917;C1334884;C1709380;C3259781
70,median serum periostin  ng / mla,C0017887;C0028074;C0219433;C0229671;C0549183;C0599973;C0876920;C1424662;C1546774;C1550100;C2347635;C2348144;C2939193;C3812270
69,timi risk score — no . ( % ) : t,C0035647;C0449820;C4050231;C4552904
69,symbol digit score,C0449820;C0582802;C0679214;C1698987;C3241971;C4050231
69,stroke risk score,C0449820;C1277291;C4050231
69,score on modified rankin scale — no . ( % ) §,C0449820;C2984908;C3854213;C4050231
69,risk score category ( points ),C0035647;C0449820;C0683312;C3889287;C4050231;C4552904
69,rentrop score,C0449820;C4050231
69,pasi score ! * *,C0449820;C4050231;C4528685
69,partial mayo score $ | |,C0449820;C0454788;C0728938;C1077578;C1550516;C4050231
69,modified rankin scale score,C0449820;C2984908;C3854213;C4050231
69,mental component score ( mcs ),C0229992;C0449432;C0449820;C1705248;C4050231
69,erosion score,C0333307;C0449820;C1880549;C1959609;C3887524;C4050231
69,crohn ' s disease activity index score],C0449820;C0451071;C4050231
69,contrast nephropathy risk score,C0009924;C0022658;C0035647;C0449820;C1979874;C4050231;C4552904
68,sf - nmbr physical component summaryjj,C0031809;C0037712;C0053917;C0205485;C0449432;C1334884;C1509143;C1705248
68,role physical,C0031809;C0035820;C0205485;C1509143;C1705810;C3871154
68,physical component,C0031809;C0205485;C0449432;C1509143;C1705248
67,wml load at follow - up mri,C0024485;C0589120;C1522577;C1550025;C1704685;C1704782;C1708715;C1824234;C3274571;C3890166
67,loop at last follow - up,C0445022;C0589120;C1522577;C1704685;C3274571
67,beta - blocker at last follow - up |,C0001645;C0589120;C1522577;C1704685;C3274571
67,aspirin at last follow - up,C0004057;C0589120;C1522577;C1704685;C3274571
67,arb at last follow - up,C0589120;C1522577;C1704685;C3274571;C3888198
67,ace inhibitor at last follow - up,C0003015;C0589120;C1522577;C1704685;C3274571;C4541021
66,valvular disease ( % ),C3258293
66,traditional chinese medicine for respiratory disease — no . ( % ),C0025124;C0035204;C0035242;C1515884
66,statin with niacin,C0027996;C0360714;C1142562
66,statin potency stratum  n ( % ),C0360714;C3245505
66,statin monotherapy,C0360714
66,statin + ezetimibe  n ( % ),C0360714;C1142985
66,statin ( open ),C0360714
66,smoking status ( % ),C1519386
66,smoking habit  n ( % ),C4505437
66,simplified disease activity index,C3869582
66,postmenopausal  never or past hormone therapy use,C0232970;C2003901
66,planned treatment duration  n ( % ),C4528394
66,physician ' s global assessment of dis -,C0451119;C1444662;C1970187;C4050369
66,pacific islander,C0242191
66,other statin,C0360714
66,one or more blood pressure medications  n ( % ),C0205447
66,no statin vs statin alone vs any statin plus other llt,C0360714
66,no . of days to homa - ir testing — median ( iqr ),C0439228
66,neither pbo + statin eze + statin,C0031962;C0360714
66,musculoskeletal,C0497254;C2707260
66,metabolizer phenotype ( % ) §,C0031437;C1285572
66,limb ( sd ),C0015385;C2699239
66,joint swelling,C0152031
66,ischemic heart disease  %,C0010054;C0151744
66,highest tg tertile,C0337445;C1522410
66,high - intensity statin vs medium - or low - intensity statin at randomization,C0360714;C4081854
66,fish oil,C0016157
66,fenofibric acid + moderate - dose statin,C0060179;C0360714;C1709056
66,family history of coronary artery disease,C2317524
66,emotional well - being,C2984554;C3641833
66,dose of aspirin,C4696290
66,documented asymptomatic cardiac ischemiac,C0018787;C0231221;C1301725;C1522601;C1609436
66,cvd or mi,C0007222
66,concomitant therapy  no . ( % ),C1707479
66,chronic heart failure,C0018802;C0264716
66,bivariate frailty model ( statin users vs non - users ),C0360714;C0424594;C1706077;C3161035;C3274659;C3714583;C3853906
66,biologic agents,C0005515
66,ascvd including tia,C3665365
66,aortic stenosis,C0003507
66,any statin + other llt,C0360714
66,anti - inflammatory drugs,C0003209
66,alt and / or ast > nmbr times uln consecutive #,C1266129;C4553172
66,acute stent thrombosis,C0205178;C3897493
66,abdominal or perianal fistula at baseline  n ( % ),C0000726
65,zotarolimus - eluting,C1700035
65,western europe and other,C0043129
65,use of concomitant lipid - modifying therapy,C0023779;C0392747;C1524063;C1707479
65,thrombophilia,C0398623
65,thoracic cage fractures,C0222762
65,small vessel,C0225988
65,right coronary,C0225808
65,profound thrombocytopenia ( < nmbrxnmbr / l ),C0040034;C0392386;C0439808
65,prior myocardial infarction,C0155668
65,preoperative heart rate ( beats per minute ),C0018810;C0445204
65,post - bronchodilator fvc ( l ) a,C2599594;C3714541
65,peripheral edema,C0085649
65,percutaneous coronary intervention or coronary artery bypass graft surgery  n ( % ),C1532338
65,pad lower extremities,C0182158;C0332568;C3540603;C3669270;C3814046;C4319657
65,not reported in ecrf,C1518422
65,not reported / unknown,C1518422
65,non - sulfonylurea secretagogues,C0038766;C1518422;C3536898;C4704833
65,non - q wave,C0429089;C1305738;C1518422
65,non - metsyn,C1518422
65,native latin,C0302891
65,mtx + non - mtx,C0025677;C1417487;C1518422
65,missing data,C4684714
65,medically important infectionsa,C3898777;C4084912
65,lesions bnmbr / c,C0221198
65,left circumflex,C0205091;C0443246;C1552822;C1880089
65,indeterminate or unknown,C0205258
65,immunomodulatory agents,C0005525
65,history of alcohol use,C0551571;C0552479
65,hispanic,C0086409
65,high intensity,C4081854
65,glyburide,C0017628
65,free fatty acids ( mmol / l ),C0015688;C1532563
65,fevi  % predicted  mean ( sd ) nmbr,C0849974;C1561566;C4528367
65,fatal and nonfatal ml,C1302234;C1705232
65,exercise times per week  ( minimum,C0015259;C0456698;C1522704;C1524031;C1552614;C2826545
65,exercise,C0015259;C1522704
65,europe ( non - eu ),C0015176;C0015179;C1518422;C3665627
65,dactylitis count,C0239161;C0750480;C1705566
65,crohn ' s disease - related medication at baseline  n ( % ),C0010346
65,class i or iii aad use in nmbr months before enrollment,C0441885;C1319793;C2698967
65,carotid,C0741968
65,cangrelor  %,C1121991
65,antithrombotic agents  n ( % ),C1704311
65,antihypertensive  antianginal  and other cardiovascular medications,C0003364;C1874267;C3537168
65,anemia — no . ( % ) | |,C0002871;C1000483;C4554633
65,american indian or native alaskan,C0002460
65,acute coronary event,C0205178;C0741923
64,recent surgery or trauma,C0038894;C0038895;C0332185;C0543467;C1274039
64,planned valve surgery  n ( % ),C0038894;C0038895;C0184252;C0543467;C1186983;C1274039;C1301732;C1704414;C3888056
64,cabg surgery,C0010055;C0038894;C0038895;C0543467;C1274039
63,yes  non - insulin - treated,C1549445;C1705108;C1710701
63,use of parenteral antithrombotic,C0030547;C1524063;C4522267
63,unknown,C0439673;C3541433;C4050014
63,type of treatment  n ( % ),C0455708
63,tolal choleslerol - lo - hdl choleslerol ralio,C0206579;C1232424;C3715113
63,timi major / minor,C4441842
63,time of symptom onset to balloon inflation ( hrs ),C1320528
63,third heart sound  n ( % ),C0232237;C0232278
63,theophylline compound,C0039771;C0205198;C1706082
63,temporary discontinuation of study drug,C0013175;C0205374;C0457454;C1444662;C1548539;C3245481;C4552847
63,stiffness subscale,C0427008
63,steroids § §,C0038317
63,south asian,C1519427
63,severity of hypertensionb,C0439793;C0522510
63,rosiglitazone,C0289313
63,rivaroxaban + aspirin,C0004057;C1739768
63,reversibility of fevnmbr ( % ),C0449261
63,respiratory medication ( % ),C0418986
63,proportion of predicted normal fevnmbr value   §,C0086715;C0681842;C1709707;C1882327
63,prior surgery : no,C0455610
63,post - menopausal ( a ),C0232970
63,post - bronchodilator fevnmbr ( % predicted * ),C2599594
63,patent foramen ovale,C0016522;C0344724
63,notable abnormalities,C0000768;C0000769;C4288581
63,nasal polyps,C0027430
63,missing data — no . / total no . ( % ),C4684714
63,lev status  n ( % ),C0023556;C0449438
63,leisure,C0086542
63,left anterior descending,C0205386;C0441998;C1547177
63,investigator - reported hypoglycaemia *,C0035173
63,initial aspirin — no . ( % ),C0004057;C0205265;C1279901;C1555582;C1705685
63,history of percutaneous coronary intervention,C1320647;C4554713
63,health habits,C0679786
63,femoral access — no . / total no . ( % ),C0015811
63,extent of disease  n ( % ),C0449279;C4553144
63,exposure,C0274281;C0332157
63,evaluable for acrnmbr at week nmbr  n,C1516986
63,european trial,C0008976;C0239307;C1535514
63,diuretic — no . / total no . ( % ),C0012798
63,demographic characteristics,C0683970
63,coexisting conditions,C0679225
63,circumflex,C1880089
63,chronic obstructive pulmonary disease,C0024117
63,cardiovascular medications  %,C0007220
63,cardiovascular medications,C0007220
63,aspirin but no ppi,C0004057
63,aspirin and ppi,C0004057
63,aspirin and other antiplatelet,C0004057
63,aspirin / other antiplatelet agents  n ( % ),C0004057
63,aspirin / antiplatelet,C0004057
63,apixaban,C1831808
63,aortic stenosis  n ( % ),C0003507
63,anti - ccp antibody positive,C0741132;C4318437
63,angiotensin receptor blocker and / or ace,C0034787;C1622222
63,american indian or alaska,C0002460
63,acute and delayed reaction,C0205178
62,neither glucocorticoids nor immunosuppressive agents,C0017710;C3540777;C3540778
62,glucocorticoids plus immunosuppressive agents,C0017710;C0021081;C3540777;C3540778
62,glucocorticoids and immunosuppressants,C0017710;C3540777;C3540778
61,weight ( kg / mnmbr ) [median ( nmbrth to nmbrth percentile ) ],C0022718;C0439209;C0549183;C0552346;C0876920;C2347635;C2348144;C2939193;C4054209
61,weight  median ( nmbrth — nmbrth percentiles )  kg,C0022718;C0439209;C0549183;C0552346;C0876920;C2347635;C2348144;C2939193;C4054209
61,weight  median ( interquartile range )  kg,C0005910;C0022718;C0043100;C0439209;C0549183;C0876920;C1305866;C1705104;C1711350;C2347635;C2348144;C2939193;C4054209
61,body mass index  median  ( nmbrth — nmbrth percentiles )  kg / mnmbr,C0005893;C0022718;C0439209;C0549183;C0578022;C0876920;C1264641;C1305855;C2347635;C2348144;C2939193;C4054209
61,body mass index  kg / mnmbr  median ( qnmbr  qnmbr ),C0005893;C0022718;C0439209;C0549183;C0578022;C0876920;C1305855;C2347635;C2348144;C2939193;C4054209
61,bmi ( kg / mnmbr ) [median ( nmbrth to nmbrth percentile ) ],C0022718;C0439209;C0549183;C0876920;C2347635;C2348144;C2923536;C2939193;C4054209
60,timi risk score nmbr - nmbr,C0035647;C0053917;C0449820;C1334884;C4050231;C4552904
60,tim nmbr nsk score,C0053917;C0449820;C1313407;C1334884;C3541335;C3711667;C3827754;C3890185;C4050231;C4319633
60,sf - nmbr score,C0037712;C0053917;C0449820;C1334884;C4050231
60,sf - nmbr ( health transition score ),C0037712;C0053917;C0376627;C0449820;C1334884;C4050231
60,score of > nmbr . nmbr — %,C0053917;C0449820;C1334884;C4050231
60,score distribution : < nmbr,C0053917;C0449820;C0520511;C1334884;C1704711;C4050231
60,score > nmbr %  % of patients,C0030705;C0053917;C0449820;C1334884;C4050231
60,haq - di score ( nmbr - nmbr ),C0053917;C0449820;C1334884;C3826998;C4050231;C4321476
60,framingham nmbr - year cv risk score,C0035647;C0053917;C0439234;C0439508;C0449820;C1334884;C3166866;C3538987;C4048877;C4050231;C4318503;C4552904
59,oral agents use,C0442027;C0450442;C1254351;C1521826;C4521986
59,diuretic agent,C0012798;C0450442;C1254351;C1521826
59,anyantianginal agent,C0450442;C1254351;C1521826
59,antihyperglycemic oral agent therapy,C0020616;C0039798;C0087111;C0442027;C0450442;C1254351;C1363945;C1521826;C4521986
59,> nmbr oral agents,C0053917;C0442027;C0450442;C1254351;C1334884;C1521826;C4521986
58,region of enrollment  no . ( % ),C0017446;C0205147;C1516879;C1696073;C3888021
58,region of enrollment  n ( % ) +,C0017446;C0205147;C1516879;C1696073;C3888021
58,reason for enrollment in active a — no . ( % ),C0392360;C1516879;C1696073;C3888021
58,enrollment in lmwh,C0019139;C1516879;C1696073;C3536766;C3888021
58,arb at enrollment,C1516879;C1696073;C3888021;C3888198
57,western europe hr ( nmbr % cl ),C0043129;C0053917;C0596019;C1334884
57,ratet ( nmbr % cl ),C0053917;C0596019;C1334884
57,percentage difference ( nmbr % cl ),C0053917;C0439165;C0596019;C1334884;C1549488;C1561533;C1705241;C1705242
57,odds ratio adj ( nmbr % cl ),C0001552;C0028873;C0053917;C0596019;C1334884;C2826286
57,north america hr ( nmbr % cl ),C0028405;C0053917;C0596019;C1334884
57,latin america hr ( nmbr % cl ),C0023122;C0053917;C0596019;C1334884
57,hazard ratio ( nmbr % cl ) nmbr . nmbr ( nmbr . nmbr  nmbr . nmbr ),C0053917;C0596019;C1334884;C2985465
57,asia - pacific hr ( nmbr % cl ),C0003980;C0053917;C0596019;C1334884
57,( nmbr % cl ) interaction,C0053917;C0596019;C1334884;C1704675
57,( %  nmbr % cl ),C0053917;C0596019;C1334884
56,tc / hdl - c ratio,C0039411;C0040642;C0041405;C0041698;C0456603;C1547037;C1824670;C3272447;C3715113;C4522122
56,tc / hdl - c,C0039411;C0040642;C0041405;C0041698;C1824670;C3272447;C3715113;C4522122
55,laboratory data,C0022877;C1511726;C3244292;C3245479;C3714741;C4283904
55,data missing or no drug given,C1511726;C1551393;C1705492;C3245479;C3272743;C3714741
55,data missing,C1511726;C3245479;C3714741
55,angiographic data,C0002978;C1511726;C3245479;C3714741
54,qualifying event — no . ( % ),C0441471;C1514624;C4019010
54,pioglitazone events / n ( % ),C0071097;C0441471;C3541888
54,management of event — no . ( % ),C0001554;C0376636;C0441471;C1273870;C3273539;C4019010
54,fibrinolytic for qualifying event,C0040044;C0441471;C1514624;C4019010
54,events  no .,C0441471;C3541888
54,event rates  %,C0441471;C0871208;C1521828;C4019010
54,event / total,C0439175;C0439810;C0441471;C4019010
54,cv event  years,C0439234;C0441471;C3538987;C4019010;C4048877;C4318503
54,any event,C0441471;C4019010
53,moderate thrombocytopenia ( < nmbrxnmbr / l ),C0040034;C0205081;C0392386;C1881878;C4049705;C4049706;C4085643;C4321335
53,moderate teaes,C0205081;C1881878;C4049705;C4049706;C4085643;C4321335
53,moderate risk,C0035647;C0205081;C1881878;C4049705;C4049706;C4085643;C4321335;C4552904
