,descriptor,terms
892,arms,"placebo ( n = nmbr ) ""-fish oil ( n = nmbr )-placebo ( n = nmbr )"
893,characteristic_level,"triglycerides ( mmol / l )-apolipoprotein b ( g / l )-apolipoprotein anmbr ( g / l )-hdl cholesterol ( mmol / l )-apolipoprotein b ( g / l ) ""-> nmbr - nmbr mmol / l-< nmbr - nmbr mmol / l-lipoprotein ( ) ( nmol / l )"
894,characteristic_name,"coronary artery disease-ldl cholesterol baseline ( mmol / l ) * ldl cholesterol screening-unbound pcsknmbr ( nmol / l )-age ( years )-hscrp ( nmol / l )-female sex-other lipid parameters ""-other lipid parameters"
895,arms,"evolocumab nmbr mg every nmbrweeks ( n = nmbr )-placebo monthly ( n = nmbr )-evolocumab nmbr mg monthly ( n = nmbr )-evolocumab nmbr mg monthly ( n = nmbr ) ""-placebo every nmbr weeks ( n = nmbr )"
896,measures,"duration diabetes , years-> = nmbr % < nmbr % ( > = nmbrand < nmbr mmol / mol )-white-african american-ppg , mg / dl-fpg , mg / dl-women-other-hbanmbrc , %-< nmbr % ( nmbr mmol / mol )-fasting c - peptide , ng / ml-age , years-asian-bmi , kg / mnmbr-ppg , mg / dl ""-egfr , * ml / min / nmbr . nmbr mnmbr-> = nmbr % ( nmbr mmol / mol )-hbanmbrc , mmol / mol"
898,characteristic_level,"> nmbr % < nmbr % ( > nmbr < nmbr mmol / mol )-< nmbr % ( < nmbr mmol / mol )-> nmbr % ( > nmbr mmol / mol )-< nmbr % ( < nmbr mmol / mol ) """
899,measures,"baseline mean ( sd ) , % [mmol / mol]-adjusted mean change baseline ( nmbr % ci ) , % [mmol / mol] ""-mean ( nmbr % ci ) difference vs saxa + dapa + met-n *-adjusted mean change baseline ( nmbr % ci ) , % [mmol / mol]"
900,arms,"dapa + met n = nmbr-saxa + met n = nmbr ""-saxa + dapa + met n = nmbr-saxa + met n = nmbr"
901,characteristic_level,"< nmbr ""-> nmbr-< nmbr"
902,measures,"baseline mean ( sd ) , % [mmol / mol]-adjusted mean change baseline ( nmbr % ci ) , % [mmol / mol] ""-mean ( nmbr % ci ) difference vs saxa + dapa + met-n *-adjusted mean change baseline ( nmbr % ci ) , % [mmol / mol]"
903,arms,"dapa + met n = nmbr-saxa + met n = nmbr ""-saxa + dapa + met n = nmbr-saxa + met n = nmbr"
904,characteristic_level,"< nmbr % ( nmbr mmol / mol ) ""-> nmbr % ( > nmbr mmol / mol )-> nmbr % < nmbr % ( > nmbr nmbr mmol / mol )-< nmbr % ( nmbr mmol / mol )"
905,measures,"baseline mean ( sd ) , % [mmol / mol]-proportion ( nmbr % ci ) adjusted baseline hbanmbrc , % ""-proportion ( nmbr % ci ) adjusted baseline hbanmbrc , %-mean ( nmbr % ci ) difference vs saxa + dapa + met-x / n *"
906,arms,"dapa + met n = nmbr-saxa + met n = nmbr ""-saxa + dapa + met n = nmbr-saxa + met n = nmbr"
907,arms,"abatacept plus mtx ( n = nmbr )-total ( n = nmbr )-abatacept monotherapy ( n = nmbr )-mtx ( n = nmbr )-total ( n = nmbr ) """
908,characteristic_name,"erosion-pain ( nmbr mm vas )-symptom duration ""-dasnmbr ( crp )-synovitis-symptom duration-osteitis-haq - di , number ( % )"
909,arms,"abatacept monotherapy ( n = nmbr )-mtx ( n = nmbr )-abatacept plus mtx ( n = nmbr )-abatacept monotherapy ( n = nmbr ) """
910,characteristic_name,"race / ethnicity , . ( % )-region enrollment , . ( % )-previous warfarin use , . ( % )-previous warfarin use , . ( % ) ""-chadsnmbr scoreb-classification af , . ( % )-score , . ( % )-onsetofaf , . ( % )-blood pressure , mean ( sd ) [range] , mm hg-risk factors stroke , . ( % )"
911,characteristic_level,"unknown-persistent-age , mean ( sd ) [range] , y-no estimate-hispanic / latino-europe-nmbr-paroxysmal-mean ( sd ) [range]-body mass index , mean ( sd ) [range]a-lv ejection fraction , mean ( sd ) [range] , %-white-history hypertension-united states-black / african american-diastolic-systolic-heart rate , mean ( sd ) [range] , beats / min-previous ischemic stroke ortia-asian-diabetes-male sex , . ( % )-nmbry-permanent-other-nmbry ""-age nmbr y-< nmbry-hawaiian pacific islander-congestive heart failure"
912,arms,"device group ( n = nmbr )-warfarin group ( n = nmbr ) ""-warfarin group ( n = nmbr )"
913,characteristic_name,"age-prior years taking warfarin ""-lv ejection fraction-prior years taking warfarin-sex-laa ostium-laa length-af pattern-history tia stroke-chadsnmbr score"
914,characteristic_level,"persistent-all patients-< nmbr-male-female-< nmbr y-nmbr-no-< nmbr ""-< median-> median ( nmbr % )-permanent-paroxysmal-yes-> nmbr-> nmbr y-> median ( nmbr mm )"
916,measures,". patients-no . events-no . events """
917,characteristic_name,"treatment characteristics-region-subject characteristics-treatment characteristics ""-indication pci"
918,characteristic_level,"venous graft-number treated vessels ""-bmi ( kg / mnmbr )-sirolimus - eluting-number treated vessels-paclitaxel - eluting-europe-australia / new zealand-hypertension-< nmbr-* * positive stress test-clopidogrel-left main-prasugrel-stroke / tia-age ( years )-number stents-diabetes mellitus-prior mi-everolimus - eluting-arterial graft-weight ( kg )-> nmbr des type-> nmbr-total stent length-lad-number treated lesions-nstemi-race - non - white-stemi-circumflex-female-rca-prior pci-lesion characteristics-* * * unstable angina-native coronary-prior cabg-= nmbr-stable angina-current cigarette smoker within past year-peripheral arterial disease-other-north america-hispanic latino-modified acc / aha lesion class bnmbr cj-congestive heart failure-zotarolimus - eluting"
919,arms,"placebo n = nmbr subjects-continued thienopyridine n = nmbr subjects-placebo n = nmbr subjects """
920,characteristic_name,"aspirin dose randomization-des type-age-region-thienopyridine type-bmi-sex-race-thienopyridine type """
921,characteristic_level,"clinical lesion rfs st-australia / new zealand-no prior ml-current tobacco use-prasugrel-no prior cabg-paclitaxel-clopiodogrel-< nmbr mg-> nmbr mg-overall-white-> = nmbr years-no prior pci-prior ml-any clinical lesion rf st-non - white-< nmbr years-european union-female-diabetes-zotarolimust-prior pci-< median-no current tobacco use-no diabetes-prior cabg-everolimus-sirolimus-north america-male-> = median-clopiodogrel """
923,characteristic_name,"clinical characteristics ""-clinical characteristics-demographics-baseline medical therapy"
924,characteristic_level,"hyperlipidemia-prior stemi-thienopyridine-drug - eluting stent-age , yrs-prior myocardial infarction-aspirin thienopyridine therapy-peripheral artery disease ""-white race-female-hypertension-weight < nmbr kg-current smoker-peripheral artery disease-aspirin-crcl baseline < nmbr ml / min-coronary artery bypass grafting-diabetes mellitus"
926,outcomes,"stroke ""-all stroke-all ischemic stroke-ischemic stroke without hemorrhagic conversior-ischemic stroke hemnrrhnaic cnnversinn"
927,arms,"+ thienopyridine ""-+ thienopyridine-- thienopyridine"
928,characteristic_level,"past smoking-peri - postmenopausal-high density lipoprotein ( mg / dl )-lipid lowering medication use-age ( years )-colorectal cancer-diabetes mellitus-non - colorectal cancer-family history cancera-history dyspepsia-family history premature chd-body mass index ( kg / mnmbr )-major gastro - intestinal bleeding-hormone replacement therapy use ""-systolic blood pressure ( mmhg )-total cholesterol ( mg / dl )-caucasian ethnicity-blood pressure lowering medication use-alcohol use ( > nmbr drink / wk )-never smoking-high sensitivity c - reactive protein ( mg / l )-age > nmbr years-major cardiovascular events-current smoking-hormone replacement therapy use-randomized aspirin use"
929,characteristic_name,"> nmbr % predicted arr ( n = nmbr )-> nmbr % predicted arr ( n = nmbr ) ""-> nmbr % < nmbr % predicted arr ( n = nmbr , nmbr )-total study population ( n = nmbr , nmbr )-< nmbr % predicted arr ( n = nmbr , nmbr )"
930,outcomes,"non - colorectal cancer-major gastro - intestinal bleeding-total-major cardiovascular event-total , adjusted weight nmbr . nmbr gastrointestinal bleeding-colorectal cancer ""-colorectal cancer"
932,measures,"annt bnnh ( nmbr % ci )-arr ( nmbr % ci )-annt bnnh ( nmbr % ci ) """
933,characteristic_name,"baseline fevnmbr % predicted-age , yr mean ( sd ) ""-total pack - years mean ( sd )-age , yr mean ( sd )-post - bronchodilator reversibility fevnmbr ( % ) mean ( sd )-female sex , n ( % )-smoking status , n ( % ) former-current"
934,arms,"ff / vi nmbr mg / nmbr mg ( n = nmbr )-ff / vi nmbr mg / nmbr mg ( n = nmbr ) ""-vi nmbr mg ( n = nmbr )"
935,characteristic_name,"previous pneumonia-bmi-sex-smoking status-gold stage-bmi """
936,characteristic_level,"> nmbr kg / mnmbr-i & ii : fevnmbr > nmbr % predicted-< nmbr-male-female-no-iii : fevnmbr > nmbr % - < nmbr % predicted-former smoker-iv : fevnmbr < nmbr % predicted-current smoker-> nmbr kg / mnmbr ""-yes-> nmbr-< nmbr kg / mnmbr"
937,other,"hr ( nmbr % ci )-hr ( nmbr % ci ) """
938,characteristic_name,"laboratory variables baseline ""-time intervals , h-angiographic data-risk factors-laboratory variables baseline"
939,characteristic_level,"total cholesterol > nmbr mg / dl-ecrcl , ml / min-hs - crp , mg / l-lymphocytes , nmbr / + il-previous ml-hypertension-symptom onset randomization-monocytes , nmbr / nl-glycemia , mg / dl-diabetes mellitus-randomization angiography-age , yrs-triglycerides , mg / dl-hdl cholesterol , mg / dl-active smoking-egfr , ml / min / mnmbr-hospital stay , days-ldl cholesterol , mg / dl-previous pci cabg-neutrophils , nmbr / nl-ck - mb , ng / ml-leukocytes , nmbr / nl-hemoglobin , mg / dl-serum creatinine , mg / dl-pci revascularization-age > nmbr yrs-ctn - l , ng / ml-ci - aki risk score-high - risk clinical features-baseline lvef , %-neutrophils , nmbr / nl ""-bmi , kg / mnmbr-multivessel disease-male"
940,characteristic_name,"baseline hs - crp tertiles ( mg / i]-baseline hs - crp tertiles ( mg / i] """
941,characteristic_level,"overall-nmbrnd > nmbr . nmbr / < nmbr . nmbr-nmbr st < nmbr . nmbr-nmbrrd > nmbr . nmbr ""-nmbrrd > nmbr . nmbr"
942,outcomes,"ischemic stroke-cv death , mi , ischemic stroke , hospitalization hf , coronary revascularization , ua-mi-hospitalization hf-cv death , mi , ischemic stroke-hospitalization hf ""-cv death"
944,outcomes,"ischemic stroke-ml-any new anti - hyperglycemic rx-primary renal endpoint-primary renal endpoint death-cv death , ml , ischemic stroke , hosp . hf , cor . revasc . , ua-hosp . hf-hosp . hf ""-cv death-cv death , ml , ischemic stroke-initiation insulin"
945,characteristic_level,"egfr > nmbr-ebria-egfr < nmbr ""-egfr nmbr - nmbr-major hypoglycemia-hosji fcrhypoglycemia-egfr < nmbr"
947,arms,"s-p-p """
948,characteristic_level,"egfr , nmbr ml / min / nmbr . nmbr mnmbr ( n = nmbr ) ""-egfr nmbr - nmbr ml / min / nmbr . nmbr mnmbr ( n = nmbr , nmbr )-egfr , nmbr ml / min / nmbr . nmbr mnmbr ( n = nmbr )-egfr . nmbr ml / min / nmbr . nmbr mnmbr ( n = nmbr , nmbr )"
949,arms,"placebo ""-saxagliptin-placebo"
950,measures,"total-worsened-no change-improved-total ""-p value *"
951,characteristic_name,"participants n-age years-gold stage #-co - morbidities-male-post - bronchodilator screening fevnmbr ml-baseline pulmonary medication-smoking status-pre - bronchodilator screening fevnmbr ml-post - bronchodilator screening fevnmbr ml """
952,arms,"tiotropium + olodaterol nmbr / nmbr mg-olodaterol nmbr mg-tiotropium nmbr . nmbr mg-olodaterol nmbr mg ""-tiotropium + olodaterol nmbr . nmbr / nmbr mg-tiotropium nmbrmg"
953,arms,"tiotropium + olodaterol nmbr / nmbr pg-tiotropium + olodaterol nmbr . nmbr / nmbr pg-tiotropium + olodaterol nmbr . nmbr / nmbr pg """
954,arms,"versus tiotropium nmbr . nmbr pg ""-common study baseline-versus tiotropium nmbr . nmbr pg-versus tiotropium + olodaterol nmbr . nmbr / nmbr pg-versus olodaterol nmbr pg-versus tiotropium nmbr pg"
955,outcomes,"fevi aucnmbr - nmbrl-fevi aucnmbr - nmbrl ""-trough fevi l"
956,characteristic_name,"ics usage ""-ics usage"
957,characteristic_level,"yes ""-yes-no"
958,characteristic_name,"race , n ( % ) ""-race , n ( % )-concomitant medications , n ( % )"
959,characteristic_level,"type nmbr diabetes duration , mean ( sd ) , years-age , mean ( sd ) , years-white-prior history cardiovascular disease , n ( % )-thiazide diuretics-fpg , mean ( sd ) , mg / dl [mmol / l]-antihypertensives-angiotensin receptor blocker / ace-white ""-dbp , mean ( sd ) , mmhg-bmi , mean ( sd ) , kg / mnmbr-weight , mean ( sd ) , kg-sbp , mean ( sd ) , mmhg-hbanmbrc , mean ( sd ) , % [mmol / mol]-female , n ( % )"
960,arms,"dapagliflozin nmbr mg / day ( n = nmbr )-dapagliflozin nmbr mg / day ( n = nmbr ) ""-placebo ( n = nmbr )"
961,characteristic_level,"hbanmbrc patients baseline hbanmbrc > nmbr % ( > nmbr mmol / mol ) , % [mmol / mol] , la , n baseline ( sd ) adjusted mean change ( nmbr % ci ) placebo - subtracted change ( se )-hbanmbrc patients baseline hbanmbrc < nmbr % ( < nmbr mmol / l ) , % [mmol / mol] , la , n baseline ( sd ) adjusted mean change ( nmbr % ci ) placebo - subtracted change ( se ) ""-hbanmbrc patients baseline hbanmbrc > nmbr % < nmbr % ( > nmbr < nmbr mmol / mol ) , % [mmol / mol] , la , n baseline ( sd ) adjusted mean change ( nmbr % ci ) placebo subtracted change ( se )-hbanmbrc patients baseline hbanmbrc < nmbr % ( < nmbr mmol / l ) , % [mmol / mol] , la , n baseline ( sd ) adjusted mean change ( nmbr % ci ) placebo - subtracted change ( se )"
962,arms,"dapagliflozin nmbr mg ( n = nmbr ) ""-dapagliflozin nmbr mg ( n = nmbr )-placebo ( n = nmbr )"
963,characteristic_name,"age , y-fc - ldl - c , friedewald - calculated-hdl - c , mg / dl-gender-use concomitant lipid - modifying therapy-race ""-type concomitant statin-fc - ldl - c , mg / dl-race"
964,characteristic_level,"mean ( sd )-diabetes , n ( % )-< nmbr , n ( % )-simvastatin , n ( % )-rosuvastatin , n ( % )-white , n ( % )-other , n ( % )-statin + fibrate or-statin , n ( % )-black , n ( % )-statin + ezetimibe , n ( % )-> nmbr , n ( % )-terol ; hdl - c , high - density lipoprotein cholesterol ;-other , n ( % ) ""-tg mg / dl , median ( sd )-atorvastatin , n ( % )-male , n ( % )-female , n ( % )"
965,arms,"anacetrapib nmbr mg ( n = nmbr )-placebo ( n = nmbr ) ""-placebo ( n = nmbr )"
966,characteristic_name,"current tobacco abuse , n ( % )-peripheral arterial disease , n ( % )-previous pci / cabg , n ( % )-baseline gfr < nmbr ml / min per nmbr . nmbr mnmbr , n ( % )-lipid - lowering agent-body mass index > nmbr , n ( % )-median age ( nmbr % , nmbr % ) , y-history heart failure , n ( % )-hypertension , n ( % )-lifestyle modifications-noninsulin therapy-body mass index > nmbr , n ( % ) ""-acei / arb-insulin therapy-aspirin-thienopyridine-women , n ( % )-hyperlipidemia , n ( % )"
968,outcomes,"hospitalization unstable angina-death ""-death-mi-cvd , mi , stroke-cvd mi-stroke-coronary revascularization-recurrent ischemia - urgent revascularization-cvd , mi , stroke , recurrent ischemia - urgent revascularization , hospitalization unstable angina-cv death-cvd , mi , stroke , recurrent ischemia - urgent revascularization"
969,characteristic_level,"diabetes mellitus ""-no diabetes mellitus-diabetes mellitus"
971,characteristic_level,"patients treated statins ( n = nmbr ) ""-patients treated statins ( n = nmbr )-patients treated statins ( n = nmbr )"
972,outcomes,"recurrent vte ( statin use vs non - use )-recurrent vte ( statin use vs non - use ) """
973,characteristic_level,"age < nmbr years-bmi < nmbr kg / mnmbr-crcl < nmbr ml / min-age > nmbr years-enoxaparin / vka-crcl > nmbr ml / min-rivaroxaban-cardiac disease-asa use baseline ""-female-male-no asa use baseline-no cardiac disease-asa use baseline-bmi > nmbr kg / mnmbr"
975,outcomes,"major bleeding ( statin use vs non - use )-major bleeding ( statin use vs non - use ) """
976,characteristic_level,"age < nmbr years-bmi < nmbr kg / mnmbr-crcl < nmbr ml / min-age > nmbr years-enoxaparin / vka-crcl > nmbr ml / min-rivaroxaban-cardiac disease-asa use baseline ""-female-male-no asa use baseline-no cardiac disease-asa use baseline-bmi > nmbr kg / mnmbr"
978,characteristic_name,"type concomitant statin daily dose-race-use concomitant lipid - lowering treatment-baseline lipid lipoprotein values ""-baseline lipid lipoprotein values"
979,characteristic_level,"coronary heart disease-hypertension-myocardial infarction-age ( years )-pravastatin nmbr mg-apo anmbr ( g / l )-age < nmbr years-white-atorvastatin nmbr mg-hdl - c ( mmol / l )-statin only-male sex-non - white-rosuvastatin nmbr mg-body - mass index ( kg / mj ) previous diagnosis-fluvastatin nmbr mg-simvastatin nmbr mg-diabetes-apo b ( g / l )-apo anmbr ( g / l ) ""-statin ezetimibe-lp ( ) ( pmol / l )-other-non - hdl - c ( mmol / l )-triglyceride ( mmol / l )-ldl - c * ( mmol / l )"
980,arms,"anacetrapib nmbrmg ( n = nmbr )-placebo ( n = nmbr ) ""-placebo ( n = nmbr )"
981,characteristic_name,"pharmacotherapy-bmi ( kg / mnmbr ) ""-bmi ( kg / mnmbr )"
982,arms,"placebo ( n = nmbr , nmbr )-saxagliptin ( n = nmbr , nmbr )-saxagliptin ( n = nmbr , nmbr ) """
983,outcomes,"heart failure-heart failure ""-unstable angina-initiation dialysis , renal transplantation , creatinine . nmbr . nmbr mg / dl ( nmbr mmol / l )-mi-end point-cv mortality-coronary revascularization-secondary *-all - cause mortality-non - cv mortality-nonfatal ischemic stroke-primary *-hypoglycemia"
985,arms,"ticagrelor , nmbr mg ( n = nmbr ) ""-ticagrelor , nmbr mg ( n = nmbr )-placebo ( n = nmbr )"
986,characteristic_name,"history diabetes-aspirin dose-region-time qualifying myocardial infarction-multivessel disease-non - endstage renal dysfunction *-second prior mi-sex-race-history pci-age randomization-weight-qualifying myocardial infarction-region """
987,characteristic_level,"renal dysfunction-unknown-age > nmbr-> nmbr years-age < nmbr-europe-second mi-south america ""-< nmbr mg-> nmbr mg-no prior pci-< median ( nmbr kg )-< nmbr years-> median ( nmbr kg )-caucasian-non - caucasian-nstemi-stemi-asia-female-diabetes-prior pci-renal dysfunction-all patients-no diabetes-no multivessel disease-north america-male-multivessel disease-no second mi-south america"
988,characteristic_name,"treated vessel-minimum stent diameter-thienopyridine randomization-type des index procedure-indication pci ""-indication pci-patients"
989,characteristic_level,"unstable angina-vein graft stented-more nmbr vessels stented-venous graft-in - stent restenosis-hypertension-bmi-no . treated vessels-stroke tia-< nmbr mm-clopidogrel-myocardial infarction-prasugrel-paclitaxel-age ( years )-left main-heavy calcification-diabetes mellitus-non - white race-unprotected left main stented-any risk factor stent thrombosis-> nmbr type-no . treated lesions-thrombus - containing lesion-more nmbr lesions per vessel-total stent length - mm-no . stents-arterial graft-weight ( kg )-cigarette smoker-left anterior descending-> nmbr mm-nstemi-right-stemi-renal insufficiency failure-circumflex-prior brachytherapy-female-in - stent restenosis des-prior pci-prior cabg-lesion length > nmbr mm-extreme tortuosity-stable angina-prior myocardial infarction-des-peripheral arterial disease-other-bifurcation lesion-sirolimus-zotarolimus-lesions-native coronary - artery lesions-modified acc aha lesion class bnmbr c-everolimus-stable angina ""-congestive heart failure-lvef < nmbr %"
990,characteristic_level,"myocardial infarction presentation ( n = nmbr )-no myocardial infarction presentation ( n = nmbr ) ""-no myocardial infarction presentation ( n = nmbr )"
991,arms,"placebo n = nmbr ""-thienopyridine n = nmbr-placebo n = nmbr"
992,characteristic_name,"antiplatelet therapy-selected clinical characteristics , n ( % ) ""-demographic characteristics-selected clinical characteristics , n ( % )-qualifying type atherosclerosis , n ( % )"
993,characteristic_level,"hyperlipidemia-hypertension-myocardial infarction-current smoker-any established peripheral arterial disease-aspirin-ace inhibitors arb-diabetes mellitus-age > nmbr years , n ( % )-white race , n ( % )-age ( ) , median ( nmbrth nmbrth percentiles )-any established coronary artery disease-any established peripheral arterial disease ""-female , n ( % )-estimated glomerular filtration rate < nmbr ml / min per nmbr . nmbr mnmbr-prior coronary revascularization-prior pci-peripheral artery disease-thienopyridine-peripheral revascularization-prior cabg-lipid - lowering medications"
994,arms,"placebo ( n = nmbr nmbr ) ""-vorapaxar ( n = nmbr nmbr )-placebo ( n = nmbr nmbr )"
995,characteristic_level,"europe ii-europe ii ""-australia / nz-> = nmbr-asia-north america-latin america-< nmbr-female-male-no-> = nmbr kg-europe i-yes-< nmbr kg"
996,characteristic_name,"prior stent-age-region-diabetes-planned thienopyridine baseline-egfr ( ml / min / nmbr . nmbrmnmbr )-sex-weight-region """
998,characteristic_name,"qualifying cv event , n ( % )-time recent qualifying-race , n ( % ) ""-concomitant medications , * n ( % )-type treatment , n ( % )-race , n ( % )-duration hypertension , n ( % )-oads , n ( % )"
999,characteristic_level,"antihypertensive-coronary heart disease-cv event , years-bw , mean ( sd ) , kg-stroke tia-$ nmbrand , nmbr years-not reported-nmbr-oad-subjects $ nmbr years age , n ( % )-age , mean ( sd ) , years-white-subjects , nmbr years age , n ( % )-female sex , n ( % )-black / african american-seated sbp , mean ( sd ) , mmhg-oad plus insulin-white ""-acetylsalicylic acid-asian-insulin only-seated dbp , mean ( sd ) , mmhg-peripheral artery disease-aceis / arbs-daily insulin dose , mean ( sd ) , iu-diuretics-type nmbr diabetes duration , years-other-lipid - lowering medications-, nmbr years-loop diuretics-fpg , mean ( sd ) , mmol / l-$ nmbr years-. nmbr-bmi , mean ( sd ) , kg / mnmbr-hbanmbrc , mean ( sd ) , % [mmol / mol]"
1000,arms,"dapagliflozin nmbr mg group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr ) ""-placebo group ( n = nmbr )"
1002,arms,"aiirocumab ( n = nmbr )-aiirocumab ( n = nmbr ) """
1003,characteristic_name,"ethnicity-moderate ckd randomization-diabetes randomization-history ml ischemic stroke-age-gender-statin treatment-bmi-other llt randomization-race-bmi """
1004,characteristic_name,"antihypertensive-antiplatelet-qualifying hbanmbrc ( % )-antihyperglycemic-duration diabetes ( years ) ""-cigarette smoking-race / ethnicity-duration diabetes ( years ) t-urinary albumin : creatinine ratio ( mg / g )-lipid lowering"
1005,arms,"n = nmbr , nmbr-placebo n = nmbr-sitagliptin n = nmbr-sitagliptin n = nmbr """
1006,characteristic_name,"region-calcium channel blockers-diabetes duration subgroups-renal function subgroups-medications taken time randomization statins-aspirin-prior congestive heart failure-systolic blood pressure subgroups-insulin ""-sulfonylurea-metformin-history hypertension-ace inhibitors angiotensin receptor blockers-thiazolidinedione ( includes pioglitazone )-cigarette smoking status-hbanmbrc subgroups-sex-diuretics-age subgroups-race-insulin-beta blockers-diastolic blood pressure subgroups"
1007,measures,"hazard ratio ""-interaction p - value-nmbr % cl-n / n-hazard ratio"
1008,outcomes,"rec . ischemia requiring revasc-ml-rec . ischemia leading hasp-rec . ischemia due worsening angina-primary ep ( cvd / mi / ri )-rec . ischemia due ecg changes-rec . ischemia requiring revasc "" ; na-cv death-recurrent ischemia"
1009,characteristic_level,"pci-pci-no pci ""-no pa-no po-pa"
1010,characteristic_name,"medication , n ( % ) ""-cat score category-copd exacerbation history , n ( % )-gold nmbr groups-medication , n ( % )-mmrc grade-race , n ( % )-copd severity , n ( % )"
1011,characteristic_level,"postbronchodilator fevnmbr , l-nmbr-bdi focal score-nmbr - nmbr ( moderate )-nmbr - nmbr ( severe )-sgrq total score-age , years-nmbr - nmbr ( severe )-> nmbr-caucasian-gold d-moderate-postbronchodilator fevnmbr / fvc , %-asian-duration copd , years-postbronchodilator fevnmbr reversibility , %-missing-ics users baseline , n ( % ) ""-current smokers , n ( % )-severe-other-postbronchodilator fevnmbr , % predicted-patients prior copd - related-nmbr - nmbr ( mild )-ics users baseline , n ( % )-cat score-sex , male , n ( % )-mild-gold b"
1012,arms,"sfc nmbr / nmbr | ig bid n = nmbr-sfc nmbr / nmbr | ig bid n = nmbr ""-qvanmbr nmbr / nmbr | ig od n = nmbr"
1013,characteristic_name,"copd severity : severe / severe-overall-age ( years ) : nmbr - < nmbr-age ( years ) : > nmbr-smoking history : current smoker-baseline ics use : yes-smoking history : current smoker ""-smoking history : ex - smoker-age ( years ) : < nmbr-copd exacerbation : yes-copd severity : mild / moderate-copd exacerbation : no-baseline ics use :"
1015,characteristic_level,"white-other *-asian-black / african american-black / african american """
1016,characteristic_name,"body weight , mean = sd , kg-sbp , mean = sd , mmhg-egfr , mean = sd , ml / min / nmbr . nmbr mnmbr-hbanmbrc , mean = sd , %-female , n ( % ) ""-race , n ( % )-age , mean = sd , years-male , n ( % )-female , n ( % )"
1017,arms,"total ( n = nmbr )-cana nmbr mg ( n = nmbr )-placebo ( n = nmbr )-cana nmbrmg ( n = nmbr )-total ( n = nmbr ) """
1018,outcomes,"ldl - cz-ldl - c / hdl - cx-non - hdl - c *-hdl - cy-ldl - c / hdl - cx ""-triglycerides * *"
1019,measures,"baseline . mean _ sd . mg / mg-ls mean % change baseline _ se-baseline . mean _ sd , mg / dl-baseline . mean _ sd . mg / mg ""-baseline . mean _ sd . mg / dl"
1020,characteristic_level,"white-asian ""-other *-asian-black / african american"
1021,arms,"cana nmbr mg ""-pbo-cana nmbr mg"
1022,arms,"placebo ( n = nmbr ) ""-liraglutide ( n = nmbr )-placebo ( n = nmbr )"
1023,characteristic_level,"bmi ( nmbr . nmbr ; nmbr . nmbr )-pooled analysis-bmi > = nmbr-bmi ( nmbr . nmbr ; nmbr . nmbr ) """
1024,measures,"pooled analysis-pooled analysis ""-estimated means difference"
1026,characteristic_level,"bmi ( nmbr . nmbr ; nmbr . nmbr )-pooled analysis-bmi > nmbr-bmi ( nmbr . nmbr ; nmbr . nmbr ) """
1027,measures,"pooled analysis-pooled analysis ""-estimated response rate odds ratio"
1028,arms,"estimated odds ratio-estimated odds ratio ""-placebo mean ( n )-liraglutide nmbr . nmbr mg mean ( n )"
1029,characteristic_level,"bmi ( nmbr . nmbr ; nmbr . nmbr )-bmi > nmbr-bmi ( nmbr . nmbr ; nmbr . nmbr ) """
1030,measures,"nmbr . nmbr ""-nmbr . nmbr-nmbr . nmbr % ( nmbr )"
1031,arms,"nmbr . nmbr ""-nmbr . nmbr-nmbr . nmbr % ( nmbr )"
1032,characteristic_name,"number previous anti - tnf treatments psoriatic arthritis-patients specific disease characteristics ""-baseline disease quality - - life scores-patients specific disease characteristics-ethnic origin"
1033,characteristic_level,"unknown-pain ( vas )-dactylitis count-pasi < nmbr *-systemic glucocorticoid use randomisation-nmbr-age ( years )-pasi *-white-women-nmbr nmbr-dactylitis-methotrexate use randomisation-enthesitis ""-weight ( kg )-tender joint count ( nmbr joints )-enthesitis-psoriasis body surface area > nmbr %-asian-physician ' global assessment ( vas )-black-sfnmbr - pcs-dasnmbr - crp-enthesitis count-pasi score > nmbr *-other-haq - di-patient ' global assessment ( vas )-swollen joint count ( nmbr joints )"
1034,arms,"secukinumab nmbr mg ( n = nmbr )-placebo ( n = nmbr ) ""-placebo ( n = nmbr )"
1035,characteristic_level,"anti - tnf - naive patients-anti - tnf - naive patients ""-anti - tnf - ir patients"
1036,outcomes,"acrnmbr response ""-acrnmbr response-pasinmbr response }"
1037,arms,"secukinumab nmbr mg-secukinumab nmbr mg ""-placebo"
1038,measures,"value *-p value versus placebo-odds ratio versus placebo ( nmbr % ci )-value * """
1039,characteristic_name,"< nmbr months , n ( % )-bmi ( kg / mnmbr )-negative ( < nmbr . nmbr ) , n ( % )-steroid use baseline , n ( % )-age ( years )-ptgada ( mm )-joint space narrowing score-phgada ( mm )-haq - di score-average weekly mtx dose ( mg / week )-dasnmbr ( esr )-erosion score-weight ( kg )-sdai-erosion score ""-female , n ( % )-bone erosion ( judged physician ) , n ( % )-nmbr - < nmbr months , n ( % )-mtss-esr ( mm / h )-mmp - nmbr ( ng / ml ) *-tjc ( / nmbr joints )-high titre ( > nmbr times uln ) , n ( % )-titre ( u / ml ) t-ra duration ( months ) *-anti - ccp antibody positive , n ( % )-previous dmards use , n ( % )-rf positive , n ( % )-nmbr - nmbr months , n ( % )-crp ( mg / dl )-sjc ( / nmbr joints )"
