,descriptor,terms
912,arms,"device group ( n = nmbr )-warfarin group ( n = nmbr )-warfarin group ( n = nmbr ) """
913,characteristic_name,"chadsnmbr score-lv ejection fraction-laa ostium-laa length-af pattern-prior years taking warfarin ""-history tia stroke-prior years taking warfarin-age-sex"
914,characteristic_level,"male-nmbr-paroxysmal-yes-no-< nmbr y-> median ( nmbr mm )-all patients-> nmbr-persistent-< nmbr ""-female-permanent-< median-< nmbr-> nmbr y-> median ( nmbr % )"
916,measures,". events-no . events ""-no . patients"
917,characteristic_name,"treatment characteristics-subject characteristics-indication pci-region-treatment characteristics """
918,characteristic_level,"congestive heart failure-number treated vessels ""-other-north america-zotarolimus - eluting-number treated lesions-* * positive stress test-europe-> nmbr-total stent length-everolimus - eluting-paclitaxel - eluting-> nmbr des type-native coronary-stemi-stroke / tia-stable angina-race - non - white-number treated vessels-diabetes mellitus-left main-current cigarette smoker within past year-lad-arterial graft-modified acc / aha lesion class bnmbr cj-bmi ( kg / mnmbr )-venous graft-rca-prior pci-number stents-age ( years )-hispanic latino-peripheral arterial disease-female-sirolimus - eluting-weight ( kg )-prasugrel-= nmbr-prior mi-lesion characteristics-nstemi-clopidogrel-* * * unstable angina-australia / new zealand-prior cabg-< nmbr-circumflex-hypertension"
919,arms,"placebo n = nmbr subjects-placebo n = nmbr subjects ""-continued thienopyridine n = nmbr subjects"
920,characteristic_name,"thienopyridine type ""-aspirin dose randomization-des type-region-age-bmi-thienopyridine type-race-sex"
921,characteristic_level,"current tobacco use-non - white-north america-no current tobacco use-no prior ml-everolimus-< median-male-> = median-> = nmbr years-prior ml-clopiodogrel ""-overall-white-any clinical lesion rf st-no diabetes-clopiodogrel-no prior cabg-zotarolimust-european union-> nmbr mg-< nmbr years-prior pci-paclitaxel-no clinical lesion rfs st-female-sirolimus-prasugrel-diabetes-australia / new zealand-prior cabg-no prior pci-< nmbr mg"
923,characteristic_name,"clinical characteristics-baseline medical therapy-demographics-clinical characteristics """
924,characteristic_level,"drug - eluting stent-peripheral artery disease ""-prior myocardial infarction-coronary artery bypass grafting-weight < nmbr kg-crcl baseline < nmbr ml / min-prior stemi-aspirin-current smoker-diabetes mellitus-peripheral artery disease-thienopyridine-female-age , yrs-aspirin thienopyridine therapy-hyperlipidemia-white race-hypertension"
926,outcomes,"stroke ""-ischemic stroke without hemorrhagic conversior-all stroke-ischemic stroke hemnrrhnaic cnnversinn-all ischemic stroke"
927,arms,"+ thienopyridine-- thienopyridine-+ thienopyridine """
928,characteristic_level,"past smoking-alcohol use ( > nmbr drink / wk )-non - colorectal cancer-age > nmbr years-peri - postmenopausal-diabetes mellitus-high sensitivity c - reactive protein ( mg / l )-blood pressure lowering medication use-total cholesterol ( mg / dl )-history dyspepsia-hormone replacement therapy use ""-family history cancera-never smoking-high density lipoprotein ( mg / dl )-major gastro - intestinal bleeding-hormone replacement therapy use-systolic blood pressure ( mmhg )-age ( years )-caucasian ethnicity-colorectal cancer-family history premature chd-randomized aspirin use-current smoking-body mass index ( kg / mnmbr )-lipid lowering medication use-major cardiovascular events"
929,characteristic_name,"< nmbr % predicted arr ( n = nmbr , nmbr )-total study population ( n = nmbr , nmbr )-> nmbr % predicted arr ( n = nmbr )-> nmbr % predicted arr ( n = nmbr ) ""-> nmbr % < nmbr % predicted arr ( n = nmbr , nmbr )"
930,outcomes,"major gastro - intestinal bleeding-major cardiovascular event-colorectal cancer ""-total , adjusted weight nmbr . nmbr gastrointestinal bleeding-colorectal cancer-total-non - colorectal cancer"
932,measures,"annt bnnh ( nmbr % ci ) ""-arr ( nmbr % ci )-annt bnnh ( nmbr % ci )"
933,characteristic_name,"female sex , n ( % )-age , yr mean ( sd )-smoking status , n ( % ) former-current-total pack - years mean ( sd )-age , yr mean ( sd ) ""-baseline fevnmbr % predicted-post - bronchodilator reversibility fevnmbr ( % ) mean ( sd )"
934,arms,"vi nmbr mg ( n = nmbr )-ff / vi nmbr mg / nmbr mg ( n = nmbr ) ""-ff / vi nmbr mg / nmbr mg ( n = nmbr )"
935,characteristic_name,"smoking status-bmi-bmi ""-gold stage-previous pneumonia-sex"
936,characteristic_level,"< nmbr kg / mnmbr-male-no-iv : fevnmbr < nmbr % predicted-yes-i & ii : fevnmbr > nmbr % predicted-current smoker-> nmbr-> nmbr kg / mnmbr ""-former smoker-female-iii : fevnmbr > nmbr % - < nmbr % predicted-< nmbr-> nmbr kg / mnmbr"
937,other,"hr ( nmbr % ci ) ""-hr ( nmbr % ci )"
938,characteristic_name,"angiographic data-risk factors-laboratory variables baseline ""-time intervals , h-laboratory variables baseline"
939,characteristic_level,"lymphocytes , nmbr / + il-ctn - l , ng / ml-previous pci cabg-ci - aki risk score-hdl cholesterol , mg / dl-monocytes , nmbr / nl-active smoking-male-neutrophils , nmbr / nl-hospital stay , days-hemoglobin , mg / dl-diabetes mellitus-glycemia , mg / dl-triglycerides , mg / dl-age , yrs-randomization angiography-multivessel disease-previous ml-total cholesterol > nmbr mg / dl-baseline lvef , %-leukocytes , nmbr / nl-ldl cholesterol , mg / dl-pci revascularization-serum creatinine , mg / dl-egfr , ml / min / mnmbr-high - risk clinical features-ecrcl , ml / min-bmi , kg / mnmbr-ck - mb , ng / ml-neutrophils , nmbr / nl ""-symptom onset randomization-hs - crp , mg / l-age > nmbr yrs-hypertension"
940,characteristic_name,"baseline hs - crp tertiles ( mg / i] ""-baseline hs - crp tertiles ( mg / i]"
941,characteristic_level,"nmbrnd > nmbr . nmbr / < nmbr . nmbr-nmbrrd > nmbr . nmbr-overall-nmbr st < nmbr . nmbr-nmbrrd > nmbr . nmbr """
942,outcomes,"cv death-mi-ischemic stroke-hospitalization hf-hospitalization hf ""-cv death , mi , ischemic stroke-cv death , mi , ischemic stroke , hospitalization hf , coronary revascularization , ua"
944,outcomes,"cv death-initiation insulin-cv death , ml , ischemic stroke , hosp . hf , cor . revasc . , ua-cv death , ml , ischemic stroke-primary renal endpoint death-ischemic stroke-hosp . hf-ml-any new anti - hyperglycemic rx-hosp . hf ""-primary renal endpoint"
945,characteristic_level,"egfr < nmbr ""-egfr > nmbr-egfr < nmbr-hosji fcrhypoglycemia-major hypoglycemia-egfr nmbr - nmbr-ebria"
947,arms,"p-s-p """
948,characteristic_level,"egfr . nmbr ml / min / nmbr . nmbr mnmbr ( n = nmbr , nmbr )-egfr nmbr - nmbr ml / min / nmbr . nmbr mnmbr ( n = nmbr , nmbr )-egfr , nmbr ml / min / nmbr . nmbr mnmbr ( n = nmbr )-egfr , nmbr ml / min / nmbr . nmbr mnmbr ( n = nmbr ) """
949,arms,"placebo-saxagliptin-placebo """
950,measures,"worsened-total ""-p value *-no change-total-improved"
951,characteristic_name,"male-post - bronchodilator screening fevnmbr ml-smoking status-post - bronchodilator screening fevnmbr ml ""-participants n-gold stage #-baseline pulmonary medication-pre - bronchodilator screening fevnmbr ml-co - morbidities-age years"
952,arms,"tiotropium nmbr . nmbr mg-olodaterol nmbr mg ""-tiotropium + olodaterol nmbr / nmbr mg-olodaterol nmbr mg-tiotropium + olodaterol nmbr . nmbr / nmbr mg-tiotropium nmbrmg"
953,arms,"tiotropium + olodaterol nmbr . nmbr / nmbr pg-tiotropium + olodaterol nmbr / nmbr pg-tiotropium + olodaterol nmbr . nmbr / nmbr pg """
954,arms,"versus tiotropium + olodaterol nmbr . nmbr / nmbr pg-versus tiotropium nmbr pg-common study baseline-versus tiotropium nmbr . nmbr pg-versus olodaterol nmbr pg-versus tiotropium nmbr . nmbr pg """
955,outcomes,"trough fevi l-fevi aucnmbr - nmbrl ""-fevi aucnmbr - nmbrl"
956,characteristic_name,"ics usage-ics usage """
957,characteristic_level,"no-yes ""-yes"
958,characteristic_name,"race , n ( % ) ""-race , n ( % )-concomitant medications , n ( % )"
959,characteristic_level,"thiazide diuretics-white ""-age , mean ( sd ) , years-hbanmbrc , mean ( sd ) , % [mmol / mol]-prior history cardiovascular disease , n ( % )-bmi , mean ( sd ) , kg / mnmbr-antihypertensives-white-dbp , mean ( sd ) , mmhg-type nmbr diabetes duration , mean ( sd ) , years-fpg , mean ( sd ) , mg / dl [mmol / l]-weight , mean ( sd ) , kg-female , n ( % )-angiotensin receptor blocker / ace-sbp , mean ( sd ) , mmhg"
960,arms,"placebo ( n = nmbr )-dapagliflozin nmbr mg / day ( n = nmbr ) ""-dapagliflozin nmbr mg / day ( n = nmbr )"
961,characteristic_level,"hbanmbrc patients baseline hbanmbrc > nmbr % ( > nmbr mmol / mol ) , % [mmol / mol] , la , n baseline ( sd ) adjusted mean change ( nmbr % ci ) placebo - subtracted change ( se )-hbanmbrc patients baseline hbanmbrc > nmbr % < nmbr % ( > nmbr < nmbr mmol / mol ) , % [mmol / mol] , la , n baseline ( sd ) adjusted mean change ( nmbr % ci ) placebo subtracted change ( se )-hbanmbrc patients baseline hbanmbrc < nmbr % ( < nmbr mmol / l ) , % [mmol / mol] , la , n baseline ( sd ) adjusted mean change ( nmbr % ci ) placebo - subtracted change ( se )-hbanmbrc patients baseline hbanmbrc < nmbr % ( < nmbr mmol / l ) , % [mmol / mol] , la , n baseline ( sd ) adjusted mean change ( nmbr % ci ) placebo - subtracted change ( se ) """
962,arms,"placebo ( n = nmbr )-dapagliflozin nmbr mg ( n = nmbr ) ""-dapagliflozin nmbr mg ( n = nmbr )"
963,characteristic_name,"hdl - c , mg / dl-use concomitant lipid - modifying therapy-age , y-race ""-type concomitant statin-fc - ldl - c , mg / dl-fc - ldl - c , friedewald - calculated-gender-race"
964,characteristic_level,"mean ( sd )-tg mg / dl , median ( sd )-male , n ( % )-rosuvastatin , n ( % )-other , n ( % ) ""-atorvastatin , n ( % )-< nmbr , n ( % )-black , n ( % )-other , n ( % )-> nmbr , n ( % )-terol ; hdl - c , high - density lipoprotein cholesterol ;-diabetes , n ( % )-simvastatin , n ( % )-female , n ( % )-white , n ( % )-statin + fibrate or-statin , n ( % )-statin + ezetimibe , n ( % )"
965,arms,"placebo ( n = nmbr )-anacetrapib nmbr mg ( n = nmbr )-placebo ( n = nmbr ) """
966,characteristic_name,"body mass index > nmbr , n ( % )-hyperlipidemia , n ( % )-median age ( nmbr % , nmbr % ) , y-acei / arb-noninsulin therapy-aspirin-body mass index > nmbr , n ( % ) ""-insulin therapy-women , n ( % )-history heart failure , n ( % )-thienopyridine-hypertension , n ( % )-peripheral arterial disease , n ( % )-previous pci / cabg , n ( % )-current tobacco abuse , n ( % )-lipid - lowering agent-lifestyle modifications-baseline gfr < nmbr ml / min per nmbr . nmbr mnmbr , n ( % )"
968,outcomes,"cvd , mi , stroke-recurrent ischemia - urgent revascularization-hospitalization unstable angina-cv death-coronary revascularization-cvd mi-death-cvd , mi , stroke , recurrent ischemia - urgent revascularization , hospitalization unstable angina-death ""-mi-cvd , mi , stroke , recurrent ischemia - urgent revascularization-stroke"
969,characteristic_level,"diabetes mellitus-no diabetes mellitus-no diabetes mellitus """
971,characteristic_level,"patients treated statins ( n = nmbr )-patients treated statins ( n = nmbr ) ""-patients treated statins ( n = nmbr )"
972,outcomes,"recurrent vte ( statin use vs non - use ) ""-recurrent vte ( statin use vs non - use )"
973,characteristic_level,"age > nmbr years-male-bmi < nmbr kg / mnmbr-asa use baseline-rivaroxaban-cardiac disease-enoxaparin / vka-age < nmbr years-crcl > nmbr ml / min-female-crcl < nmbr ml / min-bmi > nmbr kg / mnmbr-no cardiac disease-asa use baseline ""-no asa use baseline"
975,outcomes,"major bleeding ( statin use vs non - use )-major bleeding ( statin use vs non - use ) """
976,characteristic_level,"age > nmbr years-male-bmi < nmbr kg / mnmbr-asa use baseline-rivaroxaban-cardiac disease-enoxaparin / vka-age < nmbr years-crcl > nmbr ml / min-female-crcl < nmbr ml / min-bmi > nmbr kg / mnmbr-no cardiac disease-asa use baseline ""-no asa use baseline"
978,characteristic_name,"type concomitant statin daily dose-baseline lipid lipoprotein values ""-baseline lipid lipoprotein values-use concomitant lipid - lowering treatment-race"
979,characteristic_level,"other-non - white-hdl - c ( mmol / l )-age < nmbr years-statin only-rosuvastatin nmbr mg-apo b ( g / l )-lp ( ) ( pmol / l )-white-atorvastatin nmbr mg-non - hdl - c ( mmol / l )-triglyceride ( mmol / l )-apo anmbr ( g / l ) ""-simvastatin nmbr mg-fluvastatin nmbr mg-statin ezetimibe-age ( years )-male sex-ldl - c * ( mmol / l )-pravastatin nmbr mg-apo anmbr ( g / l )-myocardial infarction-body - mass index ( kg / mj ) previous diagnosis-diabetes-coronary heart disease-hypertension"
980,arms,"anacetrapib nmbrmg ( n = nmbr )-placebo ( n = nmbr ) ""-placebo ( n = nmbr )"
981,characteristic_name,"bmi ( kg / mnmbr ) ""-pharmacotherapy-bmi ( kg / mnmbr )"
982,arms,"saxagliptin ( n = nmbr , nmbr )-placebo ( n = nmbr , nmbr )-saxagliptin ( n = nmbr , nmbr ) """
983,outcomes,"unstable angina-coronary revascularization-primary *-cv mortality-heart failure-hypoglycemia-end point-nonfatal ischemic stroke-all - cause mortality-mi-heart failure ""-non - cv mortality-initiation dialysis , renal transplantation , creatinine . nmbr . nmbr mg / dl ( nmbr mmol / l )-secondary *"
985,arms,"placebo ( n = nmbr )-ticagrelor , nmbr mg ( n = nmbr ) ""-ticagrelor , nmbr mg ( n = nmbr )"
986,characteristic_name,"aspirin dose-second prior mi-age randomization-history pci-qualifying myocardial infarction-sex-time qualifying myocardial infarction-region-non - endstage renal dysfunction *-region ""-weight-multivessel disease-race-history diabetes"
987,characteristic_level,"multivessel disease-north america-south america ""-all patients-europe-< median ( nmbr kg )-south america-> nmbr years-male-stemi-age < nmbr-non - caucasian-age > nmbr-no diabetes-multivessel disease-no renal dysfunction-> nmbr mg-< nmbr years-prior pci-caucasian-> median ( nmbr kg )-female-second mi-renal dysfunction-asia-unknown-diabetes-nstemi-no prior pci-< nmbr mg-no second mi"
988,characteristic_name,"type des index procedure-thienopyridine randomization-treated vessel-minimum stent diameter-indication pci-indication pci ""-patients"
989,characteristic_level,"congestive heart failure-no . stents-unstable angina-other-bifurcation lesion-stroke tia-right-everolimus-any risk factor stent thrombosis-> nmbr type-> nmbr mm-lesions-stemi-stable angina ""-stable angina-extreme tortuosity-more nmbr lesions per vessel-diabetes mellitus-total stent length - mm-left main-no . treated vessels-bmi-more nmbr vessels stented-unprotected left main stented-modified acc aha lesion class bnmbr c-thrombus - containing lesion-renal insufficiency failure-lesion length > nmbr mm-prior myocardial infarction-< nmbr mm-vein graft stented-venous graft-arterial graft-in - stent restenosis-prior pci-non - white race-paclitaxel-heavy calcification-zotarolimus-age ( years )-lvef < nmbr %-in - stent restenosis des-peripheral arterial disease-female-cigarette smoker-sirolimus-weight ( kg )-left anterior descending-prasugrel-myocardial infarction-native coronary - artery lesions-des-nstemi-prior brachytherapy-clopidogrel-prior cabg-no . treated lesions-circumflex-hypertension"
990,characteristic_level,"myocardial infarction presentation ( n = nmbr )-no myocardial infarction presentation ( n = nmbr )-no myocardial infarction presentation ( n = nmbr ) """
991,arms,"thienopyridine n = nmbr-placebo n = nmbr ""-placebo n = nmbr"
992,characteristic_name,"qualifying type atherosclerosis , n ( % )-demographic characteristics-antiplatelet therapy-selected clinical characteristics , n ( % ) ""-selected clinical characteristics , n ( % )"
993,characteristic_level,"age > nmbr years , n ( % )-white race , n ( % )-aspirin-estimated glomerular filtration rate < nmbr ml / min per nmbr . nmbr mnmbr-peripheral artery disease-thienopyridine-ace inhibitors arb-hyperlipidemia-any established peripheral arterial disease ""-any established peripheral arterial disease-diabetes mellitus-prior coronary revascularization-current smoker-prior pci-age ( ) , median ( nmbrth nmbrth percentiles )-peripheral revascularization-any established coronary artery disease-myocardial infarction-lipid - lowering medications-female , n ( % )-prior cabg-hypertension"
994,arms,"vorapaxar ( n = nmbr nmbr )-placebo ( n = nmbr nmbr )-placebo ( n = nmbr nmbr ) """
995,characteristic_level,"male-no-europe i-> = nmbr kg-yes-latin america-asia-north america-europe ii-< nmbr kg-australia / nz-female-< nmbr-> = nmbr-europe ii """
996,characteristic_name,"egfr ( ml / min / nmbr . nmbrmnmbr )-diabetes-region ""-region-planned thienopyridine baseline-age-weight-prior stent-sex"
998,characteristic_name,"type treatment , n ( % )-race , n ( % ) ""-duration hypertension , n ( % )-qualifying cv event , n ( % )-concomitant medications , * n ( % )-oads , n ( % )-race , n ( % )-time recent qualifying"
999,characteristic_level,"nmbr-age , mean ( sd ) , years-loop diuretics-antihypertensive-other-black / african american-stroke tia-fpg , mean ( sd ) , mmol / l-acetylsalicylic acid-peripheral artery disease-subjects , nmbr years age , n ( % )-subjects $ nmbr years age , n ( % )-white-$ nmbr years-oad plus insulin-, nmbr years-seated dbp , mean ( sd ) , mmhg-insulin only-type nmbr diabetes duration , years-diuretics-white ""-hbanmbrc , mean ( sd ) , % [mmol / mol]-seated sbp , mean ( sd ) , mmhg-oad-daily insulin dose , mean ( sd ) , iu-bmi , mean ( sd ) , kg / mnmbr-aceis / arbs-cv event , years-$ nmbrand , nmbr years-not reported-female sex , n ( % )-asian-bw , mean ( sd ) , kg-. nmbr-lipid - lowering medications-coronary heart disease"
1000,arms,"placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr ) """
1002,arms,"aiirocumab ( n = nmbr ) ""-aiirocumab ( n = nmbr )"
1003,characteristic_name,"statin treatment-diabetes randomization-ethnicity-history ml ischemic stroke-age-bmi-bmi ""-moderate ckd randomization-gender-race-other llt randomization"
1004,characteristic_name,"duration diabetes ( years ) t-cigarette smoking-antihypertensive-urinary albumin : creatinine ratio ( mg / g )-duration diabetes ( years ) ""-lipid lowering-qualifying hbanmbrc ( % )-antiplatelet-race / ethnicity-antihyperglycemic"
1005,arms,"n = nmbr , nmbr-sitagliptin n = nmbr-sitagliptin n = nmbr ""-placebo n = nmbr"
1006,characteristic_name,"aspirin-region-history hypertension-hbanmbrc subgroups-thiazolidinedione ( includes pioglitazone )-calcium channel blockers-prior congestive heart failure-insulin-renal function subgroups-age subgroups-diuretics-ace inhibitors angiotensin receptor blockers-insulin ""-medications taken time randomization statins-sulfonylurea-cigarette smoking status-sex-diastolic blood pressure subgroups-systolic blood pressure subgroups-diabetes duration subgroups-beta blockers-metformin-race"
1007,measures,"hazard ratio-interaction p - value-n / n-hazard ratio ""-nmbr % cl"
1008,outcomes,"rec . ischemia leading hasp-rec . ischemia due worsening angina-cv death-primary ep ( cvd / mi / ri )-recurrent ischemia-ml-rec . ischemia requiring revasc-rec . ischemia due ecg changes-rec . ischemia requiring revasc "" ; na"
1009,characteristic_level,"pa-no pci-no pci ""-no pa-no po-pci"
1010,characteristic_name,"mmrc grade-gold nmbr groups-cat score category-copd exacerbation history , n ( % )-race , n ( % )-medication , n ( % ) ""-copd severity , n ( % ) a-medication , n ( % )"
1011,characteristic_level,"nmbr-age , years-duration copd , years-postbronchodilator fevnmbr / fvc , %-other-nmbr - nmbr ( severe )-postbronchodilator fevnmbr , % predicted-> nmbr-nmbr - nmbr ( severe )-missing-sex , male , n ( % )-gold b-patients prior copd - related-ics users baseline , n ( % )-sgrq total score-moderate-nmbr - nmbr ( mild )-bdi focal score-postbronchodilator fevnmbr reversibility , %-nmbr - nmbr ( moderate )-postbronchodilator fevnmbr , l-cat score-mild-caucasian-ics users baseline , n ( % ) ""-asian-gold d-current smokers , n ( % )-severe"
1012,arms,"sfc nmbr / nmbr | ig bid n = nmbr ""-qvanmbr nmbr / nmbr | ig od n = nmbr-sfc nmbr / nmbr | ig bid n = nmbr"
1013,characteristic_name,"copd severity : severe / severe-overall-age ( years ) : < nmbr-age ( years ) : > nmbr-copd severity : mild / moderate-baseline ics use : no-smoking history : ex - smoker-copd exacerbation : yes-copd exacerbation : no-baseline ics use : yes-age ( years ) : nmbr - < nmbr-smoking history : current smoker-smoking history : current smoker """
1015,characteristic_level,"asian-black / african american ""-black / african american-white-other *"
1016,characteristic_name,"hbanmbrc , mean = sd , %-male , n ( % )-female , n ( % ) ""-sbp , mean = sd , mmhg-race , n ( % )-body weight , mean = sd , kg-female , n ( % )-egfr , mean = sd , ml / min / nmbr . nmbr mnmbr-age , mean = sd , years"
1017,arms,"placebo ( n = nmbr )-total ( n = nmbr )-cana nmbr mg ( n = nmbr )-cana nmbrmg ( n = nmbr )-total ( n = nmbr ) """
1018,outcomes,"ldl - c / hdl - cx-triglycerides * *-hdl - cy-ldl - c / hdl - cx ""-non - hdl - c *-ldl - cz"
1019,measures,"ls mean % change baseline _ se-baseline . mean _ sd . mg / mg-baseline . mean _ sd . mg / mg ""-baseline . mean _ sd . mg / dl-baseline . mean _ sd , mg / dl"
1020,characteristic_level,"asian-black / african american-white-other *-asian """
1021,arms,"cana nmbr mg ""-cana nmbr mg-pbo"
1022,arms,"liraglutide ( n = nmbr )-placebo ( n = nmbr ) ""-placebo ( n = nmbr )"
1023,characteristic_level,"bmi > = nmbr-bmi ( nmbr . nmbr ; nmbr . nmbr )-bmi ( nmbr . nmbr ; nmbr . nmbr ) ""-pooled analysis"
1024,measures,"pooled analysis ""-estimated means difference-pooled analysis"
1026,characteristic_level,"bmi > nmbr-bmi ( nmbr . nmbr ; nmbr . nmbr )-bmi ( nmbr . nmbr ; nmbr . nmbr ) ""-pooled analysis"
1027,measures,"pooled analysis ""-pooled analysis-estimated response rate odds ratio"
1028,arms,"placebo mean ( n )-liraglutide nmbr . nmbr mg mean ( n )-estimated odds ratio ""-estimated odds ratio"
1029,characteristic_level,"bmi > nmbr-bmi ( nmbr . nmbr ; nmbr . nmbr )-bmi ( nmbr . nmbr ; nmbr . nmbr ) """
1030,measures,"nmbr . nmbr-nmbr . nmbr ""-nmbr . nmbr % ( nmbr )"
1031,arms,"nmbr . nmbr-nmbr . nmbr ""-nmbr . nmbr % ( nmbr )"
1032,characteristic_name,"patients specific disease characteristics-ethnic origin-number previous anti - tnf treatments psoriatic arthritis-patients specific disease characteristics ""-baseline disease quality - - life scores"
1033,characteristic_level,"nmbr-enthesitis ""-other-dasnmbr - crp-enthesitis-tender joint count ( nmbr joints )-haq - di-women-white-sfnmbr - pcs-nmbr nmbr-dactylitis-methotrexate use randomisation-systemic glucocorticoid use randomisation-physician ' global assessment ( vas )-patient ' global assessment ( vas )-dactylitis count-age ( years )-pasi < nmbr *-black-pain ( vas )-asian-weight ( kg )-unknown-pasi *-swollen joint count ( nmbr joints )-enthesitis count-pasi score > nmbr *-psoriasis body surface area > nmbr %"
1034,arms,"secukinumab nmbr mg ( n = nmbr )-placebo ( n = nmbr )-placebo ( n = nmbr ) """
1035,characteristic_level,"anti - tnf - naive patients-anti - tnf - naive patients ""-anti - tnf - ir patients"
1036,outcomes,"acrnmbr response ""-pasinmbr response }-acrnmbr response"
1037,arms,"placebo-secukinumab nmbr mg-secukinumab nmbr mg """
1038,measures,"odds ratio versus placebo ( nmbr % ci )-value *-p value versus placebo-value * """
1039,characteristic_name,"bone erosion ( judged physician ) , n ( % )-sdai-crp ( mg / dl )-sjc ( / nmbr joints )-anti - ccp antibody positive , n ( % )-< nmbr months , n ( % )-previous dmards use , n ( % )-erosion score ""-mmp - nmbr ( ng / ml ) *-dasnmbr ( esr )-average weekly mtx dose ( mg / week )-nmbr - nmbr months , n ( % )-phgada ( mm )-nmbr - < nmbr months , n ( % )-joint space narrowing score-bmi ( kg / mnmbr )-steroid use baseline , n ( % )-mtss-age ( years )-tjc ( / nmbr joints )-haq - di score-ra duration ( months ) *-weight ( kg )-negative ( < nmbr . nmbr ) , n ( % )-titre ( u / ml ) t-esr ( mm / h )-rf positive , n ( % )-high titre ( > nmbr times uln ) , n ( % )-female , n ( % )-ptgada ( mm )-erosion score"
1040,arms,"czp + mtx n = nmbr-pbo + mtx n = nmbr-pbo + mtx n = nmbr """
1041,characteristic_level,"nmbr - < nmbr-> nmbr - nmbr-> nmbr . nmbr - < nmbr . nmbr-> nmbr-nmbr . nmbr - nmbr . nmbr-< nmbr . nmbr-< nmbr . nmbr ""-> nmbr . nmbr-nmbr - nmbr-< nmbr"
1042,arms,"pbo + mtx ""-czp + mtx-pbo + mtx"
1043,characteristic_name,"method used diagnose incident pulmonary embolism , . ( % )-main concomitant treatments , . ( % )-creatinine clearance category , ml / min , . ( % ) b-characteristics pulmonary embolism inclusion ""-medical conditions , . ( % )-characteristics pulmonary embolism inclusion-accp bleeding risk inclusion , . ( % ) f-treatmentofpulmonary embolismpriorto randomization-thrombophilia , . ( % ) e"
1044,characteristic_level,"fluindione , . ( % )-> nmbr , . ( % )-associatedproximaldeep - veinthrombosisatdiagnosis , . ( % )-duration initial anticoagulation , mean ( sd ) , mo-use compression stockings , . ( % )-high - probability ventilation / perfusion lung scanning-acecoumarol , . ( % )-> nmbr-moderate ( nmbr risk factor )-women , . ( % )-previousdistaldeep - veinthrombosisorsuperficial - vein thrombosis-systolic pulmonary arterial pressure , mean ( sd ) , mm hg-major-warfarin , . ( % )-residual perfusion defect > nmbr % lung scan , . ( % )-low ( risk factor )-> nmbr - < nmbr-chronic heart failure-> nmbry , . ( % )-previous cancerc-residual deep - vein thrombosis , . ( % )-age , mean ( sd ) , y-residual perfusion defect > nmbr % lung scan , . ( % ) ""-percentage time therapeutic inr range , mean ( sd )-minor-chronic respiratory failure-spiralcomputedtomographyangiography-high ( > nmbr risk factor )-body mass index , mean ( sd )-statins-d - dimer level , mean ( sd ) , ng / mld-< nmbr-antiplatelet agent"
1045,arms,"placebo ( n = nmbr )-placebo ( n = nmbr ) ""-warfarin ( n = nmbr )"
1046,characteristic_name,"perfusion defectsatinclusion-previous cancer-right ventriculardysfunction atinclusion-thrombophilia-time therapeutic range inclusion-accp score ""-accp score-compression stockings-age-bmi-pe associated dvt diagnosis-d - dimer levelsatinclusion-sex"
1047,characteristic_level,"male-< nmbr kg / nmbr-no-yes-> nmbr microg / l-overall-< nmbr years-> nmbr-< nmbr ""-> nmbr %-female-< nmbr %-< nmbr microg / l-> nmbr years-< nmbr-> nmbr kg / mnmbr-nmbr - nmbr years"
1049,measures,". patients ""-no . patients-no . events"
1050,arms,"placebo ( n = nmbr )-placebo ( n = nmbr ) ""-liraglutide nmbr . nmbr mg / day ( n = nmbr )"
1051,characteristic_level,"baseline hbanmbrc > nmbr . nmbr % ""-baseline hbanmbrc < nmbr . nmbr %-baseline hbanmbrc > nmbr . nmbr %"
1052,arms,"placebo ( n = nmbr )-liraglutide nmbr . nmbr mg ( n = nmbr ) ""-liraglutide nmbr . nmbr mg ( n = nmbr )"
1053,measures,"r-n %-n ( % )-e-e """
1054,outcomes,"mean change radiographic end points-acr response , %-mean change radiographic end points """
1055,other,"shs , mean nmbr sd-acrnmbr-erosion score , mean nmbr sd-jsn score , mean nmbr sd ""-jsn score , mean nmbr sd-lda , %-dasnmbr - esr remission , %-change baseline dasnmbr - esr , meannmbr sd"
1056,arms,"czp nmbr mg ( n nmbr nmbr )-pbo ( nnmbr )-czp nmbr mg ( n nmbr nmbr ) ""-czp nmbr mg ( n nmbr )-czp nmbr mg ( nnmbr )-pbo ( nnmbr nmbr )"
1057,outcomes,"cv death-cv death , mi , ischemic stroke-death-death ""-timi major bleeding-mi-ischemic stroke-stent thrombosis-timi major minor bleeding"
1058,characteristic_level,"aspirin nmbr clopidogrel-aspirin ""-aspirin"
1060,measures,"rate * ( n ) ""-rate * ( n )-hr ( nmbr % ci )"
1061,characteristic_level,"bdmard - ir-bdmard - naive ""-bdmard - naive"
1062,arms,"tofacitinib nmbr mg twice daily n = nmbr ""-tofacitinib nmbr mg twice daily n = nmbr-placebo n = nmbr"
