descriptor,terms
arms, tiotropium 5 mg respimat n 1952 placebo n z 1965
arms, tiotropium 5 mg respimat n z 1058 placebo n z 1033 tiotropium 5 mg respimat n z 894 placebo n z 932
arms, extended duration enoxaparin n 2159 placebo n 2176 extended duration enoxaparin n 816 placebo n 812 extended duration enoxaparin n 2975 placebo n 2988
arms, placebo n 1544 salmeterol n 1542 fp n 1552 sfc n 1546
arms, ivabradine group n3241 placebo group n3264
arms, rosuvastatin n251 fenofibric acid 72254 rosuvastain + fenofibric acid 72253
arms, treatment group
arms, a40 + ez n 225 a80 n 222 a40 + ez n 136 a80 n 140 a40 + ez n 89 a80 n 82
arms, rivaroxaban n 1731 standard therapyy n 1718 rivaroxaban n 602 placebo n 594
arms, riva roxa ban n n 3671731 21 enoxaparin vka n n 51 1718 30
arms, rivaroxaban enoxaparin vka
arms, fa 135 mg 123 r 5 mg n68 r 5 mg + fa 73 r 10 mg 52 r 10 mg + fa 52 r 20 mg n53 r 20 mg + fa 52
arms, fa 135 mg r 5 mg r 5 mg + fa r 10 mg r 10 mg + fa r 20 mg r 20 mg + fa
arms, placebo n 130 ada 80 40 n 130 ada 160 80 n 130
arms, placebo n 130 ada 80 40 n 130 ada 160 80 n 130
arms, indacaterol 150 gg qd indacaterol 300 gg qd indacaterol 600 gg qd formoterol 12 gg bid salmeterol 50 gg bid tiotropium 18 gg qd placebo
arms, saxa 25 mg n 85 pbo n 85
arms, saxa 25 mg pbo
arms, saxa 25 mg n 44 pbo n 40 saxa 25 mg n 18 pbo n 23
arms, highdose statin pretreatment n1692 controls n1649
arms, bosentan n 407 placebo n 209
arms, r5 + ezio n 99 r10 n 98 r10 + ezio n 122 r20 n 121
arms, certolizumab pegol n 223 placebo n 215
arms, placebo n 107 40 mg eow n 99 40 mg ew n 107 placebo n 154 40 mg eow n 161 40 mg ew n 150
arms, aspirin 1029 placebo 1030 aspirin 1559 placebo 1556 aspirin 1040 placebo 1116
arms, met n 334 avm n 344
arms, apixaban n 3705 placebo n 3687
arms, indacaterol group n 163 placebo group n 160 patients n 323 indacaterol group n 159 placebo group n 159 patients n 318
arms, linagliptin n 3319 total comparators n 1920
arms, vildagliptin 50 mg bid n 146 vildagliptin 50 mg qd n 148 placebo n 144
arms, vildagliptin 50 mg bid vildagliptin 50 mg qd placebo
arms, vorapaxar n 13 225 placebo n 13 224
arms, abatacept 30 10 mg kg n 65 abatacept 10 mg kg n 128 abatacept 3 mg kg n 130 placebo n 128 abatacept 30 10 mg kg n 141 abatacept 10 mg kg n 139 abatacept 3 mg kg n 70 placebo n 140
arms, indacaterol + tiotropium n 570 tiotropium + placebo n 561 indacaterol + tiotropium n 572 tiotropium + placeb n 570
arms, insulin glargine standard care
arms, telmisartan n390 placebo n381 mri substudy n1014
arms, telmisartan group n390 placebo group n381
arms, val hctz n80 aml hctz n63 val hctz n63 aml hctz n87 val hctz n46 aml hctz n46
arms, om 40 mg aml 10 mg om 40 mg hctz 25 mg aml 10 mg hctz 25 mg om 40 mg aml 10 mg hctz 25 mg
arms, placebo n 122 tofacitinib 5 mg n 243 tofacitinib 10 mg n 245
arms, vorapaxar group n8898 placebo group n8881
arms, indacaterol n 163 placebo n 160 indacaterol n 159 placebo n 159
arms, indacaterol 75 pg placebo
arms, indacaterol 150 mg n z 73 indacaterol 300 mg n z 68 placebo n z 66 indacaterol 150 mg n z 41 indacaterol 300 mg n z 48 placebo n z 51
arms, om 40 aml 10 om 40 aml 10
arms, conventional treatment n 1227 monitoring n 1213
arms, canakinumab dose per mo placebo n179 total group n551
arms, canakinumab dose per month 150mg placebo
arms, apixaban 25 mg n 840 apixaban 5 mg n 813 placebo n 829
arms, apixaban 25 mg apixaban 5 mg placebo
arms, oral treprostinil n233 placebo n116 oral treprostinil n151 placebo n77
arms, aliskiren valsartan n574 valsartan n565
arms, v n574 v n565 v n200 v n190 v n63 v n51 v n17 v n14
arms, psa n 1330 psa n 523
arms, cangrelor n 5472 clopidogrel n 5470
arms, ranolazine n 462 placebo n 465
arms, insulin glargine n533 standard care n558 n3 fatty acids n539 placebo n552
arms, overall glargine standard therapy
arms, vildagliptin n139 placebo n139
arms, vildagliptin n137 placebo n137
arms, tiotropium n z 2986 control n z 3006
arms, acei vs nonacei
arms, sita 100 pio 15 pio 30 pio 45 sita 100+ pio 15 sita 100+ pio 30 sita 100+ pio 45
arms, sita 100 pio 15 pio 30 pio 45 sita pio 100 15 sita pio 100 30 sita pio 100 45
arms, placebo empagliflozin 10 mg empagliflozin 25 mg total randomized penlabel empagliflozin 25 mg baseline hba1c 10
arms, placebo empagliflozin 10 mg empagliflozin 25 mg
arms, vedolizumab total n 895
arms, placebo dapagliflozin 5mg dapagliflozin 10 mg
arms, dapagliflozin 5 mg dapagliflozin 10 mg
arms, placebo n 483 adalimumab n 480
arms, aspirin alone n2514 clopidogrel+aspirin n2531
arms, aspirin alone n2514 24 aspirin+ clopidogrel n2531 26 094 066 135 075
arms, glycopyrronium 50 mg n 1059 placebo n 528 tiotropium 18mg n267
arms, losartan plus placebo n 724 losartan plus lisinopril n724
arms, stenting plus medical therapy n459 medical therapy n 472
arms, placebo n 2573 varespladib n 2572
arms, n indacaterol 150 ug indacaterol 300 ug placebo indacaterol 150 ug versus placebo indacaterol 300 ug versus placebo indacaterol 300 ug versus indacaterol 150 ug
arms, ind + gly n226 ind + pbo n221
arms, coenzyme q10
arms, overall nu685 insulin glargine n58ll standard care n5874 omega3 fatty acid n5855 placebo n583o
arms, diuretics group n544 nodiuretics group n586
arms, non diuretics
arms, continuation n635 interruption n624
arms, pharmacoinvasive n944 primary pci n948
arms, prehospital ticagrelor n 909 inhospital ticagrelor n 953
arms, preh inh 95 cl
arms, ivabradine n 9550 placebo n 9552
arms, fish oil n 153 placebo n 163
arms, placebo every 2 weeks n54 evolocumab 140 mg every 2weeks n110 placebo monthly n55 evolocumab 420 mg monthly n110
arms, saxa+dapa+met n179 saxa+met n176 dapa+met n179
arms, saxa+dapa+met n179 saxa+met n176 dapa+met n179
arms, saxa+dapa+met n179 saxa+met n176 dapa+met n179
arms, abatacept plus mtx n119 abatacept monotherapy n116 mtx n116 total n351
arms, abatacept plus mtx n119 abatacept monotherapy n116 mtx n116
arms, device group n 463 warfarin group n 244
arms, continued thienopyridine n5020 subjects placebo n4941 subjects
arms, + thienopyridine thienopyridine
arms, vi 25 mg n 818 ff vi 50 mg 25 mg n 820 ff vi 100 mg 25 mg n 806 ff vi 200 mg 25 mg n 811
arms, p
arms, saxagliptin placebo
arms, olodaterol 5 mg tiotropium 25 mg tiotropium 5mg tiotropium+olodaterol 25 5 mg tiotropium+olodaterol 5 5 mg
arms, tiotropium+olodaterol 5 5 pg tiotropium+olodaterol 25 5 pg
arms, placebo n 108 dapagliflozin 10 mg day n 108
arms, placebo n 108 dapagliflozin 10 mg n 108
arms, anacetrapib 100 mg n 811 placebo n 812
arms, anacetrapib 100mg n204 placebo n102
arms, placebo n 4 271 saxagliptin n 4 290 placebo n 7 051 saxagliptin n 7 111 placebo n 1 161 saxagliptin n 1 169
arms, ticagrelor 90 mg n 7050 ticagrelor 60 mg n 7045 placebo n 7067
arms, thienopyridine n1805 placebo n1771 thienopyridine n4057 placebo n4015
arms, vorapaxar n10 080 placebo n10 090
arms, placebo group n 459 dapagliflozin 10 mg group n 455
arms, aiirocumab n 209
arms, n14 671 sitagliptin n7332 placebo n7339
arms, qva149 110 50 ig od n372 sfc 50 500 ig bid n369
arms, placebo n 1256 cana 100 mg n 1441 cana 300mg n1461 total n4158
arms, pbo cana 100 mg cana 300 mg
arms, liraglutide n 2487 placebo n 1244
arms, liraglutide 30 mg mean n placebo mean n estimated odds ratio
arms, 459 65 91 43 846 290
arms, secukinumab 300 mg n100 secukinumab 150 mg n100 secukinumab 75 mg n99 placebo n98
arms, secukinumab 300 mg secukinumab 150 mg secukinumab 75 mg placebo
arms, czp+mtx n159 pbo+mtx n157
arms, czp+mtx pbo+mtx
arms, warfarin n 184 placebo n 187
arms, liraglutide 18 mg day n225 placebo n 225
arms, liraglutide 18 mg n 94 placebo n95
arms, pbo n5 164 czp 200 mg n 5 326 czp 400 mg n 5305 pbo n5119 czp 200 mg n5201 czp 400 mg n 5 221 pbo n542 czp 200 mg n 5111 czp 400 mg n5109
arms, placebo n651 tofacitinib 5 mg twice daily n1071 tofacitinib 10 mg twice daily n1090 placebo n193 tofacitinib 5 mg twice daily n259 tofacitinib 10 mg twice daily n253
arms, placebo n638 tofacitinib 5 mg twice daily n1043 tofacitinib 10 mg twice daily n1066 placebo n191 tofacitinib 5 mg twice daily n258 tofacitinib 10 mg twice daily n251
arms, cyclosporine n 474 control n 495
arms, alirocumab n 323 placebo n 163 alirocumab n 167 placebo n 82
arms, placebo alirocumab
arms, saxagliptin placebo
arms, placebo n 2333 empagliflozin 10 mg n 2345 empagliflozin 25 mg n 2342 pooled empagliflozin n 4687
arms, placebo
arms, placebo empagliflozin
arms, secukinumab 150 mg n 202 secukinumab 75 mg n 202 placebo n 202
arms, secukinumab placebo
arms, aliskiren dmvs dm+ placebo dmvs dm+ dm aliskiren vs placebo dm+ aliskiren vs placebo placebo dm vs dm+
arms, enalapril lcz696 n 747 n 752 enalapril n 665 lcz696 n 649 enalapril n 642 lcz696 n 683 enalapril n 490 lcz696 n 497 enalapril n 491 lcz696 n 496
arms, placebo n 503 adalimumab n 966
arms, placebo n 1441 cana 100 mg n 1445 cana 300 mg n 1441 total n 4327
arms, cana pbo
arms, continued thienopyridine n 5 5862 placebo n 5 5786
arms, laa closure n 732 longterm warfarin n 382
arms, placebo ff vi 100 25 pg od ff 100 pgod
arms, liraglutide 30 mg n 2845 placebo n 1651 liraglutide 30 mg n 348 placebo n 202 liraglutide 30 mg n 115 placebo n 53 liraglutide 30 mg n 76 placebo n 35
arms, bivalirudin n 127 control n 265
arms, cangrelor n1558 clopidogrel n1493 cangrelor n3914 clopidogrel n3977
arms, pioglitazone placebo
arms, placebo n 176 baricitinib 2 mg daily n 174 baricitinib 4 mg daily n 177
arms, baricitinib 2 mg baricitinib 4 mg
arms, saxagliptin 25 mg n z 264 saxagliptin 5mg n z 247 placebo n z 261 saxagliptin 25 mg n z 492 saxagliptin 5mg n z 509 placebo n z 435
arms, losmapimod n 1731 placebo n 1758
arms, losmapimod placebo
arms, indacaterol glycopyrronium group n 1680 salmeterolfluticasone group n 1682 patients n 3362
arms, gly 156 mg bid n 251 ind 75 mg qd n 256
arms, gly 156 gg bid n n ind 75 gg qd n n
arms, liraglutide n4 668 placebo n4 672
arms, brv dosage mg
arms, enalapril sacubitril valsartan
arms, placebo plus aspirin clopidogrel plus aspirin
arms, pioglitazone n 1 939 placebo n 1 937
arms, linagliptin n z 1624 placebo n z 600
arms, tofacitinib 5 mg two times day tofacitinib 10 mg two times day mtx
arms, sitagliptin n249 placebo n249
arms, sitagliptin n243 placebo n236 sitagliptin n111 placebo n112 sitagliptin n132 placebo n124
arms, placebo n 118 n etoricoxib 60 mg n 818 n etoricoxib 90 mg n 468 n total n 1404 n
arms, control group n442 monitoring group n435
arms, placebo n440 benralizumab 30 mg q4w n425 benralizumab 30 mg q8w n441 placebo n248 benralizumab 30 mg q4w n241 benralizumab 30 mg q8w n239 placebo n122 benralizumab 30 mg q4w n116 benralizumab 30 mg q8w n125
arms, placebo n407 benralizumab 30 mg q4w n399 benralizumab 30 mg q8w n398 placebo n267 benralizumab 30 mg q4w n275 benralizumab 30 mg q8w n267 placebo n140 benralizumab 30 mg q4w n124 benralizumab 30 mg q8w n131
arms, pbo n 43 evomab n 77 pbo n 99 evomab n 194 pbo n 107 evomab n 182 pbo n 119 evomab n 274
arms, pbo n 43 vs pbo n 99 vs pbo n 107 vs pbo n 119 vs
arms, stent n199 medical therapy n214 stent n209 medical therapy n204 stent n51 medical therapy n54
arms, linagliptin metformin linagliptin
arms, placebo n228 baricitinib 2 mg qd n229 baricitinib 4 mg qd n227
arms, ind gly110 50 pg od n 298 sfc50 500 pg bid n 297
arms, sitagliptin placebo adjusted hr 95 ci interaction p value
arms, mra baseline mra baseline
arms,
arms, placebo evolocumab 420 mg
arms, anacetrapib 25 mg n 152 anacetrapib 100 mg n 153 placebo n 154
arms, secukinumab intravenous 150 mg n86 secukinumab intravenous 75 mg n82
arms, placebo secukinumab 150 mg placebo secukinumab 75 mg placebo secukinumab pooled
arms, olodaterol 5 mg n 1038 tiotropium 5 mg n 1033 tiotropium olodaterol 5 5 mg n 1029
arms, olodaterol 5 g tiotropium 5 g tiotropium olodaterol 5 5 mg
arms, olodaterol 5 mg tiotropium 25 mg tiotropium 5 mg tiotropium olodaterol 25 5 mg tiotropium olodaterol 5 5 mg total
arms, placebo n 189 sitagliptin 100 mg n 191 placebo n 123 sitagliptin 100 mg n 128
arms, placebo n 180 sitagliptin 100mg n 185 placebo n 117 sitagliptin 100 mg n 122
arms, placebo n 5280 belimumab 200 mg sc n 5556
arms, czp+mtxmtx pbo+mtxmtx
arms, czp+mtx mtx pbo+mtx mtx
arms, placeboa sirukumab 50 mg q4w sirukumab 100 mg q2w
arms, pooled simva ez simva
arms, liraglutide 30 mg n1505 placebo n749
arms, pioglitazone placebo
arms, levetiracetam carbamazepine topiramate lamotrigine
arms, rivaroxaban aspirin 100 mg n 1131
arms, rivaroxaban 20 mg aspirin 100 mg
arms, fixed triple n1077 tiotropium n1076 open triple n537
arms, iglarlixi fixedratio combination iglar insulin glargine l00 u
arms, ularitide n 1088 placebo n 1069
arms, placebo n228 baricitinib 2 mg n229 baricitinib 4 mg n227
arms, placebo n4111 fluticasone furoate n4135 vilanterol n4118 combination therapy n4121 total n16 485
arms, placebo n 122 tofacitinib 10 mg n 476 placebo n 112 tofacitinib 10 mg n 429 placebo n 198 tofacitinib 5 mg n 198 tofacitinib 10 mg n 197
arms, abatacept n213 placebo n211
arms, ab ff 400 12 pg n 720 ab 400 pg n720 ff 12 pg n715 placebo n 525
arms, linagliptin n 182 placebo n 178
arms, placebo n1382 empagliflozin n2789 placebo n675 empagliflozin n1338 placebo n260 empagliflozin n509
arms, placebo empagliflozin
arms, laba + ics n 269 ind gly n 811 laba lamab n 268 ind glyb n 811
arms, laba+ics indzgly
arms, laba lama ind gly
arms, rivaroxaban plus aspirin n 9152 rivaroxaban alone n 9117 aspirin alone n 9126
arms, anacetrapib n 15 225 placebo n 15 224 patients n 30 449
arms, liraglutide n4668 placebo n4672
arms, mepolizumab 100 mg n 233 placebo n 229 mepolizumab 100 mg n 417 placebo n 419 mepolizumab 100 mg n 223 mepolizumab 300 mg n 225 placebo n 226
arms, usual care n2119 fluticasone furoate vilanterol n2114
arms, placebo n752 empagliflozin n1498 placebo n1569 empagliflozin n3149
arms, placebo n607 empagliflozin 10 mg n605 empagliflozin 25 mg n607 placebo n1726 empagliflozin 10 mg n1740 empagliflozin 25 mg n1733
arms, alirocumab n 294 placebo n 147 alirocumab n 51 placebo n 25
arms, alirocumab n 287 placebo n 142 alirocumab n 49 placebo n 25 difference vs placebo 95 cl p
arms, ali pbo
arms, exenatide n7356 placebo n7396
arms, placebo ertugliflozin 5 mg ertugliflozin 15 mg
arms, enalapril + aliskiren n 665 aliskiren n 627 enalapril n 652 enalapril + aliskiren n 1675 aliskiren n 1713 enalapril n 1684
arms, pioglitazone n 1939 placebo n 1937
arms, placebo n 122 tofacitinib 10 mg bid n 476 placebo n 112 tofacitinib 10 mg bid n 429 placebo n 198 tofacitinib 5 mg bid n 198 tofacitinib 10 mg bid n 197
arms, placebo tofacitinib 10 mg bid
arms, placebo tofacitinib 5 mg bid tofacitinib 10 mg bid
arms, pioglitazone n1939 placebo n1937
arms, canagliflozin dose
arms, lowdose rivaroxaban plus aspirin n8313 rivaroxaban alone n8250 aspirin alone n 8261
arms, lowdose rivaroxaban plus aspirin n2492 rivaroxaban alone n2474 aspirin alone n2504
arms, iglarlixi iglar
arms, iglarlixi iglar
arms, placebo n3182 canakinumab hscrp 20 mg l 3 months n2868 canakinumab hscrp 20 mg l 3 months n3484
arms, placebo canakinumab
arms, pbo n69 ixeq4w n68 ixeq2w n63 pbo n59 ixeq4w n57 ixeq2w n53 pbo n37 ixeq4w n39 ixeq2w n40
arms, selexipag n 179 placebo n 197 selexipag n 55 placebo n 60 selexipag n 122 placebo n 133
arms, etn 50 mg + mtx n 834 etn 50 mg + mtx n 202 etn 25 mg + mtx n 202 mtx n 200
arms, montelukast n 101 placebo n 105 lebrikizumab n 104
arms, placebo baricitinib 2 mg baricitinib 4 mg
arms, placebo baricitinib 2 mg baricitinib 4 mg
arms, bdp ff g n764 ind gly n768
arms, placebo candesartan
arms, placebo n635 abciximab n630
arms, placebo n 4502 pravastatin n 4512
arms, placebo pravastatin
arms, cilostazol placebo
arms, 10 mg 20 mg 40 mg 80 mg 10 10 mg 10 20 mg 10 40 mg 10 80 mg
arms, 5 mg kg n 242 10 mg kg n 242 combined n 484
arms, fenofibric rosuvastatin + rosuvastatin lvalue jvalucl
arms, aml hctz
arms, 5mg n93 15 mg n95 50 mg n92 150 mg n92
arms, 15mg 50mg
arms, apixaban placebo
arms, 50 n 5 161 100 n 5 332 200 n 5 249
arms, enalapril n 1812 sacubitril valsartan n 1916 enalapril n 2400 sacubitril valsartan n 2271
arms, 100 mg n 74 300 mg n 72 total n 146
arms, acid fenofibric acid
arms, 10 mg 25 mg
arms, common study baseline versus olodaterol 5 pg versus tiotropium 5 pg versus tiotropium 25 pg versus tiotropium+olodaterol 25 5 pg
measures;arms, patients irofiban abciximab
measures;arms, gfr ml min per 173 nr patients esrd losartan esrd placebo risk reduction 95 ci p losartan versus placebo chf losartan chf placebo
measures;arms, etoricoxib diclofenac
measures;arms, metoprolol group n4174 placebo group n4177
measures;arms, mean yearly decline tiotropium control
measures;arms, placebo n n czp 400 mg n n odds ratio 95 cl p value
measures;arms, linagliptin patients events total patients total comparators patients events total patients cox hr 95 ci cmh rr 95 ci
measures;arms, hr 95 cl insulin glargine n 100py standard care n 100py p
measures;arms, lsm 95 cl n1 n2
measures;arms, n12 410 vorapaxar n6203 placebo n6207 n4487 vorapaxar n2255 placebo n2232
measures;arms, indacaterol glycopyrronium group salmeterol fluticasone group rate ratio 95 cl
measures;arms, mepolizumab group placebo group rate ratio 95 cl
measures;arms, placebo n 153 ertugliflozin 5 mg n 156 ertugliflozin 15 mg n 153 total n 462
measures;arms, liraglutide 30 mg placebo placebo etd 95 ci
baseline_level_2, history high cholesterol 3 infarction age 60 never past current rarely monthly weekly daily
baseline_level_2, cabg aspirin digoxin ace inhibitor anyantianginal agent calcium channel blocker pblocker bmi mean sd waist circumference mean sd systolic diastolic hdlc triglycerides ldlc total cholesterol fpg mean sd mg dlt fpi mean sd pu mlt age mean sd race nonwhite smoking current alcohol 1 drink hypertension prior myocardial infarction prior stroke congestive heart failure ptca cabg ptca
baseline_level_2, median interquartile range nonhispanic white nonhispanic black hispanic
baseline_level_2, gender male female white black bmi kg m2 mean sd patients n age years mean sd
baseline_level_2, diabetes hypertension smoking history hypercholesterolemia cerebrovascular disease renal insufficiency previous ml previous cabg surgery previous ptca chf history comorbidity score mean sd peripheral vascular disease systolic blood pressure mean sd mm hg body mass index mean sd q wave nonq wave indeterminate unknown anterior inferior severe dysfunction moderate dysfunction mild dysfunction normal killip class llliv thrombolytic therapy cabg surgery cardiac catheterization ptca 24 h ace inhibitors anticoagulants aspirin pblockers lipidlowering drugs depressed low perceived social support depressed low perceived social support age mean sd sex female race nonwhite marital status married education high school higher
baseline_level_2, 70 women black hispanic asian multiracial concordant stress test abnormalities smoking past within last 30 never cancer nitrates
baseline_level_2, 4554 5564 65+ reported hypertension reported high cholesterol reported diabetes mellitus mean body mass index kg m2 parental history mii never past current daily weekly rarely never physical activity multivitamin use current
baseline_level_2, female male white b lack hispanic ldlc mean sd mg dl tg median sdy rng cjl tc mean sd rrig dl hdlc mean sd mg dl nonhdlc mean sd rng dl ldlcihdlc mean sd tchdlc mean sd apo b mean sd mg dl apo a1 mean sd mg dl crp median se rng l plpc mean sd mg dl
baseline_level_2, median interquartile range nonsustained ventricular tachycardia j ace inhibitor enrollment ace inhibitor last followup arb enrollment arb last followup ace inhibitor arb enrollment ace inhibitor arb last followup betablocker enrollment betablocker last followup loop enrollment loop last followup potassiumsparing enrollment potassiumsparing last followup thiazide enrollment thiazide last followup digoxin enrollment digoxin last followup aspirin enrollment aspirin last followup warfarin enrollment warfarin last followup statin enrollment statin last followup
baseline_level_2, 65 yr current past never mean sd 250 250 299 300 premenopausal uncertain postmenopausal current hrt postmenopausal hrt yes 120 75 mm hg 120129 7584 mm hg 130139 8589 mm hg 140 90 mm hg 50 50 99 100 0 1 2 3 mean sd yr 4554 yr 5564 yr
baseline_level_2, mean sd range number patients 65 years number females white black weight mean sd kg body mass index mean sd kg m2 duration hypercholesterolemia mean sd years hypertension dm 10 mg 20 mg ldlc tc tg hdlc nonhdlc ldlc hdlc ratio tc hdlc ratio apo b g l
baseline_level_2, mean sd 4554 5564 65 25 25 30 30 current past never 1 1 1000 1000 premenopausal uncertain postmenopausal current ht postmenopausal ht yes
baseline_level_2, mean sd range number patients 65 years number females n white black weight mean sd kg body mass index mean + sd kg duration hypercholesterolaemia mean sd year hypertension dm drugs used diabetes antithrombotic agents antihypertensive agents cardiac therapy peripheral vasodilators vasoprotectives ldlc tc tgt hdlc nonhdlc ldlc hdlc ratio tc hdlc ratio apo bt
baseline_level_2, female sex white black hispanic bodymass index duration osteoarthritis symptoms yr time since diagnosis osteoarthritis yr 500mg acetaminophen tablets day ii iii unknown kellgren lawrence radiographic reading grade 2 physician patient joint swelling effusion clinical examination pain subscale stiffness subscale function subscale normalized alternative disability pain physical component mental component age yr
baseline_level_2, 660 110 236 233 632 625 252 249 92 91 230 227 623 616 245 242 102 101 272 39 513 507 226 223 61 93 753 744 533 123 241 238 812 802 146 78 29 052 688 165 484 478 938 927 957 946 885 875 33 33
baseline_level_2, female male yes
baseline_level_2, female male c nonc known chd hyper tension diabetes mellitus baseline ldlc 160 mg dl ldlc tc tg hdlc non hdlc apo b apo ai
baseline_level_2, three arm two arm male age years mean sd transient monocular blindness transient ischaemic attack minor ischaemic stroke 1 week 1 week 1 month 16 months 0no symptoms 1minor symptoms limitations 2some restrictions help needed 3help needed still independent ct mr scan brain infarct relevant infarct ultrasound carotid arteries stenosis 50 stroke angina pectoris myocardial infarction intermittent claudication vascular intervention diabetes mellitus hypertension hyperlipidaemia current cigarette smoking systolic mean sd diastolic mean sd large vessel small vessel unspecified aspirin oral anticoagulants none 30 mg 40 mg 50 mg 75 mg 80 mg 100 mg 150 mg 160 mg 250 mg 300 mg 325 mg
baseline_level_2, 293 742 50 127 31 78 21 53 289 732 236 597 144 365 349 884 395 1000 n 388 323 + 72 blood pressure pbo patients diabe teristics ncep atp 609 + 114 210 532 185 468
baseline_level_2, aspirin ace inhibitors 0blockers statins
baseline_level_2, male sex white black asian hispanic north america europe 1 yr 12 yr 2 yr weight kg bodymass index waist circumference cm hip circumference cm waisttohip ratio systolic mm hg diastolic mm hg antihypertensive therapy fasting plasma glucose mg dl glycated hemoglobin fasting insulin pmol liter median interquartile range gad positive lipidlowering therapy age yr
baseline_level_2, age year median interquartile range male sex n hypertension n diabetes n current smoking n cholesterol 55 mmol l n family history n previous myocardial infarction n previous angina n previous angioplasty n heart rates beats minutes systolic blood pressure mm hg aspirin n betablockers n aceinhibitors n calcium antagonists n interval onset symptoms interval randomization angiography angiographic features infarct related artery location left anterior descending n left circumflex n rca n number vessels disease nonstenotic vessels n singlevessel disease n doublevessel disease n triplevessel disease n degree stenosis diameter evidence thombus n
baseline_level_2, age mean sd sex female n race white n disease duration yr mean sd mayo score mean sd aminosalicylates corticosteroids immunomodulatory agents left side extensive ibdq mean sd sf36 pcs mean sd sf36 mcs mean sd
baseline_level_2, cabgorptca smoking diabetes hypertension serum lipid values total cholesterol mmol l ldlcholesterol mmol l hdlcholesterol mmol l triglyceride mmol l blood pressure systolic mm hg diastolic mm hg pravastatin simvastatin statin antiplatelet agent calcium antagonist p blocker antihypertensive agents nitrate hypoglycaemic agents age years male bmi kg m2 cardiovascular history myocardial infarction angina
baseline_level_2, female age mean minmax yrs white hispanic black asian native american duration ra mean minmax yrs insulin dependentc oral hypoglycaemics comorbidities diabetes chronic pulmonary disease pneumonia past year bronchitis sinusitis urinary tract infection coronary artery disease myocardial infarction hypertension congestive heart failure definite arrhythmia least two cardiovascular risk factors
baseline_level_2, history major macrovascular disease n history myocardial infarction n history stroke n history major microvascular disease n history macroalbuminuriat n history microvascular eye diseaseu+672c n systolic blood pressure mm hg mean sd diastolic blood pressure mm hg mean sd history currently treated hypertension n current smokers n serum total cholesterol mmol l mean sd serum hdl cholesterol mmol l mean sd urinary albumincreatinine ratio pg mg median iqr microalbuminuria n serum creatinine pmol l mean sd serum haemoglobin a1c concentration mean sd bodymass index kg m2 mean sd
baseline_level_2, mean yr 75 yr female sex ii iii iv ejection fraction bodymass index systolic diastolic heart rate beats min current smoker myocardial infarction past current angina pectoris cabg pci hypertension diabetes mellitus current atrial fibrillation flutter ecg stroke pacemaker implantable cardioverterdefibrillator total lowdensity lipoprotein highdensity lipoprotein apobapoal ratio triglycerides mmol liter mean 130 tmol liter 60 ml min 173 m2 median interquartile range loop diuretic loop thiazide diuretic aldosterone antagonist ace inhibitor ace inhibitor arb betablocker digitalis glycoside antiarrhythmic therapy antiplatelet therapy anticoagulant therapy antiplatelet anticoagulant therapy
baseline_level_2, female n asian black white hispanic systolic bp mm hg diastolic bp mm hg uacr mgg 1 gm serum creatinine limo 1 1 egfr ml min 1 173 2 triglycerides mmolt1 gm serum albumin g 1 1 hemoglobin g 1 1 calcium mmol 1 1 phosphorus mmol 1 1 age years male n
baseline_level_2, mean sd 55 n 55 n bmi mean sd kg m2 sbp mean sd mm hg dbp mean sd mm hg hypertension n diabetes n smoker n drinking n lipid values mmol l tc mean sd ldlc mean sd hdlc mean sd tg median interquartile range lp mean sd bmi indicates body mass index sbp systolic blood pressure dbp lipoprotein ldlc calculated friedewald formula hypertension diabetes based physician diagnosis smoker includes current past smokers
baseline_level_2, age yr female male asian black hispanic white body mass index3 5 yr 5 yr available systolic diastolic use antihypertensive drugs angina pectoris myocardial infarction coronary revascularization procedure stroke lipid disorder amputation neuropathy retinopathy current smoking urinary albumin creatinine ratio median mg g range serum creatinine mg dlb glomerular filtration rate 3 ml min 173 m2 total ldl hdl serum triglycerides mg dle hemoglobin g dlf glycosylated hemoglobin serum albumin g dl
baseline_level_2, postmenopausal 1 year 12 years 2 years bmi kg m2 waist circumference cm waisttohip ratio systolic blood pressure mmhg diastolic blood pressure mmhg fasting plasma glucose mg dl a1c fasting insulin pmol l estrogencontaining hormones calcium supplements bisphosphonates glucocorticoids thiazide diuretics loop diuretics n age years
baseline_level_2, age ya 65 65 70 75 male female white black mssbp mm hga msdbp mm hga sitting pulse bpma arb acei pblocker ccb diuretic severe less severe diabetic nondiabetic
baseline_level_2, history diabetes never past current 15 cigs day current 15+ cigs day rarely 1 week 13 week 4 week 13 month 16 week 1 day postmenopausal current mean sd age years mean sd bmi kg m2 bmi 30 kg m2 history hypertension
baseline_level_2, waist cm total ldl hdl nonhdl triglycerides mg dl systolic blood pressure mm hg diastolic blood pressure mm hg ale lifestyle oral hypoglycemics insulin insulin plus oral egfr smoking never current former yes crp mg dl imt mm arterial area mm2 plaque score 18 plaque n lv mass lv mass index g m27 lv ejection fraction age years gender women n body mass index bmi kg m2
baseline_level_2, cerebral thrombosis cerebral embolism tia cerebral hemorrhage subarachnoid hemorrhage unknown
