CUI,preferred,hasMSH
C1710330,TRRAP wt Allele,false
C3887583,CD40 Ligand, human,false
C3642208,Milliliter per Centimeter,false
C0040808,Treatment Protocols,true
C2945654,Regimen - CHV concept,false
C1552601,PersonNameUse - assigned,false
C1533017,Hispanic black finding,false
C1533018,Hispanic black racial group,false
C1533020,Hispanic white finding,false
C1533021,Hispanic white racial group,false
C1151635,pyruvate synthase activity,false
C0377265,Levetiracetam,true
C3693636,Measurement of levetiracetam,false
C0428210,Methionine measurement,false
C1550543,Fulfill,false
C4317104,Metabolic Equivalent of Task Unit,false
C0085619,Orthopnea,false
C0287990,paired basic amino acid cleaving enzyme,true
C1552930,pace - unit of measure,false
C4048252,cisplatin/cyclophosphamide/doxorubicin/etoposide,false
C0521346,respiratory,false
C1546767,Specimen Source Codes - Respiratory,false
C0015980,Interferon-beta,true
C0549409,Packed cell volume increased,false
C0854379,Haemoconcentration,false
C1275571,kg/sec,false
C0443334,Uncomplicated,false
C0007158,Cardiac Glycosides,true
C1704788,Definition,false
C3539106,Sufficiently defined concept definition status (core metadata concept),false
C0330390,Beta plant,false
C0439096,Beta greek letter,false
C2004068,Beta (qualifier),false
C1552658,Historical - ParameterizedDataType,false
C1552723,Historical - DataType,false
C2911690,Disease Controlled,false
C0018229,Greenland,true
C1423073,PPP1R3B gene,false
C1427674,OSTM1 gene,false
C0280109,cyclophosphamide/doxorubicin/etoposide/interleukin-2,false
C0453991,Laces,false
C0199176,Prophylactic treatment,false
C1706420,Prevention Study,false
C2700409,prevention aspects,true
C0012544,Diphosphonates,true
C3541401,Bisphosphonate drugs affecting bone structure and mineralization,false
C0013221,Drug toxicity,true
C1829939,{Non-patient},false
C4551412,Electronic case report form,false
C3887511,Evidence,false
C0002911,Anesthesia, Conduction,true
C0332256,Containing (qualifier),false
C2700400,Contain (action),false
C0002454,Americas,true
C0596070,Americas Ethnicity,false
C0428279,Finding of creatinine level,false
C0288171,irbesartan,true
C0872291,Time Interval,false
C2359859,Medication timing,false
C1552961,point - UnitsOfMeasure,false
C2347617,Point Name,false
C3714763,Point,false
C0557775,Van (physical object),false
C1511780,Derivative Chromosome,false
C2700462,Bud - plant part,false
C2945744,Bud - CHV concept,false
C0682082,mestizo,false
C0753802,Neuro-Oncological Ventral Antigen 2, Human,true
C0455536,H/O: TIA,false
C0332149,Possible,false
C1705910,Possibly Related to Intervention,false
C2362652,Possible diagnosis,false
C0018824,Heart valve disease,true
C0031117,Peripheral Neuropathy,true
C0231528,Myalgia,true
C4552646,Myalgia, CTCAE 5,false
C0042485,Venous Insufficiency,true
C0020162,Humeral Fractures,true
C1548802,Body Site Modifier - Lower,false
C4699623,High activity,false
C0050559,Acitretin,true
C0439393,Liter per Minute,false
C1527415,Oral Route of Drug administration,false
C1319171,Medication response,false
C0012802,Thiazide Diuretics,true
C0004604,Back Pain,true
C1963071,Back Pain, CTCAE 3.0,false
C4553945,Back Pain, CTCAE 5.0,false
C1519789,Unexpected Adverse Event,false
C0560021,g/min,false
C0036669,Sensitivity Training Groups,true
C0005382,Biguanides,true
C0360396,Biguanide antimalarial,false
C3540012,biguanide blood glucose lower drugs,false
C0577559,Mass of body structure,false
C0577573,Mass of body region,false
C1096155,Macrophage Activation Syndrome,true
C1306372,Mass, a measure of quantity of matter,false
C3152252,Molecular Mass,false
C3539882,Milliampere second,false
C4283905,Morphology, Attenuation, Size, and Structure Criteria,false
C0362046,Prediabetes syndrome,true
C1113695,brain volume,false
C0014361,Glucagon-Like Peptides,true
C0442050,Middle third,false
C3476546,Symptoms score,false
C0457801,Current non-drinker of alcohol,false
C0442504,Place,false
C1533810,Placement action,false
C1704765,Place - dosing instruction imperative,false
C1882509,put - instruction imperative,false
C0751955,Brain Infarction,true
C2934193,olodaterol,true
C3821165,median body,false
C0001899,Alanine Transaminase,true
C0057041,D-Alanine Transaminase,true
C1415274,GPT gene,false
C3887708,Alanine Aminotransferase 1, human,false
C0021390,Inflammatory Bowel Diseases,true
C0001962,Ethanol,true
C0001975,Alcohols,true
C3890035,Clinical Trial Investigator Brochure,false
C4283819,Imipramine Blue,false
C0205214,Common (qualifier value),false
C1522138,shared attribute,false
C3245511,Common Specifications in HL7 V3 Publishing,false
C3539618,TSC22D3 wt Allele,false
C0185115,Extraction,false
C0684295,Chemical extraction,false
C0007389,Cataract Extraction,true
C1145760,Treprostinil,true
C0152036,Immunology,true
C1512211,Glucosidase Inhibitor,false
C0205352,Simple,false
C0020980,Immunoassay method,true
C0694634,Intra-arterial location,false
C1947960,Ia <mammal>,false
C3160733,THROMBOPHILIA DUE TO THROMBIN DEFECT,false
C0073187,Blood group antigen D,true
C4484261,D-,false
C0332197,Absent,false
C4285062,Pharyngeal Stripping Wave Absent,false
C1305215,Fracture of forearm,false
C2826293,Clinical Significance,false
C1516705,Colorectal Cancer Surveillance Consortium,false
C0376690,Area Under Curve,true
C0004906,Beclomethasone Dipropionate,true
C1422585,ARID3B gene,false
C1538710,PPM1K gene,false
C0023821,High Density Lipoproteins,true
C2945843,Site of,false
C1547546,Schedule I Substance,false
C0009402,Colorectal Carcinoma,true
C0346629,Malignant neoplasm of large intestine,false
C1527249,Colorectal Cancer,true
C2984278,Colorectal Cancer Pathway,false
C3542412,NCI CTEP SDC Colorectal Cancer Sub-Category Terminology,false
C0521144,Seronegative,false
C1522706,magnetic resonance spectroscopic imaging,false
C2349188,Mrs - title,false
C3714939,Modified Rankin Scale Questionnaire,false
C0542495,Serum Triglyceride Measurement,false
C0024138,Lupus Erythematosus, Discoid,true
C3542918,Docetaxel Lipid Microspheres,false
C0751956,Acute Cerebrovascular Accidents,true
C0443324,Traditional origin,false
C1548559,Dispense Method - Traditional,false
C0679830,patient assessment,false
C0205976,Tolylene Diisocyanate,true
C2674784,TLX1NB gene,false
C3714807,Transition Dyspnea Index Questionnaire,false
C2604745,anacetrapib,true
C0946444,Time last dose,false
C2986823,Signal-To-Noise Ratio,true
C0201975,Creatinine measurement,false
C3539604,CR2 wt Allele,false
C3711669,CALB2 protein, human,true
C4084730,CALB2 wt Allele,false
C4553336,Lugano Lymphoma Response Classification Complete Remission by PET,false
C4553337,Lugano Lymphoma Response Classification Complete Remission by CT,false
C1511487,Constitutional,false
C0042014,Urinalysis,true
C4304091,Modified Mini-Mental State Examination score,false
C1278454,Statin prophylaxis,false
C0205363,Stratified,false
C0034394,Questionnaires,true
C0151539,Blood urea increased,false
C0439834,Slow,false
C0242698,Ventricular Dysfunction, Left,true
C1414063,DLD gene,false
C2826331,Division of Lung Diseases,false
C0020649,Hypotension,true
C0011884,Diabetic Retinopathy,true
C0011008,Date in time,true
C2348077,Date Fruit,true
C0871754,Frail,false
C0069676,osteopontin,true
C1420369,SPP1 gene,false
C1505427,SPP1 protein, human,true
C4084879,Osteopontin Measurement,false
C0580586,Extracranial,false
C0159849,Fracture of patella,false
C3242229,ineffective,false
C0242444,Population at Risk,true
C3666909,Glycate,false
C0205174,Triplicate,false
C0452249,Mint - sweet,false
C0522467,Genus Mentha,true
C1337213,FLAVOR,MINT,false
C1576800,Mint extract,false
C0231242,Complicated,false
C1880019,Cessation,false
C0682295,Full-time employment (finding),false
C4303340,Warfarin therapy,false
C2733073,aliskiren / valsartan,false
C1096054,Urine protein/creatinine ratio measurement,false
C0023676,Life Style,true
C0037189,Sinoatrial Node,true
C0202054,Glucohemoglobin measurement,false
C1698215,regadenoson,true
C0950624,Leukocyte L1 Antigen Complex,true
C1638318,ng/kg,false
C1335798,S100A9 gene,false
C1366582,S100A8 gene,false
C4036059,Drug-disease,false
C1856453,Mild thrombocytopenia,false
C0441887,Class 3,false
C2698969,Canadian Cardiovascular Society Grading Scale Class III,false
C0441886,Class 2,false
C2698968,Canadian Cardiovascular Society Grading Scale Class II,false
C0017209,Gaza Strip,true
C1292284,Xg blood group system,false
C1421532,XG gene,false
C0042487,Venous Thrombosis,true
C1320928,Resident (physician),false
C1549439,Resident - Procedure Practitioner Identifier Code Type,false
C2347958,Resident (person),false
C3835651,Resident - answer to question,false
C2939419,Secondary Neoplasm,false
C0009906,Combined Oral Contraceptives,true
C0029151,Oral contraception,false
C1277690,Coronary heart disease risk,false
C0062248,Hemoglobin B,true
C0242415,Logistics,true
C0033228,Fenofibrate,true
C0042029,Urinary tract infection,true
C0262655,Recurrent urinary tract infection,false
C4554638,Urinary Tract Infection, CTCAE,false
C0040227,Time Studies,true
C0206209,Time Management,true
C2349982,Study start time,false
C0242687,Early Intervention (Education),true
C1964029,early/brief intervention/therapy (treatment),false
C3476649,Treatment satisfaction,false
C4012475,Two-vessel umbilical cord,false
C4037954,Two vessels,false
C0072027,procalcitonin,true
C0034380,Quality of life,true
C0518214,Perceived quality of life,false
C0743195,diet controlled,false
C0683092,intravenous drug,false
C4087029,Nitroglycerin/Sodium Citrate/Ethanol Solution,false
C0234234,Tender,false
C0039082,Syndrome,true
C0018826,Heart Valves,true
C0016504,Foot,true
C0687080,Paw,false
C1704625,Exposure Domain,false
C0117899,fluindione,true
C0002905,Anesthesia and Analgesia,true
C0205276,Local,false
C3669314,Exercise aerobic category:Type:Pt:^Patient:Nom,false
C0679699,Secondary Prevention,true
C0860510,Night time awakening,false
C3532606,History of microalbuminuria,false
C0054201,Budesonide,true
C2746078,Linagliptin,true
C0178587,density,false
C0023820,Lipoproteins,true
C2827895,Minute Times Microgram per Milliliter,false
C0444506,Trough,false
C0234621,Visual,false
C0673013,GPER protein, human,true
C1516048,Assessed,false
C3810521,GPER1 wt Allele,false
C4281714,tyrosine-protein kinase MER,false
C3848561,ferric cation,false
C1707429,Coefficient,false
C0011854,Diabetes Mellitus, Insulin-Dependent,true
C4282132,Malignancy,false
C0037366,Smoke,true
C0439994,Tobacco smoke,false
C0233481,Worried,false
C1554109,Time Range,false
C0460097,Within therapeutic range,false
C0014432,Enzyme Inhibitors,true
C0919438,Enzyme Inhibitor Drugs,false
C4521603,Enzyme inhibitor (disposition),false
C0030677,Patient Care Management,true
C2936882,Estrogen [EPC],false
C4542544,Estrogen (disposition),false
C0439548,Temporal periods of day,false
C1456025,Intravascular ultrasound,false
C0020615,Hypoglycemia,true
C4553659,Hypoglycemia, CTCAE,false
C0743330,Resting Dyspnea,false
C0159877,Ankle Fracture,true
C4552974,Ankle Fracture, CTCAE,false
C0444669,Core,false
C1167518,viral nucleocapsid location,false
C1706352,Core Device,false
C1882467,Processor Core,false
C3274653,Core Specimen,false
C0282204,Native Americans,true
C0238611,alaskan,false
C1515945,American Indian or Alaska Native,false
C1456820,Tumor Necrosis Factor-alpha,true
C1522669,Recombinant Tumor Necrosis Factor-Alpha,false
C0020823,Ifosfamide,true
C0003873,Rheumatoid Arthritis,true
C0162370,Trochanter,true
C0030971,Perception,true
C0037438,Social support,true
C0748877,Support System,true
C1540833,Social support (regime/therapy),false
C3669642,Social Support - counseling strategy,false
C0028101,Niobium,true
C0919442,NBL1 gene,false
C1705347,NBL1 wt Allele,false
C4553907,European Union Notified Body,false
C1413309,CEACAM6 gene,false
C3813543,CEACAM6 wt Allele,false
C0456616,10*6/L,false
C0347982,Mole per Liter,false
C0523558,Cholesterol/HDL ratio measurement,false
C1335071,Nuclear LIM Interactor-Interacting Factor 2,false
C1442905,CTD gene,false
C0080356,Valproate,true
C0742906,Elevated C-reactive protein,false
C0457591,Type of drug,false
C0475264,localization,false
C1744691,establishment and maintenance of localization,false
C0241361,theophylline use,false
C2960025,Health assessment questionnaire score,false
C3870509,Age at event onset:Time:Point in time:^Patient:Quantitative,false
C1521863,estrogen receptor alpha, human,true
C3495919,Enthesitis-Related Arthritis,false
C0893761,lacosamide,true
C1172734,natalizumab,true
C0850707,history (of) disease family,false
C0332137,Principal diagnosis,false
C0801658,Diagnosis.primary:Impression/interpretation of study:Point in time:^Patient:Nominal,false
C1549663,Unspecified - Name type,false
C2983689,Unspecified State of Consciousness,false
C4048188,External cause codes: Unspecified,false
C0007193,Cardiomyopathy, Dilated,true
C2984282,Dilated Cardiomyopathy Pathway,false
C0679823,participation,false
C1710475,Trial Phase,false
C2733224,Asthma control test score,false
C1879745,PRN (schedule frequency),false
C0354922,Inhalation preparations,false
C1883728,As Needed,false
C0205353,Habitual,false
C0556216,Fish intake,false
C0065374,Lisinopril,true
C0064673,lathosterol,true
C0023434,Chronic Lymphocytic Leukemia,true
C4684572,Baseline Characteristics,false
C1301921,Method of identification,false
C1859695,Narrowed joint space,false
C4055223,Clinical Response,false
C1570167,ATF7IP protein, human,true
C3853311,Ham,false
C0011135,Defecation,true
C0444567,Ostium,false
C0751495,Seizures, Focal,true
C0149775,Fit frequency,false
C4084902,Got Worse,false
C0376358,Malignant neoplasm of prostate,true
C0600139,Prostate carcinoma,false
C2984325,Prostate Cancer Pathway,false
C3541264,NCI CTEP SDC Prostate Cancer Sub-Category Terminology,false
C0008320,Cholecystectomy procedure,true
C0451528,Systemic lupus erythematosus disease activity index,false
C0281858,global assessment,false
C3176928,Condition status,false
C2757004,Aldosterone Antagonists [MoA],false
C0037303,Bone structure of cranium,true
C2951888,Skull,false
C1708728,Event Log,false
C0667477,TNFRSF11A protein, human,true
C0699794,Rank,false
C2986775,Logarithm,false
C3533054,Infliximab Ab,false
C0021610,Inspiratory Capacity,true
C0802663,Capacity.inspiratory:Volume:Point in time:Respiratory system:Quantitative,false
C0027950,neutrophil,true
C2697847,Killip Class IV,false
C0029376,Juvenile osteochondrosis of tibial tubercle,true
C0029429,Osteochondrosis,true
C0729346,Osteochondritis juvenilis,false
C0017066,Ganciclovir,true
C1880198,Cure (remedy),false
C2987624,Segmentectomy,false
C2347660,Pre-Medication,false
C1882154,Operative,false
C3842462,On pump,false
C1532633,Kilounit per Kilogram,false
C2608091,Unit/gram,false
C1638407,U/mg,false
C3161471,Treatment Study,false
C0203634,Nuclear medicine procedure,false
C0312860,Neutrophil migration, function,false
C3890923,Nuclear Medicine Study File,false
C4554402,RR genotype,false
C0562508,Accident and Emergency department,true
C0040671,Psychological Transfer,true
C1705822,Transfer Technique,false
C4319192,Transfer Ability,false
C0043444,Democratic Republic of the Congo,true
C0694649,Left deltoid,false
C1567075,CTSG protein, human,true
C3540479,CTSG wt Allele,false
C0023759,Lip structure,true
C0010200,Coughing,true
C1961131,Cough, CTCAE,false
C3274924,Have Been Coughing,false
C4084725,Usual Severity Cough,false
C4084726,How Much Distress Cough,false
C4084727,Cough Frequency,false
C0030266,Panama,true
C4049155,Infusion pump Alert priority PM,false
C0004916,Beds,true
C0454530,Ultraviolet B therapy,false
C0564461,Ultraviolet B radiation,false
C1881534,Make - Instruction Imperative,false
C3890579,Functional Tests Domain,false
C1333690,GPI gene,false
C1704947,GPI wt Allele,false
C1706536,Greek letter phi,false
C2975867,GPI protein, human,true
C4084801,Prostate Health Index,false
C0240859,Basilar Rales,false
C0023190,Lebanon,true
C0439090,Less Than or Equal to,false
C1423767,HPS4 gene,false
C2697858,LE, Rat Strain,false
C1546471,What subject filter - Result,false
C2825142,Experimental Result,false
C0376247,Japanese language,false
C1556094,Japanese race,true
C0007928,Chad,true
C1413373,CHAD gene,false
C0332268,Lacking,false
C0034283,Pyrimethamine,true
C4552032,With lunch,false
C0048838,5'-palmitoyl cytarabine,true
C0025885,Mexico,true
C0008864,Citrulline,true
C0523573,Citrulline measurement,false
C1427027,DHDDS gene,false
C4553421,cold-induced thermogenesis,false
C3538867,AKR1C2 wt Allele,false
C3814791,ATP2A2 wt Allele,false
C0003537,Aphasia,true
C0149566,Structure of middle cerebral artery,true
C0666480,TNFRSF13B protein, human,true
C1425349,TNFRSF13B gene,false
C4284230,TNFRSF13B wt Allele,false
C0678386,ale beer,false
C2632076,Plantago princeps,false
C0699027,Oriental Herbs and Botanicals,false
C0245109,anakinra,true
C0175718,Medical pins,true
C1168556,Pins - Internal fixators,false
C1704584,Pin Device Component,false
C3887876,OSTEOARTHRITIS SUSCEPTIBILITY 1,false
C1418845,PPP3CA gene,false
C0286540,MAV protocol,true
C4085238,MYOCLONIC-ATONIC EPILEPSY,false
C0010622,Cyprus,true
C0332298,Controlled by,false
C2239193,Controlling (action),false
C3541314,Pairing Events Domain,false
C1417750,NNT gene,false
C0003857,Congenital arteriovenous malformation,true
C0279476,Doxorubicin/Methotrexate/Vinblastine,false
C0205093,Lateral,false
C4521226,Pomalidomide/Bortezomib/Dexamethasone Regimen,false
C0035826,Romania,true
C0039260,Taiwan,true
C1165245,Pacis,false
C0523560,VLDL cholesterol measurement,false
C0205154,Along edge (qualifier value),false
C2697523,Graph Edge,false
C0239110,Consciousness clear,false
C2004580,Alert note,false
C3665546,Alert,false
C3669039,Alert:Type:Point in time:^Patient:Nominal,false
C4084853,How True Feel Alert Right Now,false
C4553014,System Alert,false
C4281745,Human, Female adult,false
C0282279,Oceania,true
C1257882,Australasia,true
C1442792,State,false
C3148680,US State,false
C0063034,huperzine B,true
C1414372,ELAVL2 gene,false
C1708389,Hub Device,false
C0001128,Acids,true
C0202406,Lysergic acid diethylamide measurement,false
C1556095,Korean race,true
C0004950,Belgium,true
C0680443,peace,false
C0728475,ultra,false
C0206293,Asp snake,false
C0206298,European Viper,true
C1332656,C3 gene,false
C1528298,ASIP protein, human,true
C3541260,ATG5 wt Allele,false
C3890396,ASPM wt Allele,false
C4048238,Aspartic Acid Measurement,false
C4321307,ASIP wt Allele,false
C4553371,A1CF wt Allele,false
C1854107,Hyperaldosteronism, Familial, Type II,true
C0004348,Austria,true
C0024171,Lutheran Blood-Group System,true
C0024176,Luxembourg,true
C2697939,Loomis Unit,false
C1075468,Echinochloa frumentacea,false
C1021495,Whitea,false
C0441835,Group A (qualifier value),false
C4522145,Group A (blood group),false
C1413296,CDR2 gene,false
C0028075,Nigeria,true
C2348274,Dietary Nickel,false
C3869926,NI+,false
C3869927,NI-,false
C3871128,SDAI,false
C1552840,row - Table,false
C1552846,Row (arrangement),false
C0302113,Fragility,false
C0021201,India,true
C2700456,India - zebrafish,false
C0521329,spinal,false
C0001143,Aclarubicin,true
C1549040,Before Breakfast,false
C1167125,origin recognition complex location,false
C0445456,Brachial,false
C0036243,Saudi Arabia,true
C0038702,Sulfanilamide,true
C1539696,RPSA gene,false
C1825840,ACSM3 gene,false
C3539736,Axial S,false
C4521691,United States Military enlisted E2,false
C1306057,Monday through Friday,false
C1917247,Ebria,false
C0032356,Country of Poland,true
C0856742,post mi,false
C0038944,Suriname,true
C1112705,Nuclear non-senile cataract,false
C1705982,KRAS wt Allele,false
C1311076,SMO protein, human,true
C1364142,SMO gene,false
C1423784,SMOX gene,false
C0242994,Hantavirus Infections,true
C0441781,Stage B,false
C0560012,pint,false
C3811619,LINC-PINT gene,false
C3890014,LINC-PINT wt Allele,false
C3890556,Long Intergenic Non-Protein Coding RNA p53 Induced Transcript, human,false
C1444748,Triggered by,false
C1282910,Upper,false
C0040188,Tic disorder,true
C0278076,Behavioral tic,true
C2169806,recurrent muscle twitches (symptom),false
C3889970,ARNTL wt Allele,false
C0017642,Glipizide,true
C0077906,urinastatin,true
C1412376,AMBP gene,false
C0032729,Portugal,true
C0013754,El Salvador,true
C0205944,Sarcoma, Epithelioid,true
C1449704,Fibrates,true
C3540783,Fibrates, lipid modifying drugs, plain,false
C0006823,Canada,true
C1260875,mating,false
C0027497,Nausea,true
C1963179,Nausea, CTCAE 3.0,false
C2984057,Have Nausea,false
C3829611,How Much Nausea During This Period,false
C4084796,How Often Nausea,false
C4085222,How Much Distress Nausea,false
C4085661,Usual Severity Nausea,false
C4085862,Bothered by Nausea,false
C4255480,Nausea:Presence or Threshold:Point in time:^Patient:Ordinal,false
C4552888,Nausea Visual Analogue Scale,false
C4552889,Feel Nausea,false
C4553767,Nausea, CTCAE 5.0,false
C1421391,USP14 gene,false
C1428265,QTRT1 gene,false
C4321338,USP14 wt Allele,false
C0449217,aVR,false
C2930619,Sex Differentiation Disorders,true
C3275277,Card (document),false
C4300252,HRQOL method,false
C3814444,HPX wt Allele,false
C4522078,Group B,false
C0019552,Hip structure,true
C0022122,Bone structure of ischium,true
C1505163,HHIP protein, human,true
C3538851,REG3A wt Allele,false
C4284725,HHIP wt Allele,false
C1518543,Off,false
C0182537,pump (device),false
C0008115,China,true
C0022771,Korea,true
C0972395,Automatic Implantable Cardioverter-Defibrillators,false
C2611803,activation-induced B cell apoptotic process,false
C3537205,Activation-induced cell death of T cells,false
C3546309,activation-induced cell death,false
C3476815,VR - Veterans Rand Health Survey,false
C1420705,TFPI gene,false
C3273314,TFPI wt Allele,false
C0598697,hazard,false
C1172566,emodepside,true
C0037473,Sodium,true
C3541959,Sodium supplements,false
C3714642,Sodium Drug Class,false
C0853073,PUVA Photochemotherapy,false
C1704892,Methoxsalen With Ultraviolet A Therapy,false
C0006137,Brazil,true
C1524069,Asian Indian,false
C0441837,Group C,false
C0032854,Poverty,true
C0542537,Poor - grade value,false
C2700379,Poor - qualifier,false
C4082285,Insulin Receptor-Related Receptor, human,true
C0023376,Lesotho,true
C0230426,Structure of left thigh,false
C3887647,Lymphotoxin-Alpha, human,false
C4521399,United States Military Commissioned Officer O3,false
C1417239,MPG gene,false
C2986643,MPG wt Allele,false
C0024779,Map,true
C1706473,Functional Map,false
C4050322,Myositis Activities Profile,false
C0312443,Melanocyte stimulating hormone releasing factor,false
C1412879,MYRF gene,false
C0425311,Current non-smoker,false
C4553228,Lugano Lymphoma Response Classification Progressive Disease by CT,false
C4553229,Lugano Lymphoma Response Classification Progressive Disease by PET,false
C0034634,Rage,true
C3539760,MOK wt Allele,false
C3815186,AGER wt Allele,false
C1416931,LTBR gene,false
C1418569,PIGR gene,false
C1568520,FLT1 protein, human,true
C0334121,Inflammatory Myofibroblastic Tumor,true
C1704614,International Medical Terminology,false
C4318736,intramanchette transport,false
C0206158,Premenopause,true
C0019930,Postmenopausal Hormone Replacement Therapy,true
C0006376,Bumetanide,true
C0082608,fluvastatin,true
C0694666,Right deltoid,false
C4553350,NELFE wt Allele,false
C0037713,South America,true
C1331418,Comfort,false
C0441888,Class 4,false
C2698970,Canadian Cardiovascular Society Grading Scale Class IV,false
C2827929,Picogram per Hour,false
C0439391,mL/h,false
C0023826,Very low density lipoprotein cholesterol,true
C0332237,Topical surface,false
C0037052,Sick Sinus Syndrome,true
C0723181,SSS,false
C0451184,Geriatric depression scale (assessment scale),false
C1149049,guanyl-nucleotide exchange factor activity,false
C1418244,PAEP gene,false
C0037199,Sinusitis,true
C4553555,Sinusitis, CTCAE,false
C0039103,Synovitis,true
C1418224,P4HB gene,false
C2827597,Computer Configuration,false
C0018799,Heart Diseases,true
C1416933,LTF gene,false
C2986618,LTF wt Allele,false
C4554443,LF genotype,false
C0279752,Premenopausal - menopausal status,false
C1420811,TNFRSF19 gene,false
C1883402,Troy Pound (unit of mass),false
C0870433,Dissatisfaction,false
C4085546,Dissatisfied - response,false
C1570906,vildagliptin,true
C2986835,Tumor to Normal,false
C0623362,Matrix Metalloproteinases,true
C0919336,MMP gene,false
C0021368,Inflammation,true
C0333348,inflammatory,false
C0043476,Zimbabwe,true
C0619865,i-cholesterol,true
C0523559,Intermediate density lipoprotein cholesterol measurement (procedure),false
C0123167,Intermediate density lipoprotein cholesterol,true
C2699257,SS, Rat Strain,false
C4551874,BLOOD GROUP, Ss,false
C0857121,Hypertensive (finding),false
C3163620,Hypotension, CTCAE,false
C0443343,Unstable status,false
C1883468,Unstable Medical Device Problem,false
C0149699,Fracture of fibula,false
C0040185,Tibial Fractures,true
C0439194,Micromole,false
C0010182,Costa Rica,true
C0271160,Cortical cataract,false
C3540510,Centisecond,false
C4085345,Condylion superiore,false
C0595726,Leukotriene Antagonists,true
C2757015,Leukotriene Receptor Antagonists [MoA],false
C3542962,Leukotriene receptor antagonists for obstructive airway diseases,false
C3537183,Leukotriene Receptor Antagonist [EPC],false
C4521995,Leukotriene receptor antagonist (disposition),false
C0205332,Reactive,false
C0033684,Proteins,true
C0020336,Hydroxychloroquine,true
C0391900,stomach and duodenum,false
C0450199,Gastroduodenal,false
C0683921,disorder prevalence,false
C0227665,Both kidneys,false
C0020621,Hypokalemia,true
C4553966,Hypokalemia, CTCAE,false
C0205454,Eight,false
C0439219,Pounds,false
C3161851,liquid-based cytology (procedure),false
C0279686,doxorubicin/thiotepa/vinblastine,false
C1417507,MVD gene,false
C3272839,Microvessel Density,false
C0242821,Human body,true
C0460148,Human body structure,false
C1268086,Body structure,false
C4082212,Adult human body,false
C0018932,Hematochezia,true
C0267596,Rectal hemorrhage,false
C0429964,Dependent for dressing,false
C0429986,Dependent for bathing,false
C0851827,Dependent - ability,false
C1701901,Conditional,false
C3244310,dependent,false
C4321395,Dependent for Toilet Use,false
C1552828,Table Frame - above,false
C0752347,Lewy Body Disease,true
C3890365,dendritic lamellar body,false
C4534363,At home,false
C1553378,Latin American,false
C0205318,Uncontrolled,false
C3491162,alirocumab,true
C0521942,Angiotensin II receptor antagonist,true
C0815017,Angiotensin Receptor Antagonists,true
C3536793,Angiotensin 2 Receptor Blocker [EPC],false
C0449297,Clearance,false
C1382187,Clearance of substance,false
C2825073,Clearance [PK],false
C4554548,Clearance procedure,false
C0439660,Hereditary,false
C4553760,Study Variable,false
C1101838,pitavastatin,true
C0024027,Lovastatin,true
C1548168,Re-admission,false
C4489276,Readmission,false
C1882087,New York Heart Association Class IV,false
C0560042,uGy,false
C0729538,Saphenous vein graft,false
C1098320,olmesartan,true
C4534349,History of PVD,false
C3536833,Aldosterone Antagonist [EPC],false
C0449462,Length of stent,false
C0946289,PO N,false
C3653316,Vitamin K antagonists,false
C0101856,Agkistrodon contortrix contortrix protein C activator,true
C0175754,Agenesis of corpus callosum,true
C0282160,Aplasia Cutis Congenita,true
C3541413,ACACA wt Allele,false
C0441767,Stage level 2,false
C0441771,Stage level 3,false
C3538928,Usual,false
C0019905,Honduras,true
C1832110,HORNS IN SHEEP,false
C3889614,Healthcare Encounters Domain,false
C0439576,Post-bronchodilation,false
C0439566,Pre-bronchodilation,false
C1384478,Proton Pump Inhibitors [MoA],false
C3540020,Proton pump inhibitors for peptic ulcer and GORD,false
C3536754,Proton Pump Inhibitor [EPC],false
C4521480,H+/K+-exchanging ATPase inhibitor (disposition),false
C1579268,Mineralocorticoid Receptor Antagonists,true
C1373021,Mineralocorticoid Receptor Antagonists [MoA],false
C0072980,Sirolimus,true
C0541315,everolimus,true
C1459585,Lacuna,false
C3273112,SDC1 wt Allele,false
C0243087,concomitant disease,true
C1408353,Undiagnosed,false
C0151576,Creatine Phosphokinase Increased,false
C0024853,Martinique,true
C0025552,Metals,true
C4079805,ertugliflozin,true
C3539026,Alzheimer's Disease Assessment Scale-Cognitive CDISC Version Questionnaire,false
C0596838,limb fracture,false
C1140618,Upper Extremity,true
C0178316,Fracture of upper limb,false
C3811127,SULT1E1 wt Allele,false
C3890902,Eastern Standard Time,false
C0239309,eastern european,false
C0025353,mental health,true
C0311277,Obesity, Abdominal,true
C0016860,Furosemide,true
C0076840,torsemide,true
C0556338,Drinker,false
C0087130,Uncertainty,true
C4085655,Uncertain - Response,false
C3541957,Thiazolidinediones, blood glucose lowering drugs,false
C0205094,Anterior,false
C0678975,inferiority,false
C0455471,H/O: malignant neoplasm,false
C0168370,adipoylbisphosphonic acid,true
C0018510,Haiti,true
C0677607,Hashimoto Disease,true
C0011570,Mental Depression,true
C0011581,Depressive disorder,true
C0460137,Depression motion,false
C4049644,Depression Scale (BASC-2),false
C4084909,Depression Subordinate Domain,false
C4085311,Depression - recess,false
C4553827,Depression Visual Analogue Scale,false
C0444868,All,false
C3539085,Universal restriction modifier (core metadata concept),false
C3812213,Fetal Bovine Serum,false
C0231179,Insufficiency,false
C1963154,Renal Failure, CTCAE,false
C1708130,GNAI1 wt Allele,false
C3539617,Digestive System Findings Domain,false
C4050121,Gastrointestinal studies and measurements,false
