nct_id;mesh_broad_label;pmid
NCT00268216;Lung Diseases, Obstructive;15332386
NCT00268216;Lung Diseases, Obstructive;19703830
NCT00268216;Lung Diseases, Obstructive;21737561
NCT00268216;Lung Diseases, Obstructive;21627828
NCT00268216;Lung Diseases, Obstructive;20813884
NCT00268216;Lung Diseases, Obstructive;30453972
NCT00271557;Heart Failure;10400005
NCT00274573;Lung Diseases, Obstructive;NA
NCT00274638;Hypertension;NA
NCT00296387;Myocardial Ischemia, acute;20417447
NCT00296491;Lung Diseases, Obstructive;20167147
NCT00297063;Diabetes Mellitus, Type 2;22587483
NCT00297063;Diabetes Mellitus, Type 2;21562320
NCT00306696;Diabetes Mellitus;99999999
NCT00306696;Diabetes Mellitus;17093067
NCT00311740;Hypertension;NA
NCT00319995;Rhinitis;19549427
NCT00325442;Hypertension, Pulmonary;22628490
NCT00330460;Osteoporosis;NA
NCT00335166;Parkinson Disease;21542016
NCT00343551;Hypertension;19458624
NCT00347100;Diabetes Mellitus, Type 2;NA
NCT00361959;Lung Diseases, Obstructive;99999999
NCT00361959;Lung Diseases, Obstructive;19098157
NCT00361959;Lung Diseases, Obstructive;19657399
NCT00361959;Lung Diseases, Obstructive;18713851
NCT00361959;Lung Diseases, Obstructive;18565964
NCT00361959;Lung Diseases, Obstructive;17916806
NCT00361959;Lung Diseases, Obstructive;20576732
NCT00368134;Diabetes Mellitus, Type 2;NA
NCT00373451;Myocardial Ischemia, acute;NA
NCT00377819;Osteoporosis;NA
NCT00382096;Diabetes Mellitus, Type 2;NA
NCT00383721;Lung Diseases, Obstructive;25044280
NCT00383721;Lung Diseases, Obstructive;22334770
NCT00383721;Lung Diseases, Obstructive;22334769
NCT00404820;Osteoporosis;NA
NCT00423319;Embolism and Thrombosis;NA
NCT00423319;Embolism and Thrombosis;NA
NCT00439647;Osteoporosis;23113482
NCT00439777;Embolism and Thrombosis;NA
NCT00441350;Hypertension;20593911
NCT00449930;Diabetes Mellitus, Type 2;NA
NCT00542633;Diabetes Mellitus, Type 2;NA
NCT00567996;Lung Diseases, Obstructive;22158330
NCT00567996;Lung Diseases, Obstructive;21397482
NCT00567996;Lung Diseases, Obstructive;21227674
NCT00589927;Myocardial Ischemia;21392640
NCT00600626;Diabetes Mellitus, Type 2;17115349
NCT00616772;Myocardial Ischemia;22622962
NCT00621140;Diabetes Mellitus, Type 2;27484756
NCT00621140;Diabetes Mellitus, Type 2;22234149
NCT00626197;Lupus Erythematosus, Systemic;NA
NCT00642187;Lung Diseases, Obstructive;NA
NCT00652002;Lung Diseases, Obstructive;22329608
NCT00652002;Lung Diseases, Obstructive;27039236
NCT00657943;Atherosclerosis;26916685
NCT00657943;Atherosclerosis;26916684
NCT00657943;Atherosclerosis;30027438
NCT00660517;Rhinitis;20674829
NCT00679731;Psoriasis;NA
NCT00715624;Diabetes Mellitus, Type 2;23628617
NCT00715624;Diabetes Mellitus, Type 2;25130920
NCT00722371;Diabetes Mellitus, Type 2;23909985
NCT00725036;Diabetes Mellitus, Type 1;NA
NCT00765674;Hypertension;NA
NCT00813995;Diabetes Mellitus, Type 2;22672586
NCT00849095;Lung Diseases, Obstructive;25481378
NCT00866658;Diabetes Mellitus, Type 2;22564709
NCT00866658;Diabetes Mellitus, Type 2;26039935
NCT00882440;Hypertension;7768585
NCT00900731;Lung Diseases, Obstructive;21622587
NCT00922480;Hypertension;NA
NCT00929110;Lung Diseases, Obstructive;24156566
NCT00929110;Lung Diseases, Obstructive;23060624
NCT00963469;Rhinitis;14616102
NCT00965549;Diabetes Mellitus, Type 2;NA
NCT00978627;Diabetes Mellitus, Type 1;NA
NCT00985621;Arthritis;30936738
NCT00985621;Arthritis;23707270
NCT01009463;Lung Diseases, Obstructive;24429127
NCT01009463;Lung Diseases, Obstructive;27251682
NCT01009463;Lung Diseases, Obstructive;25490706
NCT01009463;Lung Diseases, Obstructive;24314123
NCT01017952;Lung Diseases, Obstructive;24429127
NCT01017952;Lung Diseases, Obstructive;27251682
NCT01017952;Lung Diseases, Obstructive;25490706
NCT01017952;Lung Diseases, Obstructive;24314123
NCT01033071;Hypertension;NA
NCT01042392;Hypertension;NA
NCT01042977;Diabetes Mellitus, Type 2;NA
NCT01061671;Lung Diseases, Obstructive;29065885
NCT01061671;Lung Diseases, Obstructive;24836125
NCT01061671;Lung Diseases, Obstructive;29444682
NCT01079130;Lung Diseases, Obstructive;NA
NCT01098539;Diabetes Mellitus, Type 2;NA
NCT01167153;Hypertension;23963546
NCT01233622;Diabetes Mellitus, Type 2;24199686
NCT01237223;Hypertension;NA
NCT01243424;Diabetes Mellitus, Type 2;NA
NCT01287039;Lung Diseases, Obstructive;25736990
NCT01287039;Lung Diseases, Obstructive;30346831
NCT01287039;Lung Diseases, Obstructive;28159511
NCT01294592;Prostatic Hyperplasia;NA
NCT01316900;Lung Diseases, Obstructive;27796912
NCT01316900;Lung Diseases, Obstructive;24835833
NCT01345253;Lupus Erythematosus, Systemic;NA
NCT01357642;Lung Diseases, Obstructive;2019665
NCT01357642;Lung Diseases, Obstructive;16400891
NCT01357642;Lung Diseases, Obstructive;3780129
NCT01357642;Lung Diseases, Obstructive;10919679
NCT01357642;Lung Diseases, Obstructive;10936150
NCT01357642;Lung Diseases, Obstructive;11061773
NCT01377012;Arthritis;29138986
NCT01431274;Lung Diseases, Obstructive;29355547
NCT01431274;Lung Diseases, Obstructive;27993292
NCT01431274;Lung Diseases, Obstructive;26112656
NCT01431274;Lung Diseases, Obstructive;25573406
NCT01431274;Lung Diseases, Obstructive;30261995
NCT01436110;Lung Diseases, Obstructive;NA
NCT01498653;Lung Diseases, Obstructive;25524507
NCT01502774;Myocardial Ischemia, acute;26321103
NCT01502774;Myocardial Ischemia, acute;26027612
NCT01508936;Lung Diseases, Obstructive;27018175
NCT01510769;Arthritis;28597604
NCT01510769;Arthritis;30616614
NCT01519674;Diabetes Mellitus, Type 2;25488587
NCT01519791;Arthritis;27165179
NCT01519791;Arthritis;28666080
NCT01524289;Hyperlipidemias;25743173
NCT01525615;Lung Diseases, Obstructive;29439648
NCT01555164;Diabetes Mellitus, Type 2;NA
NCT01648582;Diabetes Mellitus, Type 2;NA
NCT01695239;Psoriasis;29299340
NCT01695239;Psoriasis;29247148
NCT01695239;Psoriasis;27553214
NCT01695239;Psoriasis;30886974
NCT01695239;Psoriasis;30696483
NCT01695239;Psoriasis;29945203
NCT01703221;Diabetes Mellitus, Type 2;28449368
NCT01709110;Osteoporosis;29129436
NCT01709110;Osteoporosis;30659410
NCT01710358;Arthritis;28798049
NCT01710358;Arthritis;28199814
NCT01710358;Arthritis;30902094
NCT01710358;Arthritis;30784354
NCT01710358;Arthritis;29463520
NCT01710358;Arthritis;29680881
NCT01720446;Diabetes Mellitus, Type 2;27633186
NCT01720446;Diabetes Mellitus, Type 2;29178519
NCT01720446;Diabetes Mellitus, Type 2;30851070
NCT01720446;Diabetes Mellitus, Type 2;29907893
NCT01752634;Psoriasis;29409133
NCT01752634;Psoriasis;28968735
NCT01752634;Psoriasis;26135703
NCT01752634;Psoriasis;29880010
NCT01813435;Myocardial Ischemia;30852547
NCT01813435;Myocardial Ischemia;30166073
NCT01876368;Hypertension;NA
NCT01959529;Diabetes Mellitus, Type 2;NA
NCT01991795;Diabetes Mellitus, Type 2;27160944
NCT01994226;Arthritis;NA
NCT02019472;Arthritis;NA
NCT02119286;Lung Diseases, Obstructive;NA
NCT02155660;Lung Diseases, Obstructive;NA
NCT02243176;Diabetes Mellitus, Type 2;NA
NCT02294279;Lung Diseases, Obstructive;29108938
NCT02301975;Lung Diseases, Obstructive;NA
NCT02346240;Psoriasis;29660425
NCT02384941;Diabetes Mellitus, Type 1;29937430
NCT02414854;Lung Diseases, Obstructive;29782217
NCT02414854;Lung Diseases, Obstructive;29725983
NCT02467920;Diabetes Mellitus, Type 2;NA
NCT02501161;Diabetes Mellitus, Type 2;NA
NCT02630706;Diabetes Mellitus, Type 2;30830724
NCT02675426;Arthritis;29908669
NCT02849080;Diabetes Mellitus, Type 2;NA
NCT00000614;Embolism and Thrombosis;9666536
NCT00000614;Embolism and Thrombosis;12601075
NCT00000614;Embolism and Thrombosis;12601074
NCT00000614;Embolism and Thrombosis;11153741
NCT00000614;Embolism and Thrombosis;15990753
NCT00041938;Myocardial Ischemia, acute;NA
NCT00041938;Stroke;NA
NCT00086515;Diabetes Mellitus, Type 2;17130197
NCT00086515;Diabetes Mellitus, Type 2;18476982
NCT00092586;Hyperlipidemias;15887425
NCT00092586;Hyperlipidemias;16503317
NCT00092586;Hyperlipidemias;16970214
NCT00092586;Hyperlipidemias;17058629
NCT00092586;Hyperlipidemias;19166691
NCT00092586;Hyperlipidemias;23040830
NCT00093158;Myocardial Ischemia, acute;27978944
NCT00093158;Myocardial Ischemia, acute;26198286
NCT00093158;Myocardial Ischemia, acute;26019142
NCT00093158;Myocardial Ischemia, acute;25022226
NCT00093158;Myocardial Ischemia, acute;24847016
NCT00093158;Myocardial Ischemia, acute;24630881
NCT00093158;Myocardial Ischemia, acute;24561145
NCT00093158;Myocardial Ischemia, acute;24560063
NCT00093158;Myocardial Ischemia, acute;24310521
NCT00093158;Myocardial Ischemia, acute;24012035
NCT00093158;Myocardial Ischemia, acute;23174634
NCT00093158;Myocardial Ischemia, acute;23174632
NCT00093158;Myocardial Ischemia, acute;23048052
NCT00093158;Myocardial Ischemia, acute;22550156
NCT00093158;Myocardial Ischemia, acute;22483327
NCT00093158;Myocardial Ischemia, acute;22424026
NCT00093158;Myocardial Ischemia, acute;22354934
NCT00093158;Myocardial Ischemia, acute;22028471
NCT00093158;Myocardial Ischemia, acute;21658558
NCT00093158;Myocardial Ischemia, acute;21315212
NCT00093158;Myocardial Ischemia, acute;20965465
NCT00093158;Myocardial Ischemia, acute;20953817
NCT00093158;Myocardial Ischemia, acute;20647564
NCT00093158;Myocardial Ischemia, acute;20142447
NCT00093158;Myocardial Ischemia, acute;20118151
NCT00093158;Myocardial Ischemia, acute;20026777
NCT00093158;Myocardial Ischemia, acute;19628125
NCT00093158;Myocardial Ischemia, acute;19463378
NCT00093158;Myocardial Ischemia, acute;19460609
NCT00093158;Myocardial Ischemia, acute;19298914
NCT00093158;Myocardial Ischemia, acute;19171852
NCT00093158;Myocardial Ischemia, acute;19022155
NCT00093158;Myocardial Ischemia, acute;18056903
NCT00093158;Myocardial Ischemia, acute;17368152
NCT00093158;Myocardial Ischemia, acute;17299194
NCT00093158;Myocardial Ischemia, acute;17124018
NCT00093158;Myocardial Ischemia, acute;27978944
NCT00093158;Myocardial Ischemia, acute;26198286
NCT00093158;Myocardial Ischemia, acute;26019142
NCT00093158;Myocardial Ischemia, acute;25022226
NCT00093158;Myocardial Ischemia, acute;24847016
NCT00093158;Myocardial Ischemia, acute;24630881
NCT00093158;Myocardial Ischemia, acute;24561145
NCT00093158;Myocardial Ischemia, acute;24560063
NCT00093158;Myocardial Ischemia, acute;24310521
NCT00093158;Myocardial Ischemia, acute;24012035
NCT00093158;Myocardial Ischemia, acute;23174634
NCT00093158;Myocardial Ischemia, acute;23174632
NCT00093158;Myocardial Ischemia, acute;23048052
NCT00093158;Myocardial Ischemia, acute;22550156
NCT00093158;Myocardial Ischemia, acute;22483327
NCT00093158;Myocardial Ischemia, acute;22424026
NCT00093158;Myocardial Ischemia, acute;22354934
NCT00093158;Myocardial Ischemia, acute;22028471
NCT00093158;Myocardial Ischemia, acute;21658558
NCT00093158;Myocardial Ischemia, acute;21315212
NCT00093158;Myocardial Ischemia, acute;20965465
NCT00093158;Myocardial Ischemia, acute;20953817
NCT00093158;Myocardial Ischemia, acute;20647564
NCT00093158;Myocardial Ischemia, acute;20142447
NCT00093158;Myocardial Ischemia, acute;20118151
NCT00093158;Myocardial Ischemia, acute;20026777
NCT00093158;Myocardial Ischemia, acute;19628125
NCT00093158;Myocardial Ischemia, acute;19463378
NCT00093158;Myocardial Ischemia, acute;19460609
NCT00093158;Myocardial Ischemia, acute;19298914
NCT00093158;Myocardial Ischemia, acute;19171852
NCT00093158;Myocardial Ischemia, acute;19022155
NCT00093158;Myocardial Ischemia, acute;18056903
NCT00093158;Myocardial Ischemia, acute;17368152
NCT00093158;Myocardial Ischemia, acute;17299194
NCT00093158;Myocardial Ischemia, acute;17124018
NCT00102440;Arthritis;NA
NCT00106535;Arthritis;27564431
NCT00106535;Arthritis;27087059
NCT00106535;Arthritis;26787505
NCT00106535;Arthritis;23945134
NCT00106535;Arthritis;23322466
NCT00106535;Arthritis;21360490
NCT00117780;Diabetes Mellitus, Type 1;18945928
NCT00126516;Hypertension;NA
NCT00126516;Stroke;NA
NCT00133198;Restless Legs Syndrome;NA
NCT00133250;Myocardial Ischemia, acute;9403425
NCT00133250;Myocardial Ischemia, acute;10490554
NCT00133250;Myocardial Ischemia, acute;9851955
NCT00133250;Myocardial Ischemia, acute;11119474
NCT00133250;Myocardial Ischemia, acute;14982910
NCT00133250;Myocardial Ischemia, acute;14724302
NCT00133250;Myocardial Ischemia, acute;11918909
NCT00133250;Myocardial Ischemia, acute;19332467
NCT00133250;Myocardial Ischemia, acute;20582594
NCT00138541;Diabetes Mellitus, Type 2;20518805
NCT00141102;Arthritis;NA
NCT00141102;Arthritis;NA
NCT00184561;Diabetes Mellitus, Type 2;18268073
NCT00207766;Inflammatory Bowel Diseases;15476155
NCT00207766;Inflammatory Bowel Diseases;14985485
NCT00220220;Hypertension;19499960
NCT00221104;Stroke;28135841
NCT00221104;Stroke;29511130
NCT00221104;Stroke;28924103
NCT00231556;Epilepsy;NA
NCT00237237;Diabetes Mellitus, Type 2;18034842
NCT00264537;Arthritis;27803138
NCT00264537;Arthritis;27432355
NCT00264537;Arthritis;25005327
NCT00264537;Arthritis;23861303
NCT00264537;Arthritis;22127693
NCT00265083;Arthritis;27803138
NCT00265083;Arthritis;30412238
NCT00265083;Arthritis;28031053
NCT00265083;Arthritis;27422890
NCT00265083;Arthritis;26932345
NCT00265083;Arthritis;25387477
NCT00265083;Arthritis;23024015
NCT00265083;Arthritis;22740380
NCT00265083;Arthritis;20506403
NCT00269893;Myocardial Ischemia, chronic;8121459
NCT00269893;Myocardial Ischemia, chronic;9256222
NCT00286468;Diabetes Mellitus;19125778
NCT00286468;Diabetes Mellitus;19793357
NCT00287716;Idiopathic Interstitial Pneumonias;27708114
NCT00287716;Idiopathic Interstitial Pneumonias;26968970
NCT00287716;Idiopathic Interstitial Pneumonias;26835133
NCT00287716;Idiopathic Interstitial Pneumonias;21571362
NCT00287716;Idiopathic Interstitial Pneumonias;30072107
NCT00287716;Idiopathic Interstitial Pneumonias;28388260
NCT00311363;Restless Legs Syndrome;20511481
NCT00329355;Migraine Disorders;NA
NCT00359905;Prostatic Hyperplasia;25712312
NCT00359905;Prostatic Hyperplasia;21109344
NCT00379288;Lung Diseases, Obstructive;NA
NCT00389740;Osteoporosis;NA
NCT00397657;Atherosclerosis;2243429
NCT00397657;Atherosclerosis;8248954
NCT00397657;Atherosclerosis;2215615
NCT00397657;Atherosclerosis;8616937
NCT00397657;Atherosclerosis;11757504
NCT00397657;Atherosclerosis;15537681
NCT00397657;Atherosclerosis;14996776
NCT00397657;Atherosclerosis;12379573
NCT00397657;Atherosclerosis;12505224
NCT00397657;Atherosclerosis;7886711
NCT00397657;Atherosclerosis;7743614
NCT00397657;Atherosclerosis;17076985
NCT00397657;Atherosclerosis;22564353
NCT00397657;Atherosclerosis;20399059
NCT00397657;Atherosclerosis;19915217
NCT00399464;Prostatic Hyperplasia;NA
NCT00413049;Hypertension;20469975
NCT00447915;Osteoporosis;NA
NCT00451360;Hyperlipidemias;11710710
NCT00453063;Rhinitis;21261661
NCT00504127;Arthritis;NA
NCT00525824;Atherosclerosis;NA
NCT00525824;Hyperlipidemias;NA
NCT00526474;Peripheral Vascular Diseases;27765312
NCT00526474;Peripheral Vascular Diseases;27440003
NCT00526474;Peripheral Vascular Diseases;27431644
NCT00526474;Peripheral Vascular Diseases;26876014
NCT00526474;Peripheral Vascular Diseases;26826179
NCT00526474;Peripheral Vascular Diseases;26338971
NCT00526474;Peripheral Vascular Diseases;25792124
NCT00526474;Peripheral Vascular Diseases;25681464
NCT00526474;Peripheral Vascular Diseases;25465417
NCT00526474;Peripheral Vascular Diseases;25465416
NCT00526474;Peripheral Vascular Diseases;23501976
NCT00526474;Peripheral Vascular Diseases;23396280
NCT00526474;Peripheral Vascular Diseases;22932716
NCT00526474;Peripheral Vascular Diseases;22443427
NCT00526474;Peripheral Vascular Diseases;19699854
NCT00526474;Myocardial Ischemia, acute;27765312
NCT00526474;Myocardial Ischemia, acute;27440003
NCT00526474;Myocardial Ischemia, acute;27431644
NCT00526474;Myocardial Ischemia, acute;26876014
NCT00526474;Myocardial Ischemia, acute;26826179
NCT00526474;Myocardial Ischemia, acute;26338971
NCT00526474;Myocardial Ischemia, acute;25792124
NCT00526474;Myocardial Ischemia, acute;25681464
NCT00526474;Myocardial Ischemia, acute;25465417
NCT00526474;Myocardial Ischemia, acute;25465416
NCT00526474;Myocardial Ischemia, acute;23501976
NCT00526474;Myocardial Ischemia, acute;23396280
NCT00526474;Myocardial Ischemia, acute;22932716
NCT00526474;Myocardial Ischemia, acute;22443427
NCT00526474;Myocardial Ischemia, acute;19699854
NCT00526474;Atherosclerosis;27765312
NCT00526474;Atherosclerosis;27440003
NCT00526474;Atherosclerosis;27431644
NCT00526474;Atherosclerosis;26876014
NCT00526474;Atherosclerosis;26826179
NCT00526474;Atherosclerosis;26338971
NCT00526474;Atherosclerosis;25792124
NCT00526474;Atherosclerosis;25681464
NCT00526474;Atherosclerosis;25465417
NCT00526474;Atherosclerosis;25465416
NCT00526474;Atherosclerosis;23501976
NCT00526474;Atherosclerosis;23396280
NCT00526474;Atherosclerosis;22932716
NCT00526474;Atherosclerosis;22443427
NCT00526474;Atherosclerosis;19699854
NCT00527943;Myocardial Ischemia, acute;24402559
NCT00527943;Myocardial Ischemia, acute;25129064
NCT00527943;Myocardial Ischemia, acute;27162212
NCT00527943;Myocardial Ischemia, acute;27151345
NCT00527943;Myocardial Ischemia, acute;26089177
NCT00527943;Myocardial Ischemia, acute;26025218
NCT00527943;Myocardial Ischemia, acute;25012288
NCT00527943;Myocardial Ischemia, acute;24211500
NCT00527943;Myocardial Ischemia, acute;22077816
NCT00527943;Myocardial Ischemia, acute;19699853
NCT00527943;Myocardial Ischemia, acute;27502866
NCT00527943;Atherosclerosis;24402559
NCT00527943;Atherosclerosis;25129064
NCT00527943;Atherosclerosis;27162212
NCT00527943;Atherosclerosis;27151345
NCT00527943;Atherosclerosis;26089177
NCT00527943;Atherosclerosis;26025218
NCT00527943;Atherosclerosis;25012288
NCT00527943;Atherosclerosis;24211500
NCT00527943;Atherosclerosis;22077816
NCT00527943;Atherosclerosis;19699853
NCT00527943;Atherosclerosis;27502866
NCT00541450;Diabetes Mellitus, Type 2;NA
NCT00552097;Hyperlipidemias;15846260
NCT00552097;Hyperlipidemias;18376000
NCT00552097;Atherosclerosis;15846260
NCT00552097;Atherosclerosis;18376000
NCT00626535;Esophageal Diseases;NA
NCT00654537;Hyperlipidemias;NA
NCT00663260;Diabetes Mellitus, Type 2;27306615
NCT00663260;Diabetes Mellitus, Type 2;24067431
NCT00679380;Inflammatory Bowel Diseases;23436336
NCT00679588;Embolism and Thrombosis;NA
NCT00700817;Diabetes Mellitus, Type 2;20417856
NCT00700817;Diabetes Mellitus, Type 2;21309842
NCT00700817;Diabetes Mellitus, Type 2;21355967
NCT00700817;Diabetes Mellitus, Type 2;22193143
NCT00700817;Diabetes Mellitus, Type 2;21883806
NCT00700817;Diabetes Mellitus, Type 2;21883438
NCT00700817;Diabetes Mellitus, Type 2;22851600
NCT00700817;Diabetes Mellitus, Type 2;22834986
NCT00700817;Diabetes Mellitus, Type 2;22862847
NCT00700817;Diabetes Mellitus, Type 2;23010561
NCT00700817;Diabetes Mellitus, Type 2;23186975
NCT00700817;Diabetes Mellitus, Type 2;25504028
NCT00700817;Diabetes Mellitus, Type 2;26936426
NCT00700817;Diabetes Mellitus, Type 2;23537458
NCT00707031;Diabetes Mellitus, Type 2;NA
NCT00718224;Embolism and Thrombosis;NA
NCT00751751;Hypertension;NA
NCT00776984;Lung Diseases, Obstructive;22938706
NCT00782509;Lung Diseases, Obstructive;30077810
NCT00782509;Lung Diseases, Obstructive;24966672
NCT00783718;Inflammatory Bowel Diseases;23964932
NCT00783718;Inflammatory Bowel Diseases;30203005
NCT00783718;Inflammatory Bowel Diseases;30285104
NCT00783718;Inflammatory Bowel Diseases;29857145
NCT00783718;Inflammatory Bowel Diseases;27802155
NCT00783718;Inflammatory Bowel Diseases;27639327
NCT00790023;Rhinitis;21130386
NCT00791999;Arthritis;24313916
NCT00792805;Lung Diseases, Obstructive;24383720
NCT00812955;Hyperlipidemias;NA
NCT00855582;Prostatic Hyperplasia;26299520
NCT00855582;Prostatic Hyperplasia;26452447
NCT00855582;Prostatic Hyperplasia;24119319
NCT00864812;Lung Diseases, Obstructive;NA
NCT00888355;Hypertension;NA
NCT00909480;Diabetes Mellitus, Type 2;NA
NCT00930670;Myocardial Ischemia;26815196
NCT00942994;Hypertension;21414565
NCT00942994;Hypertension;22305998
NCT00958269;Diabetes Mellitus, Type 2;NA
NCT00974571;Rhinitis;17619558
NCT00982228;Diabetes Mellitus, Type 1;NA
NCT00982644;Diabetes Mellitus, Type 2;NA
NCT01001208;Psoriasis;NA
NCT01018511;Prostatic Hyperplasia;23932438
NCT01032629;Diabetes Mellitus, Type 2;29133604
NCT01032629;Diabetes Mellitus, Type 2;29103664
NCT01032629;Diabetes Mellitus, Type 2;28605608
NCT01032629;Diabetes Mellitus, Type 2;26580237
NCT01032629;Diabetes Mellitus, Type 2;26121561
NCT01032629;Diabetes Mellitus, Type 2;26081793
NCT01032629;Diabetes Mellitus, Type 2;25468945
NCT01032629;Diabetes Mellitus, Type 2;24786834
NCT01032629;Diabetes Mellitus, Type 2;24517339
NCT01032629;Diabetes Mellitus, Type 2;23895803
NCT01032629;Diabetes Mellitus, Type 2;30591006
NCT01032629;Diabetes Mellitus, Type 2;29941478
NCT01032629;Diabetes Mellitus, Type 2;29937267
NCT01032629;Diabetes Mellitus, Type 2;29526832
NCT01059136;Myocardial Ischemia, acute;27102506
NCT01059136;Myocardial Ischemia, acute;20934557
NCT01068665;Diabetes Mellitus, Type 2;NA
NCT01126580;Diabetes Mellitus, Type 2;NA
NCT01151137;Arrhythmias, Cardiac;22082198
NCT01151137;Arrhythmias, Cardiac;25378467
NCT01167881;Diabetes Mellitus, Type 2;NA
NCT01178073;Hypertension, Pulmonary;28039187
NCT01178073;Hypertension, Pulmonary;26308684
NCT01178073;Hypertension, Pulmonary;26196225
NCT01241591;Psoriasis;27271195
NCT01241591;Psoriasis;26051365
NCT01242527;Hyperlipidemias;24528690
NCT01318135;Diabetes Mellitus, Type 2;NA
NCT01335477;Idiopathic Interstitial Pneumonias;30729456
NCT01335477;Idiopathic Interstitial Pneumonias;28388260
NCT01335477;Idiopathic Interstitial Pneumonias;30176872
NCT01335477;Idiopathic Interstitial Pneumonias;28526798
NCT01335477;Idiopathic Interstitial Pneumonias;28039616
NCT01335477;Idiopathic Interstitial Pneumonias;27672117
NCT01335477;Idiopathic Interstitial Pneumonias;26400368
NCT01335477;Idiopathic Interstitial Pneumonias;24836310
NCT01335477;Idiopathic Interstitial Pneumonias;24834811
NCT01343004;Osteoporosis;27826127
NCT01343004;Osteoporosis;27533157
NCT01343004;Osteoporosis;27612281
NCT01408303;Hyperlipidemias;26328624
NCT01408303;Hyperlipidemias;23998969
NCT01427751;Embolism and Thrombosis;NA
NCT01442038;Myocardial Ischemia, chronic;24268208
NCT01442038;Myocardial Ischemia, chronic;26474810
NCT01442038;Myocardial Ischemia, chronic;26555329
NCT01442038;Myocardial Ischemia;24268208
NCT01442038;Myocardial Ischemia;26474810
NCT01442038;Myocardial Ischemia;26555329
NCT01458574;Inflammatory Bowel Diseases;29028981
NCT01458574;Inflammatory Bowel Diseases;28467869
NCT01458574;Inflammatory Bowel Diseases;30476584
NCT01458574;Inflammatory Bowel Diseases;29850873
NCT01458574;Inflammatory Bowel Diseases;29743836
NCT01484496;Lupus Erythematosus, Systemic;28118533
NCT01484496;Lupus Erythematosus, Systemic;29807477
NCT01484496;Lupus Erythematosus, Systemic;29671280
NCT01499368;Esophageal Diseases;NA
NCT01545388;Diabetes Mellitus, Type 2;NA
NCT01577082;Lung Diseases, Obstructive;27938358
NCT01599104;Hypertension;NA
NCT01606761;Arthritis;28215362
NCT01664247;Diabetes Mellitus, Type 2;26990378
NCT01709513;Hyperlipidemias;NA
NCT01877668;Psoriasis;29045212
NCT01877668;Psoriasis;30713721
NCT01877668;Psoriasis;30680661
NCT01877668;Psoriasis;30373651
NCT01907854;Diabetes Mellitus, Type 2;NA
NCT01969708;Embolism and Thrombosis;NA
NCT02177396;Hypertension;NA
NCT02183688;Migraine Disorders;NA
NCT02349295;Psoriasis;28551073
NCT02349295;Psoriasis;30886974
NCT02349295;Psoriasis;30696483
NCT02376790;Psoriasis;29531787
NCT02494284;Myocardial Ischemia;NA
NCT02531035;Diabetes Mellitus, Type 1;28899222
NCT02607865;Diabetes Mellitus, Type 2;NA
NCT02796677;Lung Diseases, Obstructive;30962681
NCT02835534;Myocardial Ischemia, acute;28928186
NCT02937701;Arthritis;NA
NCT00000476;Heart Failure;9149472
NCT00000476;Heart Failure;99999999
NCT00000476;Heart Failure;9036306
NCT00000476;Heart Failure;9023096
NCT00000476;Heart Failure;9266777
NCT00000476;Heart Failure;9508228
NCT00000476;Heart Failure;8721804
NCT00000476;Heart Failure;11527638
NCT00000476;Heart Failure;12008182
NCT00000476;Heart Failure;12409542
NCT00000476;Heart Failure;14643075
NCT00000476;Heart Failure;14643074
NCT00000476;Heart Failure;14643073
NCT00000476;Heart Failure;14662278
NCT00000476;Heart Failure;14643078
NCT00000476;Heart Failure;14643076
NCT00000476;Heart Failure;15337214
NCT00000476;Heart Failure;16053964
NCT00000476;Heart Failure;16290973
NCT00036439;Inflammatory Bowel Diseases;17324131
NCT00036439;Inflammatory Bowel Diseases;17476675
NCT00036439;Inflammatory Bowel Diseases;16339095
NCT00036439;Inflammatory Bowel Diseases;25173754
NCT00036439;Inflammatory Bowel Diseases;19596014
NCT00038961;Embolism and Thrombosis;17723125
NCT00064428;Embolism and Thrombosis;16537725
NCT00064428;Embolism and Thrombosis;18042917
NCT00087529;Multiple Sclerosis;23027880
NCT00087529;Multiple Sclerosis;19847908
NCT00090103;Prostatic Hyperplasia;21269736
NCT00090103;Prostatic Hyperplasia;19239460
NCT00090103;Prostatic Hyperplasia;21933326
NCT00090103;Prostatic Hyperplasia;19545384
NCT00090103;Prostatic Hyperplasia;18813219
NCT00090103;Prostatic Hyperplasia;19825505
NCT00090103;Prostatic Hyperplasia;21093145
NCT00090103;Prostatic Hyperplasia;21332630
NCT00090103;Prostatic Hyperplasia;22425127
NCT00090103;Prostatic Hyperplasia;19901936
NCT00090103;Prostatic Hyperplasia;21348912
NCT00090103;Prostatic Hyperplasia;20487046
NCT00090103;Prostatic Hyperplasia;21502969
NCT00090103;Prostatic Hyperplasia;18082216
NCT00092638;Hyperlipidemias;15924587
NCT00092768;Arthritis;16936327
NCT00092768;Arthritis;18514551
NCT00092768;Arthritis;19589894
NCT00096980;Psoriasis;18856162
NCT00097084;Diabetes Mellitus, Type 2;19108786
NCT00099866;Diabetes Mellitus, Type 2;NA
NCT00099892;Diabetes Mellitus, Type 2;17277036
NCT00101751;Diabetes Mellitus, Type 2;22509859
NCT00101751;Diabetes Mellitus, Type 2;21741089
NCT00101803;Diabetes Mellitus, Type 2;18093207
NCT00101803;Diabetes Mellitus, Type 2;17878242
