cluster,concept,cuis
340,hdl < nmbr / nmbr mg / dl ( nmbr . nmbr / nmbr . nmbr mmol / l ) for men / women,C0025266;C0043210;C0053917;C1334884;C3642216;C3715113;C3898312
339,baseline copd exacerbation history  * n ( % ),C0019664;C0019665;C0168634;C0262512;C0262926;C0740304;C1442488;C1705255;C2004062
338,estimated glomerular filtration rate < nmbr ml / min / nmbr . nmbr mnmbr : i : §,C0021966;C0023806;C0053917;C0221138;C0439445;C0702093;C1334884;C1524029;C3811844;C3813700
337,persistent anemia bsl hb < nmbrg i - nmbr  yr nmbr < nmbrg i nmbr,C0019046;C0021966;C0053917;C0221138;C0439234;C0741008;C1334884;C1549954
336,baseline lp ( a ) in nmbr classes,C0053917;C0065058;C0168634;C0456387;C1334884;C1439335;C1442488;C1518526;C1705943;C4019422;C4553379
335,median serum periostin  ng / mla,C0017887;C0028074;C0219433;C0229671;C0549183;C0599973;C0876920;C1424662;C1546774;C1550100;C2347635;C2348144;C2939193;C3812270
334,baseline hb < nmbr g nmbr nmbr n = nmbr,C0053917;C0062408;C0168634;C0439267;C1334884;C1442488
333,physical function ( nmbr - nmbr  short form - nmbr subscale ),C0031843;C0053917;C0348078;C0376315;C0516981;C0542341;C0597240;C0700205;C0700329;C1282927;C1334884;C1522492;C1705273;C1806781;C2350002;C4049916;C4255237
332,primary ep ( cvd / mi / ri ),C0007222;C0035487;C0205225;C0439612;C0439631;C1826843;C1880476;C3810814;C4321526
331,sf - nmbr ( health transition score ),C0037712;C0053917;C0376627;C0449820;C1334884;C4050231
330,safety population  n ( % ),C0032659;C0036043;C1257890;C1705187
329,baseline : < nmbr . nmbr meq / l eos : > nmbr . nmbr or < nmbr . nmbr meq / l,C0053917;C0168634;C0439375;C1334884;C1442488;C1623465;C1861303
328,indacaterol nmbr mg[n z nmbr],C0024671;C0026410;C0053917;C0439269;C1334884;C1722260;C1960952;C2346927;C4321396;C4521761
327,nmbr mg cohort,C0009247;C0024671;C0026410;C0053917;C0439269;C0599755;C1334884;C1960952;C2346927;C4321396;C4521761
326,no antidiabetic drug,C0935929
326,antidiabetic medication | |,C0935929
325,european trial,C0008976;C0239307;C1535514
325,combined trials,C0008976;C0205195
324,hispanic ethnic group — no . ( % ) f,C0015031;C0086409;C1879937
323,blood pressure - lowering treatment,C0005823;C0033095;C0039798;C0087111;C0441994;C0460139;C0596197;C1271104;C1272641;C1306345;C1522326;C1533734;C1705169;C2003888;C3538994;C3887704;C4284008
322,das - nmbr ( crp ) < nmbr . nmbr  n ( % ),C0051767;C0053917;C0057671;C1334884;C3890735;C4048285
321,losartan + placebo,C0032042;C0126174;C1696465;C1706408
320,nitrate — no . ( % ),C0028125;C0699857;C3848573
320,nitrates ( oral or topical ),C0028125;C0699857;C3848573
319,aspirin group,C0004057;C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
318,selected baseline medications,C0013227;C0168634;C0802604;C1442488;C1707391;C2598133;C4284232
317,reported hypertension *,C0020538;C0684224;C0700287;C1963138;C4319718
316,preoperative blood pressure ( mm hg ) patients fulfilling eligibility criteria,C0005823;C0030705;C0439475;C0445204;C1271104;C1272641
315,ff / vi nmbr / nmbr gg ( n = nmbr  nmbr ),C0017454;C0018370;C0053917;C0205999;C1334884;C4554348
314,bdi total score ( baseline ),C0006448;C0168634;C0451022;C1442488;C2964552;C3714938;C3889415
313,salmeterol nmbr gg bid,C0017454;C0018370;C0053917;C0073992;C1334884
312,use of parenteral antithrombotic,C0030547;C1524063;C4522267
311,health state index score  uk algorithm,C0002045;C0041700;C0449820;C0600653;C0683314;C0918012;C1552854;C1553907;C1637833;C2986546;C4050231
310,adjusted mean change from baseline ( nmbr % ci )  % [mmol / mol],C0008107;C0053917;C0168634;C0392747;C0439190;C0443172;C0444504;C0456081;C0948922;C1334884;C1442488;C1705241;C2347634;C2348143;C3259781;C3829066;C4319952
309,neither pbo + statin eze + statin,C0031962;C0360714
308,cv death / mi / stroke,C0011065;C0038454;C1306577;C3538987;C3810814;C4048877;C4082313;C4318503;C4552775;C4554100
307,placebo secukinumab pooled,C0032042;C1696465;C1706408;C3179547
306,rivaroxaban nmbr mg,C0024671;C0026410;C0053917;C0439269;C1334884;C1739768;C1960952;C2346927;C4321396;C4521761
305,type of des,C0011702;C0332307;C1547052;C4551552
304,etoricoxib nmbr mg n = nmbr n ( % ),C0024671;C0026410;C0053917;C0439269;C0972314;C1334884;C1960952;C2346927;C4321396;C4521761
303,bronchitis,C0006277
302,insulin : glucose ratio,C0017725;C0021641;C0456603;C1533581;C1547037;C1579433;C3714501
301,micro - / macro - albuminuria  ckd and / or retinopathy,C0001925;C0085672;C1553035;C1561643;C2984010;C3811161;C4049106
300,saxagliptin nmbr . nmbr mg ( n = nmbr  nmbr ),C0024671;C0026410;C0053917;C0439269;C1334884;C1611934;C1960952;C2346927;C4321396;C4521761
299,nmbr = minor symptoms  no limitations,C0026193;C0053917;C0205165;C0683368;C1334884;C1457887
298,low - dose rivaroxaban + aspirin group,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429;C1739768;C2608320
297,antithrombotic agents  n ( % ),C1704311
296,apremilast nmbr mg bid n = nmbr,C0024671;C0026410;C0053917;C0439269;C1334884;C1678805;C1960952;C2346927;C4321396;C4521761
295,normal troponin,C0041199;C0205307;C0231683;C0439166;C2347086;C4553972
294,baseline hematocrit  median ( iqr ),C0018935;C0168634;C0518014;C0549183;C0876920;C1442488;C2347635;C2348144;C2939193
293,intensive control,C0162425;C0243148;C0522510;C1283828;C1550141;C1550453;C1882979;C2587213;C3274648;C4553389
292,lipoprotein ( a ) tx difference vs pbo  ls mean % change from baseline ( se ),C0041403;C0065058;C0125953;C1096202;C1439335;C1705241;C1705242
291,endoscopy subscore,C0014245
290,other glp - nmbr receptor agonist,C0018301;C0053917;C1334884;C1422069;C1425391;C1539338;C2350813;C4543206
289,associated with hiv infection,C0019693;C0332281
288,prior ml ( before index acs ),C0332152;C0439526;C0600653;C0742343;C0918012;C1552854;C1637833;C1705224;C2826257;C2986546;C3887665;C4318612
287,aldosterone inhibitor,C0002007
286,ivabradine group,C0257190;C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
285,angiogenin ( ng / ml ),C0051844;C0439275;C1367482
284,prior percutaneous coronary intervention  n ( % ),C0332152;C1532338;C2826257
284,percutaneous coronary intervention or coronary artery bypass graft surgery  n ( % ),C1532338
284,previous percutaneous coronary intervention,C0205156;C1532338;C1552607
284,percutaneous coronary intervention,C1532338
283,left atrial diameter  mm ( sd ),C0225860;C0225861;C1301886;C2699239;C4330985;C4554674
283,left atrial diameter,C0225860;C0225861;C1301886
282,amlodipine / valsartan nmbr / nmbr mg / v = nmbr,C0024671;C0026410;C0053917;C0439269;C1334884;C1960952;C1962523;C2346927;C4321396;C4521761
281,beta - blockers ( all )  n ( % ),C0001645
281,beta - blocker — no . ( % ),C0001645
281,beta - adrenergic blocker,C0001645;C2757061;C3536830
281,beta - blocker at last follow - up |,C0001645;C0589120;C1522577;C1704685;C3274571
280,concomitant atorvastatin dose  mg,C0024671;C0026410;C0178602;C0286651;C0439269;C0521115;C0869039;C1114758;C1960952;C2346927;C4321396;C4521761
279,black race,C0005680
278,psoriasis duration  yrs *,C0033860;C0449238;C2926735
278,duration of psoriasis  years,C0033860;C0439234;C0449238;C2926735
278,psoriasis duration  mean ± sd  years,C0033860;C0439234;C0444504;C0449238;C2347634;C2348143;C2699239;C2926735
277,emotional status,C0013987;C0449438;C0849912
276,postbronchodilator lung function at screening,C0035245;C0220908;C0220909;C1698960;C1710031;C1710032;C1710477;C2348164;C2599594
275,gender  women n  % ),C0043210;C0079399;C1522384
274,median ( qnmbr : qnmbr ) tg - rich lipoprotein cholesterol,C0065055;C0337445;C0549183;C0699759;C0876920;C2347635;C2348144;C2939193
273,history of dyspepsia,C0013395;C0019664;C0019665;C0262512;C0262926;C1705255;C2004062;C4552968
272,dyspepsia,C0013395;C4552968
271,medium - or low - intensity statin,C0009458;C0439536;C1705217;C3244283;C4085196;C4522282;C4522283
270,nationality,C0027473
269,fibrin - specific,C0015982
268,pacific islander,C0242191
267,qualifying nstemi  n ( % ),C1514624;C3537184;C4255010
266,hba  % nmbrc,C0019016;C1825777;C3538758
265,current tobacco abuse  n ( % ),C0040336;C0521116;C1705970
264,osteoporosis,C0029456;C4554622
263,acute rheumatic disorders,C0001314
262,associated with connective tissue disease,C0009782;C0332281
261,tendonitis,C0039503
260,syncope — no . ( % ),C0039070;C3541349;C4554644
259,oral study drug administered — no . / total no . ( % ),C0013175;C0442027;C4521986
259,interval study drug to pci,C0013175;C1272706;C1552654;C1552713;C4049621
259,median duration of study - drug administration,C0013175;C0549183;C0876920;C2347635;C2348144;C2348354;C2939193
259,temporary discontinuation of study drug,C0013175;C0205374;C0457454;C1444662;C1548539;C3245481;C4552847
258,angiographic data,C0002978;C1511726;C3245479;C3714741
258,angiography — no . ( % ),C0002978
257,female race / ethnicity,C0015031;C0034510;C0043210;C0086287;C0243103;C1705497;C1705498;C1706779;C3853635
256,men  total ( n 二 nmbr ),C0025266;C0053917;C0439175;C0439810;C1334884
255,calcium antagonists  n ( % ),C0006684
255,calcium - channel blocker ( ratelowering ),C0006684;C3536851;C4521885
255,calcium channel blockers  n ( % ),C0006684;C2757014
255,calcium channel antagonists  n ( % ),C0006684;C2757014
255,ccbs  ( % ),C0006684
255,calcium - channel blockers ( % ),C0006684;C2757014
254,grouped region,C0017446;C0205147;C0439745;C4319846
254,geographical region ( % ),C0017446
254,region of enrollment  no . ( % ),C0017446;C0205147;C1516879;C1696073;C3888021
254,region of enrollment  n ( % ) +,C0017446;C0205147;C1516879;C1696073;C3888021
254,geographic region — no . ( % ),C0017446
254,gastrointestinal area involved — no . / total no . ( % ),C0017446;C0205146;C0521362
254,geographic region  %,C0017446
253,death or myocardial infarction,C0011065;C1306577;C4082313;C4552775
253,death or absolute fvc decrease > nmbr %,C0011065;C1306577;C4082313;C4552775
253,death or stent thrombosis,C0011065;C1306577;C4082313;C4552775
253,death  mi  idr  or st,C0011065;C1306577;C3810814;C4082313;C4552775
253,death  large mi,C0011065;C0549177;C1306577;C3810814;C4082313;C4552775
252,arthritis,C0003864;C4552845
251,fasting free fatty acids ( ^mol / liter ),C0015663
251,fastest third,C0015663;C0205437;C0456962;C2985769
251,fasting plasma glucose  mg / dl  mean ( sd ) b,C0015663;C0202042;C0439269;C0444504;C0455280;C2347634;C2348143;C2699239
250,obesity  % *,C0028754;C1963185
249,mini - mental state examination,C0451306
248,% stenosis  as assessed by investigator,C0678234;C1261287;C2632116
248,diameter stenosis  mean ( sd )  %,C0552409;C0678234;C1261287;C2632116;C2699239
247,race  white  n ( % ),C0034510;C1706779;C3853635
247,race - non - white ( n = nmbr  nmbr ),C0034510;C1706779;C3853635
247,race or ethnic group,C0034510;C1706779;C3853635
247,race and ss at baseline,C0034510;C1706779;C3853635
247,race or ethnic group ( % ),C0034510;C1706779;C3853635
246,documented asymptomatic cardiac ischemiac,C0018787;C0231221;C1301725;C1522601;C1609436
246,duration of coronary artery disease — yr,C0018787;C0439234;C0449238;C0852949;C2926735
245,previous oral glucose - lowering agents  % of patients,C0205156;C0441994;C0600419;C1552607;C1955477;C2003888
244,previous myocardial infarction ( % ),C0027051;C0205156;C0428953;C1552607;C2926063;C3810814;C4552959
244,previous myocardial infarction — no . ( % ),C0027051;C0205156;C0428953;C1552607;C2926063;C3810814;C4552959
244,myocardial infarction — no . ( % ),C0027051;C0428953;C2926063;C3810814;C4552959
244,non - fatal myocardial infarction,C0027051;C0428953;C1302234;C1518422;C1705232;C2926063;C3810814;C4552959
243,upper gastrointestinal,C3203348
242,native coronary - artery lesions,C0205042;C0221198;C0302891
241,copd or asthma,C0024117;C1412502;C3714496
241,copd severity : severe / very severe,C0024117;C0439793;C0442824;C0522510;C1412502;C2984081;C3714496
241,chronic obstructive pulmonary disease,C0024117
241,chronic obstructive pulmonary disease  n ( % ),C0024117
240,no . of risk factors ( % ) | |,C0035648;C1553898
240,risk factors  %,C0035648;C1553898
239,> nmbr . nmbr hdl cholesterol level,C0023822;C0053917;C0201950;C0392885;C0428466;C0441889;C0456079;C1334884;C1547707;C2946261;C3715113
239,hdl cholesterol ( week nmbr ) a,C0023822;C0053917;C0332174;C0392885;C0439230;C1334884
238,systemic corticosteroid use,C0042153;C0205373;C0239126;C0457083;C1947944;C4053960
238,no concomitant cortcosteroid use,C0042153;C0457083;C0521115;C1947944
237,neoplasia  n ( % ),C0027651;C1882062
237,neoplasia,C0027651;C1882062
236,acute dvt study,C0149871;C0205178;C0557651;C2603343;C2926618;C3899446
236,previous deep - vein thrombosis or pulmonary embolism,C0149871;C0205156;C1552607
235,nadroparin vs control,C0206232
234,timi major bleeding,C0019080;C0205082;C0205164;C4318856;C4521762
234,primary + gusto severe bleeding,C0019080;C0205082;C0205225;C0439612;C0439631;C4050465;C4050466
234,previous major bleeding,C0019080;C0205082;C0205156;C0205164;C1552607;C4318856;C4521762
233,concomitant mtx —,C0025677;C0521115;C1417487
233,mtx + non - mtx,C0025677;C1417487;C1518422
232,group — no . ( % ),C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
231,placebo ls means ( n ),C0023668;C0032042;C1696465;C1704970;C1706408
230,rosuvastatin n = nmbr,C0053917;C0965129;C1334884
229,py = nmbr . nmbr ),C0030428;C0053917;C1334884;C3538810
228,alcohol use ( > nmbr drink / wk ),C0001948;C0042153;C0053917;C0332174;C0439230;C0452428;C0457083;C0556297;C1334884;C1947944
227,body mass index > nmbr kg / mnmbr  n ( % ),C0005893;C0022718;C0053917;C0439209;C0578022;C1305855;C1334884;C4054209
226,venous graft,C0042449;C0181074;C0332835;C0348013;C1961139
225,rhabdomyolysis  myopathy  or myalgia with ck elevation > nmbrx uln,C0026848;C0035410;C4552660
224,role physical,C0031809;C0035820;C0205485;C1509143;C1705810;C3871154
223,aliskiren ( n = nmbr ),C0053917;C1120110;C1334884
222,time from onset of pain to randomization  median ( iqr )  h,C0030193;C0449244;C0518090;C1962977;C2984058;C4085210;C4085211;C4085212;C4553004;C4554132
221,serum haemoglobin anmbrc concentration ( % )  mean ( sd ),C0019029;C0019046;C0229671;C0444504;C0683149;C1314664;C1318517;C1546774;C1550100;C2347634;C2348143;C2699239
220,intravenous anticoagulant during hospitalization,C0003280;C0019993;C0348016;C0848112;C3536711
219,sfc nmbr / nmbr | ig bid n = nmbr,C0021027;C0053917;C0305052;C0360506;C1334884;C4521536
218,cancer ( n = nmbr ),C0006826;C0053917;C0998265;C1306459;C1334884
217,< nmbr . nmbr mm hg diastolic blood pressure,C0053917;C0428883;C0439475;C1305849;C1334884
216,cardiovascular medications  %,C0007220
216,cardiovascular medications,C0007220
215,traditional chinese medicine for respiratory disease — no . ( % ),C0025124;C0035204;C0035242;C1515884
214,sita / pio nmbr / nmbr,C0030800;C0053917;C1334884;C2347712
214,sita nmbr + pio nmbr,C0030800;C0053917;C1334884;C2347712
213,intermittent claudication,C0021775
213,claudication,C0021775;C0311395;C1456822
212,amlodipine / vaisartan ( n = nmbr ),C0051696;C0053917;C1334884
212,amlodipine nmbrmg / v = nmbr,C0051696;C0053917;C1334884
211,mean lipid values  mg / dl,C0023779;C0042295;C0439269;C0444504;C2347634;C2348143
211,use of concomitant lipid - modifying therapy,C0023779;C0392747;C1524063;C1707479
211,lipid profile,C0023779;C1979963;C2003903
211,prior lipid - modifying therapy,C0023779;C0392747;C1514463
211,lipid lowering medication use,C0023779;C0240320;C0441994;C2003888
211,other lipid parameters,C0023779;C0449381
210,time since diagnosis of type nmbr diabetes,C0040223;C3541383
210,time from symptom onset to randomization,C0040223;C0449244;C1457887;C3541383;C3854129;C4086878
210,duration of ra ( time from symptom onset )  years,C0040223;C0449238;C2926735;C3538806;C3541383;C4048756
210,time from qualifying event to randomization,C0040223;C0441471;C1514624;C3541383;C4019010
210,time since diagnosis of diabetesa  n ( % ),C0040223;C3541383
210,time since diagnosis of osteoarthritis — yr,C0040223;C3541383
209,white : black : other,C0005680;C0007457;C0027567;C0043157;C0085756;C0220938;C0439541
208,antihyperglycemic medication usage,C0013227;C0020616;C0457083;C3244316;C4284232
208,concomitant antihyperglycaemic drugs  n ( % ),C0013227;C0020616;C0521115;C3687832
207,duration of last qualifying episode of atrial fibrillation > nmbr days,C0004238;C0053917;C0332189;C0344434;C0439228;C0449238;C1334884;C1514624;C1963067;C2926735
206,pooled empagliflozin ( n = nmbr ),C0053917;C1334884;C1709595;C2349200;C3490348;C4522255
205,sf - nmbrvnmbr domain scores  mean [sd],C0037712;C1880389;C1883221;C3541951
204,diuretic agent,C0012798;C0450442;C1254351;C1521826
204,diuretic — no . / total no . ( % ),C0012798
203,blood oxygenation  mean ± sd,C0005767;C0005768;C0229664;C0231940;C0282636;C0444504;C2347634;C2348143;C2699239
202,st - segment depression > nmbr . nmbr mv on admission  %,C0053917;C0520887;C1334884;C1454484;C1705503;C4281602
201,tocilizumab ( n = nmbr ),C0053917;C1334884;C1609165
200,ranolazine  n = inmbrinmbr,C0073633
199,alteplase ( n = nmbr ),C0032143;C0053917;C1334884
199,alteplase group ( n = nmbr ),C0032143;C0053917;C0441848;C1334884
198,crcl at baseline < nmbr ml / min,C0053917;C0168634;C0439445;C1334884;C1442488;C1846718
198,baseline albumin / creatinine ratio in nmbr classes,C0053917;C0168634;C0456387;C0486293;C1318293;C1334884;C1442488;C1518526;C1705943;C4019422
197,moderate ( nmbr risk factor ),C0035648;C0053917;C0205081;C1334884;C1881878;C4049705;C4049706;C4085643;C4321335
196,timi risk score nmbr - nmbr,C0035647;C0053917;C0449820;C1334884;C4050231;C4552904
195,hypoglycaemic agents,C0020616
195,antihyperglycemic,C0020616
194,crp concentration > nmbr . nmbr mg / dl ( nmbr mg / l )  n ( % ),C0053917;C0086045;C1334884;C1446561;C2827881;C3642216;C3827302;C3890735;C4048285
193,atenolol *,C0004147
193,atenolol strategy,C0004147;C0679199
192,non - smoker ( n = nmbr  nmbr ),C0053917;C0337672;C0425293;C1334884;C4554605
191,high density lipoprotein cholesterol  mg / dl^,C0023822;C0439269
191,terol  hdl - c  high - density lipoprotein cholesterol ,C0023822
191,high - density lipoprotein cholesterol  mg / l,C0023822;C0439268
191,high - density lipoprotein cholesterol mean ( mg / dl ± sd ),C0023822;C0439269;C0444504;C2347634;C2348143;C2699239
190,p value ( men versus women ),C0025266;C1709380
189,intense physical activity,C0015259;C0026606;C0522510
188,peripheral - artery disease ( % ),C1704436;C4025272
188,only peripheral artery disease,C0205171;C1704436;C1720467;C4025272
187,randomization - to -,C0034656
187,randomization groups nmbr and nmbr,C0034656
187,asastoppedat randomization  n,C0034656
187,randomized,C0034656;C3815594
187,randomized to receive beta carotene,C0034656;C3815594
187,age at randomization ( years ),C0034656;C1510829
187,pre - randomization pci,C0034656;C0332152;C0740175;C2257086;C3669034;C4049621
187,iglar dose at randomization ( u / day ),C0034656;C0178602;C0456683;C0869039;C1114758
187,treatmentofpulmonary embolismpriorto randomization,C0034656
186,yes  non - insulin - treated,C1549445;C1705108;C1710701
186,psa duration  years,C0439234;C0449238;C2926735;C3810537;C3813209
186,third heart sound  n ( % ),C0232237;C0232278
186,severe hyperkalemiac,C0205082;C4050465;C4050466
186,mean eosinophil count  per ml,C0200638;C0439526;C0444504;C0750879;C1705224;C2347634;C2348143;C3887665
186,non - hdl - c ( mmol / l  mean ),C0444504;C1518422;C1532563;C2347634;C2348143;C3715113
186,time of symptom onset to balloon inflation ( hrs ),C1320528
186,ischemic tvr,C0475224
186,serum creatinine  mean ( sd )  pmol / l,C0201976;C0439284;C0444504;C0600061;C2347634;C2348143;C2699239
186,former smoker  n ( % ),C0337671
186,primary + gusto moderate or severe bleeding,C0205225;C0439612;C0439631
186,south asian,C1519427
186,fatal and nonfatal ml,C1302234;C1705232
186,anticoagulant therapy,C0150457
186,dactylitis  n ( % ),C0239161
186,atrial fibrillation / atrial flutter  %,C0155709
186,seropositivity,C0521143
186,interval pain onset to admission,C0184666;C0809949;C1272706;C1507009;C1552654;C1552713
186,unknown,C0439673;C3541433;C4050014
186,serum total cholesterol  mmol / l ( sd ),C0587184;C1287371;C1532563;C2699239
186,non - stemi,C3537184
186,efficacy,C1280519;C1707887
186,dose of aspirin,C4696290
186,vitamin k antagonist ( e . g . warfarin / coumarol ),C1096489;C2267235
186,duration  mean ( sd )  years,C0439234;C0444504;C0449238;C2347634;C2348143;C2699239;C2926735
186,current medication — no . ( % ),C0746467
186,clinical and laboratory measurements,C0205210
186,laba / lama,C0999593;C1416775
186,arb at enrollment,C1516879;C1696073;C3888021;C3888198
186,prior biologic therapy ( including anti - tnfs ),C0278947
186,ldl - cihdl - c  mean ( sd ),C0444504;C2347634;C2348143;C2699239
186,genotyping,C1285573
186,remission  n ( % ),C0544452;C0687702
186,serum hdl cholesterol ( mmol / l )  mean ( sd ),C0428472;C0444504;C1532563;C2347634;C2348143;C2699239
186,symbol digit score,C0449820;C0582802;C0679214;C1698987;C3241971;C4050231
186,prior immunnosupressive failure but no anti - tnf failure,C0231174;C0332152;C0680095;C2826257
186,hbanmbrc  mean ( sd )  % [mmol / mol],C0444504;C2347634;C2348143;C2699239;C3829066
186,fasting blood glucose ( mg / dl ),C0428568;C0439269;C1261430
186,no prior ml or stroke,C0332152;C0439526;C1705224;C2826257;C3887665
186,pooled simva,C1709595;C2349200;C4522255
186,timi major / minor,C4441842
186,history of paroxysmal atrial fibrillation  n ( % ),C0205311;C0729790
186,biomarker status,C0449442
186,acpa positive  %,C0439178;C1446409;C1514241;C1525410;C1706063;C2825490;C3812269
186,general and lumbar epidural,C0205246;C3812897;C3891294;C4521767
186,oral medications,C0304289
186,isolated igt,C0205409;C1548221
186,baseline dyspnea index  mean total score,C0439175;C0439810;C0444504;C1511069;C2347634;C2348143;C2964552;C3533236
186,age ( years ) [median ( nmbrth to nmbrth percentile ) ],C0549183;C0876920;C1264641;C1510829;C2347635;C2348144;C2939193
186,symptom onset to start of reperfusion treatment : tenecteplase or arterial sheath insertion !,C4086878
186,distal anastomosis ( % ),C0448964
186,established,C0443211;C1272684
186,uacr  mg / mmol ( interquartile range ) b,C0567349;C1711350;C2348885
186,difference ( a ) vs placebo ( nmbr % cl ),C1705241;C1705242
186,prior cardiovascular event — no . ( % ),C0332152;C1320716;C2826257
186,acute and delayed reaction,C0205178
186,pnmbrynmbr inhibitor,C1999216
186,estimated glomerular filtration rate,C3811844
186,fevnmbr percent predicted ( sd ),C0439165
186,systemic corticosteroids  n ( % ) a,C4053960
186,o total randomized,C0439175;C0439810;C0483204
186,duration of tnmbrdm ( % ),C0449238;C2926735
186,left circumflex artery,C0226037
186,intravenous vasodilators ( % ),C0443081
186,gad positive — no . ( % ) ^,C0270549;C0439178;C1414925;C1446409;C1514241;C2825490;C3812269
186,medical history,C0262926;C1704706
186,current / past,C0521116;C1444637;C1705970;C4284302
186,number ( % ) of patients with event,C2360800
186,severity of hypertensionb,C0439793;C0522510
186,never / rarely,C0522498;C2003901
186,large mi,C0549177;C3810814
186,family history of diabetes — no . ( % ),C1313937
186,disease duration  median ( range ) years,C0439234;C0549183;C0872146;C0876920;C1514721;C2347635;C2348144;C2348147;C2939193;C3542016
186,fevnmbr % reversibility,C0449261
186,no . of days to homa - ir testing — median ( iqr ),C0439228
186,visits nmbrenmbr,C0545082;C1512346
186,low hdl cholesterol,C0151691
186,> nmbrmg / dl chd status,C0280604;C0449438;C3542407;C3642216
186,data missing,C1511726;C3245479;C3714741
186,age when diabetes first diagnosed — yr,C0001779
186,concomitant therapy,C1707479
186,positive for anti - cyclic citrullinated peptide antibody — no . ( % ) f,C0741132;C1320283
186,exposure,C0274281;C0332157
186,fevi  l *,C0429706;C0849974;C1561566;C4528367
186,mean bmi  kg / mnmbr ( s . d . ),C0444504;C0578022;C1275571;C2347634;C2348143
186,factor xa inhibitor,C2825027;C4553708
186,three or more drugs,C0205449
186,chd risk equivalents  n ( % ),C0439185;C1282512;C4049980
186,pain in extremity,C0030196;C4553007
186,any event,C0441471;C4019010
186,moderate or less airflow limitation,C0205081;C1881878;C4049705;C4049706;C4085643;C4321335
186,history of currently treated hypertension  n ( % ),C0455527;C0521116;C1522326
186,tg  mmol / l [mg / dl],C0337445;C3642216;C3898312
186,terminal ileum,C0227327
186,dasnmbr - esr lda,C3811131;C4553195
186,dpi ( other than diskus )  n,C1553480
186,active or previous cancer,C0205177;C3853793;C3888249
186,p value for adjusted hr,C0456081;C1709380
186,event rates  %,C0441471;C0871208;C1521828;C4019010
186,fatal and nonfatal stroke,C1302234;C1705232
186,median ( qnmbr : qnmbr ) tgs,C0549183;C0876920;C1156212;C1537574;C2347635;C2348144;C2939193
186,uacra  mg / g  n ( % ),C1300563
186,oral agents use,C0442027;C0450442;C1254351;C1521826;C4521986
186,nyha class iii or iv ( n = nmbr ),C1882086
186,mean — mg / dl level — no . ( % ),C0439269;C0441889;C0444504;C0456079;C1547707;C2347634;C2348143;C2946261
186,any type  according to daily dose * *,C0332307;C0680240;C1547052;C2348070
186,left anterior descending artery  n ( % ),C0226032
186,killip class at admission — no . / total no . ( % ),C0184666;C0809949;C1881332
186,evaluable for acrnmbr at week nmbr  n,C1516986
186,dual antiplatelet,C0205173;C1554184
186,anyantianginal agent,C0450442;C1254351;C1521826
186,atrial fibrillation / flutter  n ( % ),C0155709
186,indeterminate or unknown,C0205258
186,peri - or postmenopausal,C0347985
186,concomitant therapy  no . ( % ),C1707479
186,prior tnfi  n ( % ),C0332152;C2826257
186,established ascvd,C0443211;C1272684;C3665365
186,p  all vs all,C0369773;C2603361
186,basal insulin analogue : insulin,C0205112;C0243071;C0650607;C2825028
186,laboratory findings,C0587081
186,hormonal status,C0449438;C0458083
186,duration of disease  median,C0549183;C0872146;C0876920;C2347635;C2348144;C2939193
186,bolus administered — no . ( % ),C1186706;C1511237;C1705509;C3812160
186,medical history — no . / total no . ( % ),C0262926;C1704706
186,final timi flow grade post - ppci,C0205088;C0441800;C0687676;C0919553;C1546485;C1704687;C3244287;C3272266;C3469826;C3853528
186,oral hypoglycemic drug,C0359086
186,measured at home with automated device,C0444706;C3541902
186,number of exacerbations in last nmbr months ,C0237753;C0449788;C4086268
186,history of congestive heart failure,C0455531;C0742742
186,events  no .,C0441471;C3541888
186,event / total,C0439175;C0439810;C0441471;C4019010
186,serum cholesterol — mmol / liter,C0439190;C0475211;C0587184
186,lesions bnmbr / c,C0221198
186,moderate teaes,C0205081;C1881878;C4049705;C4049706;C4085643;C4321335
186,duration of study - drug infusion,C0392877;C0449238;C0557651;C2603343;C2926735
186,crp  nmol / l  median ( range ),C0439282;C0549183;C0876920;C1514721;C2347635;C2348144;C2348147;C2939193;C3542016;C3890735;C4048285
186,resection performed  %,C0015252;C0728940
186,class i or iii aad use in nmbr months before enrollment,C0441885;C1319793;C2698967
186,ejection fraction  % nyha class  n ( % ),C0489482;C1882083;C2700378
186,emergent / urgent surgery,C0750573;C2188405
186,laboratory measurements,C0681902
186,change in mtss ( mean ),C0392747;C0443172;C0444504;C1705241;C2347634;C2348143;C4319952
186,age at diagnosis  y,C1828181;C3173302
186,basal insulin dose at run - in ( u / day ),C0178602;C0205112;C0366513;C0456683;C0650607;C0869039;C1114758;C3274438
186,oral antidiabetes monotherapya  n ( % ),C0442027;C4521986
186,mean change in radiographic end points,C0392747;C0443172;C0444504;C0444708;C1705241;C2347634;C2348143;C2349179;C4319952
186,primary end point kaplan - meier rate  %,C0871208;C1521828;C2986535
186,mean age  y  median ( range ),C0001779;C0444504;C0549183;C0876920;C1514721;C2347634;C2347635;C2348143;C2348144;C2348147;C2939193;C3542016
186,combined estimated gfr and albuminuria status,C0205195
