cluster,concept,cuis
0,estimated glomerular filtration rate - ml / min  median ( iqr ) ',C0439445;C0549183;C0876920;C2347635;C2348144;C2939193;C3811844
0,estimated glomerular filtration rate ( mdrd )  ml / min / nmbr . nmbrmnmbr,C0053917;C0439445;C1334884;C3811844;C3839656
0,estimated glomerular filtration rate,C3811844
0,estimated glomerular filtration,C0232809;C0750572
0,estimated creatinine clearance < nmbr ml / min *,C0053917;C0439445;C0750572;C0812399;C1334884
0,estimated * creatinine clearance < nmbr mlvmin  %,C0053917;C0750572;C0812399;C1334884
0,established ascvd or > nmbr cv risk factors,C0443211;C1272684;C3665365
0,established ascvd,C0443211;C1272684;C3665365
0,established,C0443211;C1272684
0,erosion score  median ( min  max ),C0333307;C0449820;C0549183;C0702093;C0876920;C1524029;C1880549;C1959609;C2347635;C2348144;C2939193;C3813700;C3887524;C4050231
0,erosion score,C0333307;C0449820;C1880549;C1959609;C3887524;C4050231
0,enthesitis count,C0750480;C1282952;C1705566
0,endovascular — no . ( % ),C0524425
0,emotional well - being,C2984554;C3641833
0,emergent / urgent surgery,C0750573;C2188405
0,elevated tg,C0205250;C0337445;C3163633
0,elevated hscrp > nmbr mg / l  n ( % ),C0053917;C0205250;C0439268;C1334884;C3163633
0,elevated creatinine ( > nmbr pmol / l ),C0053917;C0151578;C0439284;C0700225;C1334884
0,elevated at wk nmbr — no . ( % ) nmbr,C0053917;C0205250;C0332174;C0439230;C1334884;C3163633
0,electrophysiological study — no . ( % ) weight — ibj,C0850293
0,ejection fraction  % nyha class  n ( % ),C0489482;C1882083;C2700378
0,egfrmdrd < nmbr ml - min - nmbr - nmbr . nmbr m - nmbr  n ( % ),C0053917;C0369637;C0439445;C0441923;C1334884
0,efficacy and safety : net adverse clinical events *,C1280519;C1707887
0,efficacy,C1280519;C1707887
0,education  high school or higher,C0683862
0,dx at presentation  n ( % ),C0449450;C3538936
0,duration of tnmbrdm ( % ),C0449238;C2926735
0,duration of tnmbrdm  y,C0449238;C2926735
0,duration of tnmbrdm,C0449238;C2926735
0,duration of study - drug infusion,C0392877;C0449238;C0557651;C2603343;C2926735
0,duration of ra ( years ),C0439234;C0449238;C2926735;C3538806;C4048756
0,duration of morning,C0332170;C0449238;C2926735
0,duration of infusion — hr,C0449238;C0574032;C1827465;C2926735
0,duration of disease  years,C0439234;C0872146
0,duration of disease  median,C0549183;C0872146;C0876920;C2347635;C2348144;C2939193
0,duration  mean ( sd )  years,C0439234;C0444504;C0449238;C2347634;C2348143;C2699239;C2926735
0,dual antiplatelet,C0205173;C1554184
0,dpi ( other than diskus )  n,C1553480
0,dose of aspirin,C4696290
0,dlqi  nmbr - nmbr *,C0053917;C1334884;C3899393
0,distal anastomosis ( % ),C0448964
0,diskus only  n,C0205171;C1553480;C1720467
0,disease location / type : terminal ileum,C0227327;C0450429;C0457464;C1515974;C4284930;C4284931
0,disease duration nmbr to bnmbr years ( n = nmbr ),C0053917;C0439234;C0872146;C1334884
0,disease duration  median ( range ) years,C0439234;C0549183;C0872146;C0876920;C1514721;C2347635;C2348144;C2348147;C2939193;C3542016
0,discontinuations teaes,C0457454
0,discontinuations,C0457454
0,difference vs placebo  % [nmbr % cl]  p,C1705241;C1705242
0,difference from baselinea,C1705241;C1705242
0,difference ( a ) vs placebo ( nmbr % cl ),C1705241;C1705242
0,diabetes therapy  n ( % ),C3274787;C3539002
0,diabetes mellitus status,C1317301
0,device group,C1706365
0,demographic characteristics,C0683970
0,decreased appetite,C0232462
0,days of study - drug administration ( % ) * * nmbr day,C0053917;C0150270;C1334884;C2826182;C3469597
0,data missing or no drug given,C1511726;C1551393;C1705492;C3245479;C3272743;C3714741
0,data missing,C1511726;C3245479;C3714741
0,dasnmbr - esr lda,C3811131;C4553195
0,dasnmbr ( esr )  mean ( sd ),C0444504;C2347634;C2348143;C2699239;C3811131
0,dactylitis count ( nmbr - nmbr )  mean ( sd ),C0053917;C0239161;C0444504;C0750480;C1334884;C1705566;C2347634;C2348143;C2699239
0,dactylitis count,C0239161;C0750480;C1705566
0,dactylitis  n ( % ),C0239161
0,current smoker — no . of patients ( % ),C3173209;C3241966
0,current smoker : ex - smoker ( % ),C3173209;C3241966
0,current or previous atrial fibrillation,C0521116;C1705970
0,current medication — no . ( % ),C0746467
0,current drinker,C0556297
0,current / past,C0521116;C1444637;C1705970;C4284302
0,csf nmbrs - hydroxy -,C0053917;C1334884;C3540512;C3889436
0,crp ( mg / l ) : < nmbr,C0053917;C0439268;C1334884;C3890735;C4048285
0,crp ( mg / l )  median ( min  max ),C0439268;C0549183;C0702093;C0876920;C1524029;C2347635;C2348144;C2939193;C3813700;C3890735;C4048285
0,crp ( mg / dl ) < nmbr . nmbr,C0053917;C0439269;C1334884;C3890735;C4048285
0,crp  nmol / l  median ( range ),C0439282;C0549183;C0876920;C1514721;C2347635;C2348144;C2348147;C2939193;C3542016;C3890735;C4048285
0,crp  mg / l : median ( range ),C0439268;C0549183;C0876920;C1514721;C2347635;C2348144;C2348147;C2939193;C3542016;C3890735;C4048285
0,crohn ' s disease activity index score],C0449820;C0451071;C4050231
0,creatinine clearance ， : : nmbr ml / min  %,C0053917;C0439445;C0812399;C1334884
0,creatinine clearance by c - g ( ml / min ),C0151280;C0439267
0,creatinine clearance at admission ( ml / min ),C0151280;C0184666;C0809949
0,crcb - ( ml / min )  mean ( s . e . ),C0439390;C0439445;C0444504;C0702093;C1524029;C2347634;C2348143;C3813700
0,coronary bypass graft,C1260596
0,conventional treatment ( n = nmbr ),C0053917;C1334884;C2945704
0,conventional treatment,C2945704
0,concomitant therapy  no . ( % ),C1707479
0,concomitant therapy,C1707479
0,concomitant lipid - lowering therapy  n ( % ),C0521115;C0585943
0,concomitant corticosteroid use  n ( % ),C0239126;C0521115
0,combined n = nmbr,C0053917;C0205195;C1334884
0,combined estimated gfr and albuminuria status,C0205195
0,combined end points,C0205195;C2349179
0,cognitive functioning,C0392334;C0392335
0,coexisting conditions,C0679225
0,clinical presentation,C2708283
0,clinical criterianmbr,C0205210
0,clinical and laboratory measurements,C0205210
0,class l / ll heart failure,C0456387;C1518526;C1705943
0,class i or iii aad use in nmbr months before enrollment,C0441885;C1319793;C2698967
0,circumflex,C1880089
0,chd risk equivalents  n ( % ),C0439185;C1282512;C4049980
0,chd eze / simva ( n = nmbr],C0053917;C0280604;C1334884;C3542407
0,chanmbrdsnmbr - vasc score ( median  iqr ),C0449820;C0549183;C0876920;C2347635;C2348144;C2939193;C4050231
0,change in mtss ( mean ),C0392747;C0443172;C0444504;C1705241;C2347634;C2348143;C4319952
0,change in haq - di ( mean ) t,C0392747;C0443172;C0444504;C1705241;C2347634;C2348143;C3826998;C4319952;C4321476
0,ccv history / condition,C0683519
0,carotid revascularization,C0581603;C0741968
0,carotid,C0741968
0,cardiovascular risk factors — no . / total no . ( % ),C0850624
0,cardiovascular history 一 no . ( % ),C1880008
0,cardiovascular history — no . / total no . ( % ),C1880008
0,cardiovascular history,C1880008
0,cardiac therapy  n ( % ) d,C3654025
0,cardiac rhythm,C0232187
0,calculated ldl - c in nmbr classes,C0053917;C0444686;C0456387;C1334884;C1441506;C1518526;C1705943;C4019422
0,bypass surgery,C1536078
0,bsa > nmbr %  n ( % ) t,C0053917;C1334884
0,bolus administered — no . ( % ),C1186706;C1511237;C1705509;C3812160
0,bmi kg - m - nmbr,C0053917;C0578022;C1334884;C1532718
0,bmi ( nmbr . nmbr  nmbr . nmbr ),C0053917;C0578022;C1334884
0,blood eosinophil count ( nmbr cells per l ),C0053917;C0200638;C1334884
0,biomarker status,C0449442
0,bilateral disease ( % ) ' j ' ' j ',C1511113
0,before bronchodilation,C1371299;C3537072
0,basmi ( linear )  mean ( sd ),C0205132;C0444504;C2347634;C2348143;C2699239
0,baseline dyspnea index  mean total score,C0439175;C0439810;C0444504;C1511069;C2347634;C2348143;C2964552;C3533236
0,basal insulin dose at run - in ( u / day ),C0178602;C0205112;C0366513;C0456683;C0650607;C0869039;C1114758;C3274438
0,basal insulin analogue : insulin,C0205112;C0243071;C0650607;C2825028
0,bare metal stent  n ( % ),C2825200
0,bare - metal stent — no . ( % ),C2825200
0,atrial fibrillation / flutter  n ( % ),C0155709
0,atrial fibrillation / atrial flutter  %,C0155709
0,at least nmbr severe flare,C0053917;C0205082;C1334884;C1517205;C3540542;C4050465;C4050466
0,at least nmbr flare,C0053917;C1334884;C1517205;C3540542
0,aspirin at any dose,C4696290
0,ascvd including tia,C3665365
0,arb at last follow - up,C0589120;C1522577;C1704685;C3274571;C3888198
0,arb at enrollment,C1516879;C1696073;C3888021;C3888198
0,apolipoproiein anmbr ( tng / nmbr ),C0053917;C1334884
0,apo anmbr ( g / l ),C0439294;C0456615
0,anyantianginal agent,C0450442;C1254351;C1521826
0,any type  according to daily dose * *,C0332307;C0680240;C1547052;C2348070
0,any event,C0441471;C4019010
0,any dose reduction,C0178602;C0301630;C0392756;C0869039;C1114758;C1293152;C4551656
0,any aes  n ( % ),C1412268;C2699274
0,anticyclic citrullinated peptide positive^  n ( % ),C0439178;C1320283;C1446409;C1514241;C2825490;C3812269
0,anticoagulant therapy,C0150457
0,anmbr + eznmbr anmbr ( n = nmbr ) ( n = nmbr ),C0053917;C1334884
0,anmbr + ezio anmbr ( n = nmbr ) ( n = nmbr ),C0053917;C1334884
0,angina class iii or iv prior myocardial infarction,C0264677
0,anatomic complexity characteristics,C0439855;C0502371;C1704241
0,alt and / or ast > nmbr times uln consecutive #,C1266129;C4553172
0,alt  ast  or both > nmbrx uln,C3831581
0,allhat - llt,C2347090
0,all completers ( n nmbr nmbr ),C0053917;C1334884
0,age when diabetes first diagnosed — yr,C0001779
0,age at diagnosis  y,C1828181;C3173302
0,age [years] ( interaction : p = nmbr . nmbr ),C0053917;C1334884;C1510829;C1704675
0,age < nmbr years — no . ( % ),C0053917;C1334884;C1510829
0,age ( yrs ) < nmbr,C0001779;C0053917;C1334884
0,age ( years ) [median ( nmbrth to nmbrth percentile ) ],C0549183;C0876920;C1264641;C1510829;C2347635;C2348144;C2939193
0,age ( years ) : nmbr - < nmbr,C0053917;C1334884;C1510829
0,age  yrs  median ( nmbrth  nmbrth ),C0001779;C0549183;C0876920;C2347635;C2348144;C2939193
0,age  mean years  [sd],C0444504;C1510829;C2347634;C2348143;C2699239
0,after pci,C4049621
0,after bronchodilation,C1371299;C3537072
0,adverse outcome,C1274040
0,additional investigations,C2359834
0,ada ifg,C1060325;C1334085;C1708411;C3811629
0,acute stent thrombosis,C0205178;C3897493
0,acute coronary event,C0205178;C0741923
0,acute and delayed reaction,C0205178
0,active or previous cancer,C0205177;C3853793;C3888249
0,active a,C0205177;C3853793;C3888249
0,acr  mg / mmol,C0567349;C1412134;C1515941;C2348885
0,acpa positive  %,C0439178;C1446409;C1514241;C1525410;C1706063;C2825490;C3812269
0,acc / aha lesion class bnmbr or c  n ( % ),C0221198;C0456387;C1518526;C1546698;C1705943;C4072694
0,abx - facil . pci,C4049621
0,absolute  litres,C0205344;C0475211
0,a / v ( n = nmbr ),C0053917;C1272460;C1334884
0,> nmbrmg / dl chd status,C0280604;C0449438;C3542407;C3642216
0,> nmbr vessels with > nmbr % stenosis,C0053917;C0679403;C1334884
0,> nmbr servings / wk ( n = nmbr ),C0053917;C0332174;C0439230;C1334884;C1519269
0,> nmbr oral agents,C0053917;C0442027;C0450442;C1254351;C1334884;C1521826;C4521986
0,> nmbr : obese class iii,C0053917;C1319441;C1334884
0,> nmbr . nmbrmmol / l ( n = nmbr ),C0053917;C1334884
0,< nmbr years eze / simva,C0053917;C0439234;C1334884
0,< nmbr months  n ( % ),C0053917;C0439231;C1334884
0,< nmbr ml / min / nmbr . nmbr mnmbr — no . ( % ),C0053917;C0439445;C1334884
0,< nmbr . nmbr mmol / liter triglyceride level,C0053917;C0428475;C0439190;C0475211;C1334884
0,( nmbr % ell ' ll  * non - hdl - c,C0053917;C1334884;C1427925;C3273466
0,( nmbr % cl ) interaction,C0053917;C0596019;C1334884;C1704675
0,( % ) nmbr - nmbr,C0053917;C1334884
0,( %  nmbr % cl ),C0053917;C0596019;C1334884
0,( $ nmbr mg / dl [nmbr . nmbr mmol / l] ),C0053917;C0439269;C1334884;C1532563
0,% predicted pre - bronchodilator fevnmbr  % *,C0681842;C1882327;C2599602
-1,zotarolimus - eluting,C1700035
-1,yes  insulin - treated,C0021641;C1533581;C1549445;C1579433;C1705108;C1710701;C3714501
-1,worsening angina,C0002965
-1,wml load at follow - up mri,C0024485;C0589120;C1522577;C1550025;C1704685;C1704782;C1708715;C1824234;C3274571;C3890166
-1,without insulin or insulin - modifying therapy,C0021641;C1533581;C1579433;C3714501
-1,without dm ( n = nmbrinmbr * ),C0011816;C3250443
-1,white : black : other,C0005680;C0007457;C0027567;C0043157;C0085756;C0220938;C0439541
-1,western european includinq australia  israel  and south africa,C0004340;C0022271;C0043128;C0239307;C0239312;C1535514
-1,western europe hr ( nmbr % cl ),C0043129;C0053917;C0596019;C1334884
-1,western europe and other,C0043129
-1,western europe and israel,C0043129
-1,western europe / australia / israel,C0004340;C0015176;C0022271;C0043128;C0043129
-1,weight ( kg / mnmbr ) [median ( nmbrth to nmbrth percentile ) ],C0022718;C0439209;C0549183;C0552346;C0876920;C2347635;C2348144;C2939193;C4054209
-1,weight $ nmbr . nmbr kg  < nmbr . nmbr kg  n,C0005910;C0043100;C0053917;C1305866;C1319635;C1334884;C1705104
-1,weight  median ( nmbrth — nmbrth percentiles )  kg,C0022718;C0439209;C0549183;C0552346;C0876920;C2347635;C2348144;C2939193;C4054209
-1,week nmbr ( itt population ),C0032659;C0053917;C0332174;C0439230;C1257890;C1334884
-1,week nmbr ( geometric mean  cv ),C0053917;C0332174;C0439230;C1334884;C2986759;C3538987;C4048877;C4318503
-1,vomiting,C0042963;C1963281;C3898969;C4084766;C4084767;C4084768;C4084769
-1,vitamin e,C0042874;C3714803
-1,very high risk,C0035647;C0332167;C0442804;C0442824;C2984081;C3272283;C4050568;C4319571;C4321397;C4552904
-1,vertebrobasilar infarct,C0021308;C0545733
-1,vents / patients,C0030705
-1,venous graft,C0042449;C0181074;C0332835;C0348013;C1961139
-1,vascular intervention,C0005847;C0184661;C0886296;C1273869;C1558950;C1801960
-1,vascular disordersb,C0005847;C1558950;C1801960
-1,vascular disease indicator no ( n = nmbr ),C0021212;C0042373;C1235732;C1522602
-1,varespladib ( n = nmbr ),C0053917;C1334884;C2713485
-1,v alsartan / hctz  n ( % ),C0020261
-1,use of parenteral antithrombotic,C0030547;C1524063;C4522267
-1,use of ics,C0815320;C1524063;C4551720
-1,use of hormone replacement therapy ( a ),C0282402;C1524063
-1,use of concomitant lipid - modifying therapy,C0023779;C0392747;C1524063;C1707479
-1,use of ace inhibitor,C0003015;C1524063;C4541021
-1,use nmbr - asa compounds,C0004057;C0042153;C0053917;C0205198;C0457083;C1334884;C1706082;C1947944;C3853627
-1,usa and canada,C0041703
-1,uric acid ( mg / dl ),C0041980;C0439269
-1,upper respiratory tract infection nmbr ( nmbr . nmbr ),C0041912;C0053917;C1334884
-1,upper gastrointestinal,C3203348
-1,unstable angina ( biomarker negative ),C0002965;C0005516;C0205160;C1513916;C2825415;C2825491;C3853545
-1,united states,C0041703
-1,unfractionated heparin before randomisation,C0019134;C0034656;C2825026
-1,type of des,C0011702;C0332307;C1547052;C4551552
-1,type of concomitant statin,C0332307;C0360714;C0521115;C1547052
-1,troponin t,C0077404;C1420827
-1,triple therapy use at screening  n ( % ),C0039798;C0042153;C0087111;C0457083;C1363945;C1947944;C2121434
-1,triglycerides — mmol / liter,C0041004;C0439190;C0475211
-1,triglycerides mean ( mg / dl ± sd ),C0041004;C0439269;C0444504;C2347634;C2348143;C2699239
-1,triglycerides  median ( range ),C0041004;C0549183;C0876920;C1514721;C2347635;C2348144;C2348147;C2939193;C3542016
-1,treatmentofpulmonary embolismpriorto randomization,C0034656
-1,treatment with candesartan,C0039798;C0087111;C0717550;C1522326;C1533734;C1705169;C3538994;C3887704
-1,treatment at randomization — no . ( % ),C0034656;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
-1,treated with cabg — no . / total no . ( % ),C0010055;C0332293
-1,treated hypertension :,C0020538;C1522326;C1963138
-1,traditional chinese medicine for respiratory disease — no . ( % ),C0025124;C0035204;C0035242;C1515884
-1,total updrs score ( range  nmbr - nmbr ) 卞,C0439175;C0439810;C3639721
-1,total stent length,C0038257;C0439175;C0439810;C1444754;C1706316
-1,total score on the sgrq - c  i ,C0021966;C0221138;C2964552;C3826872
-1,total haq  nmbr - nmbr,C0053917;C0102923;C0439175;C0439810;C0451208;C1334884
-1,total comparators  patients with events / total patients,C0030705;C0439175;C0439810;C0441471;C1707454;C3541888;C4553389;C4553390
-1,tolal choleslerol - lo - hdl choleslerol ralio,C0206579;C1232424;C3715113
-1,tocilizumab ( n = nmbr ),C0053917;C1334884;C1609165
-1,tocilizumab,C1609165
-1,tobacco use ( % ),C0040335;C0543414;C0841002;C3853727
-1,toast classification of qualifying stroke,C0038454;C1514624;C1710306;C4521230;C4554100
-1,tirofiban ( n = nmbr ),C0053917;C0247025;C1334884
-1,tiotropium nmbr gg qd,C0017454;C0018370;C0053917;C0213771;C0332173;C1334884
-1,timing of clopidogrel loading dose,C0070166;C0449243;C1704250;C3714444
-1,timi risk score — no . ( % ) : t,C0035647;C0449820;C4050231;C4552904
-1,timi risk score nmbr - nmbr,C0035647;C0053917;C0449820;C1334884;C4050231;C4552904
-1,timi major bleeding,C0019080;C0205082;C0205164;C4318856;C4521762
-1,time since diagnosis of type nmbr diabetes,C0040223;C3541383
-1,time since diagnosis of osteoarthritis — yr,C0040223;C3541383
-1,time since diagnosis of diabetesa  n ( % ),C0040223;C3541383
-1,time of qualifying ecg to balloon inflation ( hrs ),C0040223;C1514624;C1623258;C3541383
-1,time from symptoms to treatment,C0040223;C0683368;C1457887;C3541383
-1,time from symptom onset to randomization,C0040223;C0449244;C1457887;C3541383;C3854129;C4086878
-1,time from randomization to pci ( st - elevation mi )  min,C0034656;C0040223;C3541383
-1,time from qualifying event to randomization,C0040223;C0441471;C1514624;C3541383;C4019010
-1,time from onset of pain to randomization  median ( iqr )  h,C0030193;C0449244;C0518090;C1962977;C2984058;C4085210;C4085211;C4085212;C4553004;C4554132
-1,time from acs to randomization ( median  iqr ),C0040223;C0742343;C3541383;C4318612
-1,tim nmbr nsk score,C0053917;C0449820;C1313407;C1334884;C3541335;C3711667;C3827754;C3890185;C4050231;C4319633
-1,ticlopidine ( n = nmbr ),C0040207;C0053917;C1334884
-1,thrombophilia,C0398623
-1,thrombolytic treatment before randomization,C0016018;C0034656;C0039798;C0087111;C0520997;C1522326;C1533734;C1705169;C3538994;C3887704
-1,thrombocytopenia,C0040034;C0392386
-1,three arm,C0205449;C0446516;C3715044;C4553528
-1,thoracic cage fractures,C0222762
-1,thienopyridine drug at start of open - label period,C0439531;C1120149;C1709323;C1948053;C2348346
-1,therapy at discharge,C0012621;C0030685;C0039798;C0087111;C1363945;C2926602
-1,theophylline compound,C0039771;C0205198;C1706082
-1,terol  hdl - c  high - density lipoprotein cholesterol ,C0023822
-1,tendonitis,C0039503
-1,temporary discontinuation of study drug,C0013175;C0205374;C0457454;C1444662;C1548539;C3245481;C4552847
-1,telmisartan ( n = nmbr  nmbr ),C0053917;C0248719;C1334884
-1,systolic blood pressure [mmhg] ( interaction : p = nmbr . nmbr ),C0053917;C0439475;C0488055;C0871470;C1306620;C1334884;C1704675
-1,systemic glucocorticoid use at randomisation,C0017710;C0034656;C0042153;C0205373;C0457083;C1947944
-1,systemic corticosteroid use,C0042153;C0205373;C0239126;C0457083;C1947944;C4053960
-1,syncope — no . ( % ),C0039070;C3541349;C4554644
-1,supine after nmbr minutes change from baseline,C0038846;C0053917;C0439232;C0700321;C0702093;C1282918;C1334884;C2347166
-1,subset of patients on metformin,C0030705;C1515021
-1,subarachnoid hemorrhage,C0038525
-1,study medication — no . ( % ),C0013227;C0557651;C2603343;C3244316;C4284232
-1,stroke or tia — no . ( % ),C0038454;C4554100
-1,stroke or pvd  ( % ),C0038454;C4554100
-1,stroke ( vs tia ),C0038454;C4554100
-1,stool frequency subscore,C0015733;C0183622;C0376249;C0439603;C0871396;C1561548;C1705502;C3898838;C4321352
-1,steroids § §,C0038317
-1,steroid use at baseline  n ( % ),C0168634;C0281991;C1442488
-1,steroid use at baseline,C0168634;C0281991;C1442488
-1,stent plus placebo,C0032042;C0038257;C0332287;C1696465;C1706408
-1,stent length per lesion  mm,C0038257;C0221198;C1444754;C1546698;C1706316;C4330985;C4554674
-1,statin with niacin,C0027996;C0360714;C1142562
-1,statin use at baseline,C0042153;C0168634;C0360714;C0457083;C1442488;C1947944
-1,statin treatment,C0039798;C0087111;C0360714;C1522326;C1533734;C1705169;C3538994;C3887704
-1,statin potency stratum  n ( % ),C0360714;C3245505
-1,statin monotherapy,C0360714
-1,statin + ezetimibe  n ( % ),C0360714;C1142985
-1,statin ( open ),C0360714
-1,standard therapy,C2936643
-1,st change > nmbr mm,C0036056;C0053917;C0392747;C0443172;C1334884;C1705241;C3272372;C4319952;C4330985;C4554674
-1,st - segment depression > nmbr . nmbr mv on admission  %,C0053917;C0520887;C1334884;C1454484;C1705503;C4281602
-1,st ( arc definite only ),C0036056;C0205171;C0439544;C1704787;C1720467;C3272372
-1,spironolactone ( n = nmbr ),C0037982;C0053917;C1334884
-1,smoking status at screening  n ( % ),C0037369;C0220908;C0220909;C0421330;C0453996;C1519386;C1698960;C1710031;C1710032;C1710477;C1881674;C2348164
-1,smoking habit  n ( % ),C4505437
-1,small - artery occlusion ( lacune ),C0001168;C0011382;C0028778;C0226001;C0241970;C0264995;C0441597;C0700321;C1110554;C1947917
-1,small - artery occlusion,C0001168;C0011382;C0028778;C0226001;C0264995;C0441597;C0700321;C1110554;C1947917
-1,single - vessel disease  n ( % ),C0037179;C0042373;C0087136;C0205171
-1,simvastatin monotherapy ( n = nmbr  nmbr * ),C0053917;C0074554;C1334884
-1,short - acting anticholinergics,C0079613;C0242896;C1282927;C1704930;C1806781;C1869853;C2350002;C3537307;C3540711;C3890007;C4048375
-1,sfnmbr - pcs,C1864389;C1882368
-1,sfc nmbr / nmbr | ig bid n = nmbr,C0021027;C0053917;C0305052;C0360506;C1334884;C4521536
-1,sf - nmbrvnmbr domain scores  mean [sd],C0037712;C1880389;C1883221;C3541951
-1,sf - nmbr score,C0037712;C0053917;C0449820;C1334884;C4050231
-1,sf - nmbr physical component summaryjj,C0031809;C0037712;C0053917;C0205485;C0449432;C1334884;C1509143;C1705248
-1,sf - nmbr ( health transition score ),C0037712;C0053917;C0376627;C0449820;C1334884;C4050231
-1,sex : male ( n = nmbr ),C0053917;C0086582;C1334884
-1,sex ( interaction : p = nmbr . nmbr ),C0009253;C0036864;C0053917;C0079399;C0804628;C1314687;C1334884;C1522384;C1704675
-1,sex  n ( % ) male,C0086582
-1,sex  male / female  %,C0043210;C0086287;C0086582;C1705497;C1705498;C1706180;C1706428;C1706429
-1,severity of copd  ( gold nmbr )  %,C0018026;C0024117;C0053917;C0439793;C0522510;C1304897;C1334884;C1412502;C3714496
-1,serum pnmbrnp ( ^g / liter ),C0229671;C0439267;C0475211;C1546774;C1550100
-1,serum haemoglobin anmbrc concentration ( % )  mean ( sd ),C0019029;C0019046;C0229671;C0444504;C0683149;C1314664;C1318517;C1546774;C1550100;C2347634;C2348143;C2699239
-1,serum albumin  g nmbr nmbr,C0036773;C0053917;C0439267;C0728877;C1334884
-1,serum albumin  g / dl,C0036773;C0439267;C0728877
-1,seropositive ( rf + ve and / or acpa + ve ) subgroup,C0035448;C0042469;C0201660;C0521143;C0748398;C1547111;C3714652;C4321495
-1,selexipag ( n = nmbr ),C0053917;C1334884;C2000145
-1,selexipag,C2000145
-1,selected medications — no . ( % ),C0013227;C0802604;C1707391;C2598133;C4284232
-1,selected baseline medications,C0013227;C0168634;C0802604;C1442488;C1707391;C2598133;C4284232
-1,seizure types reported during baseline  n ( % ) a,C0036572;C0332307;C1959629;C4553401
-1,secukinumab,C3179547
-1,secondary ( change in total updrs score from baseline to final visit in phase nmbr ),C0027627;C0175668;C0205436;C0392747;C0439175;C0439810;C0443172;C1705241;C3639721;C4319952
-1,screening bmi ( kg / mnmbr ),C0022718;C0220908;C0220909;C0439209;C0578022;C1698960;C1710031;C1710032;C1710477;C2348164;C4054209
-1,score distribution : < nmbr,C0053917;C0449820;C0520511;C1334884;C1704711;C4050231
-1,saxagliptin nmbrmg ( n z nmbr ),C0053917;C1334884;C1611934
-1,saxagliptin nmbr . nmbr mg ( n = nmbr  nmbr ),C0024671;C0026410;C0053917;C0439269;C1334884;C1611934;C1960952;C2346927;C4321396;C4521761
-1,salmeterol nmbr gg bid,C0017454;C0018370;C0053917;C0073992;C1334884
-1,salmeterol - fluticasone group,C0441833;C0687744;C0939232;C1257890;C1519504;C1705428;C1705429
-1,safety population  n ( % ),C0032659;C0036043;C1257890;C1705187
-1,sacubitril / valsartan,C4033631
-1,russia / georgia ( n = nmbr ),C0017452;C0017454;C0035970;C0053917;C1334884
-1,rosuvastatin of patients ( rate ),C0030705;C0871208;C0965129;C1521828
-1,rosuvastatin n = nmbr,C0053917;C0965129;C1334884
-1,rosuvastain + fenofibric acid nmbr = nmbr,C0053917;C0060179;C1334884
-1,rosiglitazone,C0289313
-1,role physical,C0031809;C0035820;C0205485;C1509143;C1705810;C3871154
-1,rivastigmine ( n = nmbr ),C0053917;C0649350;C1334884
-1,rivaroxaban nmbr mg,C0024671;C0026410;C0053917;C0439269;C1334884;C1739768;C1960952;C2346927;C4321396;C4521761
-1,rivaroxaban + aspirin,C0004057;C1739768
-1,risk score category ( points ),C0035647;C0449820;C0683312;C3889287;C4050231;C4552904
-1,risk reduction ( %  nmbr % ci ),C0008107;C0053917;C1137094;C1334884;C3259781
-1,risk reduction  %,C1137094
-1,risk factors  %,C0035648;C1553898
-1,rheumatoid factor positive §  n ( % ),C0035448;C0201660;C0439178;C1446409;C1514241;C2825490;C3812269
-1,rheumatic heart disease,C0035439
-1,rhabdomyolysis  myopathy  or myalgia with ck elevation > nmbrx uln,C0026848;C0035410;C4552660
-1,rf positive — number ( % ),C0035448;C0201660;C0748398;C1547111;C3812269
-1,rf positive  n ( % ),C0035448;C0201660;C0439178;C0748398;C1446409;C1514241;C1547111;C2825490;C3812269
-1,rf positive  %,C0035448;C0201660;C0439178;C0748398;C1446409;C1514241;C1547111;C2825490;C3812269
-1,rf and acpa negativenmbr,C0035448;C0201660;C0748398;C1547111
-1,retinopathy — %,C0035309;C1962966
-1,rerandomization to placebo ( n = nmbr ) f,C0016327;C0032042;C0053917;C1334884;C1696465;C1706408
-1,reported hypertension *,C0020538;C0684224;C0700287;C1963138;C4319718
-1,renin - angiotensin inhibitors,C0003018;C2917241;C3653375;C4521302
-1,relative risk reduction ( nmbr % cl ),C0053917;C0080103;C0205345;C0242492;C0301630;C0392756;C0596019;C1137094;C1293152;C1334884;C1547039;C4551656
-1,relative decrease > nmbr %,C0053917;C0080103;C0205345;C0392756;C0547047;C1334884;C1547039
-1,region of enrollment  no . ( % ),C0017446;C0205147;C1516879;C1696073;C3888021
-1,region of enrollment  n ( % ) +,C0017446;C0205147;C1516879;C1696073;C3888021
-1,recurrent ischemia - urgent revascularization,C0022116;C0439609;C0581603;C1455761;C2945760;C3272275;C4321499
-1,recent cardioversion ( within nmbr days before randomization ) —,C0013778;C0053917;C0332185;C0439228;C1334884
-1,receiving insulin therapy,C0021641;C0039798;C0087111;C1363945;C1514756;C1533581;C1579433;C3714501
-1,rec . ischemia requiring revasc,C0022116;C0378365;C1424025;C2606415;C4321499
-1,rec . ischemia leading to hasp,C0022116;C1424025;C2606415;C4321499
